	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	NAME	LABEL	FIPSCODE	graced_emissions_2019(kgC/hr)	graced_emissions_2019(metric tonnes/year)	absolute_percent_error_graced (percent error)
751	garfield township-31580			Garfield	Garfield Township	31580	1528703.4875546484	36688.883701311555	
752	schoolcraft township-71880	91380732.206368	4763.677569917963	Schoolcraft	Schoolcraft Township	71880	827935.0605655039	19870.441453572093	317.1239795709828
753	schoolcraft township-71880	164727010.40897202	8587.219052619712	Schoolcraft	Schoolcraft Township	71880	827935.0605655039	19870.441453572093	131.3955348269612
754	fremont township-30720			Fremont	Fremont Township	30720	260429.40014852452	6250.305603564589	
755	stannard township-76180			Stannard	Stannard Township	76180	519203.728014406	12460.889472345743	
756	macomb township-50480			Macomb	Macomb Township	50480	5009346.010288004	120224.3042469121	
757	onota township-60820			Onota	Onota Township	60820	659273.7453283682	15822.569887880836	
758	hamilton township-36180			Hamilton	Hamilton Township	36180	482732.0004694402	11585.568011266565	
759	blue lake township-09340			Blue Lake	Blue Lake Township	09340	335691.79118470347	8056.602988432884	
760	fayette township-27580			Fayette	Fayette Township	27580	526310.892425607	12631.461418214567	
761	batavia township-05800			Batavia	Batavia Township	05800	516081.78296558413	12385.962791174019	
762	munro township-56280			Munro	Munro Township	56280	427861.8931067608	10268.685434562258	
763	whiteford township-86740			Whiteford	Whiteford Township	86740	2182452.983950697	52378.87161481672	
764	haring township-36600			Haring	Haring Township	36600	686451.7962736468	16474.843110567523	
765	clinton township-16520			Clinton	Clinton Township	16520	6096089.139811719	146306.13935548125	
766	maple grove township-50960			Maple Grove	Maple Grove Township	50960	288034.41350634024	6912.8259241521655	
767	oneida township-60700			Oneida	Oneida Township	60700	652905.6360765181	15669.735265836434	
768	caledonia township-12500	95621536.370424	4984.750690990203	Caledonia	Caledonia Township	12500	1200563.2550650851	28813.51812156204	478.03328406457047
769	elmira township-25620			Elmira	Elmira Township	25620	584856.1875034447	14036.548500082674	
770	lyon township-49840			Lyon	Lyon Township	49840	399921.2901527267	9598.11096366544	
771	st james township-70920			St James	St James Township	70920	208889.8169810409	5013.3556075449815	
772	bath township-05900			Bath	Bath Township	05900	2056273.100898299	49350.55442155917	
773	ensley township-26160			Ensley	Ensley Township	26160	411074.6642646321	9865.79194235117	
774	ingham township-40640	20656856.883592	1076.841949341651	Ingham	Ingham Township	40640	275885.5921367822	6621.254211282773	514.877068573602
775	augusta township-04180			Augusta	Augusta Township	04180	1182375.9615133666	28377.0230763208	
776	burnside township-11900			Burnside	Burnside Township	11900	396842.4588225671	9524.21901174161	
777	greenland township-35000			Greenland	Greenland Township	35000	487380.19934216613	11697.124784211988	
778	greenleaf township-35020			Greenleaf	Greenleaf Township	35020	267129.77774401655	6411.114665856397	
779	frost township-30900			Frost	Frost Township	30900	446553.2719050599	10717.278525721438	
780	tekonsha township-79180	37473495.678084	1953.493329698519	Tekonsha	Tekonsha Township	79180	449427.6440983345	10786.263458360028	452.1525614845414
781	elk township-25280	30952483.022548	1613.5529399654272	Elk	Elk Township	25280	274762.194343975	6594.292664255399	308.68151895881965
782	springfield township-75760			Springfield	Springfield Township	75760	1186979.7383459238	28487.513720302173	
783	fenton township-27780			Fenton	Fenton Township	27780	1049681.536119498	25192.35686686795	
784	brookfield township-10920			Brookfield	Brookfield Township	10920	309189.2365128342	7420.541676308021	
785	osceola township-61260			Osceola	Osceola Township	61260	393557.8016726404	9445.38724014337	
786	oregon township-61060			Oregon	Oregon Township	61060	636610.3784209172	15278.649082102012	
787	grosse ile township-35420			Grosse Ile	Grosse Ile Township	35420	24973035.94284718	599352.8626283323	
788	essex township-26400	21528091.547378	1122.259412364815	Essex	Essex Township	26400	274101.01752263226	6578.424420543174	486.176809752139
789	sherman township-73260			Sherman	Sherman Township	73260	294670.195798489	7072.0846991637345	
790	richfield township-68200			Richfield	Richfield Township	68200	920667.0752404884	22096.009805771722	
791	noble township-57860			Noble	Noble Township	57860	305268.63658875227	7326.447278130055	
792	cedarville township-14240			Cedarville	Cedarville Township	14240	429013.0375066573	10296.312900159775	
793	pittsfield township-64560			Pittsfield	Pittsfield Township	64560	3517901.2629299443	84429.63031031867	
794	lowell township-49560			Lowell	Lowell Township	49560	707985.5011477541	16991.6520275461	
795	gunplain township-35720			Gunplain	Gunplain Township	35720	648943.4849735479	15574.643639365147	
796	mckinley township-50360			McKinley	McKinley Township	50360	223890.383818039	5373.369211632937	
797	aloha township-01720			Aloha	Aloha Township	01720	233883.5915520404	5613.206197248969	
798	milton township-54460			Milton	Milton Township	54460	1426939.0091132487	34246.53621871797	
799	alaiedon township-00800			Alaiedon	Alaiedon Township	00800	1173227.8671851114	28157.468812442676	
800	quincy township-66680			Quincy	Quincy Township	66680	107366.8999065068	2576.805597756163	
801	greenwood township-35160			Greenwood	Greenwood Township	35160	250647.1923647863	6015.532616754871	
802	mills township-54320			Mills	Mills Township	54320	246444.95758571065	5914.678982057056	
803	green township-34760			Green	Green Township	34760	602942.4847547702	14470.619634114486	
804	new haven township-57360			New Haven	New Haven Township	57360	253505.31320910418	6084.127517018501	
805	amboy township-02020			Amboy	Amboy Township	02020	264729.89216773823	6353.517412025718	
806	lenox township-46900	162397254.296216	8465.76886646174	Lenox	Lenox Township	46900	771855.2956366366	18524.527095279278	118.81683031374311
807	sherman township-73240	7663237.391414	399.48456521441176	Sherman	Sherman Township	73240	249889.8496644127	5997.356391945905	1401.2736196020483
808	cottrellville township-18400			Cottrellville	Cottrellville Township	18400	516750.3149239956	12402.007558175894	
809	ford river township-29380			Ford River	Ford River Township	29380	568035.2159132877	13632.845181918905	
810	speaker township-75500	5915113.99436428	308.35489252620994	Speaker	Speaker Township	75500	286864.0131446163	6884.736315470793	2132.731337280661
811	standish township-76140			Standish	Standish Township	76140	389043.48012109904	9337.043522906379	
812	orangeville township-60980			Orangeville	Orangeville Township	60980	337974.6209038029	8111.39090169127	
813	venice township-81880	15219497.100231841	793.3923838350859	Venice	Venice Township	81880	605698.702164908	14536.768851957795	1732.2294425981531
814	victory township-82360			Victory	Victory Township	82360	208965.35033042973	5015.168407930314	
815	bliss township-08980			Bliss	Bliss Township	08980	236789.521728471	5682.948521483304	
816	allen township-01320	9185156.1847588	478.8221919114762	Allen	Allen Township	01320	371576.7360663679	8917.841665592829	1762.453707500997
817	wisner township-88080			Wisner	Wisner Township	88080	206304.84338525424	4951.3162412461015	
818	maple river township-51280			Maple River	Maple River Township	51280	318989.84361364105	7655.756246727385	
819	riverside township-68820			Riverside	Riverside Township	68820	289230.3243485854	6941.527784366049	
820	york township-89100			York	York Township	89100	1253383.2568855213	30081.198165252514	
821	athens township-03900	37929827.395154	1977.2819021093778	Athens	Athens Township	03900	385673.6149160473	9256.166757985136	368.12580179440243
822	greendale township-34860			Greendale	Greendale Township	34860	242693.49036985115	5824.643768876428	
823	grattan township-34560			Grattan	Grattan Township	34560	454582.9456401537	10909.99069536369	
824	west branch township-85600			West Branch	West Branch Township	85600	497563.08286231325	11941.513988695517	
825	fairfield township-27020			Fairfield	Fairfield Township	27020	509118.200181788	12218.836804362913	
826	koehler township-43820			Koehler	Koehler Township	43820	361117.7393728364	8666.825744948073	
827	concord township-17760	52588006.596168	2741.4127838582376	Concord	Concord Township	17760	542404.3538270361	13017.704491848868	374.85386252295353
828	charleston township-14720			Charleston	Charleston Township	14720	546279.9431361764	13110.718635268233	
829	green lake township-34960			Green Lake	Green Lake Township	34960	484637.03448023077	11631.288827525537	
830	hanover township-36420	23778252.746896002	1239.5603156956886	Hanover	Hanover Township	36420	330061.8831817786	7921.485196362686	539.0560504445357
831	detour township-21770	24886627.6587748	1297.3398998519303	Detour	Detour Township	21770	330518.6405444087	7932.447373065809	511.4394056616285
832	three oaks township-79740	74714367.42196399	3894.8599737069826	Three Oaks	Three Oaks Township	79740	637810.9744851356	15307.463387643254	293.0170401754952
833	st ignace township-70860			St Ignace	St Ignace Township	70860	1153988.190289301	27695.71656694323	
834	casnovia township-13840	12140967.7932976	632.9086510646039	Casnovia	Casnovia Township	13840	355425.07755511504	8530.201861322761	1247.7777317428458
835	sherman township-73140			Sherman	Sherman Township	73140	234167.8470845702	5620.028330029685	
836	flowerfield township-29140			Flowerfield	Flowerfield Township	29140	376875.4068542665	9045.009764502394	
837	lawrence township-46460	51715648.067764	2695.936733772537	Lawrence	Lawrence Township	46460	433387.5317444046	10401.300761865708	285.81397818303896
838	almena township-01600			Almena	Almena Township	01600	771708.2167442769	18520.997201862647	
839	sidney township-73840	29438309.8777368	1534.6190939264193	Sidney	Sidney Township	73840	305416.5603979774	7329.997449551458	377.642789573092
840	arcada township-03260			Arcada	Arcada Township	03260	865189.4026791039	20764.545664298494	
841	crystal falls township-19150			Crystal Falls	Crystal Falls Township	19150	1085692.2483988174	26056.61396157162	
842	mullett township-56100			Mullett	Mullett Township	56100	228996.89303898223	5495.925432935574	
843	beaver creek township-06600			Beaver Creek	Beaver Creek Township	06600	1257039.348409111	30168.944361818663	
844	mcmillan township-50460			McMillan	McMillan Township	50460	248720.83974706643	5969.300153929595	
845	fife lake township-28020	22362247.05252	1165.7439388478674	Fife Lake	Fife Lake Township	28020	457609.51770309964	10982.628424874392	842.113277100011
846	overisel township-61820			Overisel	Overisel Township	61820	516439.43521947565	12394.546445267417	
847	arcadia township-03280			Arcadia	Arcadia Township	03280	332486.5731685221	7979.677756044531	
848	norwich township-59280			Norwich	Norwich Township	59280	287108.9419612521	6890.61460707005	
849	barton township-05620			Barton	Barton Township	05620	303002.40630212857	7272.057751251085	
850	montague township-55120			Montague	Montague Township	55120	483468.6693109422	11603.248063462612	
851	ionia township-40880			Ionia	Ionia Township	40880	530355.6887609496	12728.53653026279	
852	elmer township-25540			Elmer	Elmer Township	25540	243009.85664008552	5832.236559362052	
853	frankenlust township-30180			Frankenlust	Frankenlust Township	30180	994350.01827537	23864.40043860888	
854	woodhull township-88400			Woodhull	Woodhull Township	88400	411171.88253329793	9868.12518079915	
855	rock river township-69160	8032068.6846892005	418.711740532848	Rock River	Rock River Township	69160	456337.756650421	10952.106159610104	2515.6673194003524
856	nadeau township-56440	16061415.3163756	837.28158044266	Nadeau	Nadeau Township	56440	491152.7696584966	11787.66647180392	1307.8497302630176
857	howard township-39480			Howard	Howard Township	39480	1126844.2856883674	27044.262856520818	
858	marshall township-51960			Marshall	Marshall Township	51960	626386.9885971925	15033.287726332619	
859	spaulding township-75480			Spaulding	Spaulding Township	75480	678970.5861699285	16295.294068078285	
860	inland township-40700			Inland	Inland Township	40700	294327.0768029945	7063.849843271867	
861	ellis township-25400			Ellis	Ellis Township	25400	377737.1646940918	9065.691952658204	
862	cherry grove township-15060			Cherry Grove	Cherry Grove Township	15060	439782.94680649374	10554.79072335585	
863	rolland township-69300			Rolland	Rolland Township	69300	326845.0723701003	7844.281736882407	
864	gaines township-31240			Gaines	Gaines Township	31240	3054646.5254453095	73311.51661068744	
865	volinia township-82580			Volinia	Volinia Township	82580	315732.12467557256	7577.570992213741	
866	freeman township-30560			Freeman	Freeman Township	30560	348489.05674365594	8363.737361847743	
867	sheridan township-73000			Sheridan	Sheridan Township	73000	513417.17456497345	12322.012189559362	
868	hanover township-36400	12296316.294555599	641.0069684351834	Hanover	Hanover Township	36400	406771.6980760815	9762.520753825956	1422.9976013611952
869	cornell township-18280			Cornell	Cornell Township	18280	250597.87247520578	6014.348939404938	
870	bridgeport township-10460			Bridgeport	Bridgeport Township	10460	968968.8109117306	23255.251461881533	
871	dewitt township-22140			Dewitt	Dewitt Township	22140	3833101.162184954	91994.42789243891	
872	oliver township-60520	76368578.82335599	3981.0940140615476	Oliver	Oliver Township	60520	260504.0475579435	6252.097141390644	57.04469975609038
873	edwards township-25020			Edwards	Edwards Township	25020	471920.2368847785	11326.085685234684	
874	liberty township-47360			Liberty	Liberty Township	47360	598045.0828305745	14353.081987933789	
875	pulaski township-66440			Pulaski	Pulaski Township	66440	435428.44845499744	10450.282762919938	
876	grand island township-33380			Grand Island	Grand Island Township	33380	358889.9971868599	8613.359932484638	
877	center township-14300			Center	Center Township	14300	152549.61240115674	3661.190697627762	
878	west branch township-85540			West Branch	West Branch Township	85540	394686.71028434276	9472.481046824227	
879	raisinville township-66900			Raisinville	Raisinville Township	66900	1927060.897210293	46249.46153304703	
880	weesaw township-85120			Weesaw	Weesaw Township	85120	360836.009152342	8660.064219656208	
881	hebron township-37480			Hebron	Hebron Township	37480	494982.8547445382	11879.588513868917	
882	excelsior township-26860			Excelsior	Excelsior Township	26860	358378.5929191108	8601.08623005866	
883	drummond township-23080			Drummond	Drummond Township	23080	731502.2177212955	17556.053225311094	
884	metz township-53440			Metz	Metz Township	53440	124065.26424471295	2977.5663418731106	
885	columbus township-17520			Columbus	Columbus Township	17520	515246.63326594816	12365.919198382755	
886	martiny township-52060			Martiny	Martiny Township	52060	328947.8046705183	7894.747312092441	
887	prairieville township-66260			Prairieville	Prairieville Township	66260	339500.15801408293	8148.0037923379905	
888	st clair township-70700			St Clair	St Clair Township	70700	1435727.183500684	34457.45240401642	
889	wheatfield township-86520			Wheatfield	Wheatfield Township	86520	595068.1067350294	14281.634561640705	
890	markey township-51780			Markey	Markey Township	51780	501646.0635978034	12039.505526347282	
891	bronson township-10880			Bronson	Bronson Township	10880	413305.4612480263	9919.331069952632	
892	west branch township-85520			West Branch	West Branch Township	85520	256132.9513289747	6147.190831895393	
893	antrim township-03120			Antrim	Antrim Township	03120	381728.90740581375	9161.49377773953	
894	selma township-72380			Selma	Selma Township	72380	444858.0459819685	10676.593103567244	
895	chippewa township-15560			Chippewa	Chippewa Township	15560	490786.87188111106	11778.884925146665	
896	custer township-19440	11359257.8009702	592.1581091645766	Custer	Custer Township	19440	338477.3507042391	8123.4564169017385	1271.8390901312496
897	michigamme township-53540			Michigamme	Michigamme Township	53540	411470.7697652008	9875.29847436482	
898	summerfield township-77140			Summerfield	Summerfield Township	77140	578162.062296137	13875.889495107287	
899	baldwin township-04920			Baldwin	Baldwin Township	04920	353671.5737325635	8488.117769581524	
900	clayton township-16260			Clayton	Clayton Township	16260	1063537.9057679868	25524.909738431685	
901	gilmore township-32200			Gilmore	Gilmore Township	32200	355686.7703040179	8536.48248729643	
902	moorland township-55440			Moorland	Moorland Township	55440	286063.1634465121	6865.515922716289	
903	bruce township-11300	384423905.106632	20040.018173208726	Bruce	Bruce Township	11300	665288.585881472	15966.926061155327	20.324792506918328
904	pine township-64200			Pine	Pine Township	64200	316699.6707469186	7600.792097926047	
905	hillsdale township-38480			Hillsdale	Hillsdale Township	38480	304085.1259322703	7298.043022374488	
906	nelson township-56920			Nelson	Nelson Township	56920	521515.6691045335	12516.376058508804	
907	cascade township-13660			Cascade	Cascade Township	13660	1736146.2816014157	41667.51075843398	
908	fort gratiot township-29760			Fort Gratiot	Fort Gratiot Township	29760	1066262.8234886872	25590.30776372849	
909	washington township-84140	9664717.672324	503.8217322582501	Washington	Washington Township	84140	238900.6812101897	5733.616349044553	1038.024817497472
910	nottawa township-59360			Nottawa	Nottawa Township	59360	318195.68525777746	7636.696446186659	
911	lake township-44400			Lake	Lake Township	44400	401085.9975740014	9626.063941776034	
912	tallmadge township-77980			Tallmadge	Tallmadge Township	77980	1702590.7858792625	40862.1788611023	
913	lincoln township-47680			Lincoln	Lincoln Township	47680	555731.1869501632	13337.548486803917	
914	bengal township-07240			Bengal	Bengal Township	07240	213833.91064913623	5132.01385557927	
915	beaver township-06580			Beaver	Beaver Township	06580	140321.49490517288	3367.7158777241493	
916	oronoko township-61180	72095915.168688	3758.360057743705	Oronoko	Oronoko Township	61180	704254.9269141636	16902.118245939924	349.72056924442063
917	torch lake township-80100			Torch Lake	Torch Lake Township	80100	221171.81946297092	5308.123667111302	
918	gaines township-31220	13041398.3003876	679.8480933992056	Gaines	Gaines Township	31220	790443.7592481815	18970.65022195636	2690.4248619870477
919	gustin township-35740			Gustin	Gustin Township	35740	238068.18137323734	5713.636352957696	
920	antioch township-03060			Antioch	Antioch Township	03060	268349.8191159891	6440.395658783737	
921	mckinley township-50340	37449537.440576	1952.244386777227	McKinley	McKinley Township	50340	290029.1835444907	6960.700405067777	256.54861923094217
922	breitung township-10220			Breitung	Breitung Township	10220	1188330.9569235037	28519.94296616409	
923	millbrook township-54020			Millbrook	Millbrook Township	54020	399295.9491922759	9583.102780614621	
924	chandler township-14560			Chandler	Chandler Township	14560	180248.5588923787	4325.965413417089	
925	alamo township-00840			Alamo	Alamo Township	00840	796798.0924951382	19123.154219883316	
926	port austin township-65700	55349056.0444016	2885.346291594655	Port Austin	Port Austin Township	65700	213860.26994146503	5132.646478595161	77.88667147326991
927	schoolcraft township-71840	40999779.9199676	2137.3185272279106	Schoolcraft	Schoolcraft Township	71840	338054.0902117159	8113.298165081182	279.60173281256687
928	marion township-51720	39365224.452460006	2052.10915070674	Marion	Marion Township	51720	239417.39394081203	5746.017454579489	180.00544964192468
929	salem township-71100			Salem	Salem Township	71100	353112.61130175396	8474.702671242096	
930	carp lake township-13500			Carp Lake	Carp Lake Township	13500	345221.5272052995	8285.316652927188	
931	readmond township-67540			Readmond	Readmond Township	67540	174698.98664163964	4192.775679399351	
932	solon township-74460			Solon	Solon Township	74460	553758.774941876	13290.210598605021	
933	orange township-60920			Orange	Orange Township	60920	683943.2206443535	16414.637295464487	
934	delhi township-21420			Delhi	Delhi Township	21420	2817844.3273094916	67628.2638554278	
935	dayton township-19980			Dayton	Dayton Township	19980	304016.2172849711	7296.389214839306	
936	marenisco township-51560			Marenisco	Marenisco Township	51560	1277152.5728460262	30651.66174830463	
937	gibson township-32040			Gibson	Gibson Township	32040	454392.3293863757	10905.415905273017	
938	laketon township-45160			Laketon	Laketon Township	45160	3239036.186279513	77736.86847070832	
939	redford township-67625			Redford	Redford Township	67625	2940278.484310332	70566.68362344797	
940	fork township-29680	14811479.633089999	772.1224332729815	Fork	Fork Township	29680	377846.50785670796	9068.31618856099	1074.4660947255386
941	pine grove township-64280			Pine Grove	Pine Grove Township	64280	366505.9412171321	8796.14258921117	
942	mendon township-53000	108330899.692512	5647.2898009706505	Mendon	Mendon Township	53000	350071.3148486967	8401.71155636872	48.77422360943196
943	grand rapids township-34020			Grand Rapids	Grand Rapids Township	34020	1355143.9190722455	32523.454057733892	
944	harrisville township-36880			Harrisville	Harrisville Township	36880	283811.7457433774	6811.4818978410585	
945	gilead township-32120			Gilead	Gilead Township	32120	379871.0067658336	9116.904162380006	
946	benton township-07400			Benton	Benton Township	07400	1583069.5144340275	37993.668346416656	
947	iosco township-40900			Iosco	Iosco Township	40900	342650.03283806465	8223.600788113552	
948	bowne township-09780			Bowne	Bowne Township	09780	548526.4652061723	13164.635164948135	
949	courtland township-18500			Courtland	Courtland Township	18500	795780.3549053669	19098.728517728807	
950	spurr township-76000			Spurr	Spurr Township	76000	553021.862704718	13272.524704913232	
951	davison township-19900			Davison	Davison Township	19900	1078772.5831441428	25890.541995459425	
952	benton township-07440			Benton	Benton Township	07440	591732.3294973418	14201.575907936201	
953	bainbridge township-04840			Bainbridge	Bainbridge Township	04840	748808.9896053965	17971.415750529515	
954	freesoil township-30620	7005492.6947508	365.1963341773592	Freesoil	Freesoil Township	30620	232717.65496484732	5585.223719156336	1429.3756252339183
955	napoleon township-56640			Napoleon	Napoleon Township	56640	911678.0200205653	21880.272480493568	
956	mackinaw township-50300	78205432.68184	4076.849205704319	Mackinaw	Mackinaw Township	50300	200538.00585093588	4812.912140422462	18.054701009991852
957	cleon township-16380	8587582.750428401	447.6706887798325	Cleon	Cleon Township	16380	241675.18288779273	5800.204389307026	1195.6408660830607
958	alabaster township-00760			Alabaster	Alabaster Township	00760	243232.36226705392	5837.576694409294	
959	mason township-52120	6424589.321353161	334.91384132214023	Mason	Mason Township	52120	237590.4897522617	5702.171754054281	1602.5787084653782
960	eureka township-26520			Eureka	Eureka Township	26520	730562.5844631076	17533.502027114584	
961	kalkaska township-42280	260128792.637632	13560.513960199756	Kalkaska	Kalkaska Township	42280	919306.5991199613	22063.35837887907	62.702965710851736
962	olive township-60460			Olive	Olive Township	60460	1181550.996337803	28357.223912107274	
963	park township-62460			Park	Park Township	62460	1536296.074081545	36871.105777957084	
964	sheridan township-72980			Sheridan	Sheridan Township	72980	662183.13235428	15892.39517650272	
965	butman township-12180			Butman	Butman Township	12180	267263.73614416027	6414.329667459847	
966	grout township-35620			Grout	Grout Township	35620	383792.838666736	9211.028128001664	
967	portage township-65600			Portage	Portage Township	65600	253304.6938825965	6079.312653182316	
968	elba township-25120	38146720.909156	1988.5885609943023	Elba	Elba Township	25120	334923.3139772976	8038.159535455143	304.21431024605863
969	brooks township-11060			Brooks	Brooks Township	11060	371084.4588928007	8906.027013427216	
970	greenwood township-35200			Greenwood	Greenwood Township	35200	487169.36534332705	11692.064768239848	
971	lynn township-49800			Lynn	Lynn Township	49800	287371.3531703549	6896.912476088518	
972	marquette township-51920			Marquette	Marquette Township	51920	2690772.1156390407	64578.53077533698	
973	lee township-46600			Lee	Lee Township	46600	361721.58394155715	8681.318014597371	
974	lyndon township-49780			Lyndon	Lyndon Township	49780	519284.49133895617	12462.827792134947	
975	littlefield township-48020	32237261.5678	1680.5284455294138	Littlefield	Littlefield Township	48020	222106.51261883666	5330.556302852079	217.19524397415384
976	hendricks township-37660			Hendricks	Hendricks Township	37660	331339.320872623	7952.143700942952	
977	mikado township-53880			Mikado	Mikado Township	53880	325824.09109038225	7819.778186169174	
978	secord township-72240			Secord	Secord Township	72240	168068.11883955833	4033.6348521494	
979	james township-41480			James	James Township	41480	211563.54459538567	5077.525070289256	
980	vienna township-82380			Vienna	Vienna Township	82380	1144595.9536182655	27470.30288683837	
981	richland township-68320	11414983.5440688	595.0630921523066	Richland	Richland Township	68320	241351.09578071636	5792.426298737192	873.4138068933737
982	maple grove township-51000	22070183.9105488	1150.5186872569088	Maple Grove	Maple Grove Township	51000	203896.85234248466	4893.524456219632	325.3320272343318
983	mueller township-56060			Mueller	Mueller Township	56060	341194.39795632346	8188.665550951763	
984	eaton township-24520			Eaton	Eaton Township	24520	529642.4608061046	12711.41905934651	
985	rogers township-69240			Rogers	Rogers Township	69240	3864712.0280840164	92753.08867401638	
986	richmond township-68440			Richmond	Richmond Township	68440	549217.2255796195	13181.21341391087	
987	vernon township-82000			Vernon	Vernon Township	82000	545897.1462028685	13101.531508868846	
988	billings township-08360			Billings	Billings Township	08360	213720.82225404246	5129.299734097019	
989	royal oak township-70060			Royal Oak	Royal Oak Township	70060	215879.69211044314	5181.112610650635	
990	berrien township-07820	28745780.389852	1498.5175317229846	Berrien	Berrien Township	07820	738596.8998306463	17726.325595935512	1082.9241380682354
991	wilson township-87700			Wilson	Wilson Township	87700	255741.13316371414	6137.78719592914	
992	ovid township-61880			Ovid	Ovid Township	61880	253741.55849523813	6089.797403885715	
993	maple ridge township-51220			Maple Ridge	Maple Ridge Township	51220	295918.42505886796	7102.042201412831	
994	ann arbor township-03020	16169775.1347344	842.9303777737042	Ann Arbor	Ann Arbor Township	03020	1059211.557939367	25421.077390544804	2915.797990064777
995	tuscola township-80940			Tuscola	Tuscola Township	80940	319649.89587337116	7671.597500960908	
996	tecumseh township-79140			Tecumseh	Tecumseh Township	79140	292829.14985699725	7027.899596567934	
997	pentwater township-63560	81837418.93008	4266.18464882507	Pentwater	Pentwater Township	63560	272625.8869126305	6543.021285903133	53.36938797773592
998	rush township-70260			Rush	Rush Township	70260	382124.7304041621	9170.99352969989	
999	plymouth township-65080			Plymouth	Plymouth Township	65080	2269306.339792193	54463.35215501263	
1000	humboldt township-39940			Humboldt	Humboldt Township	39940	520384.80955825443	12489.235429398106	
1001	mentor township-53120			Mentor	Mentor Township	53120	824544.2848115552	19789.06283547732	
1002	baltimore township-05020			Baltimore	Baltimore Township	05020	319663.7086476811	7671.929007544346	
1003	georgetown township-31880			Georgetown	Georgetown Township	31880	2312576.0862453138	55501.82606988753	
1004	rose lake township-69760			Rose Lake	Rose Lake Township	69760	289938.6071321224	6958.526571170937	
1005	lakefield township-44560			Lakefield	Lakefield Township	44560	117798.48233854135	2827.1635761249922	
1006	novesta township-59420			Novesta	Novesta Township	59420	208198.55367941738	4996.765288306017	
1007	ashland township-03700			Ashland	Ashland Township	03700	314705.37580486044	7552.929019316651	
1008	elk rapids township-25340	155079962.929548	8084.318467517337	Elk Rapids	Elk Rapids Township	25340	113362.29125406223	2720.6949900974937	66.34601913532721
1009	nunda township-59500			Nunda	Nunda Township	59500	685874.9845122773	16460.999628294656	
1010	foster township-29860			Foster	Foster Township	29860	603826.3649599237	14491.832759038169	
1011	roscommon township-69560			Roscommon	Roscommon Township	69560	1242293.5856060097	29815.046054544233	
1012	echo township-24640			Echo	Echo Township	24640	246773.62025719197	5922.566886172607	
1013	rollin township-69340	29373408.626199998	1531.2357916838057	Rollin	Rollin Township	69340	302773.58441619034	7266.566025988568	374.5556540314391
1014	escanaba township-26380			Escanaba	Escanaba Township	26380	810633.505231159	19455.204125547818	
1015	texas township-79300			Texas	Texas Township	79300	1897308.4033866082	45535.4016812786	
1016	martin township-52000	18924246.184636	986.5209536050746	Martin	Martin Township	52000	502746.5850351151	12065.918040842762	1123.077725490766
1017	clayton township-16240			Clayton	Clayton Township	16240	327445.8955308715	7858.701492740916	
1018	salem township-71130			Salem	Salem Township	71130	1678261.0622572298	40278.26549417351	
1019	north plains township-58720	10168851.8516468	530.1022470263476	North Plains	North Plains Township	58720	345356.238208473	8288.549717003352	1463.5756617706595
1020	hope township-39160			Hope	Hope Township	39160	225565.55258638153	5413.573262073156	
1021	addison township-00400	16493172.547911601	859.7890849226317	Addison	Addison Township	00400	495679.4397616187	11896.306554278848	1283.630795376908
1022	dafter township-19540			Dafter	Dafter Township	19540	828158.0071606461	19875.792171855508	
1023	springvale township-75900			Springvale	Springvale Township	75900	296980.09852412686	7127.522364579045	
1024	hope township-39120			Hope	Hope Township	39120	325720.2380363823	7817.285712873176	
1025	clyde township-16760			Clyde	Clyde Township	16760	548450.9990067182	13162.823976161237	
1026	slagle township-74220			Slagle	Slagle Township	74220	264872.4308261095	6356.938339826627	
1027	clay township-16180			Clay	Clay Township	16180	797923.4110438676	19150.16186505282	
1028	wells township-85240			Wells	Wells Township	85240	719225.4940014232	17261.41185603416	
1029	dayton township-19960			Dayton	Dayton Township	19960	290537.033109976	6972.888794639423	
1030	kimball township-43160			Kimball	Kimball Township	43160	1183284.827715123	28398.835865162953	
1031	mottville township-55780			Mottville	Mottville Township	55780	365851.5617116444	8780.437481079467	
1032	powell township-66120			Powell	Powell Township	66120	364062.82105782186	8737.507705387725	
1033	pleasant plains township-64880			Pleasant Plains	Pleasant Plains Township	64880	359582.06094415777	8629.969462659787	
1034	boon township-09580	9693522.791531159	505.32334312251925	Boon	Boon Township	09580	232196.91381078295	5572.725931458791	1002.8039783445436
1035	albee township-00920			Albee	Albee Township	00920	353103.8331152296	8474.49199476551	
1036	homer township-38940	134240718.06706	6997.9686328358375	Homer	Homer Township	38940	969793.9842848887	23275.055622837328	232.59731279197533
1037	ingallston township-40600			Ingallston	Ingallston Township	40600	483599.8601805534	11606.396644333281	
1038	hadley township-35840			Hadley	Hadley Township	35840	395608.712955568	9494.609110933632	
1039	columbia township-17420	17114925.4051208	892.2010613689473	Columbia	Columbia Township	17420	305627.25199758104	7335.054047941945	722.1301638766734
1040	scipio township-71980			Scipio	Scipio Township	71980	424967.75305863936	10199.226073407344	
1041	huron township-40040			Huron	Huron Township	40040	2234663.8986998773	53631.93356879705	
1042	assyria township-03860			Assyria	Assyria Township	03860	325920.79040041246	7822.0989696098995	
1043	coldwater township-17040			Coldwater	Coldwater Township	17040	709461.3589192864	17027.072614062876	
