	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	state	city	graced_emissions_2019(kgC/hr)	graced_emissions_2019(metric tonnes/year)	absolute_percent_error_graced (percent error)
776	sangregorioatzompa, puebla			Puebla	SanGregorioAtzompa	286474.6040985053	6875.390498364126	
777	sanjerónimotecuanipan, puebla			Puebla	SanJerónimoTecuanipan	682249.1021741856	16373.978452180452	
778	sanjoséchiapa, puebla			Puebla	SanJoséChiapa	587787.3467227012	14106.89632134483	
779	sanjuanatenco, puebla			Puebla	SanJuanAtenco	167117.64703103993	4010.8235287449584	
780	sanjuanatzompa, puebla			Puebla	SanJuanAtzompa	23430.460642292845	562.3310554150282	
781	sanmartíntexmelucan, puebla	439700000.0	25691.671000000002	Puebla	SanMartínTexmelucan	2547993.1980741713	61151.83675378011	138.02202960554845
782	sanmartíntotoltepec, puebla			Puebla	SanMartínTotoltepec	18294.240451224498	439.06177082938797	
783	sanmatíastlalancaleca, puebla			Puebla	SanMatíasTlalancaleca	672520.5456750812	16140.493096201948	
784	sanmiguelxoxtla, puebla			Puebla	SanMiguelXoxtla	191389.1517569662	4593.339642167188	
785	sannicolásbuenosaires, puebla			Puebla	SanNicolásBuenosAires	364458.29768297967	8746.999144391513	
786	sannicolásdelosranchos, puebla			Puebla	SanNicolásdelosRanchos	272920.1987526794	6550.084770064305	
787	sanpedrocholula, puebla	386200000.0	22565.666	Puebla	SanPedroCholula	3679712.5558270942	88313.10133985025	291.36049137592596
788	sansalvadorelseco, puebla			Puebla	SanSalvadorelSeco	607187.123363371	14572.490960720905	
789	sansalvadorelverde, puebla			Puebla	SanSalvadorelVerde	1092605.6422372465	26222.535413693917	
790	sansalvadorhuixcolotla, puebla			Puebla	SanSalvadorHuixcolotla	453924.843870297	10894.196252887128	
791	santainésahuatempan, puebla			Puebla	SantaInésAhuatempan	139784.51529949874	3354.82836718797	
792	santaisabelcholula, puebla			Puebla	SantaIsabelCholula	450664.1323200201	10815.939175680483	
793	santiagomiahuatlán, puebla			Puebla	SantiagoMiahuatlán	661113.549421617	15866.725186118807	
794	santotomáshueyotlipan, puebla			Puebla	SantoTomásHueyotlipan	272903.5907248681	6549.686177396835	
795	soltepec, puebla			Puebla	Soltepec	354283.76592709665	8502.81038225032	
796	tecalideherrera, puebla			Puebla	TecalideHerrera	1092042.2086914699	26209.013008595277	
797	tecamachalco, puebla	204290000.0	11936.664700000001	Puebla	Tecamachalco	2311897.319321832	55485.535663723975	364.8328243962819
798	tehuacán, puebla	927700000.0	54205.511	Puebla	Tehuacán	4721117.680930776	113306.82434233862	109.03192729303596
799	tenampulco, puebla			Puebla	Tenampulco	225437.1105079847	5410.490652191634	
800	teopantlán, puebla			Puebla	Teopantlán	197459.93351313617	4739.038404315269	
801	teotlalco, puebla			Puebla	Teotlalco	80776.72623693392	1938.641429686414	
802	tepancodelópez, puebla			Puebla	TepancodeLópez	815333.150413857	19567.99560993257	
803	tepangoderodríguez, puebla			Puebla	TepangodeRodríguez	91624.13311257855	2198.9791947018853	
804	tepatlaxcodehidalgo, puebla			Puebla	TepatlaxcodeHidalgo	417751.6039545997	10026.038494910394	
805	tepeaca, puebla	209400000.0	12235.242	Puebla	Tepeaca	1951526.9974896086	46836.647939750605	282.8011570163516
806	tepemaxalco, puebla			Puebla	Tepemaxalco	32878.918534452554	789.0940448268612	
807	tepeojuma, puebla			Puebla	Tepeojuma	501708.0356553213	12040.992855727713	
808	tepetzintla, puebla			Puebla	Tepetzintla	170256.29672895523	4086.1511214949255	
809	tepexco, puebla			Puebla	Tepexco	133080.47848541324	3193.931483649918	
810	tepexiderodríguez, puebla			Puebla	TepexideRodríguez	538873.1714580116	12932.95611499228	
811	tepeyahualco, puebla			Puebla	Tepeyahualco	762174.7056327653	18292.19293518637	
812	tepeyahualcodecuauhtémoc, puebla			Puebla	TepeyahualcodeCuauhtémoc	156987.93188417642	3767.7103652202336	
813	teteladeocampo, puebla			Puebla	TeteladeOcampo	392205.52410127857	9412.932578430686	
814	tetelesdeavilacastillo, puebla			Puebla	TetelesdeAvilaCastillo	103782.97118370264	2490.791308408863	
815	teziutlán, puebla	299200000.0	17482.256	Puebla	Teziutlán	1053258.5502193621	25278.20520526469	44.59349643012143
816	tianguismanalco, puebla			Puebla	Tianguismanalco	1299239.335841741	31181.74406020178	
817	tilapa, puebla			Puebla	Tilapa	191763.19957359022	4602.316789766165	
818	tlachichuca, puebla			Puebla	Tlachichuca	480079.4626954627	11521.907104691105	
819	tlacotepecdebenitojuárez, puebla	119330000.0	6972.4519	Puebla	TlacotepecdeBenitoJuárez	854206.1419198128	20500.94740607551	194.02780686196644
820	tlacuilotepec, puebla			Puebla	Tlacuilotepec	496344.3022436074	11912.263253846579	
821	tlahuapan, puebla	95050000.0	5553.7715	Puebla	Tlahuapan	2468964.2887805323	59255.14293073277	966.9351976532122
822	tlaltenango, puebla			Puebla	Tlaltenango	399382.2101893232	9585.173044543757	
823	tlanepantla, puebla			Puebla	Tlanepantla	189757.8259730587	4554.187823353409	
824	tlaola, puebla			Puebla	Tlaola	420690.54417030496	10096.57306008732	
825	tlapacoya, puebla			Puebla	Tlapacoya	86235.09566893349	2069.6422960544037	
826	tlapanalá, puebla			Puebla	Tlapanalá	172845.0448341632	4148.281076019917	
827	tlatlauquitepec, puebla	141490000.0	8267.2607	Puebla	Tlatlauquitepec	1507972.0662005823	36191.32958881398	337.7668843661114
828	tlaxco, puebla			Puebla	Tlaxco	101129.13171777593	2427.099161226622	
829	tochimilco, puebla			Puebla	Tochimilco	450963.13854194566	10823.115325006696	
830	tochtepec, puebla			Puebla	Tochtepec	1087329.3761842193	26095.90502842126	
831	tuzamapandegaleana, puebla			Puebla	TuzamapandeGaleana	163262.820629831	3918.3076951159437	
832	tzicatlacoyan, puebla			Puebla	Tzicatlacoyan	641699.6378172798	15400.791307614714	
833	venustianocarranza, puebla			Puebla	VenustianoCarranza	2074768.6466024735	49794.44751845936	
834	vicenteguerrero, puebla			Puebla	VicenteGuerrero	417309.5116078552	10015.428278588526	
835	xicotepec, puebla	227590000.0	13298.083700000001	Puebla	Xicotepec	1532047.2214273638	36769.13331425673	176.49948777399203
836	xiutetelco, puebla	87900000.0	5135.997	Puebla	Xiutetelco	648416.9300445284	15562.006321068682	202.99874242661517
837	xochiapulco, puebla			Puebla	Xochiapulco	132254.67384484084	3174.1121722761804	
838	xochiltepec, puebla			Puebla	Xochiltepec	116066.530976822	2785.596743443728	
839	xochitlándevicentesuárez, puebla			Puebla	XochitlándeVicenteSuárez	317206.2581089137	7612.95019461393	
840	xochitlántodossantos, puebla			Puebla	XochitlánTodosSantos	229500.2204120155	5508.005289888372	
841	yaonáhuac, puebla			Puebla	Yaonáhuac	111986.15598093119	2687.6677435423485	
842	yehualtepec, puebla			Puebla	Yehualtepec	522848.13656475284	12548.355277554068	
843	zacapoaxtla, puebla	147840000.0	8638.2912	Puebla	Zacapoaxtla	870777.9703644764	20898.671288747435	141.9306180457014
844	zacatlán, puebla	222230000.0	12984.8989	Puebla	Zacatlán	2002191.6505140176	48052.59961233642	270.0652579769906
845	zapotitlándeméndez, puebla			Puebla	ZapotitlándeMéndez	75119.26425899571	1802.8623422158971	
846	zaragoza, puebla			Puebla	Zaragoza	240054.50294706927	5761.308070729663	
847	zautla, puebla			Puebla	Zautla	451589.4912822045	10838.147790772908	
848	zihuateutla, puebla			Puebla	Zihuateutla	381276.0599334847	9150.625438403633	
849	zongozotla, puebla			Puebla	Zongozotla	89231.02656391115	2141.544637533868	
850	zoquiapan, puebla			Puebla	Zoquiapan	78665.5612676992	1887.9734704247808	
851	amealcodebonfil, querétaro	151240000.0	8836.9532	Querétaro	AmealcodeBonfil	1047629.0793928569	25143.097905428567	184.52224806880915
852	arroyoseco, querétaro			Querétaro	ArroyoSeco	634284.3488239988	15222.824371775972	
853	cadereytademontes, querétaro	168520000.0	9846.6236	Querétaro	CadereytadeMontes	1626212.111489133	39029.09067573919	296.3702915965955
854	colón, querétaro	146900000.0	8583.367	Querétaro	Colón	11210213.544086147	269045.12505806756	3034.4940168359058
855	corregidora, querétaro	475800000.0	27800.994000000002	Querétaro	Corregidora	4161872.496427263	99884.93991425431	259.2854986201367
856	elmarqués, querétaro	336300000.0	19650.009000000002	Querétaro	ElMarqués	8094547.038273133	194269.1289185552	888.6465136914451
857	ezequielmontes, querétaro	114500000.0	6690.235000000001	Querétaro	EzequielMontes	988043.2733956666	23713.038561495996	254.44253544899388
858	huimilpan, querétaro	87829000.0	5131.84847	Querétaro	Huimilpan	1353249.981944239	32477.99956666174	532.8713670429505
859	jalpandeserra, querétaro			Querétaro	JalpandeSerra	809492.5962957008	19427.822311096817	
860	landadematamoros, querétaro			Querétaro	LandadeMatamoros	709031.8143875902	17016.763545302165	
861	pedroescobedo, querétaro	172210000.0	10062.230300000001	Querétaro	PedroEscobedo	19652829.338861432	471667.90413267433	4587.508535087636
862	peñamiller, querétaro			Querétaro	Peñamiller	721047.9384013085	17305.150521631404	
863	pinaldeamoles, querétaro			Querétaro	PinaldeAmoles	938952.9790606841	22534.871497456417	
864	querétaro, querétaro	3129000000.0	182827.47	Querétaro	Querétaro	12738307.495369317	305719.37988886365	67.21742082240905
865	sanjoaquín, querétaro			Querétaro	SanJoaquín	194426.61228251617	4666.238694780388	
866	sanjuandelrío, querétaro	805400000.0	47059.522000000004	Querétaro	SanJuandelRío	5313539.230417865	127524.94153002877	170.986478634502
867	tequisquiapan, querétaro	192050000.0	11221.4815	Querétaro	Tequisquiapan	1385126.0707861038	33243.02569886649	196.24453508092037
868	tolimán, querétaro			Querétaro	Tolimán	821248.8987129121	19709.97356910989	
869	bacalar, quintanaroo	9220000.0	538.7246	QuintanaRoo	Bacalar	2824051.8693777598	67777.24486506623	12481.056232640243
870	benitojuárez, quintanaroo	2775000000.0	162143.25	QuintanaRoo	BenitoJuárez	20911938.857344277	501886.53257626266	209.5327943508365
871	cozumel, quintanaroo	348600000.0	20368.698	QuintanaRoo	Cozumel	1357070.8436717174	32569.70024812122	59.90074696046462
872	felipecarrillopuerto, quintanaroo	196520000.0	11482.6636	QuintanaRoo	FelipeCarrilloPuerto	5643499.64237368	135443.99141696832	1079.5520284768102
873	islamujeres, quintanaroo			QuintanaRoo	IslaMujeres	1483296.236209833	35599.10966903599	
874	josémaríamorelos, quintanaroo	94000000.0	5492.42	QuintanaRoo	JoséMaríaMorelos	1555673.9287690166	37336.1742904564	579.7763880121404
875	lázarocárdenas, quintanaroo			QuintanaRoo	LázaroCárdenas	6452351.235593656	154856.42965424777	
876	othónp.blanco, quintanaroo	817200000.0	47748.996	QuintanaRoo	OthónP.Blanco	6307300.386034101	151375.20926481843	217.02281083526537
877	solidaridad, quintanaroo	940300000.0	54941.729	QuintanaRoo	Solidaridad	4223926.11860124	101374.22684642977	84.51226179363552
878	tulum, quintanaroo	132910000.0	7765.9313	QuintanaRoo	Tulum	1608425.6276649432	38602.21506395864	397.0712921959358
879	ahualulco, sanluispotosí			SanLuisPotosí	Ahualulco	548560.4597921268	13165.451035011041	
880	alaquines, sanluispotosí			SanLuisPotosí	Alaquines	359098.295215815	8618.35908517956	
881	aquismón, sanluispotosí	108852000.0	6360.22236	SanLuisPotosí	Aquismón	878886.6716163898	21093.280118793355	231.6437527632816
882	armadillodelosinfante, sanluispotosí			SanLuisPotosí	ArmadillodelosInfante	352511.62869626976	8460.279088710475	
883	axtladeterrazas, sanluispotosí			SanLuisPotosí	AxtladeTerrazas	587320.6945481626	14095.696669155903	
884	cárdenas, sanluispotosí			SanLuisPotosí	Cárdenas	275544.83095386624	6613.0759428927895	
885	cedral, sanluispotosí			SanLuisPotosí	Cedral	992618.8915957458	23822.8533982979	
886	cerritos, sanluispotosí			SanLuisPotosí	Cerritos	15713512.397786474	377124.2975468754	
887	cerrodesanpedro, sanluispotosí			SanLuisPotosí	CerrodeSanPedro	386880.78340886196	9285.138801812685	
888	ciudaddelmaíz, sanluispotosí			SanLuisPotosí	CiudaddelMaíz	1960123.3409330829	47042.96018239399	
889	ciudadfernández, sanluispotosí	126040000.0	7364.5172	SanLuisPotosí	CiudadFernández	998671.956627349	23968.12695905638	225.45415141479174
890	ciudadvalles, sanluispotosí	562900000.0	32890.247	SanLuisPotosí	CiudadValles	4193183.23136396	100636.39755273504	205.97641164791202
891	coxcatlán, sanluispotosí			SanLuisPotosí	Coxcatlán	267986.9876861354	6431.68770446725	
892	ebano, sanluispotosí	129720000.0	7579.5396	SanLuisPotosí	Ebano	591000.1933314786	14184.004639955487	87.13543814660571
893	elnaranjo, sanluispotosí			SanLuisPotosí	ElNaranjo	776511.159745595	18636.26783389428	
894	guadalcázar, sanluispotosí			SanLuisPotosí	Guadalcázar	3808395.576190917	91401.49382858201	
895	huehuetlán, sanluispotosí			SanLuisPotosí	Huehuetlán	227954.49384488224	5470.907852277173	
896	lagunillas, sanluispotosí			SanLuisPotosí	Lagunillas	432409.3807576677	10377.825138184025	
897	matehuala, sanluispotosí	299200000.0	17482.256	SanLuisPotosí	Matehuala	4497225.555958924	107933.41334301418	517.3883584762411
898	matlapa, sanluispotosí			SanLuisPotosí	Matlapa	1024263.7308731725	24582.32954095614	
899	mexquiticdecarmona, sanluispotosí	119546000.0	6985.07278	SanLuisPotosí	MexquiticdeCarmona	1723079.0448154225	41353.89707557014	492.03244372738135
900	moctezuma, sanluispotosí			SanLuisPotosí	Moctezuma	970400.2986029224	23289.607166470138	
901	rayón, sanluispotosí			SanLuisPotosí	Rayón	888226.5742367011	21317.437781680826	
902	rioverde, sanluispotosí	294000000.0	17178.420000000002	SanLuisPotosí	Rioverde	1991850.7593582394	47804.41822459774	178.28181069386903
903	sanantonio, sanluispotosí			SanLuisPotosí	SanAntonio	138579.9018459988	3325.917644303971	
904	sancirodeacosta, sanluispotosí			SanLuisPotosí	SanCirodeAcosta	284569.2549539187	6829.662118894048	
905	sanluispotosí, sanluispotosí	2855000000.0	166817.65	SanLuisPotosí	SanLuisPotosí	19671802.696993034	472123.2647278328	183.01757321712233
906	sanmartínchalchicuautla, sanluispotosí			SanLuisPotosí	SanMartínChalchicuautla	248227.7238363784	5957.465372073081	
907	sannicolástolentino, sanluispotosí			SanLuisPotosí	SanNicolásTolentino	282189.9521209085	6772.558850901803	
908	sanvicentetancuayalab, sanluispotosí			SanLuisPotosí	SanVicenteTancuayalab	584866.7667508143	14036.802402019543	
909	santacatarina, sanluispotosí			SanLuisPotosí	SantaCatarina	123011.95713951564	2952.286971348375	
910	santamaríadelrío, sanluispotosí	106250000.0	6208.1875	SanLuisPotosí	SantaMaríadelRío	2119328.2538065384	50863.87809135692	719.3031877880126
911	soledaddegracianosánchez, sanluispotosí	789300000.0	46118.799	SanLuisPotosí	SoledaddeGracianoSánchez	8174682.5504343165	196192.3812104236	325.40652719604344
912	tamasopo, sanluispotosí			SanLuisPotosí	Tamasopo	838123.4203849891	20114.96208923974	
913	tamazunchale, sanluispotosí	244050000.0	14259.8415	SanLuisPotosí	Tamazunchale	92282923.2941755	2214790.1590602123	15431.660425960641
914	tampacán, sanluispotosí			SanLuisPotosí	Tampacán	189970.20096903486	4559.284823256838	
915	tampamolóncorona, sanluispotosí			SanLuisPotosí	TampamolónCorona	371716.24637601955	8921.189913024471	
916	tamuín, sanluispotosí	109270000.0	6384.6461	SanLuisPotosí	Tamuín	52123002.9207505	1250952.070098012	19493.13093482209
917	tancanhuitz, sanluispotosí			SanLuisPotosí	Tancanhuitz	354634.4912247418	8511.227789393803	
918	tanlajás, sanluispotosí			SanLuisPotosí	Tanlajás	337637.1692238295	8103.292061371909	
919	tanquiándeescobedo, sanluispotosí			SanLuisPotosí	TanquiándeEscobedo	204821.19817051408	4915.708756092338	
920	tierranueva, sanluispotosí			SanLuisPotosí	TierraNueva	160045.07721489674	3841.081853157522	
921	villadearista, sanluispotosí			SanLuisPotosí	VilladeArista	200305.87166916486	4807.340920059956	
922	villadearriaga, sanluispotosí			SanLuisPotosí	VilladeArriaga	1445016.5682477637	34680.39763794633	
923	villadeguadalupe, sanluispotosí			SanLuisPotosí	VilladeGuadalupe	1447184.4193658512	34732.426064780426	
924	villadelapaz, sanluispotosí			SanLuisPotosí	VilladelaPaz	294304.76343958394	7063.314322550014	
925	villadereyes, sanluispotosí	113780000.0	6648.1654	SanLuisPotosí	VilladeReyes	2742111.3859157516	65810.67326197804	889.907279713258
926	villahidalgo, sanluispotosí			SanLuisPotosí	VillaHidalgo	1660195.1554983652	39844.683731960766	
927	villajuárez, sanluispotosí			SanLuisPotosí	VillaJuárez	205070.25720686934	4921.686172964864	
928	xilitla, sanluispotosí	124910000.0	7298.491300000001	SanLuisPotosí	Xilitla	997639.53450304	23943.34882807296	228.0588801698367
929	zaragoza, sanluispotosí			SanLuisPotosí	Zaragoza	885527.713658149	21252.665127795575	
930	ahome, sinaloa	1445900000.0	84483.937	Sinaloa	Ahome	18410303.549717877	441847.2851932291	422.9956141760168
931	culiacán, sinaloa	3004000000.0	175523.72	Sinaloa	Culiacán	22600285.39428222	542406.8494627733	209.0219655000323
932	elfuerte, sinaloa	266020000.0	15543.5486	Sinaloa	ElFuerte	2397697.745575043	57544.74589380103	270.2162702653436
933	guasave, sinaloa	862300000.0	50384.189	Sinaloa	Guasave	7135704.56726137	171256.90961427288	239.90208637529696
934	mazatlán, sinaloa	1740500000.0	101697.41500000001	Sinaloa	Mazatlán	19478687.359527383	467488.4966286572	359.6857222267224
935	navolato, sinaloa	387000000.0	22612.41	Sinaloa	Navolato	4325047.084941609	103801.13003859861	359.04496707161513
936	aconchi, sonora			Sonora	Aconchi	58726.88368775802	1409.4452085061926	
937	aguaprieta, sonora	257100000.0	15022.353000000001	Sonora	AguaPrieta	8753951.035803193	210094.82485927665	1298.5480494252574
938	alamos, sonora			Sonora	Alamos	1113656.4721288017	26727.75533109124	
939	altar, sonora			Sonora	Altar	968283.0583345307	23238.793400028735	
940	arivechi, sonora			Sonora	Arivechi	161245.2299879576	3869.8855197109824	
941	arizpe, sonora			Sonora	Arizpe	223092.26011536978	5354.214242768874	
942	atil, sonora			Sonora	Atil	134811.11205751187	3235.466689380285	
943	bacadéhuachi, sonora			Sonora	Bacadéhuachi	41992.77557497376	1007.8266137993703	
944	bacanora, sonora			Sonora	Bacanora	401206.99616789096	9628.967908029383	
945	bacerac, sonora			Sonora	Bacerac	48589.56221438423	1166.1494931452214	
946	bacoachi, sonora			Sonora	Bacoachi	84230.51311539281	2021.5323147694273	
947	banámichi, sonora			Sonora	Banámichi	53642.29251030608	1287.4150202473459	
948	baviácora, sonora			Sonora	Baviácora	496022.91878699313	11904.550050887834	
949	bavispe, sonora			Sonora	Bavispe	94180.57351881903	2260.3337644516564	
950	benjamínhill, sonora			Sonora	BenjamínHill	238565.792522503	5725.579020540072	
951	caborca, sonora	283000000.0	16535.69	Sonora	Caborca	6280419.411231846	150730.0658695643	811.5438537464377
952	cananea, sonora			Sonora	Cananea	1059754.4587852587	25434.107010846208	
953	carbó, sonora			Sonora	Carbó	426028.9606621582	10224.695055891796	
954	cucurpe, sonora			Sonora	Cucurpe	142659.91710388547	3423.8380104932517	
955	cumpas, sonora			Sonora	Cumpas	203149.6438457249	4875.591452297398	
956	divisaderos, sonora			Sonora	Divisaderos	18909.442393317862	453.8266174396287	
957	fronteras, sonora			Sonora	Fronteras	255269.35973548773	6126.464633651705	
958	generalplutarcoelíascalles, sonora			Sonora	GeneralPlutarcoElíasCalles	2597050.556791953	62329.21336300687	
959	granados, sonora			Sonora	Granados	25524.451697180462	612.5868407323312	
960	guaymas, sonora	511200000.0	29869.416	Sonora	Guaymas	17062460.195322055	409499.0446877294	1270.964349245159
961	hermosillo, sonora	2945000000.0	172076.35	Sonora	Hermosillo	66969373.951670706	1607264.974840097	834.0417639263599
962	huachinera, sonora			Sonora	Huachinera	32562.211923501378	781.493086164033	
963	huásabas, sonora			Sonora	Huásabas	55516.92322820142	1332.406157476834	
964	huatabampo, sonora			Sonora	Huatabampo	3326596.0468543875	79838.30512450529	
965	huépac, sonora			Sonora	Huépac	21362.553196955596	512.7012767269343	
966	imuris, sonora			Sonora	Imuris	302550.21087603224	7261.205061024774	
967	magdalena, sonora			Sonora	Magdalena	1212106.4923811294	29090.555817147106	
968	moctezuma, sonora			Sonora	Moctezuma	939623.934853283	22550.974436478795	
969	naco, sonora			Sonora	Naco	1083867.2585684753	26012.814205643408	
970	nácorichico, sonora			Sonora	NácoriChico	87535.8522801443	2100.8604547234636	
971	nacozaridegarcía, sonora			Sonora	NacozarideGarcía	20152976.715838075	483671.4411801138	
972	navojoa, sonora	523600000.0	30593.948	Sonora	Navojoa	9495272.327517532	227886.53586042076	644.8745610093237
973	nogales, sonora	733600000.0	42864.248	Sonora	Nogales	6356794.530917595	152563.06874202227	255.9214866945112
974	opodepe, sonora			Sonora	Opodepe	197709.17874757125	4745.020289941709	
975	oquitoa, sonora			Sonora	Oquitoa	259424.8348105221	6226.19603545253	
976	pitiquito, sonora			Sonora	Pitiquito	2163544.829228371	51925.0759014809	
977	puertopeñasco, sonora	213500000.0	12474.805	Sonora	PuertoPeñasco	4880955.5912836045	117142.93419080651	839.0361948808538
978	rayón, sonora			Sonora	Rayón	92428.722233041	2218.289333592984	
979	sahuaripa, sonora			Sonora	Sahuaripa	671536.1613679829	16116.867872831588	
980	sanfelipedejesús, sonora			Sonora	SanFelipedeJesús	23487.518882579236	563.7004531819017	
981	sanluisríocolorado, sonora	596100000.0	34830.123	Sonora	SanLuisRíoColorado	24954395.825326465	598905.4998078351	1619.5044065960808
982	sanmigueldehorcasitas, sonora			Sonora	SanMigueldeHorcasitas	328484.02044970304	7883.616490792872	
983	sanpedrodelacueva, sonora			Sonora	SanPedrodelaCueva	256374.65788565815	6152.991789255796	
984	santaana, sonora			Sonora	SantaAna	308984.1512911444	7415.619630987466	
985	santacruz, sonora			Sonora	SantaCruz	194187.8626797511	4660.508704314026	
986	sáric, sonora			Sonora	Sáric	616210.2186227773	14789.045246946655	
987	soyopa, sonora			Sonora	Soyopa	665230.1470014466	15965.523528034717	
988	tepache, sonora			Sonora	Tepache	50549.68373487748	1213.1924096370597	
989	trincheras, sonora			Sonora	Trincheras	295449.95005412697	7090.798801299046	
990	tubutama, sonora			Sonora	Tubutama	534807.6425682856	12835.383421638853	
991	ures, sonora			Sonora	Ures	1140438.8395002699	27370.532148006478	
992	villahidalgo, sonora			Sonora	VillaHidalgo	81883.37927442996	1965.201102586319	
993	villapesqueira, sonora			Sonora	VillaPesqueira	232551.99677376746	5581.247922570418	
994	centro, tabasco	2408000000.0	140699.44	Tabasco	Centro	28839152.000512842	692139.6480123083	391.9277916190059
995	nacajuca, tabasco	327890000.0	19158.6127	Tabasco	Nacajuca	3386334.9414149295	81272.0385939583	324.2062818773841
996	aldama, tamaulipas			Tamaulipas	Aldama	1511634.8234197304	36279.235762073535	
997	altamira, tamaulipas	686500000.0	40112.195	Tamaulipas	Altamira	78001342.36968566	1872032.216872456	4566.990217993445
998	antiguomorelos, tamaulipas			Tamaulipas	AntiguoMorelos	761438.8528098731	18274.532467436955	
999	bustamante, tamaulipas			Tamaulipas	Bustamante	202827.9314102993	4867.870353847184	
1000	camargo, tamaulipas			Tamaulipas	Camargo	1991117.6496868194	47786.82359248367	
1001	casas, tamaulipas			Tamaulipas	Casas	960975.797226959	23063.419133447016	
1002	ciudadmadero, tamaulipas	684600000.0	40001.178	Tamaulipas	CiudadMadero	11930800.816370772	286339.21959289856	615.8269678780424
1003	elmante, tamaulipas	401100000.0	23436.273	Tamaulipas	ElMante	2040110.8127720237	48962.65950652857	108.91828451788632
1004	gómezfarías, tamaulipas			Tamaulipas	GómezFarías	595455.4264859855	14290.930235663653	
1005	gonzález, tamaulipas	130640000.0	7633.2952000000005	Tamaulipas	González	2596713.969116335	62321.135258792034	716.4381649853137
1006	güémez, tamaulipas			Tamaulipas	Güémez	1997184.232146696	47932.4215715207	
1007	guerrero, tamaulipas			Tamaulipas	Guerrero	2293131.1939005973	55035.148653614335	
1008	gustavodíazordaz, tamaulipas			Tamaulipas	GustavoDíazOrdaz	794547.4709470755	19069.13930272981	
1009	hidalgo, tamaulipas			Tamaulipas	Hidalgo	1084176.5717612435	26020.237722269845	
1010	jaumave, tamaulipas			Tamaulipas	Jaumave	848221.4167732011	20357.31400255683	
1011	llera, tamaulipas			Tamaulipas	Llera	2078808.732482242	49891.40957957381	
1012	mainero, tamaulipas			Tamaulipas	Mainero	205450.70375077217	4930.816890018532	
1013	matamoros, tamaulipas			Tamaulipas	Matamoros	16016335.916627431	384392.06199905835	
1014	mier, tamaulipas			Tamaulipas	Mier	1392975.9606692418	33431.4230560618	
1015	miguelalemán, tamaulipas			Tamaulipas	MiguelAlemán	1175754.2021452948	28218.100851487074	
1016	miquihuana, tamaulipas			Tamaulipas	Miquihuana	99239.21318343743	2381.7411164024984	
1017	nuevolaredo, tamaulipas	1194300000.0	69782.94900000001	Tamaulipas	NuevoLaredo	17952129.862496823	430851.11669992376	517.416034825246
1018	nuevomorelos, tamaulipas			Tamaulipas	NuevoMorelos	382681.11779292277	9184.346827030147	
1019	ocampo, tamaulipas			Tamaulipas	Ocampo	1253105.23047754	30074.525531460964	
1020	padilla, tamaulipas			Tamaulipas	Padilla	1144557.9795723017	27469.39150973524	
1021	palmillas, tamaulipas			Tamaulipas	Palmillas	330583.918181464	7934.014036355136	
1022	reynosa, tamaulipas	1935000000.0	113062.05	Tamaulipas	Reynosa	16764676.30117929	402352.23122830293	255.86850868908084
1023	ríobravo, tamaulipas	380800000.0	22250.144	Tamaulipas	RíoBravo	8913793.294093857	213931.0390582526	861.4815933696996
1024	sancarlos, tamaulipas			Tamaulipas	SanCarlos	267714.1405531991	6425.139373276778	
1025	tampico, tamaulipas	1192800000.0	69695.304	Tamaulipas	Tampico	16310268.101666816	391446.4344400036	461.6539594116751
1026	tula, tamaulipas			Tamaulipas	Tula	1733604.3212869593	41606.503710887024	
1027	vallehermoso, tamaulipas	211480000.0	12356.7764	Tamaulipas	ValleHermoso	88865901.72197346	2132781.641327363	17160.016466166395
1028	victoria, tamaulipas	1082300000.0	63238.789000000004	Tamaulipas	Victoria	6910170.376433789	165844.08903441092	162.25057699066772
1029	villagrán, tamaulipas			Tamaulipas	Villagrán	576345.1876384896	13832.284503323752	
1030	xicoténcatl, tamaulipas			Tamaulipas	Xicoténcatl	670263.3238125684	16086.319771501641	
1031	acuamanalademiguelhidalgo, tlaxcala			Tlaxcala	AcuamanaladeMiguelHidalgo	214710.7276580601	5153.0574637934415	
1032	amaxacdeguerrero, tlaxcala			Tlaxcala	AmaxacdeGuerrero	393911.7725414958	9453.882540995899	
1033	apetatitlándeantoniocarvajal, tlaxcala			Tlaxcala	ApetatitlándeAntonioCarvajal	392717.3291482047	9425.215899556912	
1034	apizaco, tlaxcala	291600000.0	17038.188000000002	Tlaxcala	Apizaco	1680097.8309017466	40322.34794164192	136.65866312569105
1035	atlangatepec, tlaxcala			Tlaxcala	Atlangatepec	632904.0406907394	15189.696976577745	
1036	atltzayanca, tlaxcala			Tlaxcala	Atltzayanca	787379.7472565759	18897.11393415782	
1037	benitojuárez, tlaxcala			Tlaxcala	BenitoJuárez	128497.6031676525	3083.94247602366	
1038	calpulalpan, tlaxcala	134850000.0	7879.2855	Tlaxcala	Calpulalpan	1839995.524731912	44159.89259356589	460.4555463000534
1039	chiautempan, tlaxcala	220500000.0	12883.815	Tlaxcala	Chiautempan	1273726.9492701287	30569.44678248309	137.2701469439222
1040	contladejuancuamatzi, tlaxcala	95060000.0	5554.3558	Tlaxcala	ContladeJuanCuamatzi	749952.4388034394	17998.858531282545	224.04943398265095
