	NAME	LABEL	FIPSCODE	municipality	graced_emissions_2019(kgC/hr)	graced_emissions_2019(metric tonnes/year)
1168	Baroda	Baroda Township	05520	Baroda Township-05520	269004.0630062616	6456.097512150278
1169	Bay	Bay Township	06000	Bay Township-06000	300683.96927850525	7216.415262684125
1170	Au Sable	Au Sable Township	04320	Au Sable Township-04320	157729.99687534236	3785.519925008217
1171	Sagola	Sagola Township	70600	Sagola Township-70600	1031997.0732648395	24767.929758356146
1172	Caledonia	Caledonia Township	12520	Caledonia Township-12520	621367.8855314421	14912.829252754611
1173	Solon	Solon Township	74500	Solon Township-74500	202821.4022080825	4867.71365299398
1174	Garden	Garden Township	31400	Garden Township-31400	865773.2436618301	20778.55784788392
1175	Forest	Forest Township	29400	Forest Township-29400	434500.0903000699	10428.002167201677
1176	East Bay	East Bay Township	23800	East Bay Township-23800	900135.4945548592	21603.251869316624
1177	Allegan	Allegan Township	01280	Allegan Township-01280	562369.4993128731	13496.867983508955
1178	Clarence	Clarence Township	15960	Clarence Township-15960	240600.20130534138	5774.404831328193
1179	Mills	Mills Township	54340	Mills Township-54340	459205.0451242536	11020.921082982086
1180	Larkin	Larkin Township	46160	Larkin Township-46160	1221485.3339853813	29315.648015649153
1181	Porter	Porter Township	65760	Porter Township-65760	443232.98158609116	10637.591558066188
1182	Curtis	Curtis Township	19320	Curtis Township-19320	455342.71506350004	10928.225161524002
1183	Port Sheldon	Port Sheldon Township	65940	Port Sheldon Township-65940	22005225.19977337	528125.4047945609
1184	Filer	Filer Township	28040	Filer Township-28040	584096.1136838906	14018.306728413374
1185	Menominee	Menominee Township	53040	Menominee Township-53040	1185353.7576632975	28448.49018391914
1186	Flint	Flint Township	29020	Flint Township-29020	2546292.3718039547	61111.01692329492
1187	Easton	Easton Township	24220	Easton Township-24220	349192.87080978515	8380.628899434843
1188	Watersmeet	Watersmeet Township	84380	Watersmeet Township-84380	1401772.829488372	33642.547907720924
1189	Leslie	Leslie Township	47200	Leslie Township-47200	617766.3390594553	14826.392137426928
1190	Marion	Marion Township	51680	Marion Township-51680	347540.10282078444	8340.962467698826
1191	Baraga	Baraga Township	05340	Baraga Township-05340	1273266.5680977872	30558.397634346897
1192	Briley	Briley Township	10660	Briley Township-10660	654156.2141428385	15699.749139428124
1193	Winfield	Winfield Township	87880	Winfield Township-87880	439595.13503462146	10550.283240830915
1194	Gourley	Gourley Township	33160	Gourley Township-33160	97437.97059944345	2338.511294386643
1195	Thetford	Thetford Township	79460	Thetford Township-79460	584036.4940769589	14016.875857847013
1196	Sebewaing	Sebewaing Township	72200	Sebewaing Township-72200	385621.7665582386	9254.922397397726
1197	Riley	Riley Township	68600	Riley Township-68600	311946.66269628063	7486.719904710735
1198	Eagle	Eagle Township	23580	Eagle Township-23580	558511.3964339627	13404.273514415107
1199	Faithorn	Faithorn Township	27300	Faithorn Township-27300	317391.56853237	7617.397644776879
1200	Belknap	Belknap Township	06920	Belknap Township-06920	238167.94827898405	5716.030758695617
1201	Kinderhook	Kinderhook Township	43260	Kinderhook Township-43260	453164.5914806919	10875.950195536607
1202	Hudson	Hudson Township	39700	Hudson Township-39700	192611.32790240753	4622.671869657781
1203	Milton	Milton Township	54440	Milton Township-54440	312938.29151647317	7510.518996395356
1204	Houghton	Houghton Township	39380	Houghton Township-39380	574324.8518411305	13783.796444187132
1205	Woodstock	Woodstock Township	88640	Woodstock Township-88640	490568.12400703854	11773.634976168925
1206	Manlius	Manlius Township	50840	Manlius Township-50840	466048.60374987684	11185.166489997044
1207	Chocolay	Chocolay Township	15660	Chocolay Township-15660	673970.645132099	16175.295483170377
1208	Bingham	Bingham Township	08400	Bingham Township-08400	716268.8331605811	17190.451995853946
1209	Buchanan	Buchanan Township	11420	Buchanan Township-11420	671455.81999217	16114.93967981208
1210	Seville	Seville Township	72580	Seville Township-72580	303071.495843343	7273.715900240231
1211	Zeeland	Zeeland Township	89280	Zeeland Township-89280	4396019.577086743	105504.46985008183
1212	Fremont	Fremont Township	30680	Fremont Township-30680	328714.64639925957	7889.151513582229
1213	Henderson	Henderson Township	37640	Henderson Township-37640	190257.50363858594	4566.180087326063
1214	Spring Lake	Spring Lake Township	75840	Spring Lake Township-75840	1280663.6150706392	30735.92676169534
1215	Richmond	Richmond Township	68400	Richmond Township-68400	505482.7946826603	12131.587072383847
1216	Danby	Danby Township	19720	Danby Township-19720	534980.2819288613	12839.52676629267
1217	Vernon	Vernon Township	82040	Vernon Township-82040	623343.38444314	14960.241226635359
1218	Middle Branch	Middle Branch Township	53660	Middle Branch Township-53660	354256.40473485185	8502.153713636444
1219	Boyne Valley	Boyne Valley Township	09860	Boyne Valley Township-09860	267928.37806208	6430.28107348992
1220	Horton	Horton Township	39320	Horton Township-39320	599804.5369853053	14395.308887647327
1221	St Charles	St Charles Township	70660	St Charles Township-70660	306365.33929798333	7352.7681431516
1222	Woodbridge	Woodbridge Township	88300	Woodbridge Township-88300	224901.9113601218	5397.645872642923
1223	Golden	Golden Township	32780	Golden Township-32780	413640.1557105059	9927.363737052143
1224	Frenchtown	Frenchtown Township	30820	Frenchtown Township-30820	2334907.1620948156	56037.77189027557
1225	Leoni	Leoni Township	46980	Leoni Township-46980	3994818.7619805224	95875.65028753254
1226	Goodwell	Goodwell Township	33000	Goodwell Township-33000	289641.6518811283	6951.399645147079
1227	Meyer	Meyer Township	53460	Meyer Township-53460	439106.0790708955	10538.545897701493
1228	Lafayette	Lafayette Township	44080	Lafayette Township-44080	178307.78673352426	4279.386881604582
1229	Torch Lake	Torch Lake Township	80120	Torch Lake Township-80120	572843.894759853	13748.253474236473
1230	Deerfield	Deerfield Township	21160	Deerfield Township-21160	303217.65703828767	7277.223768918903
1231	Long Lake	Long Lake Township	49240	Long Lake Township-49240	442358.56534964783	10616.60556839155
1232	Doyle	Doyle Township	22960	Doyle Township-22960	531192.2500829515	12748.614001990836
1233	Maple Grove	Maple Grove Township	51060	Maple Grove Township-51060	307430.3385021268	7378.328124051044
1234	Bear Creek	Bear Creek Township	06380	Bear Creek Township-06380	745122.2632844856	17882.93431882765
1235	Grant	Grant Township	34260	Grant Township-34260	237922.19040675036	5710.132569762009
1236	Ensign	Ensign Township	26140	Ensign Township-26140	907466.1126645862	21779.18670395007
1237	Monitor	Monitor Township	54980	Monitor Township-54980	1717098.9748760825	41210.37539702598
1238	Elkland	Elkland Township	25300	Elkland Township-25300	326860.3049102635	7844.647317846324
1239	Clinton	Clinton Township	16540	Clinton Township-16540	427200.94110511424	10252.822586522741
1240	Charlevoix	Charlevoix Township	14800	Charlevoix Township-14800	626454.8559863395	15034.916543672149
1241	Hamlin	Hamlin Township	36200	Hamlin Township-36200	347404.6828118092	8337.71238748342
1242	Holland	Holland Township	38660	Holland Township-38660	1481157.1590693197	35547.77181766367
1243	Hartwick	Hartwick Township	37060	Hartwick Township-37060	212082.08633695723	5089.970072086973
1244	Chippewa	Chippewa Township	15580	Chippewa Township-15580	705887.1426279547	16941.291423070914
1245	Cedar Creek	Cedar Creek Township	14100	Cedar Creek Township-14100	373291.9867479321	8959.00768195037
1246	Casco	Casco Township	13720	Casco Township-13720	627842.8406546154	15068.228175710772
1247	Bridgewater	Bridgewater Township	10560	Bridgewater Township-10560	573487.7597829411	13763.706234790587
1248	Richland	Richland Township	68300	Richland Township-68300	327063.87052206637	7849.532892529593
1249	Washington	Washington Township	84120	Washington Township-84120	1891695.523561725	45400.6925654814
1250	Juniata	Juniata Township	42140	Juniata Township-42140	454276.32993370574	10902.631918408937
1251	Weare	Weare Township	85040	Weare Township-85040	506539.9003472853	12156.957608334847
1252	Nottawa	Nottawa Township	59400	Nottawa Township-59400	383348.32566359534	9200.359815926287
1253	Hatton	Hatton Township	37160	Hatton Township-37160	507656.7458888574	12183.761901332578
1254	Peninsula	Peninsula Township	63340	Peninsula Township-63340	582509.1073756426	13980.218577015423
1255	Leroy	Leroy Township	47080	Leroy Township-47080	725508.187775935	17412.19650662244
1256	Thornapple	Thornapple Township	79620	Thornapple Township-79620	505182.23269091616	12124.373584581988
1257	Covert	Covert Township	18560	Covert Township-18560	3782116.7597518293	90770.80223404389
1258	Sheridan	Sheridan Township	73040	Sheridan Township-73040	267680.1458462132	6424.323500309117
1259	Columbia	Columbia Township	17440	Columbia Township-17440	347279.16269201064	8334.699904608255
1260	North Allis	North Allis Township	57940	North Allis Township-57940	237494.7395576667	5699.873749384001
1261	New Buffalo	New Buffalo Township	57230	New Buffalo Township-57230	840376.7335717882	20169.041605722916
1262	Laketown	Laketown Township	45180	Laketown Township-45180	2760012.748496062	66240.30596390548
1263	Bois Blanc	Bois Blanc Township	09500	Bois Blanc Township-09500	298731.92696700525	7169.566247208126
1264	Irving	Irving Township	41120	Irving Township-41120	376960.8473410121	9047.06033618429
1265	Williams	Williams Township	87380	Williams Township-87380	941798.662221843	22603.167893324233
1266	Wakefield	Wakefield Township	82800	Wakefield Township-82800	747468.477232526	17939.243453580624
1267	Baldwin	Baldwin Township	04900	Baldwin Township-04900	439820.2810495992	10555.68674519038
1268	North Star	North Star Township	58880	North Star Township-58880	343891.91014490556	8253.405843477733
1269	Victor	Victor Township	82320	Victor Township-82320	336710.4070990084	8081.049770376202
1270	Westphalia	Westphalia Township	86140	Westphalia Township-86140	346087.0162498294	8306.088389995904
1271	Dover	Dover Township	22800	Dover Township-22800	172353.38870164554	4136.481328839493
1272	Frankenmuth	Frankenmuth Township	30220	Frankenmuth Township-30220	561014.9226936485	13464.358144647565
1273	Monroe	Monroe Township	55040	Monroe Township-55040	31161144.818410214	747867.4756418451
1274	Gladwin	Gladwin Township	32340	Gladwin Township-32340	264876.96420600585	6357.04714094414
1275	Hematite	Hematite Township	37580	Hematite Township-37580	683202.3408554678	16396.856180531227
1276	Caldwell	Caldwell Township	12440	Caldwell Township-12440	466029.20608841174	11184.700946121882
1277	Camden	Camden Township	12780	Camden Township-12780	351756.3578160802	8442.152587585926
1278	Grant	Grant Township	34400	Grant Township-34400	707722.4899844608	16985.33975962706
1279	Burt	Burt Township	11980	Burt Township-11980	381631.3738107686	9159.152971458447
1280	Brampton	Brampton Township	09980	Brampton Township-09980	387518.0619517829	9300.433486842789
1281	Moscow	Moscow Township	55640	Moscow Township-55640	346158.7684253999	8307.810442209598
1282	Cherry Valley	Cherry Valley Township	15100	Cherry Valley Township-15100	235209.24631031626	5645.02191144759
1283	Evart	Evart Township	26660	Evart Township-26660	258528.94858025716	6204.694765926172
1284	Oxford	Oxford Township	62040	Oxford Township-62040	1019105.751190555	24458.53802857332
1285	Webster	Webster Township	85100	Webster Township-85100	1038767.779192358	24930.42670061659
1286	Lexington	Lexington Township	47300	Lexington Township-47300	447995.75283279305	10751.898067987033
1287	Somerset	Somerset Township	74560	Somerset Township-74560	417284.1683920749	10014.820041409797
1288	Au Sable	Au Sable Township	04300	Au Sable Township-04300	359903.29941865965	8637.679186047832
1289	Watertown	Watertown Township	84400	Watertown Township-84400	1269253.5662403388	30462.085589768136
1290	Arthur	Arthur Township	03620	Arthur Township-03620	347955.0489891268	8350.921175739044
1291	Gilmore	Gilmore Township	32180	Gilmore Township-32180	110572.77055083404	2653.7464932200173
1292	Sheridan	Sheridan Township	73120	Sheridan Township-73120	355257.8120673889	8526.187489617332
1293	Putnam	Putnam Township	66540	Putnam Township-66540	798785.1763636277	19170.844232727064
1294	West Branch	West Branch Township	85560	West Branch Township-85560	185268.93459977227	4446.454430394534
1295	Fairgrove	Fairgrove Township	27100	Fairgrove Township-27100	351569.97468230006	8437.679392375201
1296	Owosso	Owosso Township	61960	Owosso Township-61960	397607.4036465103	9542.577687516248
1297	Lovells	Lovells Township	49520	Lovells Township-49520	597755.6850252112	14346.136440605069
1298	Muskegon	Muskegon Township	56340	Muskegon Township-56340	4866595.294637618	116798.28707130282
1299	Paris	Paris Township	62360	Paris Township-62360	178082.11511868914	4273.970762848539
1300	Pleasanton	Pleasanton Township	64860	Pleasanton Township-64860	264154.4622345013	6339.707093628032
1301	Fabius	Fabius Township	26920	Fabius Township-26920	627206.9994447407	15052.967986673775
1302	Hamilton	Hamilton Township	36140	Hamilton Township-36140	329302.37040362746	7903.25688968706
1303	White Water	White Water Township	87040	White Water Township-87040	436080.3374953242	10465.92809988778
1304	Forest	Forest Township	29440	Forest Township-29440	248286.87126841277	5958.884910441906
1305	Bohemia	Bohemia Township	09460	Bohemia Township-09460	348085.9202275872	8354.062085462094
1306	Leelanau	Leelanau Township	46700	Leelanau Township-46700	457854.7114797297	10988.513075513512
1307	Howell	Howell Township	39560	Howell Township-39560	1163019.133012349	27912.459192296377
1308	Wise	Wise Township	88040	Wise Township-88040	538133.4015169094	12915.201636405825
1309	Marion	Marion Township	51620	Marion Township-51620	224635.68370634457	5391.256408952269
1310	Centerville	Centerville Township	14340	Centerville Township-14340	215914.3333238661	5181.943999772786
1311	Waucedah	Waucedah Township	84700	Waucedah Township-84700	693491.1348072211	16643.787235373307
1312	Homestead	Homestead Township	39000	Homestead Township-39000	323580.3546909405	7765.928512582572
1313	Columbus	Columbus Township	17480	Columbus Township-17480	723624.8895887408	17366.99735012978
1314	Munising	Munising Township	56220	Munising Township-56220	1379761.2863416506	33114.27087219962
1315	Rives	Rives Township	68920	Rives Township-68920	623423.5022691005	14962.164054458413
1316	Aetna	Aetna Township	00520	Aetna Township-00520	216812.51922825852	5203.500461478205
1317	Fairfield	Fairfield Township	27040	Fairfield Township-27040	262572.6588845619	6301.7438132294865
1318	Dryden	Dryden Township	23160	Dryden Township-23160	444709.15784288186	10673.019788229163
1319	Vassar	Vassar Township	81860	Vassar Township-81860	377764.6971370776	9066.352731289862
1320	Allis	Allis Township	01480	Allis Township-01480	451658.58935233013	10839.806144455923
1321	Windsor	Windsor Township	87840	Windsor Township-87840	1382611.4934521103	33182.67584285065
1322	Milan	Milan Township	53900	Milan Township-53900	552486.073887611	13259.665773302664
1323	Grant	Grant Township	34420	Grant Township-34420	375838.3069855998	9020.119367654393
1324	Big Prairie	Big Prairie Township	08280	Big Prairie Township-08280	264049.9350776473	6337.198441863535
1325	Joyfield	Joyfield Township	42000	Joyfield Township-42000	140860.49150805443	3380.6517961933064
1326	Norway	Norway Township	59240	Norway Township-59240	866043.0840111112	20785.034016266665
1327	Imlay	Imlay Township	40300	Imlay Township-40300	603353.2250103537	14480.47740024849
1328	Breen	Breen Township	10200	Breen Township-10200	498558.53037615644	11965.404729027756
1329	Macon	Macon Township	50520	Macon Township-50520	237913.13537150383	5709.9152489160915
1330	Wilcox	Wilcox Township	87200	Wilcox Township-87200	267474.96666387573	6419.399199933017
1331	Exeter	Exeter Township	26880	Exeter Township-26880	475451.5461930026	11410.837108632062
1332	Lake	Lake Township	44380	Lake Township-44380	474907.9831741767	11397.791596180241
1333	Pioneer	Pioneer Township	64460	Pioneer Township-64460	226691.2901726569	5440.5909641437665
1334	Marcellus	Marcellus Township	51480	Marcellus Township-51480	401002.16593685525	9624.051982484527
1335	Delaware	Delaware Township	21380	Delaware Township-21380	358914.9768866227	8613.959445278946
1336	Grayling	Grayling Township	34660	Grayling Township-34660	1998437.8563616355	47962.50855267925
1337	Clarendon	Clarendon Township	16020	Clarendon Township-16020	461206.3329802212	11068.95199152531
1338	Sharon	Sharon Township	72760	Sharon Township-72760	686704.7308931488	16480.91354143557
1339	North Branch	North Branch Township	58090	North Branch Township-58090	260391.48135200082	6249.39555244802
1340	Brady	Brady Township	09940	Brady Township-09940	373532.9896455546	8964.79175149331
1341	Bushnell	Bushnell Township	12120	Bushnell Township-12120	337199.29415574676	8092.7830597379225
1342	Leonidas	Leonidas Township	47020	Leonidas Township-47020	362314.82864419103	8695.555887460585
1343	Burleigh	Burleigh Township	11740	Burleigh Township-11740	238534.6519626116	5724.831647102678
1344	Friendship	Friendship Township	30860	Friendship Township-30860	246232.49671978012	5909.579921274722
1345	Bethany	Bethany Township	08020	Bethany Township-08020	442296.09610431193	10615.106306503485
1346	Garfield	Garfield Township	31560	Garfield Township-31560	359366.44036669267	8624.794568800624
1347	Melrose	Melrose Township	52880	Melrose Township-52880	310588.5653406642	7454.125568175939
1348	Leland	Leland Township	46820	Leland Township-46820	328856.0766650034	7892.545839960081
1349	Coloma	Coloma Township	17340	Coloma Township-17340	452493.5882941441	10859.846119059459
1350	Spring Arbor	Spring Arbor Township	75640	Spring Arbor Township-75640	867321.8674803402	20815.72481952816
1351	Aurelius	Aurelius Township	04240	Aurelius Township-04240	452069.52217042167	10849.66853209012
1352	Grim	Grim Township	35340	Grim Township-35340	369210.63041989243	8861.055130077419
1353	Odessa	Odessa Township	60200	Odessa Township-60200	456969.8185460372	10967.275645104892
1354	Ray	Ray Township	67420	Ray Township-67420	532298.1570181119	12775.155768434684
1355	Bangor	Bangor Township	05160	Bangor Township-05160	1389501.413504121	33348.0339240989
1356	White River	White River Township	86980	White River Township-86980	191741.15071797118	4601.787617231308
1357	Rutland	Rutland Township	70420	Rutland Township-70420	523383.0530240459	12561.193272577102
1358	Lake	Lake Township	44260	Lake Township-44260	738450.1830815163	17722.804393956394
1359	Jonesfield	Jonesfield Township	41900	Jonesfield Township-41900	200990.90229527355	4823.7816550865655
1360	Whitehall	Whitehall Township	86800	Whitehall Township-86800	179532.1025020611	4308.770460049467
1361	Nahma	Nahma Township	56500	Nahma Township-56500	875527.1662871287	21012.65199089109
1362	Maple Valley	Maple Valley Township	51380	Maple Valley Township-51380	278947.6147507316	6694.742754017559
1363	Dexter	Dexter Township	22180	Dexter Township-22180	498590.1745985913	11966.16419036619
1364	Geneva	Geneva Township	31820	Geneva Township-31820	394690.86963683163	9472.580871283959
1365	Star	Star Township	76260	Star Township-76260	310920.5318499839	7462.092764399614
1366	Corwith	Corwith Township	18320	Corwith Township-18320	997792.3477104254	23947.016345050208
1367	Portland	Portland Township	65880	Portland Township-65880	426544.4126097411	10237.065902633785
1368	Garfield	Garfield Township	31600	Garfield Township-31600	740087.5858161068	17762.102059586563
1369	Reno	Reno Township	67960	Reno Township-67960	250180.06951184553	6004.321668284293
1370	Broomfield	Broomfield Township	11140	Broomfield Township-11140	289543.235812389	6949.037659497336
1371	Ganges	Ganges Township	31360	Ganges Township-31360	651805.5234715928	15643.332563318227
1372	Richmond	Richmond Township	68420	Richmond Township-68420	418878.32353265013	10053.079764783603
1373	Fairbanks	Fairbanks Township	26960	Fairbanks Township-26960	291607.30196192855	6998.575247086284
1374	Wexford	Wexford Township	86500	Wexford Township-86500	301527.4858684108	7236.659660841859
1375	Duplain	Duplain Township	23460	Duplain Township-23460	332339.01012075506	7976.136242898121
1376	Cleveland	Cleveland Township	16400	Cleveland Township-16400	283893.44775799714	6813.442746191932
1377	Livingston	Livingston Township	48140	Livingston Township-48140	890286.1469630576	21366.867527113383
1378	Port Huron	Port Huron Township	65840	Port Huron Township-65840	16955625.76898984	406935.01845575613
1379	Garfield	Garfield Township	31640	Garfield Township-31640	386684.49567762815	9280.427896263076
1380	Locke	Locke Township	49040	Locke Township-49040	330650.5725422745	7935.6137410145875
1381	Boston	Boston Township	09680	Boston Township-09680	480735.7852025329	11537.658844860789
1382	Riverton	Riverton Township	68860	Riverton Township-68860	352496.32583390636	8459.911820013753
1383	Wellington	Wellington Township	85180	Wellington Township-85180	254058.83135434476	6097.411952504274
1384	Lincoln	Lincoln Township	47700	Lincoln Township-47700	214023.04542535156	5136.553090208437
1385	Handy	Handy Township	36340	Handy Township-36340	689020.3996439226	16536.48959145414
1386	Soo	Soo Township	74620	Soo Township-74620	874290.3738041557	20982.96897129974
1387	Portage	Portage Township	65540	Portage Township-65540	620960.2351149796	14903.045642759509
1388	Superior	Superior Township	77560	Superior Township-77560	3044676.558099473	73072.23739438735
1389	Caledonia	Caledonia Township	12460	Caledonia Township-12460	375833.33973043546	9020.000153530451
1390	Thompson	Thompson Township	79580	Thompson Township-79580	724256.2792367064	17382.150701680956
1391	Bangor	Bangor Township	05120	Bangor Township-05120	8005256.809414313	192126.16342594352
1392	Lagrange	Lagrange Township	44140	Lagrange Township-44140	460648.1595490626	11055.555829177503
1393	Fremont	Fremont Township	30740	Fremont Township-30740	354661.40955258784	8511.873829262107
1394	Jefferson	Jefferson Township	41620	Jefferson Township-41620	389689.0792805624	9352.537902733497
1395	Backus	Backus Township	04720	Backus Township-04720	364484.34441337164	8747.624265920918
1396	Fillmore	Fillmore Township	28120	Fillmore Township-28120	1727284.65623461	41454.83174963064
1397	Lamotte	Lamotte Township	45460	Lamotte Township-45460	330357.430644702	7928.578335472848
1398	Blue Lake	Blue Lake Township	09320	Blue Lake Township-09320	258479.1831521548	6203.500395651715
1399	Ellsworth	Ellsworth Township	25440	Ellsworth Township-25440	208014.39478411066	4992.345474818656
1400	Sunfield	Sunfield Township	77440	Sunfield Township-77440	364158.76416731667	8739.8103400156
1401	Wilmot	Wilmot Township	87640	Wilmot Township-87640	350935.43782069144	8422.450507696594
1402	Chesterfield	Chesterfield Township	15340	Chesterfield Township-15340	2571991.2139075864	61727.78913378208
1403	Empire	Empire Township	26000	Empire Township-26000	316193.1092232777	7588.634621358665
1404	Banks	Banks Township	05240	Banks Township-05240	430779.6704624977	10338.712091099944
1405	Blair	Blair Township	08880	Blair Township-08880	745263.6156708258	17886.32677609982
1406	Raisin	Raisin Township	66840	Raisin Township-66840	583341.2895549122	14000.190949317896
1407	Wright	Wright Township	88780	Wright Township-88780	366731.90004485013	8801.565601076403
1408	Sherman	Sherman Township	73200	Sherman Township-73200	296494.54349569516	7115.869043896684
1409	Sigel	Sigel Township	73880	Sigel Township-73880	496562.9892889848	11917.511742935636
1410	Glen Arbor	Glen Arbor Township	32380	Glen Arbor Township-32380	279320.71788416523	6703.697229219965
1411	Conway	Conway Township	17920	Conway Township-17920	318201.7910868316	7636.842986083959
1412	Matteson	Matteson Township	52400	Matteson Township-52400	254953.7203633088	6118.889288719411
1413	Superior	Superior Township	77540	Superior Township-77540	640647.5005504854	15375.54001321165
1414	Hay	Hay Township	37300	Hay Township-37300	192949.11488255416	4630.7787571813
1415	Birch Run	Birch Run Township	08560	Birch Run Township-08560	630778.2734688923	15138.678563253416
1416	Rose	Rose Township	69600	Rose Township-69600	434808.2542937766	10435.398103050638
1417	Elba	Elba Township	25160	Elba Township-25160	690974.8206313894	16583.395695153344
1418	Hersey	Hersey Township	37840	Hersey Township-37840	332326.9673279228	7975.847215870148
1419	Norwich	Norwich Township	59300	Norwich Township-59300	295923.1260049016	7102.155024117638
1420	Burdell	Burdell Township	11680	Burdell Township-11680	408278.8320008102	9798.691968019444
1421	Sanborn	Sanborn Township	71240	Sanborn Township-71240	426366.46250575053	10232.795100138012
1422	Lyon	Lyon Township	49820	Lyon Township-49820	1682076.126768142	40369.827042435405
1423	Fruitport	Fruitport Township	31020	Fruitport Township-31020	1200348.4287952057	28808.362291084937
1424	Meridian	Meridian Township	53140	Meridian Township-53140	4114173.4196674763	98740.16207201943
1425	Brighton	Brighton Township	10640	Brighton Township-10640	2326312.976763941	55831.51144233458
1426	Tyrone	Tyrone Township	81140	Tyrone Township-81140	393414.76295376255	9441.954310890302
1427	Daggett	Daggett Township	19580	Daggett Township-19580	222598.75434612902	5342.370104307097
1428	Edenville	Edenville Township	24830	Edenville Township-24830	454404.12789059104	10905.699069374185
1429	Emmett	Emmett Township	25935	Emmett Township-25935	1063632.1112058705	25527.170668940893
1430	Turin	Turin Township	80780	Turin Township-80780	262404.5825810138	6297.709981944331
1431	Limestone	Limestone Township	47540	Limestone Township-47540	331253.5329135731	7950.084789925754
1432	Waverly	Waverly Township	84820	Waverly Township-84820	510342.15923794644	12248.211821710715
1433	Ogden	Ogden Township	60260	Ogden Township-60260	444162.6176593329	10659.902823823988
1434	Delta	Delta Township	21520	Delta Township-21520	2424395.8737902367	58185.50097096568
1435	Genesee	Genesee Township	31800	Genesee Township-31800	2067603.2586285616	49622.47820708548
1436	Hart	Hart Township	36940	Hart Township-36940	585555.4148987476	14053.329957569942
1437	Alcona	Alcona Township	01040	Alcona Township-01040	416465.5104518229	9995.172250843749
1438	Maple Valley	Maple Valley Township	51340	Maple Valley Township-51340	309241.6110550632	7421.798665321517
1439	Sweetwater	Sweetwater Township	77740	Sweetwater Township-77740	260100.86376606062	6242.420730385455
1440	Colfax	Colfax Township	17180	Colfax Township-17180	191459.3064368139	4595.023354483534
1441	Marion	Marion Township	51640	Marion Township-51640	770952.0100838002	18502.848242011205
1442	Elmer	Elmer Township	25500	Elmer Township-25500	454052.3214388596	10897.25571453263
1443	Grass Lake	Grass Lake Township	34500	Grass Lake Township-34500	846333.6339511	20312.0072148264
1444	Reynolds	Reynolds Township	68120	Reynolds Township-68120	562074.7969086277	13489.795125807066
1445	Ingersoll	Ingersoll Township	40620	Ingersoll Township-40620	19222034.768824767	461328.8344517944
1446	Highland	Highland Township	38080	Highland Township-38080	1365340.2337016328	32768.16560883919
1447	Prairie Ronde	Prairie Ronde Township	66200	Prairie Ronde Township-66200	513290.5919465139	12318.974206716335
1448	Hayes	Hayes Township	37340	Hayes Township-37340	545898.6683123955	13101.568039497492
1449	Hastings	Hastings Township	37140	Hastings Township-37140	560343.4128998541	13448.2419095965
1450	Pierson	Pierson Township	64040	Pierson Township-64040	549553.4299909453	13189.282319782686
1451	Saginaw	Saginaw Township	70540	Saginaw Township-70540	2408511.230245714	57804.269525897136
1452	Raber	Raber Township	66760	Raber Township-66760	402574.11423785175	9661.778741708442
1453	Wilber	Wilber Township	87180	Wilber Township-87180	437782.72791611555	10506.785469986775
1454	Brevort	Brevort Township	10360	Brevort Township-10360	478928.7100312884	11494.28904075092
1455	North Shade	North Shade Township	58800	North Shade Township-58800	461252.2703737213	11070.054488969312
1456	Berlin	Berlin Township	07760	Berlin Township-07760	566565.6152464625	13597.5747659151
1457	Brandon	Brandon Township	10040	Brandon Township-10040	753676.64519389	18088.23948465336
1458	Fremont	Fremont Township	30760	Fremont Township-30760	323094.4359265004	7754.26646223601
1459	Bagley	Bagley Township	04780	Bagley Township-04780	644446.8642001154	15466.72474080277
1460	Krakow	Krakow Township	43900	Krakow Township-43900	423944.77969743876	10174.674712738532
1461	Vermontville	Vermontville Township	81980	Vermontville Township-81980	385722.7086350468	9257.345007241123
1462	Bertrand	Bertrand Township	07920	Bertrand Township-07920	1509806.01641641	36235.34439399384
1463	Burlington	Burlington Township	11820	Burlington Township-11820	315837.5170136628	7580.100408327908
1464	Shiawassee	Shiawassee Township	73520	Shiawassee Township-73520	793406.3956702094	19041.753496085024
1465	Bennington	Bennington Township	07280	Bennington Township-07280	654060.8287667609	15697.45989040226
1466	Jefferson	Jefferson Township	41600	Jefferson Township-41600	491928.32126047113	11806.279710251307
1467	Mason	Mason Township	52140	Mason Township-52140	908305.191049823	21799.32458519575
1468	Calvin	Calvin Township	12620	Calvin Township-12620	322126.9289850388	7731.04629564093
1469	Lyons	Lyons Township	49920	Lyons Township-49920	292478.50254282187	7019.484061027724
1470	Crystal	Crystal Township	19080	Crystal Township-19080	310276.96289496764	7446.647109479223
1471	Sumner	Sumner Township	77300	Sumner Township-77300	232615.5762403378	5582.773829768107
1472	Cohoctah	Cohoctah Township	16920	Cohoctah Township-16920	414827.1814019043	9955.852353645705
1473	Bellevue	Bellevue Township	07080	Bellevue Township-07080	454096.0857768305	10898.306058643931
1474	Hazelton	Hazelton Township	37440	Hazelton Township-37440	304952.2754719171	7318.854611326011
1475	Casco	Casco Township	13700	Casco Township-13700	856455.823882095	20554.93977317028
1476	Au Gres	Au Gres Township	04140	Au Gres Township-04140	288893.0766937914	6933.433840650992
1477	Springville	Springville Township	75940	Springville Township-75940	255005.0420491769	6120.121009180246
1478	Frederic	Frederic Township	30480	Frederic Township-30480	872842.2471269325	20948.213931046383
1479	Mayfield	Mayfield Township	52480	Mayfield Township-52480	371761.0939607589	8922.266255058214
