	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	state	city	edgar_emission_2015(tons_CO2)	absolute_percent_error_edgar (percent error)
594	bustamante, nuevoleón			NuevoLeón	Bustamante	2672.3892436478814	
595	cadereytajiménez, nuevoleón	293400000.0	17143.362	NuevoLeón	CadereytaJiménez	23890.63252949268	39.3579189979928
596	cerralvo, nuevoleón			NuevoLeón	Cerralvo	2463.407773769991	
597	ciénegadeflores, nuevoleón			NuevoLeón	CiénegadeFlores	14527.541874782622	
598	doctorarroyo, nuevoleón	94890000.0	5544.4227	NuevoLeón	DoctorArroyo	15784.95851913437	184.69976719369484
599	doctorcoss, nuevoleón			NuevoLeón	DoctorCoss	1114.5793176053774	
600	doctorgonzález, nuevoleón			NuevoLeón	DoctorGonzález	1069.1751735378764	
601	elcarmen, nuevoleón			NuevoLeón	ElCarmen	5929.632802967907	
602	galeana, nuevoleón	108340000.0	6330.3062	NuevoLeón	Galeana	22029.575293750775	248.00173321396014
603	garcía, nuevoleón	434400000.0	25381.992000000002	NuevoLeón	García	79522.45505194317	213.30265588273437
604	generalbravo, nuevoleón			NuevoLeón	GeneralBravo	1545.0444497123115	
605	generalescobedo, nuevoleón	1045700000.0	61100.251000000004	NuevoLeón	GeneralEscobedo	38789.74004563774	36.51459787679474
606	generalterán, nuevoleón			NuevoLeón	GeneralTerán	3966.6312709893514	
607	generaltreviño, nuevoleón			NuevoLeón	GeneralTreviño	525.4450124572525	
608	generalzaragoza, nuevoleón			NuevoLeón	GeneralZaragoza	3479.625467726868	
609	generalzuazua, nuevoleón	190620000.0	11137.9266	NuevoLeón	GeneralZuazua	26849.309696103282	141.06200965719492
610	guadalupe, nuevoleón			NuevoLeón	Guadalupe	79949.38065713155	
611	hidalgo, nuevoleón			NuevoLeón	Hidalgo	2317.4345497502404	
612	higueras, nuevoleón			NuevoLeón	Higueras	113.92267672356081	
613	hualahuises, nuevoleón			NuevoLeón	Hualahuises	1253.2981397349436	
614	iturbide, nuevoleón			NuevoLeón	Iturbide	1043.896830873264	
615	juárez, nuevoleón	729000000.0	42595.47	NuevoLeón	Juárez	80188.19949894764	88.25522878124747
616	lampazosdenaranjo, nuevoleón			NuevoLeón	LampazosdeNaranjo	2102.288365924772	
617	linares, nuevoleón	250360000.0	14628.5348	NuevoLeón	Linares	21651.671598609264	48.00984442139253
618	losaldamas, nuevoleón			NuevoLeón	LosAldamas	918.7175148293884	
619	losramones, nuevoleón			NuevoLeón	LosRamones	1505.390524154262	
620	marín, nuevoleón			NuevoLeón	Marín	1529.0496321074193	
621	mierynoriega, nuevoleón			NuevoLeón	MieryNoriega	3241.0990349544154	
622	mina, nuevoleón			NuevoLeón	Mina	4641.236336754406	
623	montemorelos, nuevoleón	196690000.0	11492.5967	NuevoLeón	Montemorelos	22450.59693221289	95.34834048612261
624	monterrey, nuevoleón	5062000000.0	295772.66000000003	NuevoLeón	Monterrey	267634.2251711618	9.513534763097512
625	parás, nuevoleón			NuevoLeón	Parás	497.7695480038987	
626	pesquería, nuevoleón			NuevoLeón	Pesquería	5344.293378155933	
627	rayones, nuevoleón			NuevoLeón	Rayones	1609.1438699050273	
628	sabinashidalgo, nuevoleón	123120000.0	7193.9016	NuevoLeón	SabinasHidalgo	5394.040755696941	25.01925859401606
629	salinasvictoria, nuevoleón	93320000.0	5452.6876	NuevoLeón	SalinasVictoria	7397.223483666799	35.66197123904181
630	sannicolásdelosgarza, nuevoleón	1670900000.0	97630.687	NuevoLeón	SanNicolásdelosGarza	51867.99033940276	46.87327116790364
631	sanpedrogarzagarcía, nuevoleón	842000000.0	49198.06	NuevoLeón	SanPedroGarzaGarcía	61452.41769238506	24.908213235206965
632	santacatarina, nuevoleón	855300000.0	49975.179000000004	NuevoLeón	SantaCatarina	187166.84648280495	274.51961199139464
633	santiago, nuevoleón	143240000.0	8369.5132	NuevoLeón	Santiago	17083.464588100105	104.1153909417349
634	vallecillo, nuevoleón			NuevoLeón	Vallecillo	908.9890490025113	
635	villaldama, nuevoleón			NuevoLeón	Villaldama	3373.8361317236263	
636	acatlándepérezfigueroa, oaxaca	127660000.0	7459.1738000000005	Oaxaca	AcatlándePérezFigueroa	25237.149322800422	238.33705983362958
637	ánimastrujano, oaxaca			Oaxaca	ÁnimasTrujano	447.72366416234684	
638	cosolapa, oaxaca			Oaxaca	Cosolapa	4364.05064393852	
639	cuilápamdeguerrero, oaxaca			Oaxaca	CuilápamdeGuerrero	32007.36535098466	
640	oaxacadejuárez, oaxaca	1138700000.0	66534.241	Oaxaca	OaxacadeJuárez	4009.6366875537597	93.97357416679067
641	sanagustíndelasjuntas, oaxaca			Oaxaca	SanAgustíndelasJuntas	3856.869514817225	
642	sanagustínyatareni, oaxaca			Oaxaca	SanAgustínYatareni	45.608181224574416	
643	sanandréshuayápam, oaxaca			Oaxaca	SanAndrésHuayápam	208.07134086940286	
644	sanantoniodelacal, oaxaca			Oaxaca	SanAntoniodelaCal	1566.1133059653962	
645	sanbartolocoyotepec, oaxaca			Oaxaca	SanBartoloCoyotepec	2634.1106790583285	
646	sanbartoloméquialana, oaxaca			Oaxaca	SanBartoloméQuialana	1696.22367582323	
647	sanfelipejalapadedíaz, oaxaca			Oaxaca	SanFelipeJalapadeDíaz	7676.390512125507	
648	sanjacintoamilpas, oaxaca			Oaxaca	SanJacintoAmilpas	658.5961531270997	
649	sanjerónimotlacochahuaya, oaxaca			Oaxaca	SanJerónimoTlacochahuaya	1022.8844703806507	
650	sanjosétenango, oaxaca			Oaxaca	SanJoséTenango	7865.5345444475615	
651	sanjuanbautistatuxtepec, oaxaca	523400000.0	30582.262000000002	Oaxaca	SanJuanBautistaTuxtepec	40427.266549850494	32.191878252336245
652	sanjuanguelavía, oaxaca			Oaxaca	SanJuanGuelavía	1465.6564183599367	
653	sanlorenzocacaotepec, oaxaca			Oaxaca	SanLorenzoCacaotepec	4197.406174399847	
654	sanlucasojitlán, oaxaca			Oaxaca	SanLucasOjitlán	11627.599914597316	
655	sanmartíntilcajete, oaxaca			Oaxaca	SanMartínTilcajete	1050.8157241400334	
656	sanpabloetla, oaxaca			Oaxaca	SanPabloEtla	1451.6587406090905	
657	sanpedroixcatlán, oaxaca			Oaxaca	SanPedroIxcatlán	2348.507843063274	
658	sanpedroixtlahuaca, oaxaca			Oaxaca	SanPedroIxtlahuaca	5271.224018258166	
659	sanpedromixtepec-dto.22-, oaxaca	166670000.0	9738.5281	Oaxaca	SanPedroMixtepec-Dto.22-	6405.680046534261	34.223324297495616
660	sanpedropochutla, oaxaca	130500000.0	7625.115	Oaxaca	SanPedroPochutla	15092.938662187	97.93719389395439
661	sanpedroteutila, oaxaca			Oaxaca	SanPedroTeutila	8422.212985645447	
662	sanraymundojalpan, oaxaca			Oaxaca	SanRaymundoJalpan	4226.738216177856	
663	sansebastiántutla, oaxaca			Oaxaca	SanSebastiánTutla	724.1440431555015	
664	santaanadelvalle, oaxaca			Oaxaca	SantaAnadelValle	390.35805586517756	
665	santacatarinaquiané, oaxaca			Oaxaca	SantaCatarinaQuiané	1052.194626350878	
666	santacruzamilpas, oaxaca			Oaxaca	SantaCruzAmilpas	174.9261811949237	
667	santacruzxoxocotlán, oaxaca	239600000.0	13999.828	Oaxaca	SantaCruzXoxocotlán	15547.745402241457	11.056688712471734
668	santalucíadelcamino, oaxaca	166570000.0	9732.6851	Oaxaca	SantaLucíadelCamino	129.564061229498	98.6687737258704
669	santamaríaatzompa, oaxaca			Oaxaca	SantaMaríaAtzompa	5617.894625453178	
670	santamaríacolotepec, oaxaca			Oaxaca	SantaMaríaColotepec	17810.44079482544	
671	santamaríacoyotepec, oaxaca			Oaxaca	SantaMaríaCoyotepec	944.0261187833721	
672	santamaríadeltule, oaxaca			Oaxaca	SantaMaríadelTule	949.9186989720993	
673	santamaríahuatulco, oaxaca	156690000.0	9155.3967	Oaxaca	SantaMaríaHuatulco	8289.406879878008	9.458790792997437
674	santiagopinotepanacional, oaxaca	165360000.0	9661.9848	Oaxaca	SantiagoPinotepaNacional	27284.092106623124	182.38599699125095
675	teotitlándelvalle, oaxaca			Oaxaca	TeotitlándelValle	1384.0283354131925	
676	tlacoluladematamoros, oaxaca			Oaxaca	TlacoluladeMatamoros	3896.4314217713836	
677	tlalixtacdecabrera, oaxaca			Oaxaca	TlalixtacdeCabrera	1689.9265415966397	
678	trinidadzaachila, oaxaca			Oaxaca	TrinidadZaachila	2884.058497220272	
679	villadezaachila, oaxaca	99860000.0	5834.8198	Oaxaca	VilladeZaachila	26903.37907664054	361.0832896097415
680	villadíazordaz, oaxaca			Oaxaca	VillaDíazOrdaz	1735.198793765387	
681	acajete, puebla	145260000.0	8487.5418	Puebla	Acajete	9438.177660721212	11.200367351607168
682	acateno, puebla			Puebla	Acateno	4434.926866168693	
683	acatzingo, puebla	134070000.0	7833.7101	Puebla	Acatzingo	5584.123784004062	28.716741968737626
684	acteopan, puebla			Puebla	Acteopan	3863.9116944161847	
685	ahuacatlán, puebla			Puebla	Ahuacatlán	7178.718648197709	
686	ahuatlán, puebla			Puebla	Ahuatlán	1651.9848318478791	
687	ahuazotepec, puebla			Puebla	Ahuazotepec	6358.4879991890675	
688	aljojuca, puebla			Puebla	Aljojuca	2528.598297061277	
689	amixtlán, puebla			Puebla	Amixtlán	3225.4817157111347	
690	amozoc, puebla	278700000.0	16284.441	Puebla	Amozoc	15250.368953881418	6.350061670023447
691	aquixtla, puebla			Puebla	Aquixtla	7216.625492293919	
692	atempan, puebla			Puebla	Atempan	10661.896689064124	
693	atlequizayan, puebla			Puebla	Atlequizayan	1255.3573167944485	
694	atlixco, puebla	396100000.0	23144.123	Puebla	Atlixco	34328.317565866746	48.32412343240116
695	atoyatempan, puebla			Puebla	Atoyatempan	3007.8998544962137	
696	atzala, puebla			Puebla	Atzala	739.2845147145142	
697	atzitzihuacán, puebla			Puebla	Atzitzihuacán	7827.632363677637	
698	atzitzintla, puebla			Puebla	Atzitzintla	4009.6577425444284	
699	ayotoxcodeguerrero, puebla			Puebla	AyotoxcodeGuerrero	2495.3110098373054	
700	calpan, puebla			Puebla	Calpan	8047.14218967331	
701	camocuautla, puebla			Puebla	Camocuautla	1652.6541302115668	
702	cañadamorelos, puebla			Puebla	CañadaMorelos	10437.461749764776	
703	caxhuacan, puebla			Puebla	Caxhuacan	1423.5610297373184	
704	chalchicomuladesesma, puebla	124260000.0	7260.5118	Puebla	ChalchicomuladeSesma	16772.80627749855	131.0141039574999
705	chapulco, puebla			Puebla	Chapulco	2034.4274363027398	
706	chiautzingo, puebla			Puebla	Chiautzingo	18058.56660900128	
707	chichiquila, puebla			Puebla	Chichiquila	7613.514331612798	
708	chiconcuautla, puebla			Puebla	Chiconcuautla	7929.284439259864	
709	chietla, puebla	103510000.0	6048.089300000001	Puebla	Chietla	13709.267605363646	126.67105139078625
710	chignahuapan, puebla	163410000.0	9548.0463	Puebla	Chignahuapan	28399.075876575116	197.43336997198176
711	chignautla, puebla			Puebla	Chignautla	16998.623204623644	
712	chilchotla, puebla			Puebla	Chilchotla	12831.175635566842	
713	coatepec, puebla			Puebla	Coatepec	1304.8053570770853	
714	cohuecan, puebla			Puebla	Cohuecan	1738.6364142912046	
715	coronango, puebla	98390000.0	5748.9277	Puebla	Coronango	9849.032885492108	71.31947729125395
716	cuapiaxtlademadero, puebla			Puebla	CuapiaxtladeMadero	2882.293282663645	
717	cuautempan, puebla			Puebla	Cuautempan	5194.599605100285	
718	cuautinchán, puebla			Puebla	Cuautinchán	20341.49609175384	
719	cuautlancingo, puebla	278300000.0	16261.069	Puebla	Cuautlancingo	9514.474339829561	41.489244404352746
720	cuetzalandelprogreso, puebla	119900000.0	7005.7570000000005	Puebla	CuetzalandelProgreso	17107.646513522817	144.1941179735868
721	cuyoaco, puebla			Puebla	Cuyoaco	6333.4482142602865	
722	domingoarenas, puebla			Puebla	DomingoArenas	2106.1940941678176	
723	epatlán, puebla			Puebla	Epatlán	1721.3677163757472	
724	esperanza, puebla			Puebla	Esperanza	2887.015187814466	
725	franciscoz.mena, puebla			Puebla	FranciscoZ.Mena	12523.889181473312	
726	generalfelipeángeles, puebla			Puebla	GeneralFelipeÁngeles	2945.3952274297812	
727	guadalupevictoria, puebla			Puebla	GuadalupeVictoria	6952.762331752855	
728	hermenegildogaleana, puebla			Puebla	HermenegildoGaleana	4423.535042802303	
729	honey, puebla			Puebla	Honey	3793.781037396857	
730	huaquechula, puebla			Puebla	Huaquechula	10910.234973905346	
731	huatlatlauca, puebla			Puebla	Huatlatlauca	2521.621517200936	
732	huauchinango, puebla	283600000.0	16570.748	Puebla	Huauchinango	25299.6803522849	52.67675516087083
733	huehuetla, puebla			Puebla	Huehuetla	4751.211245167533	
734	huehuetlánelgrande, puebla			Puebla	HuehuetlánelGrande	3524.3831097808197	
735	huejotzingo, puebla	177460000.0	10368.9878	Puebla	Huejotzingo	24887.441512114077	140.01804218647143
736	hueyapan, puebla			Puebla	Hueyapan	2296.442706054418	
737	hueytamalco, puebla			Puebla	Hueytamalco	15730.866634989161	
738	hueytlalpan, puebla			Puebla	Hueytlalpan	5123.1277276750625	
739	huitzilandeserdán, puebla			Puebla	HuitzilandeSerdán	6744.034947571804	
740	huitziltepec, puebla			Puebla	Huitziltepec	4894.143040980587	
741	ixtacamaxtitlán, puebla			Puebla	Ixtacamaxtitlán	13118.245029800619	
742	ixtepec, puebla			Puebla	Ixtepec	2145.547561800997	
743	izúcardematamoros, puebla	239000000.0	13964.77	Puebla	IzúcardeMatamoros	15887.074787130497	13.765388095403628
744	jalpan, puebla			Puebla	Jalpan	7809.182307540497	
745	jonotla, puebla			Puebla	Jonotla	2409.4031074676077	
746	jopala, puebla			Puebla	Jopala	8625.760368944248	
747	juanc.bonilla, puebla			Puebla	JuanC.Bonilla	4921.384819395439	
748	juangalindo, puebla			Puebla	JuanGalindo	2975.6259495987774	
749	lamagdalenatlatlauquitepec, puebla			Puebla	LaMagdalenaTlatlauquitepec	201.05886706070063	
750	lafragua, puebla			Puebla	Lafragua	8751.119315263908	
751	libres, puebla			Puebla	Libres	11537.302545715227	
752	losreyesdejuárez, puebla			Puebla	LosReyesdeJuárez	2419.9459878475836	
753	mazapiltepecdejuárez, puebla			Puebla	MazapiltepecdeJuárez	1231.2454471222852	
754	mixtla, puebla			Puebla	Mixtla	1292.1287627345207	
755	molcaxac, puebla			Puebla	Molcaxac	4396.407912380829	
756	naupan, puebla			Puebla	Naupan	2723.652455748141	
757	nauzontla, puebla			Puebla	Nauzontla	2102.757550239064	
758	nealtican, puebla			Puebla	Nealtican	2750.6023001359376	
759	nicolásbravo, puebla			Puebla	NicolásBravo	2749.297802583476	
760	nopalucan, puebla			Puebla	Nopalucan	7946.773053272943	
761	ocotepec, puebla			Puebla	Ocotepec	2394.3314096298914	
762	ocoyucan, puebla			Puebla	Ocoyucan	79237.83942248925	
763	olintla, puebla			Puebla	Olintla	5881.800026548756	
764	oriental, puebla			Puebla	Oriental	5276.67619656843	
765	pahuatlán, puebla			Puebla	Pahuatlán	4582.805856124579	
766	palmardebravo, puebla	106620000.0	6229.8066	Puebla	PalmardeBravo	17033.042237578535	173.41205483936747
767	pantepec, puebla			Puebla	Pantepec	6577.717672554262	
768	puebla, puebla	5573000000.0	325630.39	Puebla	Puebla	197482.3271615918	39.35384005111078
769	quecholac, puebla	115310000.0	6737.5633	Puebla	Quecholac	5748.9146431931	14.673682647358572
770	quimixtlán, puebla			Puebla	Quimixtlán	11804.563848839873	
771	rafaellaragrajales, puebla			Puebla	RafaelLaraGrajales	194.1060806098654	
772	sanandréscholula, puebla	376600000.0	22004.738	Puebla	SanAndrésCholula	61068.34173305813	177.52360302157712
773	sandiegolamesatochimiltzingo, puebla			Puebla	SanDiegolaMesaTochimiltzingo	1503.3312321209291	
774	sanfelipeteotlalcingo, puebla			Puebla	SanFelipeTeotlalcingo	8307.464165722104	
775	sanfelipetepatlán, puebla			Puebla	SanFelipeTepatlán	2953.897882995968	
776	sangregorioatzompa, puebla			Puebla	SanGregorioAtzompa	9405.171577068828	
777	sanjerónimotecuanipan, puebla			Puebla	SanJerónimoTecuanipan	9298.545008863168	
778	sanjoséchiapa, puebla			Puebla	SanJoséChiapa	6196.805025991824	
779	sanjuanatenco, puebla			Puebla	SanJuanAtenco	4176.300658432931	
780	sanjuanatzompa, puebla			Puebla	SanJuanAtzompa	472.1041388899773	
781	sanmartíntexmelucan, puebla	439700000.0	25691.671000000002	Puebla	SanMartínTexmelucan	8596.302336576004	66.54050903666017
782	sanmartíntotoltepec, puebla			Puebla	SanMartínTotoltepec	95.05793128326575	
783	sanmatíastlalancaleca, puebla			Puebla	SanMatíasTlalancaleca	2916.374663442766	
784	sanmiguelxoxtla, puebla			Puebla	SanMiguelXoxtla	1807.1814470622112	
785	sannicolásbuenosaires, puebla			Puebla	SanNicolásBuenosAires	4691.7441980690255	
786	sannicolásdelosranchos, puebla			Puebla	SanNicolásdelosRanchos	8063.148251207809	
787	sanpedrocholula, puebla	386200000.0	22565.666	Puebla	SanPedroCholula	18773.825302953057	16.803584246292328
788	sansalvadorelseco, puebla			Puebla	SanSalvadorelSeco	5721.598197327849	
789	sansalvadorelverde, puebla			Puebla	SanSalvadorelVerde	7919.704708464703	
790	sansalvadorhuixcolotla, puebla			Puebla	SanSalvadorHuixcolotla	2900.957216783359	
791	santainésahuatempan, puebla			Puebla	SantaInésAhuatempan	6707.461913010231	
792	santaisabelcholula, puebla			Puebla	SantaIsabelCholula	8498.40371375879	
793	santiagomiahuatlán, puebla			Puebla	SantiagoMiahuatlán	1427.9672300417376	
794	santotomáshueyotlipan, puebla			Puebla	SantoTomásHueyotlipan	2593.6260373243017	
795	soltepec, puebla			Puebla	Soltepec	4651.266766882015	
796	tecalideherrera, puebla			Puebla	TecalideHerrera	19972.849235795897	
797	tecamachalco, puebla	204290000.0	11936.664700000001	Puebla	Tecamachalco	15587.368248335659	30.583949872828857
798	tehuacán, puebla	927700000.0	54205.511	Puebla	Tehuacán	48957.18757416283	9.682269070089879
799	tenampulco, puebla			Puebla	Tenampulco	5133.880766035499	
800	teopantlán, puebla			Puebla	Teopantlán	6227.948162927498	
801	teotlalco, puebla			Puebla	Teotlalco	7144.003323372444	
802	tepancodelópez, puebla			Puebla	TepancodeLópez	11038.857094858944	
803	tepangoderodríguez, puebla			Puebla	TepangodeRodríguez	2593.673940632581	
804	tepatlaxcodehidalgo, puebla			Puebla	TepatlaxcodeHidalgo	3101.4427008199646	
805	tepeaca, puebla	209400000.0	12235.242	Puebla	Tepeaca	14247.309911104368	16.444855860671723
806	tepemaxalco, puebla			Puebla	Tepemaxalco	1375.1964252346766	
807	tepeojuma, puebla			Puebla	Tepeojuma	2535.3259838636204	
808	tepetzintla, puebla			Puebla	Tepetzintla	5829.414304349496	
809	tepexco, puebla			Puebla	Tepexco	3777.097564313504	
810	tepexiderodríguez, puebla			Puebla	TepexideRodríguez	9615.786526873522	
811	tepeyahualco, puebla			Puebla	Tepeyahualco	9074.06596358214	
812	tepeyahualcodecuauhtémoc, puebla			Puebla	TepeyahualcodeCuauhtémoc	1764.3352911272057	
813	teteladeocampo, puebla			Puebla	TeteladeOcampo	13912.590430521155	
814	tetelesdeavilacastillo, puebla			Puebla	TetelesdeAvilaCastillo	630.7807258151112	
815	teziutlán, puebla	299200000.0	17482.256	Puebla	Teziutlán	9073.067152476468	48.101279649054064
816	tianguismanalco, puebla			Puebla	Tianguismanalco	15233.847617090434	
817	tilapa, puebla			Puebla	Tilapa	5032.089543229021	
818	tlachichuca, puebla			Puebla	Tlachichuca	11998.197860222199	
819	tlacotepecdebenitojuárez, puebla	119330000.0	6972.4519	Puebla	TlacotepecdeBenitoJuárez	16146.657519027087	131.57789756896116
820	tlacuilotepec, puebla			Puebla	Tlacuilotepec	7558.760913028135	
821	tlahuapan, puebla	95050000.0	5553.7715	Puebla	Tlahuapan	18261.59694154123	228.81433709581373
822	tlaltenango, puebla			Puebla	Tlaltenango	4408.900027649471	
823	tlanepantla, puebla			Puebla	Tlanepantla	1940.0489547332772	
824	tlaola, puebla			Puebla	Tlaola	8787.05935307277	
825	tlapacoya, puebla			Puebla	Tlapacoya	3312.432529449761	
826	tlapanalá, puebla			Puebla	Tlapanalá	3584.4744406006334	
827	tlatlauquitepec, puebla	141490000.0	8267.2607	Puebla	Tlatlauquitepec	25951.244572276202	213.90378886051334
828	tlaxco, puebla			Puebla	Tlaxco	3211.466271882814	
829	tochimilco, puebla			Puebla	Tochimilco	5797.027815935282	
830	tochtepec, puebla			Puebla	Tochtepec	13264.037510901824	
831	tuzamapandegaleana, puebla			Puebla	TuzamapandeGaleana	3004.495461882334	
832	tzicatlacoyan, puebla			Puebla	Tzicatlacoyan	14447.57235090743	
833	venustianocarranza, puebla			Puebla	VenustianoCarranza	6997.379702561034	
834	vicenteguerrero, puebla			Puebla	VicenteGuerrero	13995.80235331354	
835	xicotepec, puebla	227590000.0	13298.083700000001	Puebla	Xicotepec	15272.836139363944	14.849902316105462
836	xiutetelco, puebla	87900000.0	5135.997	Puebla	Xiutetelco	15740.993573114298	206.48369874659775
837	xochiapulco, puebla			Puebla	Xochiapulco	4203.473832363534	
838	xochiltepec, puebla			Puebla	Xochiltepec	491.0029683572959	
839	xochitlándevicentesuárez, puebla			Puebla	XochitlándeVicenteSuárez	5692.3867829347255	
840	xochitlántodossantos, puebla			Puebla	XochitlánTodosSantos	7942.481411554801	
841	yaonáhuac, puebla			Puebla	Yaonáhuac	834.7154024174151	
842	yehualtepec, puebla			Puebla	Yehualtepec	6629.091513712135	
843	zacapoaxtla, puebla	147840000.0	8638.2912	Puebla	Zacapoaxtla	13456.340343026312	55.77548882615015
844	zacatlán, puebla	222230000.0	12984.8989	Puebla	Zacatlán	39299.68126263751	202.65681362091706
845	zapotitlándeméndez, puebla			Puebla	ZapotitlándeMéndez	2717.2505665584517	
846	zaragoza, puebla			Puebla	Zaragoza	3526.5676320741086	
847	zautla, puebla			Puebla	Zautla	19323.015131489414	
848	zihuateutla, puebla			Puebla	Zihuateutla	5793.909602876913	
849	zongozotla, puebla			Puebla	Zongozotla	3748.8512214301504	
850	zoquiapan, puebla			Puebla	Zoquiapan	1698.6315426083804	
851	amealcodebonfil, querétaro	151240000.0	8836.9532	Querétaro	AmealcodeBonfil	28890.819510974085	226.9319057950209
852	arroyoseco, querétaro			Querétaro	ArroyoSeco	8293.985164350179	
853	cadereytademontes, querétaro	168520000.0	9846.6236	Querétaro	CadereytadeMontes	21615.859083848132	119.52559539137995
854	colón, querétaro	146900000.0	8583.367	Querétaro	Colón	22570.174004090895	162.95245215648936
855	corregidora, querétaro	475800000.0	27800.994000000002	Querétaro	Corregidora	69611.05643444836	150.39053076464944
856	elmarqués, querétaro	336300000.0	19650.009000000002	Querétaro	ElMarqués	32481.071989701177	65.29800057445864
857	ezequielmontes, querétaro	114500000.0	6690.235000000001	Querétaro	EzequielMontes	12383.286018041592	85.09493340729573
858	huimilpan, querétaro	87829000.0	5131.84847	Querétaro	Huimilpan	30342.686350291173	491.2623205394678
859	jalpandeserra, querétaro			Querétaro	JalpandeSerra	12024.42853155255	
860	landadematamoros, querétaro			Querétaro	LandadeMatamoros	17755.640898602385	
861	pedroescobedo, querétaro	172210000.0	10062.230300000001	Querétaro	PedroEscobedo	22074.58570730216	119.38064473938903
862	peñamiller, querétaro			Querétaro	Peñamiller	11783.384840669509	
863	pinaldeamoles, querétaro			Querétaro	PinaldeAmoles	13151.058087044472	
864	querétaro, querétaro	3129000000.0	182827.47	Querétaro	Querétaro	88830.78706538028	51.412778908235026
865	sanjoaquín, querétaro			Querétaro	SanJoaquín	4402.464888121938	
866	sanjuandelrío, querétaro	805400000.0	47059.522000000004	Querétaro	SanJuandelRío	67318.47063521208	43.04962688573861
867	tequisquiapan, querétaro	192050000.0	11221.4815	Querétaro	Tequisquiapan	21270.93769292867	89.55552074767196
868	tolimán, querétaro			Querétaro	Tolimán	9583.515446143052	
869	bacalar, quintanaroo	9220000.0	538.7246	QuintanaRoo	Bacalar	15721.558809852299	2818.2923538023506
870	benitojuárez, quintanaroo	2775000000.0	162143.25	QuintanaRoo	BenitoJuárez	143401.179767682	11.558958040077517
871	cozumel, quintanaroo	348600000.0	20368.698	QuintanaRoo	Cozumel	17865.05652545906	12.291612721347933
872	felipecarrillopuerto, quintanaroo	196520000.0	11482.6636	QuintanaRoo	FelipeCarrilloPuerto	30955.347922013127	169.58333885191175
873	islamujeres, quintanaroo			QuintanaRoo	IslaMujeres	3653.2857177355986	
874	josémaríamorelos, quintanaroo	94000000.0	5492.42	QuintanaRoo	JoséMaríaMorelos	16354.864429957901	197.7715547965724
875	lázarocárdenas, quintanaroo			QuintanaRoo	LázaroCárdenas	11868.004223384598	
876	othónp.blanco, quintanaroo	817200000.0	47748.996	QuintanaRoo	OthónP.Blanco	50993.11105040726	6.794101074726802
877	solidaridad, quintanaroo	940300000.0	54941.729	QuintanaRoo	Solidaridad	41762.76484961869	23.98716674966911
878	tulum, quintanaroo	132910000.0	7765.9313	QuintanaRoo	Tulum	11132.997928897796	43.35689434823864
879	ahualulco, sanluispotosí			SanLuisPotosí	Ahualulco	9897.600519648831	
880	alaquines, sanluispotosí			SanLuisPotosí	Alaquines	2132.213281514816	
881	aquismón, sanluispotosí	108852000.0	6360.22236	SanLuisPotosí	Aquismón	26250.94846325242	312.73633180416704
882	armadillodelosinfante, sanluispotosí			SanLuisPotosí	ArmadillodelosInfante	3530.611714996505	
883	axtladeterrazas, sanluispotosí			SanLuisPotosí	AxtladeTerrazas	10382.612988055414	
884	cárdenas, sanluispotosí			SanLuisPotosí	Cárdenas	6642.6735146947585	
885	cedral, sanluispotosí			SanLuisPotosí	Cedral	5046.315755989108	
886	cerritos, sanluispotosí			SanLuisPotosí	Cerritos	5943.633874814039	
887	cerrodesanpedro, sanluispotosí			SanLuisPotosí	CerrodeSanPedro	587.7409497437661	
888	ciudaddelmaíz, sanluispotosí			SanLuisPotosí	CiudaddelMaíz	16082.225200224311	
889	ciudadfernández, sanluispotosí	126040000.0	7364.5172	SanLuisPotosí	CiudadFernández	6142.781804799408	16.589483899916647
890	ciudadvalles, sanluispotosí	562900000.0	32890.247	SanLuisPotosí	CiudadValles	43257.698182832	31.521353983240058
891	coxcatlán, sanluispotosí			SanLuisPotosí	Coxcatlán	6696.225802781649	
892	ebano, sanluispotosí	129720000.0	7579.5396	SanLuisPotosí	Ebano	9418.856937554709	24.266874172076474
893	elnaranjo, sanluispotosí			SanLuisPotosí	ElNaranjo	8187.784496678464	
894	guadalcázar, sanluispotosí			SanLuisPotosí	Guadalcázar	13350.918452178255	
895	huehuetlán, sanluispotosí			SanLuisPotosí	Huehuetlán	5571.108233245107	
896	lagunillas, sanluispotosí			SanLuisPotosí	Lagunillas	3086.964396526521	
897	matehuala, sanluispotosí	299200000.0	17482.256	SanLuisPotosí	Matehuala	21727.134183046546	24.281066374079778
898	matlapa, sanluispotosí			SanLuisPotosí	Matlapa	9636.079286577362	
899	mexquiticdecarmona, sanluispotosí	119546000.0	6985.07278	SanLuisPotosí	MexquiticdeCarmona	35745.22236425006	411.73729308300864
900	moctezuma, sanluispotosí			SanLuisPotosí	Moctezuma	9913.692675969773	
901	rayón, sanluispotosí			SanLuisPotosí	Rayón	10245.171744280688	
902	rioverde, sanluispotosí	294000000.0	17178.420000000002	SanLuisPotosí	Rioverde	38495.819854811125	124.09406601312065
903	sanantonio, sanluispotosí			SanLuisPotosí	SanAntonio	3345.5205510199226	
904	sancirodeacosta, sanluispotosí			SanLuisPotosí	SanCirodeAcosta	4245.170660392179	
