	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	NAME	LABEL	FIPSCODE	edgar_emission_2015(tons_CO2)	absolute_percent_error_edgar (percent error)
543	blaine township-08840			Blaine	Blaine Township	08840	856.2738926220119	
544	gerrish township-31960			Gerrish	Gerrish Township	31960	1216.9211019421914	
545	gore township-33080			Gore	Gore Township	33080	5.106010207592066	
546	crystal lake township-19180			Crystal Lake	Crystal Lake Township	19180	3167.786946107505	
547	emerson township-25880			Emerson	Emerson Township	25880	2153.5251711302626	
548	forester township-29500			Forester	Forester Township	29500	164.00773710889754	
549	porter township-65740			Porter	Porter Township	65740	2603.8084984751486	
550	hayes township-37360			Hayes	Hayes Township	37360	7708.137009246806	
551	fruitland township-30980			Fruitland	Fruitland Township	30980	12082.590267565443	
552	duncan township-23340			Duncan	Duncan Township	23340	171.02789823985918	
553	chassell township-14920			Chassell	Chassell Township	14920	1724.1405839807326	
554	logan township-49140			Logan	Logan Township	49140	476.8164297073666	
555	spencer township-75560			Spencer	Spencer Township	75560	2392.100742339438	
556	ellington township-25380			Ellington	Ellington Township	25380	1131.330299168224	
557	blendon township-08940			Blendon	Blendon Township	08940	43080.33373290683	
558	erie township-26320			Erie	Erie Township	26320	11515.617919478029	
559	keeler township-42500			Keeler	Keeler Township	42500	2483.4577338794847	
560	comstock township-17680			Comstock	Comstock Township	17680	5978.063445636029	
561	pinora township-64440			Pinora	Pinora Township	64440	858.3487802112722	
562	lake township-44300			Lake	Lake Township	44300	366.2009123942516	
563	trowbridge township-80620			Trowbridge	Trowbridge Township	80620	6133.686694546993	
564	fairplain township-27180			Fairplain	Fairplain Township	27180	3330.7190414720735	
565	goodland township-32960			Goodland	Goodland Township	32960	1119.295361508708	
566	summerfield township-77120			Summerfield	Summerfield Township	77120	319.4110349735501	
567	barry township-05560			Barry	Barry Township	05560	2027.0412025111286	
568	beaverton township-06680			Beaverton	Beaverton Township	06680	3731.018883165713	
569	winterfield township-87980			Winterfield	Winterfield Township	87980	335.0844847898539	
570	ovid township-61840			Ovid	Ovid Township	61840	7225.979890401008	
571	convis township-17880			Convis	Convis Township	17880	4328.434246729604	
572	thomas township-79520			Thomas	Thomas Township	79520	44187.99262533503	
573	hume township-39960			Hume	Hume Township	39960	751.7575117241812	
574	greenbush township-34820			Greenbush	Greenbush Township	34820	596.6004361610172	
575	eaton rapids township-24560			Eaton Rapids	Eaton Rapids Township	24560	39681.46886757598	
576	mt forest township-55920			Mt Forest	Mt Forest Township	55920	1006.1727761560182	
577	chestonia township-15380			Chestonia	Chestonia Township	15380	448.4816507191198	
578	marlette township-51840			Marlette	Marlette Township	51840	2865.238292920671	
579	holmes township-38760			Holmes	Holmes Township	38760	322.373275738034	
580	interior township-40760			Interior	Interior Township	40760	159.12894474866127	
581	clam lake township-15860			Clam Lake	Clam Lake Township	15860	6102.885670640947	
582	evergreen township-26720			Evergreen	Evergreen Township	26720	2344.7313508250418	
583	stambaugh township-76080			Stambaugh	Stambaugh Township	76080	2822.0022424044596	
584	greenwood township-35220			Greenwood	Greenwood Township	35220	2276.646062021401	
585	moran township-55480			Moran	Moran Township	55480	1542.7221526415628	
586	austin township-04400			Austin	Austin Township	04400	694.7060125735775	
587	buckeye township-11440			Buckeye	Buckeye Township	11440	1907.8995058916767	
588	koylton township-43880			Koylton	Koylton Township	43880	1551.8172232005843	
589	ferris township-27900			Ferris	Ferris Township	27900	1679.483493526758	
590	clay banks township-16200			Clay Banks	Clay Banks Township	16200	1871.259490967687	
591	midland township-53800			Midland	Midland Township	53800	10356.339546061694	
592	bloomfield township-09060			Bloomfield	Bloomfield Township	09060	486.06975278720967	
593	buena vista township-11560			Buena Vista	Buena Vista Township	11560	11489.447057840638	
594	williamstown township-87440			Williamstown	Williamstown Township	87440	3743.798953225145	
595	belvidere township-07200			Belvidere	Belvidere Township	07200	1963.9155752780498	
596	ely township-25820			Ely	Ely Township	25820	7905.271789994937	
597	pere marquette township-63600			Pere Marquette	Pere Marquette Township	63600	6348.50668664994	
598	portsmouth township-65980			Portsmouth	Portsmouth Township	65980	8027.361051043913	
599	deep river township-21120	23750568.3208096	1238.1171265638043	Deep River	Deep River Township	21120	857.160489805889	30.769030537134995
600	richland township-68260	47739581.80672	2488.6643995843137	Richland	Richland Township	68260	3109.466641461566	24.945197190145276
601	henrietta township-37700			Henrietta	Henrietta Township	37700	1877.8829491046447	
602	benton township-07420			Benton	Benton Township	07420	2605.4272803813656	
603	chapin township-14660			Chapin	Chapin Township	14660	770.4563614663213	
604	oakland township-59820			Oakland	Oakland Township	59820	24606.27855905785	
605	adrian township-00460			Adrian	Adrian Township	00460	18743.928640643404	
606	attica township-04040			Attica	Attica Township	04040	5885.660540405488	
607	shelby township-72820	157021239.3252	8185.517206022675	Shelby	Shelby Township	72820	72875.22102804875	790.2946410573688
608	tawas township-78100			Tawas	Tawas Township	78100	2660.2578181592753	
609	inwood township-40840			Inwood	Inwood Township	40840	469.1878895078035	
610	bedford township-06740			Bedford	Bedford Township	06740	23182.91079034147	
611	rich township-68160			Rich	Rich Township	68160	1664.6660548722368	
612	alpine township-01840			Alpine	Alpine Township	01840	26747.113685855555	
613	adams township-00320	52222542.304344	2722.3611303254525	Adams	Adams Township	00320	9929.399355403157	264.7348342141558
614	richland township-68340			Richland	Richland Township	68340	8219.92889742787	
615	wright township-88820			Wright	Wright Township	88820	9291.459489965826	
616	bay de noc township-06040			Bay De Noc	Bay De Noc Township	06040	548.0283603694307	
617	garfield township-31540			Garfield	Garfield Township	31540	1326.451558352353	
618	zilwaukee township-89340			Zilwaukee	Zilwaukee Township	89340	5189.260560221933	
619	bethel township-08060			Bethel	Bethel Township	08060	10180.104012169186	
620	oceola township-60120			Oceola	Oceola Township	60120	17350.037492073578	
621	madison township-50540			Madison	Madison Township	50540	18456.444295537014	
622	canton township-13120			Canton	Canton Township	13120	213882.63806425224	
623	campbell township-12840	15024897.1792568	783.247889954657	Campbell	Campbell Township	12840	2191.250927930498	179.76467680715385
624	coe township-16880	60516180.880747996	3154.708509313393	Coe	Coe Township	16880	2528.664888311496	19.84473745050228
625	swan creek township-77660			Swan Creek	Swan Creek Township	77660	21822.410015296104	
626	lockport township-49060			Lockport	Lockport Township	49060	2894.412636840621	
627	algoma township-01160			Algoma	Algoma Township	01160	14168.656542744626	
628	riley township-68620			Riley	Riley Township	68620	2171.8859688055654	
629	sherwood township-73440	9878423.881136319	514.9622369236363	Sherwood	Sherwood Township	73440	3724.572718459807	623.2710384183226
630	valley township-81580			Valley	Valley Township	81580	4584.617498687594	
631	surrey township-77580	43513203.480808	2268.343297454521	Surrey	Surrey Township	77580	1773.8630831030173	21.799178938496524
632	park township-62480			Park	Park Township	62480	8223.524303810445	
633	antwerp township-03140	88168142.353616	4596.205260894002	Antwerp	Antwerp Township	03140	16605.12106076133	261.27892724990016
634	antwerp township-03140	104120578.351004	5427.805749437838	Antwerp	Antwerp Township	03140	16605.12106076133	205.92695883564244
635	mathias township-52360			Mathias	Mathias Township	52360	182.59780379875986	
636	manchester township-50680	115640289.806076	6028.328307590742	Manchester	Manchester Township	50680	4456.244279118463	26.07827490902817
637	hamilton township-36160			Hamilton	Hamilton Township	36160	723.7349446790769	
638	boardman township-09440			Boardman	Boardman Township	09440	1771.6030592010839	
639	wells township-85280			Wells	Wells Township	85280	903.9673432584217	
640	yankee springs township-89020			Yankee Springs	Yankee Springs Township	89020	5215.621971490291	
641	pentland township-63500			Pentland	Pentland Township	63500	4684.745233600259	
642	onekama township-60760	30249366.104084402	1576.89945500592	Onekama	Onekama Township	60760	1266.2124381048038	19.7023986478548
643	troy township-80680			Troy	Troy Township	80680	692.299605003493	
644	orient township-61080			Orient	Orient Township	61080	782.2206305966035	
645	lake township-44320			Lake	Lake Township	44320	755.6248709174565	
646	ontonagon township-60880	81008337.91610801	4222.9646555667105	Ontonagon	Ontonagon Township	60880	2755.0436863760006	34.760437013265005
647	kearney township-42400			Kearney	Kearney Township	42400	682.1351691797825	
648	clearwater township-16340			Clearwater	Clearwater Township	16340	1504.670175279375	
649	peaine township-63140			Peaine	Peaine Township	63140	456.58719335747605	
650	millen township-54060			Millen	Millen Township	54060	500.07456159092186	
651	cross village township-18900			Cross Village	Cross Village Township	18900	132.0636285884091	
652	holly township-38720	326722990.2962	17032.069484140902	Holly	Holly Township	38720	21258.920418107544	24.81701321088665
653	cumming township-19260			Cumming	Cumming Township	19260	533.2726352405501	
654	evangeline township-26580			Evangeline	Evangeline Township	26580	2801.757844308494	
655	milford township-53980	359288547.30836004	18729.711971184806	Milford	Milford Township	53980	43573.84679950352	132.64557867489256
656	emmett township-25960	9258480.9911528	482.6446140687955	Emmett	Emmett Township	25960	2019.8314879894858	318.4924951222146
657	monroe township-55060			Monroe	Monroe Township	55060	247.12755993833431	
658	bessemer township-07980			Bessemer	Bessemer Township	07980	3770.8756284242854	
659	skandia township-74110			Skandia	Skandia Township	74110	354.4458559106901	
660	mentor township-53100			Mentor	Mentor Township	53100	1172.9823458417723	
661	northfield township-58280			Northfield	Northfield Township	58280	38026.88193223437	
662	lincoln township-47660			Lincoln	Lincoln Township	47660	41228.03066417855	
663	otsego lake township-61680			Otsego Lake	Otsego Lake Township	61680	2526.8474680572917	
664	lincoln township-47600	80684519.992456	4206.084027206732	Lincoln	Lincoln Township	47600	32980.79806190329	684.1212360135823
665	covington township-18600			Covington	Covington Township	18600	314.71867436975595	
666	ross township-69820	34333723.35008399	1789.8169982398783	Ross	Ross Township	69820	6599.482339485317	268.723860929654
667	bridgeton township-10500			Bridgeton	Bridgeton Township	10500	5339.83621571029	
668	bloomingdale township-09240	20511127.8878152	1069.2450967918064	Bloomingdale	Bloomingdale Township	09240	2215.7080160624905	107.2217139653541
669	stockbridge township-76580	41674284.620228	2172.4804572524854	Stockbridge	Stockbridge Township	76580	2709.946382830178	24.739735806757068
670	dalton township-19660	39660053.0330176	2067.4785646112073	Dalton	Dalton Township	19660	4605.9230296979085	122.77972350170701
671	saugatuck township-71720			Saugatuck	Saugatuck Township	71720	22432.41294795541	
672	harrison township-36820			Harrison	Harrison Township	36820	49503.461136530605	
673	otsego township-61640			Otsego	Otsego Township	61640	6708.341992347917	
674	fairhaven township-27120			Fairhaven	Fairhaven Township	27120	895.1188374545409	
675	cheshire township-15200			Cheshire	Cheshire Township	15200	5536.387638985863	
676	taymouth township-79100			Taymouth	Taymouth Township	79100	7634.559301678499	
677	grant township-34220			Grant	Grant Township	34220	3296.1885663955395	
678	ronald township-69440			Ronald	Ronald Township	69440	1104.5944967986138	
679	buel township-11540			Buel	Buel Township	11540	1168.7929507357642	
680	turner township-80840			Turner	Turner Township	80840	320.68967726589125	
681	northville township-59000			Northville	Northville Township	59000	72798.98510899313	
682	palmyra township-62240			Palmyra	Palmyra Township	62240	5271.734338277793	
683	geneva township-31840			Geneva	Geneva Township	31840	2846.173130342515	
684	clark township-16060			Clark	Clark Township	16060	1492.0682285220553	
685	elk township-25260			Elk	Elk Township	25260	824.4545252516915	
686	garfield township-31620			Garfield	Garfield Township	31620	580.2917160854794	
687	hopkins township-39200	21672740.3990704	1129.79995700354	Hopkins	Hopkins Township	39200	9217.304656265824	715.8351041818055
688	indianfields township-40440			Indianfields	Indianfields Township	40440	3306.335471168708	
689	colfax township-17160			Colfax	Colfax Township	17160	928.3703478765026	
690	arcadia township-03320			Arcadia	Arcadia Township	03320	965.6485955785811	
691	holton township-38820			Holton	Holton Township	38820	2751.154724768259	
692	marengo township-51520			Marengo	Marengo Township	51520	1491.4330772856115	
693	bloomer township-09040			Bloomer	Bloomer Township	09040	4157.315083090595	
694	lake township-44240			Lake	Lake Township	44240	557.6286370254119	
695	paradise township-62320	54438089.002372	2837.857579693652	Paradise	Paradise Township	62320	4002.4851128380465	41.03897043593416
696	arbela township-03220			Arbela	Arbela Township	03220	4626.667579055362	
697	manistee township-50740			Manistee	Manistee Township	50740	1949.9206930933292	
698	tuscarora township-80880			Tuscarora	Tuscarora Township	80880	1463.4415256781529	
699	spalding township-75350	17474046.499244798	910.9220440056313	Spalding	Spalding Township	75350	583.575890039396	35.93569352288193
700	elmwood township-25720	13860294.4564916	722.5371500169072	Elmwood	Elmwood Township	25720	1418.2001015786414	96.28057900489351
701	cedar township-14040			Cedar	Cedar Township	14040	1036.5079591092408	
702	hulbert township-39860			Hulbert	Hulbert Township	39860	154.12797174225025	
703	bear lake township-06480	18057545.772502802	941.3398611205711	Bear Lake	Bear Lake Township	06480	804.5457800828829	14.531848345914995
704	beaver township-06540			Beaver	Beaver Township	06540	1789.2278483216473	
705	ossineke township-61520			Ossineke	Ossineke Township	61520	1849.02648504349	
706	fredonia township-30500			Fredonia	Fredonia Township	30500	13286.557463032825	
707	watertown township-84460			Watertown	Watertown Township	84460	2701.982622171605	
708	genoa township-31860			Genoa	Genoa Township	31860	25541.63829457426	
709	oshtemo township-61400			Oshtemo	Oshtemo Township	61400	32276.176055117376	
710	bates township-05860			Bates	Bates Township	05860	435.82253079155305	
711	parma township-62760			Parma	Parma Township	62760	2410.85710936833	
712	calumet township-12600	127403100.40694399	6641.52362421399	Calumet	Calumet Township	12600	3014.574723545047	54.61019347195628
713	calumet township-12600	43324545.395068	2258.5085514448947	Calumet	Calumet Township	12600	3014.574723545047	33.476347548759755
714	calumet township-12600	10537094.138492	549.2987174395879	Calumet	Calumet Township	12600	3014.574723545047	448.80425310233704
715	plainfield township-64660			Plainfield	Plainfield Township	64660	26939.580531659085	
716	mundy township-56160			Mundy	Mundy Township	56160	94957.81918006387	
717	butterfield township-12200			Butterfield	Butterfield Township	12200	588.729750887437	
718	novi township-59460			Novi	Novi Township	59460	436.05994346446676	
719	mt morris township-55980			Mt Morris	Mt Morris Township	55980	26807.71991828606	
720	sherman township-73280			Sherman	Sherman Township	73280	1954.5943898826517	
721	springport township-75880			Springport	Springport Township	75880	2795.358761098289	
722	blumfield township-09400			Blumfield	Blumfield Township	09400	1928.296028073981	
723	champion township-14540			Champion	Champion Township	14540	270.59940681138346	
724	warner township-83300			Warner	Warner Township	83300	748.6431491897745	
725	caseville township-13780			Caseville	Caseville Township	13780	744.071190706922	
726	ravenna township-67300	53276345.99941599	2777.2959169495557	Ravenna	Ravenna Township	67300	2322.49799766218	16.37556576207059
727	sherman township-73160			Sherman	Sherman Township	73160	1168.3982656336107	
728	girard township-32280			Girard	Girard Township	32280	1338.1979428157558	
729	niles township-57780			Niles	Niles Township	57780	15428.44184858073	
730	huron township-40020			Huron	Huron Township	40020	91.48990589154891	
731	new field township-57300			New Field	New Field Township	57300	831.0156976008924	
732	sage township-70500			Sage	Sage Township	70500	1227.1350688569898	
733	erwin township-26340			Erwin	Erwin Township	26340	2745.7971948505697	
734	beaugrand township-06500			Beaugrand	Beaugrand Township	06500	1241.2959582134217	
735	arlington township-03500			Arlington	Arlington Township	03500	2010.34404127518	
736	custer township-19400			Custer	Custer Township	19400	2611.159900149585	
737	sims township-74020			Sims	Sims Township	74020	391.40064063649226	
738	fraser township-30400			Fraser	Fraser Township	30400	3693.95155051746	
739	sandstone township-71500	50808167.756228	2648.6297851321656	Sandstone	Sandstone Township	71500	7606.6193081578185	187.19073352028514
740	sands township-71460			Sands	Sands Township	71460	21690.499988954514	
741	hill township-38300			Hill	Hill Township	38300	964.6503572620742	
742	vienna township-82420			Vienna	Vienna Township	82420	379.4798643371878	
743	hartford township-36980			Hartford	Hartford Township	36980	5279.981493016384	
744	colfax township-17120			Colfax	Colfax Township	17120	2564.203202749006	
745	castleton township-13960	55050294.775056005	2869.771866623669	Castleton	Castleton Township	13960	3110.5462501523907	8.390018256468458
746	gilford township-32160			Gilford	Gilford Township	32160	842.4828520525634	
747	tittabawassee township-79840			Tittabawassee	Tittabawassee Township	79840	5622.725253392259	
748	whitney township-87080			Whitney	Whitney Township	87080	1238.5337974761364	
749	maple forest township-50940			Maple Forest	Maple Forest Township	50940	614.7949853240275	
750	garfield township-31580			Garfield	Garfield Township	31580	26317.882118668298	
751	schoolcraft township-71880	91380732.206368	4763.677569917963	Schoolcraft	Schoolcraft Township	71880	30984.63637143884	550.4352134809249
752	schoolcraft township-71880	164727010.40897202	8587.219052619712	Schoolcraft	Schoolcraft Township	71880	30984.63637143884	260.8227085110438
753	fremont township-30720			Fremont	Fremont Township	30720	4545.373449407472	
754	stannard township-76180			Stannard	Stannard Township	76180	450.65077794053997	
755	macomb township-50480			Macomb	Macomb Township	50480	38265.41884162215	
756	onota township-60820			Onota	Onota Township	60820	259.79495690888604	
757	hamilton township-36180			Hamilton	Hamilton Township	36180	3373.794437072588	
758	blue lake township-09340			Blue Lake	Blue Lake Township	09340	888.8070299429874	
759	fayette township-27580			Fayette	Fayette Township	27580	1840.2556809216235	
760	batavia township-05800			Batavia	Batavia Township	05800	10951.534047615913	
761	munro township-56280			Munro	Munro Township	56280	1022.0568731701964	
762	whiteford township-86740			Whiteford	Whiteford Township	86740	30497.534159766616	
763	haring township-36600			Haring	Haring Township	36600	1335.5718935969642	
764	clinton township-16520			Clinton	Clinton Township	16520	103341.78874842034	
765	maple grove township-50960			Maple Grove	Maple Grove Township	50960	2318.0951059878316	
766	oneida township-60700			Oneida	Oneida Township	60700	26509.814960802818	
767	caledonia township-12500	95621536.370424	4984.750690990203	Caledonia	Caledonia Township	12500	11076.149930768659	122.20067998161852
768	elmira township-25620			Elmira	Elmira Township	25620	1693.3763217032756	
769	lyon township-49840			Lyon	Lyon Township	49840	1547.390785156173	
770	st james township-70920			St James	St James Township	70920	23.671034738834223	
771	bath township-05900			Bath	Bath Township	05900	5869.5158188828445	
772	ensley township-26160			Ensley	Ensley Township	26160	2492.4234669326133	
773	ingham township-40640	20656856.883592	1076.841949341651	Ingham	Ingham Township	40640	5286.0042934216945	390.88023517781784
774	augusta township-04180			Augusta	Augusta Township	04180	43860.86759802005	
775	burnside township-11900			Burnside	Burnside Township	11900	3876.888329321292	
776	greenland township-35000			Greenland	Greenland Township	35000	203.23012401016842	
777	greenleaf township-35020			Greenleaf	Greenleaf Township	35020	863.031574943987	
778	frost township-30900			Frost	Frost Township	30900	732.592833087779	
779	tekonsha township-79180	37473495.678084	1953.493329698519	Tekonsha	Tekonsha Township	79180	2596.779125133081	32.93002262433319
780	elk township-25280	30952483.022548	1613.5529399654272	Elk	Elk Township	25280	714.1081609986152	55.743121696774566
781	springfield township-75760			Springfield	Springfield Township	75760	27868.41652355351	
782	fenton township-27780			Fenton	Fenton Township	27780	36706.644856687904	
783	brookfield township-10920			Brookfield	Brookfield Township	10920	5372.994262384473	
784	osceola township-61260			Osceola	Osceola Township	61260	8352.017681149726	
785	oregon township-61060			Oregon	Oregon Township	61060	5068.880673004523	
786	grosse ile township-35420			Grosse Ile	Grosse Ile Township	35420	31945.247807369746	
787	essex township-26400	21528091.547378	1122.259412364815	Essex	Essex Township	26400	1862.3991104561574	65.95085681052356
788	sherman township-73260			Sherman	Sherman Township	73260	2358.1133000707573	
789	richfield township-68200			Richfield	Richfield Township	68200	2121.7454278553646	
790	noble township-57860			Noble	Noble Township	57860	2112.0303613879064	
791	cedarville township-14240			Cedarville	Cedarville Township	14240	276.0475298136346	
792	pittsfield township-64560			Pittsfield	Pittsfield Township	64560	108768.57875524653	
793	lowell township-49560			Lowell	Lowell Township	49560	11664.72160277728	
794	gunplain township-35720			Gunplain	Gunplain Township	35720	4082.4050551268833	
795	mckinley township-50360			McKinley	McKinley Township	50360	1178.5349444648562	
796	aloha township-01720			Aloha	Aloha Township	01720	1092.9869258284762	
797	milton township-54460			Milton	Milton Township	54460	2783.2008536314643	
798	alaiedon township-00800			Alaiedon	Alaiedon Township	00800	23823.993703112526	
799	quincy township-66680			Quincy	Quincy Township	66680	710.8866900596953	
800	greenwood township-35160			Greenwood	Greenwood Township	35160	1994.3455709533173	
801	mills township-54320			Mills	Mills Township	54320	1017.1316490893147	
802	green township-34760			Green	Green Township	34760	4181.5004386217315	
803	new haven township-57360			New Haven	New Haven Township	57360	4640.976782307057	
804	amboy township-02020			Amboy	Amboy Township	02020	879.4092693647406	
805	lenox township-46900	162397254.296216	8465.76886646174	Lenox	Lenox Township	46900	15215.39536410446	79.72845236044958
806	sherman township-73240	7663237.391414	399.48456521441176	Sherman	Sherman Township	73240	749.8446786661231	87.70304135872325
807	cottrellville township-18400			Cottrellville	Cottrellville Township	18400	7167.537662634907	
808	ford river township-29380			Ford River	Ford River Township	29380	12748.381014276463	
809	speaker township-75500	5915113.99436428	308.35489252620994	Speaker	Speaker Township	75500	942.8622471482129	205.77178115248174
810	standish township-76140			Standish	Standish Township	76140	1292.9485556681389	
811	orangeville township-60980			Orangeville	Orangeville Township	60980	2713.11080261588	
812	venice township-81880	15219497.100231841	793.3923838350859	Venice	Venice Township	81880	8571.592719186796	980.3724479624552
813	victory township-82360			Victory	Victory Township	82360	871.7094591292262	
814	bliss township-08980			Bliss	Bliss Township	08980	419.1622773190451	
815	allen township-01320	9185156.1847588	478.8221919114762	Allen	Allen Township	01320	6792.102358688816	1318.501997907509
816	wisner township-88080			Wisner	Wisner Township	88080	311.68297229197503	
817	maple river township-51280			Maple River	Maple River Township	51280	1284.1778676848237	
818	riverside township-68820			Riverside	Riverside Township	68820	673.7617834605173	
819	york township-89100			York	York Township	89100	52590.85228779727	
820	athens township-03900	37929827.395154	1977.2819021093778	Athens	Athens Township	03900	3368.75187677657	70.37286758062989
821	greendale township-34860			Greendale	Greendale Township	34860	1617.5957106085361	
822	grattan township-34560			Grattan	Grattan Township	34560	9335.629446095754	
823	west branch township-85600			West Branch	West Branch Township	85600	769.4182077805496	
824	fairfield township-27020			Fairfield	Fairfield Township	27020	11916.97477089025	
825	koehler township-43820			Koehler	Koehler Township	43820	841.142825936702	
826	concord township-17760	52588006.596168	2741.4127838582376	Concord	Concord Township	17760	7728.029343594513	181.89951506384094
827	charleston township-14720			Charleston	Charleston Township	14720	23046.678685390365	
828	green lake township-34960			Green Lake	Green Lake Township	34960	19133.72416703973	
829	hanover township-36420	23778252.746896002	1239.5603156956886	Hanover	Hanover Township	36420	2645.517198059292	113.42383783676766
830	detour township-21770	24886627.6587748	1297.3398998519303	Detour	Detour Township	21770	612.3098313573652	52.802667101562974
831	three oaks township-79740	74714367.42196399	3894.8599737069826	Three Oaks	Three Oaks Township	79740	1606.937104850542	58.74210842755615
832	st ignace township-70860			St Ignace	St Ignace Township	70860	541.7918508428202	
833	casnovia township-13840	12140967.7932976	632.9086510646039	Casnovia	Casnovia Township	13840	3755.8174919637527	493.4217340284671
834	sherman township-73140			Sherman	Sherman Township	73140	868.8290403671805	
835	flowerfield township-29140			Flowerfield	Flowerfield Township	29140	5562.1872512761975	
836	lawrence township-46460	51715648.067764	2695.936733772537	Lawrence	Lawrence Township	46460	3268.870708640898	21.25175890409826
837	almena township-01600			Almena	Almena Township	01600	3443.81805462157	
838	sidney township-73840	29438309.8777368	1534.6190939264193	Sidney	Sidney Township	73840	2709.121108313033	76.53378086034212
839	arcada township-03260			Arcada	Arcada Township	03260	11791.35285238903	
840	crystal falls township-19150			Crystal Falls	Crystal Falls Township	19150	992.9813850709825	
841	mullett township-56100			Mullett	Mullett Township	56100	1331.8923303233933	
842	beaver creek township-06600			Beaver Creek	Beaver Creek Township	06600	5407.010381666132	
843	mcmillan township-50460			McMillan	McMillan Township	50460	392.2389404082251	
844	fife lake township-28020	22362247.05252	1165.7439388478674	Fife Lake	Fife Lake Township	28020	971.2719450542977	16.682222168426716
845	overisel township-61820			Overisel	Overisel Township	61820	8189.827270473136	
846	arcadia township-03280			Arcadia	Arcadia Township	03280	1745.4544051634882	
847	norwich township-59280			Norwich	Norwich Township	59280	204.0358956850459	
848	barton township-05620			Barton	Barton Township	05620	4380.385064715162	
849	montague township-55120			Montague	Montague Township	55120	3101.8314730728985	
850	ionia township-40880			Ionia	Ionia Township	40880	1434.8991160727767	
851	elmer township-25540			Elmer	Elmer Township	25540	4936.2547359970595	
852	frankenlust township-30180			Frankenlust	Frankenlust Township	30180	21937.798245911425	
853	woodhull township-88400			Woodhull	Woodhull Township	88400	5677.131813893056	
854	rock river township-69160	8032068.6846892005	418.711740532848	Rock River	Rock River Township	69160	656.624709757865	56.82022885774628
855	nadeau township-56440	16061415.3163756	837.28158044266	Nadeau	Nadeau Township	56440	1402.9226146871963	67.5568467594246
856	howard township-39480			Howard	Howard Township	39480	8438.935776226803	
857	marshall township-51960			Marshall	Marshall Township	51960	1677.4546269172524	
858	spaulding township-75480			Spaulding	Spaulding Township	75480	35009.928734754474	
859	inland township-40700			Inland	Inland Township	40700	4349.798377551787	
860	ellis township-25400			Ellis	Ellis Township	25400	515.1347733445402	
861	cherry grove township-15060			Cherry Grove	Cherry Grove Township	15060	14922.259085221896	
862	rolland township-69300			Rolland	Rolland Township	69300	1431.4327739607675	
863	gaines township-31240			Gaines	Gaines Township	31240	46672.181642142656	
864	volinia township-82580			Volinia	Volinia Township	82580	4075.6103255891317	
865	freeman township-30560			Freeman	Freeman Township	30560	938.669556268477	
866	sheridan township-73000			Sheridan	Sheridan Township	73000	1602.0972311018281	
867	hanover township-36400	12296316.294555599	641.0069684351834	Hanover	Hanover Township	36400	13390.479761735316	1988.9756931073548
868	cornell township-18280			Cornell	Cornell Township	18280	459.9370024038599	
869	bridgeport township-10460			Bridgeport	Bridgeport Township	10460	5774.797073342289	
870	dewitt township-22140			Dewitt	Dewitt Township	22140	9680.799197255343	
871	oliver township-60520	76368578.82335599	3981.0940140615476	Oliver	Oliver Township	60520	3439.5695817069764	13.602402516541003
872	edwards township-25020			Edwards	Edwards Township	25020	5131.126823595836	
873	liberty township-47360			Liberty	Liberty Township	47360	14759.077316070601	
874	pulaski township-66440			Pulaski	Pulaski Township	66440	2904.938816212168	
875	grand island township-33380			Grand Island	Grand Island Township	33380	208.6961397985389	
876	center township-14300			Center	Center Township	14300	555.8637102768939	
877	west branch township-85540			West Branch	West Branch Township	85540	2211.9476994573656	
878	raisinville township-66900			Raisinville	Raisinville Township	66900	29174.211549258704	
879	weesaw township-85120			Weesaw	Weesaw Township	85120	3714.8790913579746	
880	hebron township-37480			Hebron	Hebron Township	37480	292.70393248430565	
881	excelsior township-26860			Excelsior	Excelsior Township	26860	697.1687821698413	
882	drummond township-23080			Drummond	Drummond Township	23080	655.2796264478246	
883	metz township-53440			Metz	Metz Township	53440	424.04480789502054	
884	columbus township-17520			Columbus	Columbus Township	17520	6586.90672410283	
885	martiny township-52060			Martiny	Martiny Township	52060	1179.2852531128026	
886	prairieville township-66260			Prairieville	Prairieville Township	66260	2053.7911078456655	
887	st clair township-70700			St Clair	St Clair Township	70700	50183.600560853985	
888	wheatfield township-86520			Wheatfield	Wheatfield Township	86520	5588.652347374522	
889	markey township-51780			Markey	Markey Township	51780	1553.9016851217605	
890	bronson township-10880			Bronson	Bronson Township	10880	2082.3218116567114	
891	west branch township-85520			West Branch	West Branch Township	85520	103.70008426672503	
892	antrim township-03120			Antrim	Antrim Township	03120	3327.7312301998745	
893	selma township-72380			Selma	Selma Township	72380	1133.1769253318216	
894	chippewa township-15560			Chippewa	Chippewa Township	15560	151.15049622863694	
895	custer township-19440	11359257.8009702	592.1581091645766	Custer	Custer Township	19440	1261.696986038473	113.06758558427738
896	michigamme township-53540			Michigamme	Michigamme Township	53540	82.52904770615051	
897	summerfield township-77140			Summerfield	Summerfield Township	77140	10691.26725425586	
898	baldwin township-04920			Baldwin	Baldwin Township	04920	937.797556812193	
899	clayton township-16260			Clayton	Clayton Township	16260	66811.78330092761	
900	gilmore township-32200			Gilmore	Gilmore Township	32200	2491.5908260797833	
901	moorland township-55440			Moorland	Moorland Township	55440	2318.384926542187	
