	state	city	municipality	edgar_emission_2015(tons_CO2)
1087	Oaxaca	SanAndrésCabeceraNueva	SanAndrésCabeceraNueva, Oaxaca	3951.770363972479
1088	Oaxaca	SanAndrésDinicuiti	SanAndrésDinicuiti, Oaxaca	549.6022589040965
1089	Oaxaca	SanAndrésHuaxpaltepec	SanAndrésHuaxpaltepec, Oaxaca	3047.377889022925
1090	Oaxaca	SanAndrésHuayápam	SanAndrésHuayápam, Oaxaca	208.07134086940286
1091	Oaxaca	SanAndrésIxtlahuaca	SanAndrésIxtlahuaca, Oaxaca	2834.0798155153766
1092	Oaxaca	SanAndrésLagunas	SanAndrésLagunas, Oaxaca	668.116459009019
1093	Oaxaca	SanAndrésNuxiño	SanAndrésNuxiño, Oaxaca	526.7396065187935
1094	Oaxaca	SanAndrésPaxtlán	SanAndrésPaxtlán, Oaxaca	546.6407765588915
1095	Oaxaca	SanAndrésSinaxtla	SanAndrésSinaxtla, Oaxaca	161.36532416052785
1096	Oaxaca	SanAndrésSolaga	SanAndrésSolaga, Oaxaca	1213.4407767946116
1097	Oaxaca	SanAndrésTeotilálpam	SanAndrésTeotilálpam, Oaxaca	4145.488792325743
1098	Oaxaca	SanAndrésTepetlapa	SanAndrésTepetlapa, Oaxaca	137.97471716975764
1099	Oaxaca	SanAndrésYaá	SanAndrésYaá, Oaxaca	506.50947156998143
1100	Oaxaca	SanAndrésZabache	SanAndrésZabache, Oaxaca	265.9575626953521
1101	Oaxaca	SanAndrésZautla	SanAndrésZautla, Oaxaca	4274.110751632601
1102	Oaxaca	SanAntoninoCastilloVelasco	SanAntoninoCastilloVelasco, Oaxaca	599.2265434070868
1103	Oaxaca	SanAntoninoelAlto	SanAntoninoelAlto, Oaxaca	2093.049554492559
1104	Oaxaca	SanAntoninoMonteVerde	SanAntoninoMonteVerde, Oaxaca	2245.163577331269
1105	Oaxaca	SanAntonioAcutla	SanAntonioAcutla, Oaxaca	78.42009300000788
1106	Oaxaca	SanAntoniodelaCal	SanAntoniodelaCal, Oaxaca	1566.1133059653962
1107	Oaxaca	SanAntonioHuitepec	SanAntonioHuitepec, Oaxaca	4426.898517563652
1108	Oaxaca	SanAntonioNanahuatípam	SanAntonioNanahuatípam, Oaxaca	2109.340579546041
1109	Oaxaca	SanAntonioSinicahua	SanAntonioSinicahua, Oaxaca	797.5718585865226
1110	Oaxaca	SanAntonioTepetlapa	SanAntonioTepetlapa, Oaxaca	1260.91551410172
1111	Oaxaca	SanBaltazarChichicápam	SanBaltazarChichicápam, Oaxaca	2804.410914617114
1112	Oaxaca	SanBaltazarLoxicha	SanBaltazarLoxicha, Oaxaca	2608.216952139469
1113	Oaxaca	SanBaltazarYatzachielBajo	SanBaltazarYatzachielBajo, Oaxaca	286.95302927159054
1114	Oaxaca	SanBartoloCoyotepec	SanBartoloCoyotepec, Oaxaca	2634.1106790583285
1115	Oaxaca	SanBartoloSoyaltepec	SanBartoloSoyaltepec, Oaxaca	511.95515185304674
1116	Oaxaca	SanBartoloYautepec	SanBartoloYautepec, Oaxaca	215.52208430143986
1117	Oaxaca	SanBartoloméAyautla	SanBartoloméAyautla, Oaxaca	2018.7720961115988
1118	Oaxaca	SanBartoloméLoxicha	SanBartoloméLoxicha, Oaxaca	3678.043177834233
1119	Oaxaca	SanBartoloméQuialana	SanBartoloméQuialana, Oaxaca	1696.22367582323
1120	Oaxaca	SanBartoloméYucuañe	SanBartoloméYucuañe, Oaxaca	530.9462477368814
1121	Oaxaca	SanBartoloméZoogocho	SanBartoloméZoogocho, Oaxaca	134.55282587849632
1122	Oaxaca	SanBernardoMixtepec	SanBernardoMixtepec, Oaxaca	1595.0693830772764
1123	Oaxaca	SanBlasAtempa	SanBlasAtempa, Oaxaca	12254.77149914067
1124	Oaxaca	SanCarlosYautepec	SanCarlosYautepec, Oaxaca	11398.13308566235
1125	Oaxaca	SanCristóbalAmatlán	SanCristóbalAmatlán, Oaxaca	2260.1366936265667
1126	Oaxaca	SanCristóbalAmoltepec	SanCristóbalAmoltepec, Oaxaca	448.69908509833976
1127	Oaxaca	SanCristóbalLachirioag	SanCristóbalLachirioag, Oaxaca	303.0828801349828
1128	Oaxaca	SanCristóbalSuchixtlahuaca	SanCristóbalSuchixtlahuaca, Oaxaca	493.7400008169352
1129	Oaxaca	SanDionisiodelMar	SanDionisiodelMar, Oaxaca	2577.0033003314265
1130	Oaxaca	SanDionisioOcotepec	SanDionisioOcotepec, Oaxaca	2756.794421020472
1131	Oaxaca	SanDionisioOcotlán	SanDionisioOcotlán, Oaxaca	657.1950329753327
1132	Oaxaca	SanEstebanAtatlahuca	SanEstebanAtatlahuca, Oaxaca	1158.9196353196407
1133	Oaxaca	SanFelipeJalapadeDíaz	SanFelipeJalapadeDíaz, Oaxaca	7676.390512125507
1134	Oaxaca	SanFelipeTejalápam	SanFelipeTejalápam, Oaxaca	9310.383993307996
1135	Oaxaca	SanFelipeUsila	SanFelipeUsila, Oaxaca	4407.430460545789
1136	Oaxaca	SanFranciscoCahuacuá	SanFranciscoCahuacuá, Oaxaca	1879.278935198337
1137	Oaxaca	SanFranciscoCajonos	SanFranciscoCajonos, Oaxaca	555.821170065398
1138	Oaxaca	SanFranciscoChapulapa	SanFranciscoChapulapa, Oaxaca	1428.8570568762877
1139	Oaxaca	SanFranciscoChindúa	SanFranciscoChindúa, Oaxaca	975.4719162808324
1140	Oaxaca	SanFranciscodelMar	SanFranciscodelMar, Oaxaca	7573.11091833697
1141	Oaxaca	SanFranciscoHuehuetlán	SanFranciscoHuehuetlán, Oaxaca	757.894907302611
1142	Oaxaca	SanFranciscoIxhuatán	SanFranciscoIxhuatán, Oaxaca	2513.3184990872724
1143	Oaxaca	SanFranciscoJaltepetongo	SanFranciscoJaltepetongo, Oaxaca	1309.6110641121652
1144	Oaxaca	SanFranciscoLachigoló	SanFranciscoLachigoló, Oaxaca	532.1865706664569
1145	Oaxaca	SanFranciscoLogueche	SanFranciscoLogueche, Oaxaca	739.9552691955588
1146	Oaxaca	SanFranciscoNuxaño	SanFranciscoNuxaño, Oaxaca	822.2579695157832
1147	Oaxaca	SanFranciscoOzolotepec	SanFranciscoOzolotepec, Oaxaca	154.82078687378757
1148	Oaxaca	SanFranciscoSola	SanFranciscoSola, Oaxaca	1942.2269801170435
1149	Oaxaca	SanFranciscoTelixtlahuaca	SanFranciscoTelixtlahuaca, Oaxaca	1301.9618382032443
1150	Oaxaca	SanFranciscoTeopan	SanFranciscoTeopan, Oaxaca	185.86718849562962
1151	Oaxaca	SanFranciscoTlapancingo	SanFranciscoTlapancingo, Oaxaca	878.6376854265937
1152	Oaxaca	SanGabrielMixtepec	SanGabrielMixtepec, Oaxaca	2305.0715511627545
1153	Oaxaca	SanIldefonsoAmatlán	SanIldefonsoAmatlán, Oaxaca	1868.2795061942145
1154	Oaxaca	SanIldefonsoSola	SanIldefonsoSola, Oaxaca	889.4092867649074
1155	Oaxaca	SanIldefonsoVillaAlta	SanIldefonsoVillaAlta, Oaxaca	1149.8043244184555
1156	Oaxaca	SanJacintoAmilpas	SanJacintoAmilpas, Oaxaca	658.5961531270997
1157	Oaxaca	SanJacintoTlacotepec	SanJacintoTlacotepec, Oaxaca	1413.6019211939283
1158	Oaxaca	SanJerónimoCoatlán	SanJerónimoCoatlán, Oaxaca	3665.3275953962443
1159	Oaxaca	SanJerónimoSilacayoapilla	SanJerónimoSilacayoapilla, Oaxaca	2885.927289374141
1160	Oaxaca	SanJerónimoSosola	SanJerónimoSosola, Oaxaca	1613.5543592838278
1161	Oaxaca	SanJerónimoTaviche	SanJerónimoTaviche, Oaxaca	1622.1922966968687
1162	Oaxaca	SanJerónimoTecóatl	SanJerónimoTecóatl, Oaxaca	1255.11171360979
1163	Oaxaca	SanJerónimoTlacochahuaya	SanJerónimoTlacochahuaya, Oaxaca	1022.8844703806507
1164	Oaxaca	SanJorgeNuchita	SanJorgeNuchita, Oaxaca	533.5080516060194
1165	Oaxaca	SanJoséAyuquila	SanJoséAyuquila, Oaxaca	600.7867336799404
1166	Oaxaca	SanJoséChiltepec	SanJoséChiltepec, Oaxaca	11302.992004370995
1167	Oaxaca	SanJosédelPeñasco	SanJosédelPeñasco, Oaxaca	1040.67266210595
1168	Oaxaca	SanJosédelProgreso	SanJosédelProgreso, Oaxaca	5467.8355685995575
1169	Oaxaca	SanJoséEstanciaGrande	SanJoséEstanciaGrande, Oaxaca	889.6421899758348
1170	Oaxaca	SanJoséIndependencia	SanJoséIndependencia, Oaxaca	800.5518000514136
1171	Oaxaca	SanJoséLachiguiri	SanJoséLachiguiri, Oaxaca	551.6765237696887
1172	Oaxaca	SanJoséTenango	SanJoséTenango, Oaxaca	7865.5345444475615
1173	Oaxaca	SanJuanAchiutla	SanJuanAchiutla, Oaxaca	78.51310368228391
1174	Oaxaca	SanJuanAtepec	SanJuanAtepec, Oaxaca	336.61826237303717
1175	Oaxaca	SanJuanBautistaAtatlahuca	SanJuanBautistaAtatlahuca, Oaxaca	822.8690948952154
1176	Oaxaca	SanJuanBautistaCoixtlahuaca	SanJuanBautistaCoixtlahuaca, Oaxaca	1244.6643706798452
1177	Oaxaca	SanJuanBautistaCuicatlán	SanJuanBautistaCuicatlán, Oaxaca	5190.276512833833
1178	Oaxaca	SanJuanBautistaGuelache	SanJuanBautistaGuelache, Oaxaca	717.046738804207
1179	Oaxaca	SanJuanBautistaJayacatlán	SanJuanBautistaJayacatlán, Oaxaca	330.29816875832546
1180	Oaxaca	SanJuanBautistaLodeSoto	SanJuanBautistaLodeSoto, Oaxaca	962.1907770798472
1181	Oaxaca	SanJuanBautistaSuchitepec	SanJuanBautistaSuchitepec, Oaxaca	158.39736560836164
1182	Oaxaca	SanJuanBautistaTlachichilco	SanJuanBautistaTlachichilco, Oaxaca	1178.1681802746402
1183	Oaxaca	SanJuanBautistaTlacoatzintepe	SanJuanBautistaTlacoatzintepe, Oaxaca	490.5128552959243
1184	Oaxaca	SanJuanBautistaTuxtepec	SanJuanBautistaTuxtepec, Oaxaca	40427.266549850494
1185	Oaxaca	SanJuanBautistaValleNacional	SanJuanBautistaValleNacional, Oaxaca	11378.556843645498
1186	Oaxaca	SanJuanCacahuatepec	SanJuanCacahuatepec, Oaxaca	6012.209791852667
1187	Oaxaca	SanJuanChicomezúchil	SanJuanChicomezúchil, Oaxaca	523.7499137279445
1188	Oaxaca	SanJuanChilateca	SanJuanChilateca, Oaxaca	271.803164062236
1189	Oaxaca	SanJuanCieneguilla	SanJuanCieneguilla, Oaxaca	914.5855527207254
1190	Oaxaca	SanJuanCoatzóspam	SanJuanCoatzóspam, Oaxaca	2313.5987189120865
1191	Oaxaca	SanJuanColorado	SanJuanColorado, Oaxaca	1257.940749550526
1192	Oaxaca	SanJuanComaltepec	SanJuanComaltepec, Oaxaca	1131.084564766321
1193	Oaxaca	SanJuanCotzocón	SanJuanCotzocón, Oaxaca	14519.888171039589
1194	Oaxaca	SanJuandelosCués	SanJuandelosCués, Oaxaca	4661.266747864516
1195	Oaxaca	SanJuandelEstado	SanJuandelEstado, Oaxaca	332.84444516929113
1196	Oaxaca	SanJuandelRío	SanJuandelRío, Oaxaca	1205.6972184744204
1197	Oaxaca	SanJuanDiuxi	SanJuanDiuxi, Oaxaca	520.630645089232
1198	Oaxaca	SanJuanEvangelistaAnalco	SanJuanEvangelistaAnalco, Oaxaca	54.58586390875849
1199	Oaxaca	SanJuanGuelavía	SanJuanGuelavía, Oaxaca	1465.6564183599367
1200	Oaxaca	SanJuanGuichicovi	SanJuanGuichicovi, Oaxaca	12239.700170539574
1201	Oaxaca	SanJuanIhualtepec	SanJuanIhualtepec, Oaxaca	450.72638699696427
1202	Oaxaca	SanJuanJuquilaMixes	SanJuanJuquilaMixes, Oaxaca	5030.434142737991
1203	Oaxaca	SanJuanJuquilaVijanos	SanJuanJuquilaVijanos, Oaxaca	1498.9643284127994
1204	Oaxaca	SanJuanLachao	SanJuanLachao, Oaxaca	1431.6890720638762
1205	Oaxaca	SanJuanLachigalla	SanJuanLachigalla, Oaxaca	626.4721132995415
1206	Oaxaca	SanJuanLajarcia	SanJuanLajarcia, Oaxaca	87.51520206988705
1207	Oaxaca	SanJuanLalana	SanJuanLalana, Oaxaca	14376.737304365077
1208	Oaxaca	SanJuanMazatlán	SanJuanMazatlán, Oaxaca	10104.331773339638
1209	Oaxaca	SanJuanMixtepec-Dto.08-	SanJuanMixtepec-Dto.08-, Oaxaca	3782.3577728393993
1210	Oaxaca	SanJuanMixtepec-Dto.26-	SanJuanMixtepec-Dto.26-, Oaxaca	736.6169564434293
1211	Oaxaca	SanJuanÑumí	SanJuanÑumí, Oaxaca	3239.084729058403
1212	Oaxaca	SanJuanOzolotepec	SanJuanOzolotepec, Oaxaca	948.445899376096
1213	Oaxaca	SanJuanPetlapa	SanJuanPetlapa, Oaxaca	2075.933282746893
1214	Oaxaca	SanJuanQuiahije	SanJuanQuiahije, Oaxaca	1796.71618194035
1215	Oaxaca	SanJuanQuiotepec	SanJuanQuiotepec, Oaxaca	979.0973740542877
1216	Oaxaca	SanJuanSayultepec	SanJuanSayultepec, Oaxaca	428.880790574053
1217	Oaxaca	SanJuanTabaá	SanJuanTabaá, Oaxaca	503.92574739444075
1218	Oaxaca	SanJuanTamazola	SanJuanTamazola, Oaxaca	3461.196322659912
1219	Oaxaca	SanJuanTeita	SanJuanTeita, Oaxaca	442.8433508616771
1220	Oaxaca	SanJuanTeitipac	SanJuanTeitipac, Oaxaca	2491.444528372699
1221	Oaxaca	SanJuanTepeuxila	SanJuanTepeuxila, Oaxaca	3049.5933208241686
1222	Oaxaca	SanJuanTeposcolula	SanJuanTeposcolula, Oaxaca	523.2761129417995
1223	Oaxaca	SanJuanYaeé	SanJuanYaeé, Oaxaca	356.2966302273962
1224	Oaxaca	SanJuanYatzona	SanJuanYatzona, Oaxaca	336.8870872086942
1225	Oaxaca	SanJuanYucuita	SanJuanYucuita, Oaxaca	160.60502407697416
1226	Oaxaca	SanLorenzo	SanLorenzo, Oaxaca	1594.3801101031331
1227	Oaxaca	SanLorenzoAlbarradas	SanLorenzoAlbarradas, Oaxaca	1175.7450467723754
1228	Oaxaca	SanLorenzoCacaotepec	SanLorenzoCacaotepec, Oaxaca	4197.406174399847
1229	Oaxaca	SanLorenzoCuaunecuiltitla	SanLorenzoCuaunecuiltitla, Oaxaca	482.69054034296374
1230	Oaxaca	SanLorenzoTexmelúcan	SanLorenzoTexmelúcan, Oaxaca	870.3592372514294
1231	Oaxaca	SanLorenzoVictoria	SanLorenzoVictoria, Oaxaca	681.6719603589595
1232	Oaxaca	SanLucasCamotlán	SanLucasCamotlán, Oaxaca	861.1467878419538
1233	Oaxaca	SanLucasOjitlán	SanLucasOjitlán, Oaxaca	11627.599914597316
1234	Oaxaca	SanLucasQuiaviní	SanLucasQuiaviní, Oaxaca	2427.110785259399
1235	Oaxaca	SanLucasZoquiápam	SanLucasZoquiápam, Oaxaca	8620.456701835152
1236	Oaxaca	SanLuisAmatlán	SanLuisAmatlán, Oaxaca	2040.9304974934294
1237	Oaxaca	SanMarcialOzolotepec	SanMarcialOzolotepec, Oaxaca	985.5666028093401
1238	Oaxaca	SanMarcosArteaga	SanMarcosArteaga, Oaxaca	2477.8756371094564
1239	Oaxaca	SanMartíndelosCansecos	SanMartíndelosCansecos, Oaxaca	536.3716471812062
1240	Oaxaca	SanMartínHuamelúlpam	SanMartínHuamelúlpam, Oaxaca	764.3662699619122
1241	Oaxaca	SanMartínItunyoso	SanMartínItunyoso, Oaxaca	1320.1289065165718
1242	Oaxaca	SanMartínLachilá	SanMartínLachilá, Oaxaca	384.45706816967754
1243	Oaxaca	SanMartínPeras	SanMartínPeras, Oaxaca	3797.0548935162947
1244	Oaxaca	SanMartínTilcajete	SanMartínTilcajete, Oaxaca	1050.8157241400334
1245	Oaxaca	SanMartínToxpalan	SanMartínToxpalan, Oaxaca	3446.4465202935444
1246	Oaxaca	SanMartínZacatepec	SanMartínZacatepec, Oaxaca	1939.873157461968
1247	Oaxaca	SanMateoCajonos	SanMateoCajonos, Oaxaca	227.6873965882686
1248	Oaxaca	SanMateodelMar	SanMateodelMar, Oaxaca	3980.667231372128
1249	Oaxaca	SanMateoEtlatongo	SanMateoEtlatongo, Oaxaca	875.0242218723477
1250	Oaxaca	SanMateoNejápam	SanMateoNejápam, Oaxaca	747.8004315479892
1251	Oaxaca	SanMateoPeñasco	SanMateoPeñasco, Oaxaca	440.28998344026843
1252	Oaxaca	SanMateoPiñas	SanMateoPiñas, Oaxaca	2140.4915806032886
1253	Oaxaca	SanMateoRíoHondo	SanMateoRíoHondo, Oaxaca	3935.5887342344663
1254	Oaxaca	SanMateoSindihui	SanMateoSindihui, Oaxaca	1620.0996811573884
1255	Oaxaca	SanMateoTlapiltepec	SanMateoTlapiltepec, Oaxaca	228.56324905065674
1256	Oaxaca	SanMateoYoloxochitlán	SanMateoYoloxochitlán, Oaxaca	920.2162457250015
1257	Oaxaca	SanMateoYucutindó	SanMateoYucutindó, Oaxaca	1937.1226174105798
1258	Oaxaca	SanMelchorBetaza	SanMelchorBetaza, Oaxaca	480.72566762683846
1259	Oaxaca	SanMiguelAchiutla	SanMiguelAchiutla, Oaxaca	343.05588097758107
1260	Oaxaca	SanMiguelAhuehuetitlán	SanMiguelAhuehuetitlán, Oaxaca	730.2460807339477
1261	Oaxaca	SanMiguelAloápam	SanMiguelAloápam, Oaxaca	1233.9510232891698
1262	Oaxaca	SanMiguelAmatitlán	SanMiguelAmatitlán, Oaxaca	3590.4365469769373
1263	Oaxaca	SanMiguelAmatlán	SanMiguelAmatlán, Oaxaca	876.4569870946053
1264	Oaxaca	SanMiguelChicahua	SanMiguelChicahua, Oaxaca	1056.434297560807
1265	Oaxaca	SanMiguelChimalapa	SanMiguelChimalapa, Oaxaca	2227.9845952430833
1266	Oaxaca	SanMiguelCoatlán	SanMiguelCoatlán, Oaxaca	2095.304410320183
1267	Oaxaca	SanMigueldelPuerto	SanMigueldelPuerto, Oaxaca	3844.7578170304564
1268	Oaxaca	SanMigueldelRío	SanMigueldelRío, Oaxaca	67.87558784906204
1269	Oaxaca	SanMiguelEjutla	SanMiguelEjutla, Oaxaca	109.84749633216349
1270	Oaxaca	SanMiguelelGrande	SanMiguelelGrande, Oaxaca	3387.8151153754056
1271	Oaxaca	SanMiguelHuautla	SanMiguelHuautla, Oaxaca	324.0505013405555
1272	Oaxaca	SanMiguelMixtepec	SanMiguelMixtepec, Oaxaca	1612.0281065523714
1273	Oaxaca	SanMiguelPanixtlahuaca	SanMiguelPanixtlahuaca, Oaxaca	2167.94675167194
1274	Oaxaca	SanMiguelPeras	SanMiguelPeras, Oaxaca	2398.1938201670164
1275	Oaxaca	SanMiguelPiedras	SanMiguelPiedras, Oaxaca	370.6375954774722
1276	Oaxaca	SanMiguelQuetzaltepec	SanMiguelQuetzaltepec, Oaxaca	3756.050654211598
1277	Oaxaca	SanMiguelSantaFlor	SanMiguelSantaFlor, Oaxaca	608.6564207361818
1278	Oaxaca	SanMiguelSoyaltepec	SanMiguelSoyaltepec, Oaxaca	19963.993044731356
1279	Oaxaca	SanMiguelSuchixtepec	SanMiguelSuchixtepec, Oaxaca	1419.964737934412
1280	Oaxaca	SanMiguelTecomatlán	SanMiguelTecomatlán, Oaxaca	831.1412007033091
1281	Oaxaca	SanMiguelTenango	SanMiguelTenango, Oaxaca	322.113592959127
1282	Oaxaca	SanMiguelTequixtepec	SanMiguelTequixtepec, Oaxaca	465.52291325184876
1283	Oaxaca	SanMiguelTilquiápam	SanMiguelTilquiápam, Oaxaca	804.0851025002289
1284	Oaxaca	SanMiguelTlacamama	SanMiguelTlacamama, Oaxaca	4280.491977297719
1285	Oaxaca	SanMiguelTlacotepec	SanMiguelTlacotepec, Oaxaca	415.8537123001033
1286	Oaxaca	SanMiguelTulancingo	SanMiguelTulancingo, Oaxaca	402.6919594021202
1287	Oaxaca	SanMiguelYotao	SanMiguelYotao, Oaxaca	627.4143486997103
1288	Oaxaca	SanNicolás	SanNicolás, Oaxaca	1036.2183187740907
1289	Oaxaca	SanNicolásHidalgo	SanNicolásHidalgo, Oaxaca	561.5494543313399
1290	Oaxaca	SanPabloCoatlán	SanPabloCoatlán, Oaxaca	2581.832173792267
1291	Oaxaca	SanPabloCuatroVenados	SanPabloCuatroVenados, Oaxaca	5155.4670686159625
1292	Oaxaca	SanPabloEtla	SanPabloEtla, Oaxaca	1451.6587406090905
1293	Oaxaca	SanPabloHuitzo	SanPabloHuitzo, Oaxaca	229.64047821870705
1294	Oaxaca	SanPabloHuixtepec	SanPabloHuixtepec, Oaxaca	4489.217295868145
1295	Oaxaca	SanPabloMacuiltianguis	SanPabloMacuiltianguis, Oaxaca	715.302726152857
1296	Oaxaca	SanPabloTijaltepec	SanPabloTijaltepec, Oaxaca	806.5530278159297
1297	Oaxaca	SanPabloVilladeMitla	SanPabloVilladeMitla, Oaxaca	3627.660897525763
1298	Oaxaca	SanPabloYaganiza	SanPabloYaganiza, Oaxaca	835.0255030300827
1299	Oaxaca	SanPedroAmuzgos	SanPedroAmuzgos, Oaxaca	2099.269227598374
1300	Oaxaca	SanPedroApóstol	SanPedroApóstol, Oaxaca	738.5535633222199
1301	Oaxaca	SanPedroAtoyac	SanPedroAtoyac, Oaxaca	423.18882977151117
1302	Oaxaca	SanPedroCajonos	SanPedroCajonos, Oaxaca	43.357829209656686
1303	Oaxaca	SanPedroComitancillo	SanPedroComitancillo, Oaxaca	1569.8433155906218
1304	Oaxaca	SanPedroCoxcaltepecCántaros	SanPedroCoxcaltepecCántaros, Oaxaca	500.3801394353844
1305	Oaxaca	SanPedroelAlto	SanPedroelAlto, Oaxaca	1464.304371917367
1306	Oaxaca	SanPedroHuamelula	SanPedroHuamelula, Oaxaca	6484.451845399777
1307	Oaxaca	SanPedroHuilotepec	SanPedroHuilotepec, Oaxaca	1236.9051682355557
1308	Oaxaca	SanPedroIxcatlán	SanPedroIxcatlán, Oaxaca	2348.507843063274
1309	Oaxaca	SanPedroIxtlahuaca	SanPedroIxtlahuaca, Oaxaca	5271.224018258166
1310	Oaxaca	SanPedroJaltepetongo	SanPedroJaltepetongo, Oaxaca	924.0651044774206
1311	Oaxaca	SanPedroJicayán	SanPedroJicayán, Oaxaca	2047.9191524120233
1312	Oaxaca	SanPedroJocotipac	SanPedroJocotipac, Oaxaca	544.9820040716708
1313	Oaxaca	SanPedroJuchatengo	SanPedroJuchatengo, Oaxaca	753.2993502952069
1314	Oaxaca	SanPedroMártir	SanPedroMártir, Oaxaca	565.7177429779344
1315	Oaxaca	SanPedroMártirQuiechapa	SanPedroMártirQuiechapa, Oaxaca	541.4380797788402
1316	Oaxaca	SanPedroMártirYucuxaco	SanPedroMártirYucuxaco, Oaxaca	1027.9317686574627
1317	Oaxaca	SanPedroMixtepec-Dto.22-	SanPedroMixtepec-Dto.22-, Oaxaca	6405.680046534261
1318	Oaxaca	SanPedroMixtepec-Dto.26-	SanPedroMixtepec-Dto.26-, Oaxaca	600.2060481651617
1319	Oaxaca	SanPedroMolinos	SanPedroMolinos, Oaxaca	592.3240343955616
1320	Oaxaca	SanPedroNopala	SanPedroNopala, Oaxaca	542.6856830121983
1321	Oaxaca	SanPedroOcopetatillo	SanPedroOcopetatillo, Oaxaca	347.3386413440525
1322	Oaxaca	SanPedroOcotepec	SanPedroOcotepec, Oaxaca	420.7281623794819
1323	Oaxaca	SanPedroPochutla	SanPedroPochutla, Oaxaca	15092.938662187
1324	Oaxaca	SanPedroQuiatoni	SanPedroQuiatoni, Oaxaca	6662.913892631226
1325	Oaxaca	SanPedroSochiápam	SanPedroSochiápam, Oaxaca	3257.099975182829
1326	Oaxaca	SanPedroTapanatepec	SanPedroTapanatepec, Oaxaca	6921.907158999594
1327	Oaxaca	SanPedroTaviche	SanPedroTaviche, Oaxaca	1516.5275842742776
1328	Oaxaca	SanPedroTeozacoalco	SanPedroTeozacoalco, Oaxaca	810.2606932955383
1329	Oaxaca	SanPedroTeutila	SanPedroTeutila, Oaxaca	8422.212985645447
1330	Oaxaca	SanPedroTidaá	SanPedroTidaá, Oaxaca	680.9250733989006
1331	Oaxaca	SanPedroTopiltepec	SanPedroTopiltepec, Oaxaca	582.0402067562795
1332	Oaxaca	SanPedroTotolápam	SanPedroTotolápam, Oaxaca	3027.172802839416
1333	Oaxaca	SanPedroySanPabloAyutla	SanPedroySanPabloAyutla, Oaxaca	6577.267134099495
1334	Oaxaca	SanPedroySanPabloTeposcolul	SanPedroySanPabloTeposcolul, Oaxaca	2441.2004233478833
1335	Oaxaca	SanPedroySanPabloTequixtepe	SanPedroySanPabloTequixtepe, Oaxaca	1871.967244668001
1336	Oaxaca	SanPedroYaneri	SanPedroYaneri, Oaxaca	469.9121198467038
1337	Oaxaca	SanPedroYólox	SanPedroYólox, Oaxaca	949.5563247248303
1338	Oaxaca	SanPedroYucunama	SanPedroYucunama, Oaxaca	394.5660232785957
1339	Oaxaca	SanRaymundoJalpan	SanRaymundoJalpan, Oaxaca	4226.738216177856
1340	Oaxaca	SanSebastiánAbasolo	SanSebastiánAbasolo, Oaxaca	760.764528693976
1341	Oaxaca	SanSebastiánCoatlán	SanSebastiánCoatlán, Oaxaca	1895.470021810755
1342	Oaxaca	SanSebastiánIxcapa	SanSebastiánIxcapa, Oaxaca	2679.9975432620386
1343	Oaxaca	SanSebastiánNicananduta	SanSebastiánNicananduta, Oaxaca	669.7270154161408
1344	Oaxaca	SanSebastiánRíoHondo	SanSebastiánRíoHondo, Oaxaca	635.5911568133623
1345	Oaxaca	SanSebastiánTecomaxtlahuaca	SanSebastiánTecomaxtlahuaca, Oaxaca	7417.040024598187
1346	Oaxaca	SanSebastiánTeitipac	SanSebastiánTeitipac, Oaxaca	1873.7336953479066
1347	Oaxaca	SanSebastiánTutla	SanSebastiánTutla, Oaxaca	724.1440431555015
1348	Oaxaca	SanSimónAlmolongas	SanSimónAlmolongas, Oaxaca	1686.7004967313376
1349	Oaxaca	SanSimónZahuatlán	SanSimónZahuatlán, Oaxaca	614.4221382397614
1350	Oaxaca	SanVicenteCoatlán	SanVicenteCoatlán, Oaxaca	2500.7629290746695
1351	Oaxaca	SanVicenteLachixío	SanVicenteLachixío, Oaxaca	1067.5431079436744
1352	Oaxaca	SanVicenteNuñú	SanVicenteNuñú, Oaxaca	763.6167850530323
1353	Oaxaca	SantaAna	SantaAna, Oaxaca	3174.7949391620505
1354	Oaxaca	SantaAnaAteixtlahuaca	SantaAnaAteixtlahuaca, Oaxaca	793.6015994906909
1355	Oaxaca	SantaAnaCuauhtémoc	SantaAnaCuauhtémoc, Oaxaca	1287.7168862880628
1356	Oaxaca	SantaAnadelValle	SantaAnadelValle, Oaxaca	390.35805586517756
1357	Oaxaca	SantaAnaTavela	SantaAnaTavela, Oaxaca	242.6407252659451
1358	Oaxaca	SantaAnaTlapacoyan	SantaAnaTlapacoyan, Oaxaca	1757.9009538807243
1359	Oaxaca	SantaAnaYareni	SantaAnaYareni, Oaxaca	476.1668774013357
1360	Oaxaca	SantaAnaZegache	SantaAnaZegache, Oaxaca	1518.866146212351
1361	Oaxaca	SantaCatalinaQuierí	SantaCatalinaQuierí, Oaxaca	316.21408720206455
1362	Oaxaca	SantaCatarinaCuixtla	SantaCatarinaCuixtla, Oaxaca	1814.3962006197726
1363	Oaxaca	SantaCatarinaIxtepeji	SantaCatarinaIxtepeji, Oaxaca	2386.828656262246
1364	Oaxaca	SantaCatarinaJuquila	SantaCatarinaJuquila, Oaxaca	10088.9785401518
1365	Oaxaca	SantaCatarinaLachatao	SantaCatarinaLachatao, Oaxaca	1510.6897645208683
