	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	edgar_emission_2015(tons_CO2)	absolute_percent_error_edgar (percent error)	region	state	city	NAME	LABEL	FIPSCODE
1269	chankom, yucatán			4314.305752029043		mexico	Yucatán	Chankom			
1270	chapab, yucatán			1100.66452422251		mexico	Yucatán	Chapab			
1271	chemax, yucatán	79150000.0	4624.7345000000005	12766.362156406229	176.04529852267683	mexico	Yucatán	Chemax			
1272	chichimilá, yucatán			6431.405788500904		mexico	Yucatán	Chichimilá			
1273	chicxulubpueblo, yucatán			1083.355522367954		mexico	Yucatán	ChicxulubPueblo			
1274	chikindzonot, yucatán			3162.540323172176		mexico	Yucatán	Chikindzonot			
1275	chocholá, yucatán			5637.82843165575		mexico	Yucatán	Chocholá			
1276	chumayel, yucatán			464.6911016750794		mexico	Yucatán	Chumayel			
1277	conkal, yucatán			2970.7735201305177		mexico	Yucatán	Conkal			
1278	cuncunul, yucatán			5545.565854998609		mexico	Yucatán	Cuncunul			
1279	cuzamá, yucatán			2490.3988373089346		mexico	Yucatán	Cuzamá			
1280	dzán, yucatán			1848.9405346672356		mexico	Yucatán	Dzán			
1281	dzemul, yucatán			1456.7125127353356		mexico	Yucatán	Dzemul			
1282	dzidzantún, yucatán			758.2984683059257		mexico	Yucatán	Dzidzantún			
1283	dzilamdebravo, yucatán			96.66975436180476		mexico	Yucatán	DzilamdeBravo			
1284	dzilamgonzález, yucatán			441.6465392566606		mexico	Yucatán	DzilamGonzález			
1285	dzitás, yucatán			1512.6046092949368		mexico	Yucatán	Dzitás			
1286	dzoncauich, yucatán			615.2826454889491		mexico	Yucatán	Dzoncauich			
1287	espita, yucatán			8026.561593845924		mexico	Yucatán	Espita			
1288	halachó, yucatán			8891.065025908523		mexico	Yucatán	Halachó			
1289	hocabá, yucatán			3816.012050902682		mexico	Yucatán	Hocabá			
1290	hoctún, yucatán			2131.163539282611		mexico	Yucatán	Hoctún			
1291	homún, yucatán			3160.596777920377		mexico	Yucatán	Homún			
1292	huhí, yucatán			2455.0150647281		mexico	Yucatán	Huhí			
1293	hunucmá, yucatán			9182.091460794834		mexico	Yucatán	Hunucmá			
1294	ixil, yucatán			364.9256847153734		mexico	Yucatán	Ixil			
1295	izamal, yucatán			5010.160330845013		mexico	Yucatán	Izamal			
1296	kanasín, yucatán	241990000.0	14139.4757	15961.330335917284	12.884881126937987	mexico	Yucatán	Kanasín			
1297	kantunil, yucatán			1427.2913456333413		mexico	Yucatán	Kantunil			
1298	kaua, yucatán			1139.7876480907055		mexico	Yucatán	Kaua			
1299	kinchil, yucatán			3856.841134126905		mexico	Yucatán	Kinchil			
1300	kopomá, yucatán			1220.261094635516		mexico	Yucatán	Kopomá			
1301	mama, yucatán			1358.114377417699		mexico	Yucatán	Mama			
1302	maní, yucatán			3443.3995213899934		mexico	Yucatán	Maní			
1303	maxcanú, yucatán			4417.321676602519		mexico	Yucatán	Maxcanú			
1304	mayapán, yucatán			125.91555786227084		mexico	Yucatán	Mayapán			
1305	mérida, yucatán	3504000000.0	204738.72	136277.10785872178	33.438526987605584	mexico	Yucatán	Mérida			
1306	mocochá, yucatán			1568.2489815076526		mexico	Yucatán	Mocochá			
1307	motul, yucatán	107030000.0	6253.7629	7116.028528279233	13.787948824846447	mexico	Yucatán	Motul			
1308	muna, yucatán			3573.945849857836		mexico	Yucatán	Muna			
1309	muxupip, yucatán			2339.9512201426505		mexico	Yucatán	Muxupip			
1310	opichén, yucatán			1341.5349984879726		mexico	Yucatán	Opichén			
1311	oxkutzcab, yucatán			10172.427918915026		mexico	Yucatán	Oxkutzcab			
1312	panabá, yucatán			1275.846649225448		mexico	Yucatán	Panabá			
1313	peto, yucatán			4991.027847408669		mexico	Yucatán	Peto			
1314	progreso, yucatán	196100000.0	11458.123	9820.274750319884	14.294210750575076	mexico	Yucatán	Progreso			
1315	quintanaroo, yucatán			801.8411282173741		mexico	Yucatán	QuintanaRoo			
1316	ríolagartos, yucatán			963.6305465669084		mexico	Yucatán	RíoLagartos			
1317	sacalum, yucatán			2689.988358423968		mexico	Yucatán	Sacalum			
1318	samahil, yucatán			3495.836279234776		mexico	Yucatán	Samahil			
1319	sanfelipe, yucatán			1785.7772787619874		mexico	Yucatán	SanFelipe			
1320	sanahcat, yucatán			641.5957256947656		mexico	Yucatán	Sanahcat			
1321	santaelena, yucatán			5173.306388584509		mexico	Yucatán	SantaElena			
1322	seyé, yucatán			4934.860930036997		mexico	Yucatán	Seyé			
1323	sinanché, yucatán			1387.261898427885		mexico	Yucatán	Sinanché			
1324	sotuta, yucatán			2955.966893772691		mexico	Yucatán	Sotuta			
1325	sucilá, yucatán			654.0062791834943		mexico	Yucatán	Sucilá			
1326	sudzal, yucatán			959.0058749178788		mexico	Yucatán	Sudzal			
1327	suma, yucatán			1209.8465728672725		mexico	Yucatán	Suma			
1328	tahdziú, yucatán			691.2954107803972		mexico	Yucatán	Tahdziú			
1329	tahmek, yucatán			1576.0433675767372		mexico	Yucatán	Tahmek			
1330	teabo, yucatán			1844.009671004444		mexico	Yucatán	Teabo			
1331	tecoh, yucatán			6928.124258910556		mexico	Yucatán	Tecoh			
1332	tekaldevenegas, yucatán			619.0082233063006		mexico	Yucatán	TekaldeVenegas			
1333	tekantó, yucatán			1632.2729165348023		mexico	Yucatán	Tekantó			
1334	tekax, yucatán	116300000.0	6795.409000000001	15683.888985757258	130.80125104695327	mexico	Yucatán	Tekax			
1335	tekit, yucatán			559.0171729933311		mexico	Yucatán	Tekit			
1336	tekom, yucatán			5346.402581064382		mexico	Yucatán	Tekom			
1337	telchacpueblo, yucatán			868.820048420678		mexico	Yucatán	TelchacPueblo			
1338	telchacpuerto, yucatán			127.71615770708472		mexico	Yucatán	TelchacPuerto			
1339	temax, yucatán			2129.5887964280414		mexico	Yucatán	Temax			
1340	temozón, yucatán			4648.297689741137		mexico	Yucatán	Temozón			
1341	tepakán, yucatán			1623.52128662818		mexico	Yucatán	Tepakán			
1342	tetiz, yucatán			3528.5766167934844		mexico	Yucatán	Tetiz			
1343	teya, yucatán			727.012459243791		mexico	Yucatán	Teya			
1344	ticul, yucatán	121420000.0	7094.5706	11307.193564791209	59.37812451667208	mexico	Yucatán	Ticul			
1345	timucuy, yucatán			3874.460030843711		mexico	Yucatán	Timucuy			
1346	tinum, yucatán			3546.6761547937126		mexico	Yucatán	Tinum			
1347	tixcacalcupul, yucatán			4366.6219848071205		mexico	Yucatán	Tixcacalcupul			
1348	tixkokob, yucatán			4823.874761899555		mexico	Yucatán	Tixkokob			
1349	tixmehuac, yucatán			1440.2294375768122		mexico	Yucatán	Tixmehuac			
1350	tixpéhual, yucatán			2270.457608716304		mexico	Yucatán	Tixpéhual			
1351	tizimín, yucatán	211470000.0	12356.1921	14847.005723407672	20.15842423984062	mexico	Yucatán	Tizimín			
1352	tunkás, yucatán			3293.909436704734		mexico	Yucatán	Tunkás			
1353	tzucacab, yucatán			8911.59276770598		mexico	Yucatán	Tzucacab			
1354	uayma, yucatán			3253.1820529390297		mexico	Yucatán	Uayma			
1355	ucú, yucatán			7822.072975187528		mexico	Yucatán	Ucú			
1356	umán, yucatán	161370000.0	9428.8491	60333.6042946659	539.8830191763902	mexico	Yucatán	Umán			
1357	valladolid, yucatán	230100000.0	13444.743	16432.24633718784	22.22060575786268	mexico	Yucatán	Valladolid			
1358	xocchel, yucatán			1773.5210448710734		mexico	Yucatán	Xocchel			
1359	yaxcabá, yucatán			7167.946580955068		mexico	Yucatán	Yaxcabá			
1360	yaxkukul, yucatán			1730.2321389596466		mexico	Yucatán	Yaxkukul			
1361	yobaín, yucatán			629.4742931262342		mexico	Yucatán	Yobaín			
1362	guadalupe, zacatecas	527500000.0	30821.825	29643.192786977284	3.8240182501286553	mexico	Zacatecas	Guadalupe			
1363	huanusco, zacatecas			5970.509061691891		mexico	Zacatecas	Huanusco			
1364	jerez, zacatecas	199380000.0	11649.7734	15750.125981855965	35.19684410218627	mexico	Zacatecas	Jerez			
1365	loreto, zacatecas	134300000.0	7847.149	12345.94270380424	57.33029542072211	mexico	Zacatecas	Loreto			
1366	morelos, zacatecas			5022.557020734889		mexico	Zacatecas	Morelos			
1367	moyahuadeestrada, zacatecas			2861.243728422512		mexico	Zacatecas	MoyahuadeEstrada			
1368	noriadeángeles, zacatecas			9175.242121045269		mexico	Zacatecas	NoriadeÁngeles			
1369	pinos, zacatecas	179590000.0	10493.4437	34267.66267639977	226.56260095434416	mexico	Zacatecas	Pinos			
1370	susticacán, zacatecas			2200.058211637372		mexico	Zacatecas	Susticacán			
1371	tabasco, zacatecas			4300.1521078441065		mexico	Zacatecas	Tabasco			
1372	tepetongo, zacatecas			5693.305531000795		mexico	Zacatecas	Tepetongo			
1373	vetagrande, zacatecas			3433.534063972674		mexico	Zacatecas	Vetagrande			
1374	villagarcía, zacatecas			9347.453108310843		mexico	Zacatecas	VillaGarcía			
1375	zacatecas, zacatecas	512100000.0	29922.003	50714.44648832521	69.48880891538313	mexico	Zacatecas	Zacatecas			
0	city of wakefield-82780	100920783.190136	5261.00042770179	5.842584327231295	99.88894537441078	michigan			Wakefield	City of Wakefield	82780.0
1	city of buchanan-11400	194089255.489548	10117.872888670136	1225.5485854817443	87.88729015508687	michigan			Buchanan	City of Buchanan	11400.0
2	city of ovid-61860	73184840.646892	3815.12574292248	222.74259530443905	94.16159229567587	michigan			Ovid	City of Ovid	61860.0
3	city of westland-86000	3730321405.704	194461.6548793495	151549.1470019532	22.067336567726237	michigan			Westland	City of Westland	86000.0
4	city of livonia-49000	8996403817.796	468982.5310217054	217130.78909256292	53.70173199851793	michigan			Livonia	City of Livonia	49000.0
5	city of watervliet-84500	76593301.504456	3992.808807427291	153.74368682608474	96.14948538131614	michigan			Watervliet	City of Watervliet	84500.0
6	city of berkley-07660	753652655.61788	39287.91293736008	16390.01789546146	58.28228920789608	michigan			Berkley	City of Berkley	7660.0
7	city of east jordan-24020	148437273.462016	7738.0350655748925	691.5914826374689	91.06244057080804	michigan			East Jordan	City of East Jordan	24020.0
8	city of hart-36920	110085149.148684	5738.738825120897	294.88580707832733	94.86148758351771	michigan			Hart	City of Hart	36920.0
9	city of mackinac island-50280	80558458.698072	4199.512451930494	39.72827666884537	99.05397883388623	michigan			Mackinac Island	City of Mackinac Island	50280.0
10	city of montrose-55280	57305222.174256	2987.3212319439654	79.38846530191557	97.34248649080654	michigan			Montrose	City of Montrose	55280.0
11	city of standish-76120	111049390.000568	5789.00470072961	45.44639922418273	99.2149531469813	michigan			Standish	City of Standish	76120.0
12	city of white cloud-86680	47884274.043996006	2496.207205913512	69.3243110369635	97.22281424103198	michigan			White Cloud	City of White Cloud	86680.0
13	city of harper woods-36700	617958669.97066	32214.185465570503	5909.175552607168	81.65660417233673	michigan			Harper Woods	City of Harper Woods	36700.0
14	city of battle creek-05920	55345569.313908	2885.1645283340235	64765.00139982427	2144.7593807491257	michigan			Battle Creek	City of Battle Creek	5920.0
15	city of battle creek-05920	4371070563.188	227863.9084589904	64765.00139982427	71.57733234814575	michigan			Battle Creek	City of Battle Creek	5920.0
16	city of parchment-62340	85736717.03981999	4469.455059285816	1326.3199921014009	70.32479408544862	michigan			Parchment	City of Parchment	62340.0
17	city of yale-89000	84579867.475644	4409.1484915053215	128.5702330464444	97.08401217844786	michigan			Yale	City of Yale	89000.0
18	city of galesburg-31260	127223974.720568	6632.1858021832095	119.6796964031516	98.19547129750563	michigan			Galesburg	City of Galesburg	31260.0
19	city of williamston-87420	181255207.54114	9448.833969119629	132.98130104036278	98.5926168088574	michigan			Williamston	City of Williamston	87420.0
20	city of new baltimore-57100	511519932.90836006	26665.534102512807	1014.34572869532	96.19604195889804	michigan			New Baltimore	City of New Baltimore	57100.0
21	city of caro-13420	248828835.324324	12971.44718545701	140.71603249267105	98.91518632824229	michigan			Caro	City of Caro	13420.0
22	city of bay city-06020	2075711937.63456	108206.8633088896	11388.367492959342	89.47537416323597	michigan			Bay City	City of Bay City	6020.0
23	city of hartford-36960	110332887.255064	5751.653412606486	291.9818088301046	94.92351524189309	michigan			Hartford	City of Hartford	36960.0
24	city of chelsea-15020	354954663.5304	18503.78660983975	618.1391098879716	96.6593912753011	michigan			Chelsea	City of Chelsea	15020.0
25	city of plymouth-65060	878180467.12164	45779.54775105109	9582.392483598956	79.06839854402243	michigan			Plymouth	City of Plymouth	65060.0
26	city of memphis-52960	47617216.66069201	2482.2855045218744	69.97531344627882	97.18101268694484	michigan			Memphis	City of Memphis	52960.0
27	city of portage-65560	4389239025.6632805	228811.0304078268	83066.04199931973	63.69666189114005	michigan			Portage	City of Portage	65560.0
28	city of traverse city-80340	1214850694.1621602	63330.16668667341	3534.490347908952	94.41894671555836	michigan			Traverse City	City of Traverse City	80340.0
29	city of adrian-00440	1158577995.68104	60396.67091485261	4408.97880536428	92.69996385797478	michigan			Adrian	City of Adrian	440.0
30	city of royal oak-70040	3434431078.06628	179036.89209959516	79660.2358832999	55.506245138020894	michigan			Royal Oak	City of Royal Oak	70040.0
31	city of frankfort-30260	105959497.211584	5523.668589639874	566.4471661958322	89.74509138259573	michigan			Frankfort	City of Frankfort	30260.0
32	city of crystal falls-19140	77550329.43726799	4042.69867356478	11.501397699505098	99.71550197953874	michigan			Crystal Falls	City of Crystal Falls	19140.0
33	city of essexville-26420	156838851.346304	8176.009320682827	328.8689452821485	95.97763490251646	michigan			Essexville	City of Essexville	26420.0
34	city of walker-82960	2723882016.41128	141995.96951552003	60786.7050430467	57.19124616674224	michigan			Walker	City of Walker	82960.0
35	city of center line-14320	515525793.65792	26874.359623387365	13357.972530399513	50.2947317904656	michigan			Center Line	City of Center Line	14320.0
36	city of hazel park-37420	776126717.50428	40459.48578349812	20562.452703711333	49.17767167446805	michigan			Hazel Park	City of Hazel Park	37420.0
37	city of harrisville-36860	28115241.5380556	1465.6475413788382	2.6083498297062104	99.82203430524284	michigan			Harrisville	City of Harrisville	36860.0
38	city of wayland-84880	192808664.11128	10051.115660121026	569.6916248129893	94.33205582268536	michigan			Wayland	City of Wayland	84880.0
39	city of iron river-40980	207225737.082588	10802.677674115312	108.05313418062542	98.9997560101276	michigan			Iron River	City of Iron River	40980.0
40	city of brighton-10620	674282472.1187601	35150.34527155096	5399.924222735269	84.63763533183352	michigan			Brighton	City of Brighton	10620.0
41	city of potterville-66100	103736737.594484	5407.79613080045	1181.1434899457113	78.15850558384712	michigan			Potterville	City of Potterville	66100.0
42	city of dearborn heights-21020	2222011375.36208	115833.45299762522	98277.40915752068	15.156281182832792	michigan			Dearborn Heights	City of Dearborn Heights	21020.0
43	city of clio-16620	107728860.839932	5615.905515585655	99.32264202832908	98.23140468170838	michigan			Clio	City of Clio	16620.0
44	city of wayne-84940	1448106145.08392	75489.77334322475	44650.98384722257	40.851612251886536	michigan			Wayne	City of Wayne	84940.0
45	city of grand rapids-34000	13344443935.5928	695645.8623624527	133280.81602090716	80.84070886754391	michigan			Grand Rapids	City of Grand Rapids	34000.0
46	city of au gres-04120	50904943.518488	2653.674705618779	167.14580491601112	93.70134536225922	michigan			Au Gres	City of Au Gres	4120.0
47	city of fenton-27760	671979427.57964	35030.28755972663	3506.3042370202643	89.99064957419486	michigan			Fenton	City of Fenton	27760.0
48	city of harbor beach-36460	123251859.086076	6425.119414157141	95.54400821181656	98.51296136222317	michigan			Harbor Beach	City of Harbor Beach	36460.0
49	city of grand blanc-33280	345090106.288948	17989.547240842858	2298.058486075068	87.22559019796988	michigan			Grand Blanc	City of Grand Blanc	33280.0
50	city of houghton-39360	356250444.1814	18571.335655176383	2488.5513167625154	86.60004125191242	michigan			Houghton	City of Houghton	39360.0
51	city of hudson-39720	167491786.045784	8731.346806566718	129.37800175004767	98.5182354496245	michigan			Hudson	City of Hudson	39720.0
52	city of sandusky-71540	194984883.921428	10164.56199882404	61.65506317679903	99.3934311858796	michigan			Sandusky	City of Sandusky	71540.0
53	city of holland-38640	3472151473.3156	181003.2563039422	21829.478110448494	87.93973182792234	michigan			Holland	City of Holland	38640.0
54	city of flushing-29200	328728240.151272	17136.603159085807	2668.4211698432887	84.42852912522227	michigan			Flushing	City of Flushing	29200.0
55	city of mt clemens-55820	1288663342.4230402	67178.02004051307	11283.85761154857	83.20305122904246	michigan			Mt Clemens	City of Mt Clemens	55820.0
56	city of lansing-46000	7212150455.2456	375969.4032319531	135576.54114437665	63.939474867125526	michigan			Lansing	City of Lansing	46000.0
57	city of huntington woods-40000	233085931.4924012	12150.769608698874	9389.71963159077	22.72325182704014	michigan			Huntington Woods	City of Huntington Woods	40000.0
58	city of wyoming-88940	4970086581.3328	259090.61348487885	207619.6251331053	19.86601817003977	michigan			Wyoming	City of Wyoming	88940.0
59	city of taylor-79000	3759027905.13	195958.1246944269	166692.39520947012	14.93468542352768	michigan			Taylor	City of Taylor	79000.0
60	city of luna pier-49700	54984259.93901364	2866.3294706207807	396.60105466313314	86.163451943393	michigan			Luna Pier	City of Luna Pier	49700.0
61	city of wyandotte-88900	1798303577.81432	93745.5655114605	31381.664622046734	66.5246409781268	michigan			Wyandotte	City of Wyandotte	88900.0
62	city of harrison-36800	98064813.563876	5112.118731084855	344.3647957066093	93.26375591371423	michigan			Harrison	City of Harrison	36800.0
63	city of belding-06900	305591098.66664	15930.463973491942	667.3319339851537	95.81096988075436	michigan			Belding	City of Belding	6900.0
64	city of petoskey-63820	482825406.3866	25169.688434933458	1447.7862872408894	94.2478974621256	michigan			Petoskey	City of Petoskey	63820.0
65	city of benton harbor-07520	680726207.6666	35486.25720565986	4289.376055383965	87.91257125110441	michigan			Benton Harbor	City of Benton Harbor	7520.0
66	city of ann arbor-03000	6546301257.8716	341258.6845728465	29237.588655793006	91.43242649124382	michigan			Ann Arbor	City of Ann Arbor	3000.0
67	city of algonac-01180	183329069.816216	9556.94440951934	186.2173913312084	98.0514965521226	michigan			Algonac	City of Algonac	1180.0
68	city of river rouge-68760	390981670.69156	20381.874493151023	28946.732511746155	42.02193483957133	michigan			River Rouge	City of River Rouge	68760.0
69	city of gladstone-32300	241887228.982876	12609.581246877324	321.94500900591737	97.44682235910376	michigan			Gladstone	City of Gladstone	32300.0
70	city of durand-23500	155250932.884624	8093.231131275449	686.0740935128598	91.52286543675248	michigan			Durand	City of Durand	23500.0
71	city of kingsford-43300	326850937.21504	17038.739357020033	2356.6036693067167	86.16914303383727	michigan			Kingsford	City of Kingsford	43300.0
72	city of southgate-74960	1537958547.8056402	80173.77909710802	37221.21496851036	53.57432892937813	michigan			Southgate	City of Southgate	74960.0
73	city of zeeland-89260	733751298.78892	38250.4552058664	771.8047072642723	97.98223392869347	michigan			Zeeland	City of Zeeland	89260.0
74	city of boyne city-09820	270515537.66548	14101.974978501472	188.31985607037177	98.66458523463936	michigan			Boyne City	City of Boyne City	9820.0
75	city of richmond-68380	259238925.356204	13514.125178818913	857.6403936463679	93.65374833888195	michigan			Richmond	City of Richmond	68380.0
76	city of manistique-50760	158265332.25227198	8250.371770310938	428.9496897128169	94.80084411157812	michigan			Manistique	City of Manistique	50760.0
77	city of big rapids-08300	594328371.7535601	30982.338019513085	1495.9915224444196	95.17146988228512	michigan			Big Rapids	City of Big Rapids	8300.0
78	city of roseville-69800	3266974009.12432	170307.3550956508	54726.668512164135	67.86593950600216	michigan			Roseville	City of Roseville	69800.0
79	city of springfield-75700	413969914.834168	21580.251660305177	6023.581395652718	72.08752942055571	michigan			Springfield	City of Springfield	75700.0
80	city of gobles-32640	29116586.9964032	1517.8476801224988	55.11223681817319	96.36905352625864	michigan			Gobles	City of Gobles	32640.0
81	city of grant-34360	30787783.174316	1604.967136877093	59.64007897548526	96.28403114274778	michigan			Grant	City of Grant	34360.0
82	city of grayling-34640	113093023.931292	5895.539337538252	35.01000340353099	99.40616114321188	michigan			Grayling	City of Grayling	34640.0
83	city of new buffalo-57220	154672163.93552	8063.059905958657	405.66583966471774	94.96883510235452	michigan			New Buffalo	City of New Buffalo	57220.0
84	city of saugatuck-71700	76578187.33228	3992.020905631756	4856.268604367014	21.649378076052106	michigan			Saugatuck	City of Saugatuck	71700.0
85	city of auburn-04080	114803995.873032	5984.732304861157	288.150087458087	95.18524684514236	michigan			Auburn	City of Auburn	4080.0
86	city of village of clarkston-82450			890.7380948479968		michigan			Village of Clarkston	City of Village of Clarkston	82450.0
87	city of east lansing-24120	1467712101.80968	76511.83186733861	30147.009808355982	60.59823811220869	michigan			East Lansing	City of East Lansing	24120.0
88	city of reed city-67820	185764700.23476	9683.913823238036	33.707714531413146	99.65192054424809	michigan			Reed City	City of Reed City	67820.0
89	city of muskegon-56320	2442379355.18816	127321.23578595876	42431.10540542352	66.67397614899454	michigan			Muskegon	City of Muskegon	56320.0
90	city of ecorse-24740	889532575.1912401	46371.33314471934	24842.315301812967	46.42742915265538	michigan			Ecorse	City of Ecorse	24740.0
91	city of st johns-70940	983142232.8764956	51251.204599851706	773.4514148307848	98.49086197901184	michigan			St Johns	City of St Johns	70940.0
92	city of auburn hills-04105	4519580266.24296	235605.7192792455	34262.82733405638	85.45755704111441	michigan			Auburn Hills	City of Auburn Hills	4105.0
93	city of fraser-30420	1592230485.1911602	83002.97519301518	24835.236499762148	70.0791008490837	michigan			Fraser	City of Fraser	30420.0
94	city of scottville-72080	47289448.110488	2465.198929999739	86.71677724144637	96.4823618821928	michigan			Scottville	City of Scottville	72080.0
95	city of pontiac-65440	3080779078.5272	160601.01336362294	59577.83821839975	62.90319907041479	michigan			Pontiac	City of Pontiac	65440.0
96	city of grosse pointe farms-35520	458312019.951308	23891.805600061685	5819.894771014196	75.64062395100365	michigan			Grosse Pointe Farms	City of Grosse Pointe Farms	35520.0
97	city of garden city-31420	1142147517.12336	59540.15006764075	45213.6839088218	24.06185765830844	michigan			Garden City	City of Garden City	31420.0
98	city of bronson-10860	112466084.028976	5862.856960430519	33.69967731749649	99.42520041773248	michigan			Bronson	City of Bronson	10860.0
99	city of mt pleasant-56020	1304319256.12736	67994.16282191928	5976.532648550719	91.2102268775577	michigan			Mt Pleasant	City of Mt Pleasant	56020.0
100	city of stanton-76220	45996666.5208536	2397.806225732098	69.25853342517536	97.1115875552442	michigan			Stanton	City of Stanton	76220.0
101	city of wixom-88140	1841688805.19976	96007.23741506349	34259.81211362492	64.31538596875659	michigan			Wixom	City of Wixom	88140.0
102	city of coldwater-17020	700650759.29848	36524.924082229765	2142.409342300174	94.1343907040658	michigan			Coldwater	City of Coldwater	17020.0
103	city of walled lake-83060	517828838.19704	26994.417335211696	8794.46319261726	67.42117792946134	michigan			Walled Lake	City of Walled Lake	83060.0
104	city of alma-01540	681621836.09848	35532.94631581376	1465.1125547047925	95.87674902699317	michigan			Alma	City of Alma	1540.0
105	city of charlevoix-14780	246887558.928672	12870.24844695167	580.8413607192531	95.48694523564674	michigan			Charlevoix	City of Charlevoix	14780.0
106	city of mcbain-49980	34068297.11303999	1775.980328502775	26.27908691044733	98.52030529343747	michigan			McBain	City of McBain	49980.0
107	city of iron mountain-40960	693904740.30712	36173.25411221016	2922.3335295206825	91.92128659352696	michigan			Iron Mountain	City of Iron Mountain	40960.0
108	city of birmingham-08640	1562180021.73192	81436.44453288498	28213.64462037756	65.35501422955105	michigan			Birmingham	City of Birmingham	8640.0
109	city of dexter-22160	273395465.529248	14252.105618039695	1057.028807418513	92.58334988704706	michigan			Dexter	City of Dexter	22160.0
110	city of marysville-52080	991458377.88976	51684.72523939318	22290.0436398342	56.87305381504645	michigan			Marysville	City of Marysville	52080.0
111	city of northville-58980	331987369.810976	17306.50158824618	8854.959037641513	48.83449440957256	michigan			Northville	City of Northville	58980.0
112	city of grandville-34160	1232472201.25492	64248.77585141898	43114.60798422957	32.894273217071174	michigan			Grandville	City of Grandville	34160.0
113	city of otsego-61620	274816798.51824	14326.19970675585	234.6612137477257	98.36201352381632	michigan			Otsego	City of Otsego	61620.0
114	city of beaverton-06660	52901349.30822801	2757.747339437926	158.66508311969025	94.2465692614165	michigan			Beaverton	City of Beaverton	6660.0
115	city of onaway-60680	47523703.190952	2477.410647344328	9.358935208668267	99.6222291520907	michigan			Onaway	City of Onaway	60680.0
116	city of litchfield-47980	214854740.015056	11200.377596984868	200.1944358039201	98.21260994042012	michigan			Litchfield	City of Litchfield	47980.0
117	city of mt morris-55960	109179988.31744002	5691.552790988148	539.7192874577278	90.51718736032277	michigan			Mt Morris	City of Mt Morris	55960.0
118	city of kentwood-42820	8183684281.50348	426615.4615947764	53078.91947993182	87.55813507520054	michigan			Kentwood	City of Kentwood	42820.0
119	city of east grand rapids-23980	487908265.63415205	25434.657887508347	5011.5685866307285	80.29630039139607	michigan			East Grand Rapids	City of East Grand Rapids	23980.0
120	city of leslie-47180	63134633.134024	3291.208425276671	93.71214586706832	97.15265234655595	michigan			Leslie	City of Leslie	47180.0
121	city of utica-81540	272656890.170692	14213.603684598174	11966.128469437754	15.812142121253734	michigan			Utica	City of Utica	81540.0
122	city of coleman-17100	72180584.573096	3762.773873795495	72.55072109687491	98.07188198041533	michigan			Coleman	City of Coleman	17100.0
123	city of midland-53780	2857212425.73012	148946.48375331116	26517.03698450233	82.19693656654526	michigan			Midland	City of Midland	53780.0
124	city of the village of grosse pointe shores a michigan city-82453			2718.076172404752		michigan			The Village of Grosse Pointe Shores A Michigan City	City of The Village of Grosse Pointe Shores A Michigan City	82453.0
125	city of allen park-01380	1352282288.2241998	70494.47568512753	62493.64668404609	11.3495829613914	michigan			Allen Park	City of Allen Park	1380.0
126	city of marlette-51820	145813239.435928	7601.244171794926	253.45148282974657	96.66565792255167	michigan			Marlette	City of Marlette	51820.0
127	city of omer-60660	13941201.7967932	726.7548496668295	30.8045392294128	95.76135759623278	michigan			Omer	City of Omer	60660.0
128	city of niles-57760	631106748.96516	32899.59482355379	3293.532459214146	89.98913975421907	michigan			Niles	City of Niles	57760.0
129	city of port huron-65820	2121237094.93312	110580.08975886354	12250.302627173727	88.921782706193	michigan			Port Huron	City of Port Huron	65820.0
130	city of mason-52180	518980360.4666	27054.446191123858	1436.7103964614917	94.6895590236371	michigan			Mason	City of Mason	52180.0
131	city of farmington-27380	646122928.0752801	33682.388240564345	9773.58248998336	70.98310719483707	michigan			Farmington	City of Farmington	27380.0
132	city of ishpeming-41220	742405299.6642001	38701.58827149475	2928.9855385682786	92.43187251639078	michigan			Ishpeming	City of Ishpeming	41220.0
133	city of troy-80700	9610773466.2016	501009.6207930893	166775.0409446467	66.71220790518059	michigan			Troy	City of Troy	80700.0
134	city of petersburg-63800	46799299.192344	2439.6474668968926	197.0603069531296	91.92259088138746	michigan			Petersburg	City of Petersburg	63800.0
135	city of rose city-69680	32368488.716924	1687.369316813248	16.776177779211416	99.00577913726116	michigan			Rose City	City of Rose City	69680.0
136	city of muskegon heights-56360	769043247.3622401	40090.22448499357	7431.857840863284	81.46216955296633	michigan			Muskegon Heights	City of Muskegon Heights	56360.0
137	city of lincoln park-47800	1529346597.97784	79724.8381525848	41508.80596508205	47.93491347622601	michigan			Lincoln Park	City of Lincoln Park	47800.0
138	city of roosevelt park-69520	242774701.683456	12655.84519875856	5800.462729128419	54.167717461514165	michigan			Roosevelt Park	City of Roosevelt Park	69520.0
139	city of grand ledge-33420	342329969.61272	17845.661315911093	2902.926473514802	83.73315271355862	michigan			Grand Ledge	City of Grand Ledge	33420.0
140	city of reading-67500	35401249.5291568	1845.467137954944	51.74860961470275	97.19590728274642	michigan			Reading	City of Reading	67500.0
141	city of farmington hills-27440	6267101641.1876	326704.00855510955	133478.98663928764	59.14375607767545	michigan			Farmington Hills	City of Farmington Hills	27440.0
142	city of belleville-07020	229441660.751572	11960.793774979447	3116.51402313302	73.9439197618105	michigan			Belleville	City of Belleville	7020.0
