	region_encoded	total_area_ghs	nres_area_ghs	res_area_ghs	avgPOP2015	sumPOP2015	boundary_area	sum_population_density	cluster
1720	1	9786954.0	10897.0	9776057.0	18.130611425722932	72377.40081148595	3183623935.2164965	2.273428089632831e-05	3
1726	1	9595540.0	137804.0	9457736.0	252.92790844538024	141386.70082096756	443915032.98679954	0.00031849946569656245	0
1727	2	445059.0	17168.0	427891.0	45.94715754447445	1424.3618838787079	21834388.074556287	6.523479746787698e-05	0
1728	2	742090.0	75976.0	666114.0	368.47838465372723	4421.740615844727	6713499.299377789	0.0006586342559467514	0
1729	2	246531.0	21613.0	224918.0	320.1138240814209	1600.5691204071045	2695304.0973212696	0.0005938361916185381	0
1730	2	10952581.0	1142006.0	9810575.0	925.9619524076387	71299.07033538818	52993161.7682236	0.0013454390709357787	0
1731	2	17413850.0	4039477.0	13374373.0	605.4966605430519	89613.50576037169	92920908.52220927	0.0009644062588879329	0
1732	2	188060.0	37617.0	150443.0	385.2197608947754	1540.8790435791016	3166342.6715505985	0.0004866431727127353	0
1733	2	1354731.0	49250.0	1305481.0	1435.0557163783483	10045.390014648438	6704893.527107346	0.001498217678481505	0
1734	2	565253.0	91649.0	473604.0	136.3298528958112	2181.277646332979	10179858.670900084	0.00021427386340522886	0
1735	2	527469.0	87010.0	440459.0	210.88573417663574	2108.8573417663574	4956641.372362115	0.00042546094892505193	0
1736	2	214350.0	10178.0	204172.0	21.573651083641582	388.3257195055485	11092735.544211587	3.500720971466634e-05	0
1737	2	252255.0	11992.0	240263.0	377.8841743469238	1511.5366973876953	2530674.172855062	0.0005972861752022412	0
1738	2	452431.0	79287.0	373144.0	157.57928314208985	1575.7928314208984	5254670.419833824	0.0002998842373582646	0
1739	2	234055.0	40034.0	194021.0	157.24418048858644	786.2209024429321	5146643.130818902	0.00015276382730617532	0
1740	2	1658971.0	102589.0	1556382.0	1279.832223510742	12798.322235107422	6784501.64430815	0.0018864056501253206	0
1741	2	10013130.0	1631257.0	8381873.0	265.78139437707875	47309.088199120015	113230572.28445596	0.00041781196760421656	0
1742	2	10013130.0	1631257.0	8381873.0	265.78139437707875	47309.088199120015	113230572.28445596	0.00041781196760421656	0
1743	2	162509.0	44106.0	118403.0	481.12099838256836	1924.4839935302734	2428567.7146100337	0.0007924357974260959	0
1744	2	322686.0	29585.0	293101.0	295.3114317258199	1771.8685903549194	3601419.9779395266	0.0004919916591812364	0
1745	2	207807.0	15046.0	192761.0	283.75086135864257	1418.754306793213	3763196.5845911736	0.0003770077578733091	0
1746	2	486817.0	93069.0	393748.0	349.58090167575415	3146.228115081787	6529706.90157815	0.0004818329769627765	0
1747	2	1542817.0	139435.0	1403382.0	551.6485492706299	11032.970985412598	11931892.587396324	0.000924662278393852	0
1748	2	793107.0	58883.0	734224.0	314.30913947178766	4086.0188131332397	7658836.570048475	0.0005335038521532753	0
1749	2	6137663.0	649305.0	5488358.0	680.8181284250319	34040.906421251595	29442645.64346551	0.001156176888227659	0
1750	2	231500.0	12746.0	218754.0	490.6516254425049	2453.2581272125244	3534031.8918988677	0.000694181094640424	0
1751	2	935952.0	223291.0	712661.0	317.14624230066937	4757.19363451004	9504479.383779533	0.0005005212218807827	0
1752	2	1391553.0	194053.0	1197500.0	907.1921005249023	7257.536804199219	5736547.08315411	0.0012651402836928913	0
1753	2	162075.0	3549.0	158526.0	232.45563793182373	929.8225517272949	2983248.4965725164	0.00031168122695631194	0
1754	2	8987841.0	1578787.0	7409054.0	317.6990104414523	44477.86146180332	91358905.82751158	0.000486847571771261	0
1755	2	3607437.0	738470.0	2868967.0	414.55701462846054	15753.1665558815	21888336.78253001	0.0007197059654370248	0
1756	2	2933897.0	402051.0	2531846.0	616.4822536237313	20343.91436958313	21154234.657036696	0.0009616946535485262	0
1757	2	7778956.0	557176.0	7221780.0	1163.4596788088481	55846.06458282471	30651390.7189024	0.0018219749013993355	0
1758	2	348956.0	31241.0	317715.0	223.8979461669922	1119.489730834961	4112295.8066279166	0.00027222986464899826	0
1759	2	395600.0	18301.0	377299.0	88.94352618604898	1423.0964189767838	9407023.909059403	0.00015128019581264968	0
1760	2	654671.0	63662.0	591009.0	559.0051531110491	3913.0360717773438	3633103.6046788706	0.001077050504901089	0
1761	2	5125064.0	1320778.0	3804286.0	237.80089928558388	25920.29802212864	66002395.25808223	0.00039271753579207575	0
1762	2	1430200.0	430979.0	999221.0	1320.9445299421038	9246.611709594727	4535759.485161128	0.0020386027389338634	0
1763	2	2078734.0	263780.0	1814954.0	1485.6348449707032	14856.348449707031	7299991.2610186655	0.0020351186622700047	0
1764	2	131876.0	3768.0	128108.0	134.62687174479166	403.880615234375	1637278.8653012002	0.0002466779629260502	0
1765	2	797205.0	118549.0	678656.0	353.5467068354289	4242.5604820251465	7785809.549843786	0.0005449093578342497	0
1766	2	879294.0	61086.0	818208.0	98.12994285866067	2649.508457183838	17492482.409141827	0.00015146554932644473	0
1767	2	1077350.0	155158.0	922192.0	534.7916052682059	7487.082473754883	9499544.173094805	0.0007881517615298068	0
1768	2	369442.0	37968.0	331474.0	281.48052300347223	2533.32470703125	4864784.254946228	0.0005207475962485928	0
1769	2	7853418.0	453248.0	7400170.0	1125.304648659446	61891.75567626953	30489777.402569745	0.0020299182528978766	0
1770	2	501895.0	28699.0	473196.0	472.3470092773438	2361.7350463867188	2897289.1817757306	0.0008151533720701038	0
1771	2	3380418.0	802443.0	2577975.0	711.2461470144766	19203.64596939087	15602625.825532041	0.0012307957765651306	0
1772	2	22375460.0	3398555.0	18976905.0	1013.054176102985	189441.1309312582	117458772.64579317	0.0016128308398261056	0
1773	2	400093.0	9260.0	390833.0	76.07882556915283	760.7882556915283	6119720.259568355	0.00012431748894110224	0
1774	2	2167704.0	330158.0	1837546.0	420.6032734623662	11356.288383483887	18156711.51106869	0.0006254595374586895	0
1775	2	402093.0	20663.0	381430.0	205.69210839271545	1645.5368671417236	4606288.5670806	0.00035723703436683327	0
1776	2	1042076.0	201446.0	840630.0	470.9296888463637	8005.804710388184	9383282.904631013	0.0008531986930114842	0
1777	2	873927.0	188634.0	685293.0	285.04119473411924	5985.865089416504	12077155.040212907	0.0004956353602719818	0
1778	2	416509.0	51737.0	364772.0	265.7502059936523	1860.2514419555662	5656169.176263249	0.0003288889324177786	0
1779	2	610687.0	103059.0	507628.0	240.16605453491212	2401.660545349121	5606541.923481182	0.00042836753530559453	0
1780	2	6477581.0	2109375.0	4368206.0	475.88025586632364	34263.3784223753	45206614.04726105	0.0007579284391119142	0
1781	2	1346455.0	119210.0	1227245.0	455.4816376535516	8654.15111541748	9668517.688579315	0.0008950856164476971	0
1782	2	2049402.0	291118.0	1758284.0	880.1609047337582	16723.057189941406	10876223.245242711	0.001537579434778163	0
1783	2	16291326.0	3411267.0	12880059.0	690.9894535709408	109176.33366420865	103054405.97279742	0.0010594048127648922	0
1784	2	1213445.0	30529.0	1182916.0	1118.811510358538	7831.680572509766	3841183.7485936536	0.0020388716304907636	0
1785	2	11551937.0	2639274.0	8912663.0	728.2017767469957	72820.17767469957	64569736.442778185	0.0011277756683927764	0
1786	2	10062245.0	2157933.0	7904312.0	587.7304147936634	57009.85023498535	61252905.76149065	0.0009307289103470928	0
1787	2	202764.0	37106.0	165658.0	136.59800946712494	819.5880568027496	3840553.8899224307	0.00021340360799345618	0
1788	2	3758427.0	689582.0	3068845.0	878.0312491689941	24584.874976731837	18084156.36126062	0.0013594703831137447	0
1789	2	507869.0	80863.0	427006.0	119.49623374938965	2389.924674987793	10430958.741259104	0.00022911840936869711	0
1790	2	992664.0	80525.0	912139.0	246.70873767679387	5427.592228889465	12951560.893867424	0.0004190685797153172	0
1791	2	1327024.0	239413.0	1087611.0	263.8673255102975	5541.213835716248	14191292.63457046	0.0003904657580111953	0
1792	2	1523799.0	190476.0	1333323.0	505.52483375867206	10616.021508932114	11456561.656770742	0.0009266324248914704	0
1793	2	11227474.0	2203085.0	9024389.0	942.892374240286	115975.76203155518	75470110.62088494	0.0015367111705208109	0
1794	2	542288.0	31700.0	510588.0	569.0542122977121	3983.3794860839844	3677661.614666926	0.0010831283308387648	0
1795	2	2234289.0	852688.0	1381601.0	596.715495664539	8354.016939303547	8404768.91063438	0.000993961526858089	0
1796	2	1048082.0	84725.0	963357.0	222.57087948447779	4228.846710205078	13213574.133525414	0.000320038065967002	0
1797	2	644324.0	124829.0	519495.0	342.4123416900635	3424.1234169006348	5040167.745974291	0.0006793669555215832	0
1798	2	1538959.0	253467.0	1285492.0	244.71409225985408	4894.281845197082	11855602.11526266	0.00041282440129264154	0
1799	2	3843857.0	644722.0	3199135.0	1034.9759535108294	28979.326698303223	17818336.00882877	0.0016263767101453422	0
1800	2	1401967.0	534987.0	866980.0	466.3200380206108	4663.200380206108	7799138.601682759	0.0005979122334356214	0
1801	2	1058130.0	123287.0	934843.0	174.68206951731727	3668.3234598636627	13955652.112235455	0.00026285575409604135	0
1802	2	926104.0	111367.0	814737.0	449.90555624167126	5398.866674900055	7718628.642189709	0.0006994593113846767	0
1803	2	694673.0	101341.0	593332.0	222.19155329924362	2888.4901928901672	8752776.965424256	0.00033000843095859223	0
1804	2	1399548.0	273771.0	1125777.0	500.4527988433838	9508.603178024292	11815248.67653967	0.0008047738510070085	0
1805	2	6046387.0	1065866.0	4980521.0	1181.4107800483703	47256.431201934814	25543056.621948417	0.0018500695473277352	0
1806	2	929281.0	101981.0	827300.0	383.7221180200577	6139.553888320923	9548801.078213498	0.0006429659428479353	0
1807	2	101002.0	2351.0	98651.0	234.75741068522134	704.2722320556641	2676651.95280637	0.0002631168506302289	0
1808	2	180572.0	2521.0	178051.0	315.3316955566406	630.6633911132812	1789655.1395318713	0.0003523938088308158	0
1809	2	557657.0	117634.0	440023.0	236.88421689139471	2131.9579520225525	5381580.044237717	0.00039615836510790715	0
1810	2	465342.0	69113.0	396229.0	173.504243850708	1908.546682357788	6470312.971879477	0.00029496976276920334	0
1811	2	322834.0	12705.0	310129.0	120.16028676288468	841.1220073401928	4386960.138206194	0.00019173231140507316	0
1812	2	264974.0	9628.0	255346.0	525.2214864095052	1575.6644592285156	2725176.0311651267	0.0005781881394850127	0
1814	2	4535735.0	1248636.0	3287099.0	872.7285907644974	49745.529673576355	35297768.130540974	0.0014093109085425326	0
1815	2	471623.0	99776.0	371847.0	248.18516039848328	2481.8516039848328	5051033.493258901	0.000491355206275529	0
1816	2	6646790.0	1557850.0	5088940.0	573.0242387931794	36673.55128276348	47154785.45252544	0.0007777270309009407	0
1817	2	1572948.0	572913.0	1000035.0	588.4277811606007	8237.98893624841	9642633.640307212	0.0008543297654504636	0
1818	2	1452399.0	193908.0	1258491.0	434.56685533021624	8256.770251274109	10895140.099396106	0.0007578397501957559	0
1819	2	6189815.0	2460980.0	3728835.0	303.49115959723065	21851.363491000608	43184718.19162033	0.0005059975937330698	0
1820	2	2580893.0	441819.0	2139074.0	875.8374108707203	14889.235984802246	10772436.561546277	0.0013821604703574176	0
1821	2	186285.0	23239.0	163046.0	138.55941239992777	1247.03471159935	3860557.5014350326	0.00032301933364178794	0
1822	2	8711962.0	2056672.0	6655290.0	719.7592442241715	58300.4987821579	52499318.82466179	0.001110500099570263	0
1823	2	1991004.0	209061.0	1781943.0	714.8190585049716	7863.0096435546875	7092233.814882769	0.001108678851937238	0
1824	2	3428694.0	349024.0	3079670.0	1116.805393613618	32387.356414794922	15192579.541350154	0.0021317878459444733	0
1825	2	286617.0	26308.0	260309.0	361.386381149292	2168.318286895752	3589374.8376905564	0.0006040935775576095	0
1826	2	3307118.0	800481.0	2506637.0	796.6472392479578	28679.300612926483	20183892.806827895	0.0014209003628489706	0
1827	2	285814.0	20298.0	265516.0	163.8760464532035	1147.1323251724243	5571783.857797221	0.00020588241655625488	0
1828	2	3433123.0	1234178.0	2198945.0	286.55201653018594	11462.080661207438	24242640.642355006	0.0004728066067679818	0
1829	2	2922597.0	731568.0	2191029.0	336.52061468057144	13124.303972542286	25729274.763042685	0.0005100922623514413	0
1830	2	1011513.0	128902.0	882611.0	703.1800384521484	7031.800384521484	6182157.257711939	0.001137434732147853	0
1831	2	1690601.0	271643.0	1418958.0	411.4986889579079	9052.971157073975	15739525.556558207	0.0005751743357538412	0
1832	2	571352.0	17165.0	554187.0	240.74091466267905	2166.6682319641113	5296274.782676814	0.00040909286637674146	0
1833	2	227165.0	59336.0	167829.0	100.14529030663627	701.0170321464539	3255732.406973878	0.00021531776710053137	0
1834	2	2268100.0	305506.0	1962594.0	213.2540797985652	7250.6387131512165	21076179.11110249	0.0003440205492148115	0
1835	2	3471538.0	374881.0	3096657.0	948.9247013438832	20876.34342956543	12456931.69903048	0.0016758816644383008	0
1836	2	513508.0	116585.0	396923.0	400.59059975363994	4406.496597290039	5007012.879353287	0.0008800649615782871	0
1837	2	2304919.0	494444.0	1810475.0	278.2284619880445	9181.539245605469	21526216.799373396	0.0004265282344398173	0
1838	2	1070259.0	127453.0	942806.0	695.4576212565104	4172.7457275390625	5328314.717120147	0.0007831267387663528	0
1839	2	3524777.0	935848.0	2588929.0	482.6721412050812	16410.85280097276	19906111.30273701	0.0008244127922019775	0
1840	2	592519.0	50515.0	542004.0	564.4936065673828	3386.961639404297	5429049.174866058	0.0006238590829282473	0
1841	2	198425.0	8305.0	190120.0	200.8496494293213	803.3985977172852	3424363.563354522	0.00023461252955579059	0
1842	2	266290.0	27635.0	238655.0	109.07859766483307	872.6287813186646	4220770.672482964	0.0002067463146026176	0
1843	2	431011.0	111612.0	319399.0	132.92041072845458	1329.204107284546	7331098.461733251	0.00018131036081737328	0
1844	2	627194.0	31166.0	596028.0	617.2947642008463	1851.884292602539	2987965.187282738	0.0006197810806111322	0
1845	2	7642325.0	2188687.0	5453638.0	559.8793294292266	45350.22568376735	54305476.81457978	0.0008350948807357097	0
1846	2	1287730.0	106783.0	1180947.0	788.9402109781901	9467.282531738281	8736357.694364887	0.0010836647105057127	0
1847	2	277871.0	8725.0	269146.0	266.5977325439453	1599.5863952636719	3270244.343252253	0.0004891336020698948	0
1848	2	1084311.0	172935.0	911376.0	586.8770039876302	5281.893035888672	4619996.364563923	0.001143267790512044	0
1849	2	266177.0	36753.0	229424.0	285.35216903686523	1141.408676147461	3220326.728667343	0.00035443877976313486	0
1850	2	9443630.0	3052752.0	6390878.0	271.99396189570035	41615.07617004216	94705990.32167278	0.00043941334680831534	0
1852	2	4084640.0	775528.0	3309112.0	961.7702586991446	26929.56724357605	18189735.954722326	0.0014804814820076997	0
1853	2	444203.0	85949.0	358254.0	252.1300822666713	1764.9105758666992	4191354.3352762717	0.0004210836008333726	0
1855	2	1761610.0	286605.0	1475005.0	425.6875223563268	11067.875581264496	15418212.736595638	0.0007178442644648771	0
1856	2	5160393.0	814822.0	4345571.0	830.7450054053104	27414.585178375244	23713918.350564044	0.0011560546331105665	0
1857	2	1611832.0	335332.0	1276500.0	380.6800837289719	7994.281758308411	13262613.14028716	0.0006027682232564403	0
1858	2	1045190.0	131980.0	913210.0	825.5180206298828	6604.1441650390625	6887154.750588926	0.0009589074740152075	0
1859	2	1205186.0	182202.0	1022984.0	167.21013290541512	7022.825582027435	24222643.715605717	0.0002899281211613949	0
1860	2	15302782.0	2657725.0	12645057.0	575.9713068859918	80635.98296403885	87130984.0597837	0.0009254570441751421	0
1861	2	144541.0	7874.0	136667.0	448.86800384521484	897.7360076904297	1468712.9342792123	0.0006112399412693971	0
1862	2	116913.0	7642.0	109271.0	243.97858428955075	487.9571685791015	2810824.1844789055	0.00017359932053863524	0
1863	2	1725766.0	218196.0	1507570.0	807.6198343130259	10499.057846069336	8144765.476865511	0.0012890558820743193	0
1864	2	4804862.0	523087.0	4281775.0	1483.3389531915839	32633.456970214844	15165672.274320198	0.0021517975846987395	0
1865	2	553323.0	93006.0	460317.0	720.3105926513672	4321.863555908203	2662321.030785661	0.001623344257109671	0
1866	2	1241729.0	125200.0	1116529.0	476.2276890436808	7143.415335655212	10164927.521411685	0.0007027512316844487	0
1867	2	170287.0	23057.0	147230.0	179.9499085744222	1079.6994514465332	2623487.8140301416	0.0004115511593659449	0
1868	2	13584895.0	1875465.0	11709430.0	590.5093895275803	80309.27697575092	86297216.32681665	0.0009306126013568182	0
1869	2	258025.0	20939.0	237086.0	754.0591634114584	2262.177490234375	3077234.3373034904	0.0007351333185163497	0
1870	2	1337485.0	203780.0	1133705.0	256.5508074079241	7183.422607421875	16706835.575643849	0.00042996907313161485	0
1871	2	7589263.0	2910471.0	4678792.0	150.8641580990416	21120.982133865822	93179459.20696047	0.0002266699368468549	0
1872	2	83736.0	365.0	83371.0	92.51712322235107	370.0684928894043	2651120.0737780216	0.00013958948768474005	0
1873	2	340569.0	35161.0	305408.0	156.87539658546447	2353.130948781967	7579545.293920372	0.000310458062790315	0
1874	2	462995.0	42677.0	420318.0	181.3425438068807	1450.7403504550457	6133349.783380182	0.00023653311839252718	0
1876	2	1980896.0	600914.0	1379982.0	891.7878175215287	9809.665992736816	7654241.692562273	0.0012815986725724898	0
1877	2	468112.0	92571.0	375541.0	144.04558984438577	1728.5470781326294	6422427.72058537	0.0002691423171010917	0
1878	2	1238389.0	128361.0	1110028.0	347.08494749523345	7288.783897399902	13692355.566371674	0.000532325052622874	0
1879	2	828373.0	167519.0	660854.0	238.21813399207434	4526.144545849413	11428911.17450203	0.0003960258747961283	0
1880	2	1436356.0	253429.0	1182927.0	2602.356330871582	20818.850646972656	5429749.337998247	0.003834219473315101	0
1881	2	854934.0	161994.0	692940.0	371.2222909927368	5939.556655883789	8577104.523225594	0.0006924897137256873	0
1882	2	8954487.0	1162623.0	7791864.0	655.6925001144409	44587.09000778198	46889466.0890027	0.0009508977970265115	0
1884	2	766862.0	45131.0	721731.0	58.55844714702704	2283.7794387340546	24459248.32474399	9.337079408215863e-05	0
1885	2	1279210.0	192508.0	1086702.0	303.66684727485364	7895.3380291461945	14986329.96843798	0.0005268359929198278	0
1886	2	1268982.0	298680.0	970302.0	269.89082263066217	3508.5806941986084	9037864.026350103	0.0003882090595708521	0
1887	2	796439.0	117387.0	679052.0	302.34384247660637	4837.501479625702	11372991.9163444	0.00042534994443050754	0
1888	2	700433.0	71318.0	629115.0	263.9535556369358	2375.582000732422	5662856.709500286	0.0004195024035743354	0
1889	2	1796967.0	318810.0	1478157.0	343.72389539082843	8249.373489379883	17117912.753762312	0.000481914682475921	0
1890	2	1115411.0	125919.0	989492.0	1192.3941446940105	14308.729736328125	5703279.646211269	0.0025088599234010067	0
1891	2	1333547.0	364983.0	968564.0	345.8768928050995	5534.030284881592	10544497.811844075	0.0005248263486446466	0
1892	2	10229019.0	1314823.0	8914196.0	693.8347099101649	78403.32221984863	68075913.42376384	0.0011517043000480653	0
1893	2	1160495.0	124647.0	1035848.0	425.2287622888883	10205.49029493332	14338248.704434188	0.0007117668625581318	0
1894	2	733548.0	94607.0	638941.0	277.03180782611554	3601.413501739502	8034534.056142301	0.0004482417370533474	0
1895	2	872587.0	121765.0	750822.0	275.9406868696213	5518.8137373924255	11707787.70942362	0.0004713797238525535	0
1896	2	383574.0	18826.0	364748.0	81.63734833399455	1714.3843150138855	14243254.076622166	0.00012036465163025845	0
1897	2	4797996.0	820210.0	3977786.0	735.8994223700629	33115.47400665283	28452047.160237696	0.0011639047911087526	0
1898	2	692430.0	181442.0	510988.0	224.849718775068	3147.896062850952	8465032.31086639	0.000371870531292605	0
1899	2	739863.0	121968.0	617895.0	119.54201542377471	2988.550385594368	13221800.3972909	0.00022603203011646667	0
1900	2	1584069.0	198194.0	1385875.0	239.6637808227539	5991.594520568848	13033622.663746286	0.0004597029295036127	0
1901	2	149610.0	774.0	148836.0	128.047119140625	896.329833984375	3696387.9855544674	0.00024248802817432687	0
1902	2	1472644.0	292150.0	1180494.0	588.7773137410481	8831.659706115723	11994576.830368966	0.0007363044008151183	0
1903	2	211588.0	9477.0	202111.0	193.4974250793457	1547.9794006347656	4239719.326672187	0.0003651136505420031	0
1904	2	2008968.0	314614.0	1694354.0	187.11880056335502	13659.672441124916	52012047.7930044	0.00026262516129891997	0
1905	2	361286.0	4673.0	356613.0	968.7338562011719	1937.4677124023438	1469561.1500728538	0.0013183988378478115	0
1906	2	1291480.0	246881.0	1044599.0	147.9926084727049	4735.763471126556	18166032.566277646	0.00026069332716697585	0
1907	2	1214505.0	245601.0	968904.0	185.50637557289818	4081.1402626037598	12758968.809632562	0.00031986442819130067	0
1908	2	1004475.0	113339.0	891136.0	365.62292772928873	5484.343915939331	9413575.342065481	0.0005825994605293065	0
1909	2	2191198.0	375246.0	1815952.0	389.93020183161684	7408.67383480072	14084914.395709222	0.0005260006292304958	0
1910	2	702809.0	173639.0	529170.0	161.648178845644	2586.370861530304	9243878.468252545	0.0002797928240200273	0
1911	2	276187.0	12609.0	263578.0	167.92581176757812	839.6290588378906	2813433.8430531234	0.0002984356859540474	0
1912	2	4587103.0	1021048.0	3566055.0	1005.066052500407	30151.981575012207	18369610.32534686	0.0016414056172660194	0
1913	2	673644.0	87785.0	585859.0	213.35629595650568	3840.413327217102	12270989.00967699	0.00031296689485978065	0
1914	2	849688.0	117851.0	731837.0	413.8127041310072	3310.5016330480576	7503403.342127294	0.0004412000104621186	0
1915	2	4042326.0	778913.0	3263413.0	480.95464483561904	20681.04972793162	26493246.89265513	0.0007806158985241307	0
1916	2	1289081.0	134489.0	1154592.0	645.7672768200146	10978.043705940247	9704439.845129266	0.0011312392967689126	0
1917	2	1475008.0	484485.0	990523.0	474.1103185117245	7585.765096187592	11419434.544071237	0.0006642855271783998	0
1918	2	3651638.0	669961.0	2981677.0	616.512376844883	19728.396059036255	19583028.70087027	0.001007423129505985	0
1919	2	2091366.0	130150.0	1961216.0	729.7458476016396	13865.171104431152	13915444.880054694	0.0009963871959497608	0
1920	2	1310399.0	377644.0	932755.0	189.4308010339737	3788.616020679474	13102233.909600643	0.00028915802044286287	0
1921	2	1974055.0	405831.0	1568224.0	383.34942805234874	10733.783985465765	17539617.2081286	0.0006119736741170882	0
1922	2	2533045.0	983783.0	1549262.0	496.2041963955452	14389.92169547081	16704495.860462433	0.0008614400467798645	0
1923	2	11800657.0	1333421.0	10467236.0	528.4013589248061	65521.76850667596	85264672.06612195	0.0007684515394120609	0
1924	2	1143138.0	165100.0	978038.0	312.07560113760144	4056.9828147888184	8190019.087272103	0.0004953569425856004	0
1925	2	500686.0	9932.0	490754.0	219.39423103332518	2193.942310333252	7328988.611740155	0.0002993513056929603	0
1926	2	84569969.0	14126211.0	70443758.0	1159.230874682358	665398.5220676735	370628618.112527	0.0017953241858556402	0
1927	2	1187725.0	135558.0	1052167.0	332.67709290667585	6320.864765226841	11109465.685812118	0.0005689620854852819	0
1928	2	523358.0	98771.0	424587.0	219.04698085784912	1752.375846862793	7307219.583025116	0.00023981431335847814	0
1929	2	177976.0	2259.0	175717.0	389.89212799072266	1559.5685119628906	2646811.4444438373	0.000589225392400627	0
1930	2	106476.0	3101.0	103375.0	195.4145450592041	781.6581802368164	2706880.9787379797	0.00028876710368006144	0
1931	2	739787.0	127230.0	612557.0	217.0847340651921	3039.186276912689	9477501.003201006	0.0003206738016578643	0
1932	2	3320286.0	662061.0	2658225.0	226.4799987077713	12229.91993021965	33138007.48436994	0.00036906020785915035	0
1933	2	934156.0	102127.0	832029.0	1227.4855651855469	4909.9422607421875	2754664.5613166587	0.0017824102178144556	0
1934	2	15096535.0	2446130.0	12650405.0	707.0954675162938	99700.46091979742	88383015.32484756	0.0011280500054603605	0
1935	2	509570.0	16691.0	492879.0	638.4482574462891	2553.7930297851562	3908921.38132738	0.0006533242244227349	0
1936	2	1990285.0	498750.0	1491535.0	321.9455557928003	9336.421117991209	19601143.793525245	0.00047632021969428465	0
1937	2	10739189.0	1914972.0	8824217.0	737.5136851618223	78913.96431231499	64838007.87581879	0.0012170942152241202	0
1938	2	14520523.0	3669403.0	10851120.0	892.3198796453014	82985.74880701303	63471155.98887372	0.0013074560800745484	0
1939	2	482176.0	18074.0	464102.0	1236.561279296875	2473.12255859375	1460687.3105450363	0.0016931225052341536	0
1940	2	1847260.0	175479.0	1671781.0	736.1201612684462	13250.162902832031	9932451.799124056	0.001334027405398591	0
1941	2	973014.0	294903.0	678111.0	353.3745587787458	4947.243822902441	9127322.132471312	0.0005420257717542534	0
1942	2	258914.0	23044.0	235870.0	171.47089099884033	1371.7671279907227	4395905.334113467	0.00031205565719202876	0
1943	2	599306.0	74568.0	524738.0	148.56906893849373	2377.1051030158997	8143412.621669281	0.00029190527527618115	0
1944	2	745478.0	55950.0	689528.0	316.5216257572174	3798.259509086609	7194211.111241831	0.0005279605297030227	0
1945	2	336110.0	28333.0	307777.0	196.9576422691345	1969.5764226913452	4786340.385861979	0.00041149944715781876	0
1946	2	1117217.0	92201.0	1025016.0	177.9902905534815	4805.737844944	17045064.675062694	0.00028194306895032797	0
1947	2	243226.0	52361.0	190865.0	232.97564125061035	1397.853847503662	2986300.765772253	0.0004680887683937553	0
1948	2	783719.0	72808.0	710911.0	430.20787087608784	7313.533804893494	9022899.50079745	0.000810552506347557	0
1949	2	561686.0	33702.0	527984.0	221.40101528343033	3763.8172598183155	10663635.455917036	0.00035295817035173023	0
1950	2	1502855.0	306268.0	1196587.0	462.3391635758536	9709.122435092926	13284264.223940127	0.0007308739326033362	0
1951	2	300918.0	16567.0	284351.0	300.27456283569336	1201.0982513427734	2232119.240698431	0.0005380977097652495	0
1952	2	303560.0	21932.0	281628.0	213.63525104522705	1709.0820083618164	4374399.371991954	0.0003907009541251736	0
1953	2	18682949.0	3301072.0	15381877.0	880.4653374608235	132950.26595658436	95159443.47424664	0.0013971316046269774	0
1954	2	227930.0	15851.0	212079.0	366.84381612141925	1100.5314483642578	2923530.177072872	0.0003764392298717928	0
1955	2	3117487.0	299156.0	2818331.0	1407.0078018851902	32361.179443359375	13225275.049372796	0.0024469191999824677	0
1956	2	382191.0	69782.0	312409.0	87.43352268218995	2185.8380670547485	13624012.02230391	0.0001604401158393215	0
1957	2	767456.0	124874.0	642582.0	232.39451321688566	2556.339645385742	7491146.753292773	0.0003412481065415104	0
1958	2	392033.0	19273.0	372760.0	209.56200657950507	1886.0580592155457	6773422.598172356	0.0002784497839725005	0
1959	2	1534938.0	411678.0	1123260.0	333.2126016998291	8330.315042495728	16509088.647550609	0.0005045896366745638	0
1960	2	2893074.0	234292.0	2658782.0	837.7023368503736	19267.153747558594	16206593.170482658	0.0011888466345073797	0
1961	2	1366925.0	203181.0	1163744.0	525.6829256330218	7359.560958862305	9468834.734549817	0.0007772404065738724	0
1962	2	316309.0	61440.0	254869.0	177.05926068623862	1062.3555641174316	3025649.0883709327	0.000351116581298403	0
1963	2	186563.0	7257.0	179306.0	115.14262390136719	575.7131195068359	2989317.190560655	0.00019259017454713773	0
1964	2	822947.0	87435.0	735512.0	382.7453475365272	4975.6895179748535	9667881.415050924	0.0005146618275880709	0
1965	2	2747005.0	800396.0	1946609.0	417.356192235289	12103.32957482338	16178402.81787427	0.0007481164680515523	0
1966	2	2186256.0	459569.0	1726687.0	292.7788919596111	9954.482326626778	23027610.702387247	0.0004322846367033123	0
1967	2	342231.0	31242.0	310989.0	447.0848982674735	3129.5942878723145	5173947.400339581	0.0006048755516275465	0
1968	2	1125837.0	239730.0	886107.0	406.17178849612964	6904.920404434204	10469136.10335609	0.0006595501611848083	0
1969	2	506052.0	22567.0	483485.0	180.0723196029663	1800.723196029663	6864966.569325565	0.00026230618573960096	0
1970	2	633610.0	20031.0	613579.0	350.8653682072957	4210.384418487549	6272992.462510184	0.0006711923286454472	0
1971	2	1358874.0	349972.0	1008902.0	441.90451463900115	8396.185778141022	11899911.741465257	0.0007055670630635437	0
