	region_encoded	total_area_ghs	nres_area_ghs	res_area_ghs	avgPOP2015	sumPOP2015	boundary_area	sum_population_density	cluster
514	1	17008116.0	174571.0	16833545.0	77.48571805755105	160705.3792513609	1663474946.7382677	9.660823540893783e-05	6
515	1	11188200.0	111117.0	11077083.0	149.35744771645517	189534.60115218163	1019537909.1880077	0.00018590245585191922	6
517	1	33794858.0	1293913.0	32500945.0	562.6827395078475	594755.6556597948	855294960.3979692	0.0006953807554098701	6
518	1	3198110.0	18621.0	3179489.0	191.234595267762	42645.31474471092	176350468.15124843	0.00024182138664999642	0
519	1	6986822.0	6034.0	6980788.0	49.644654780112	54658.76491290331	886847033.367809	6.163268619768191e-05	6
520	1	78748107.0	4084487.0	74663620.0	1037.0832894311493	1589848.6826979518	1227420312.8444192	0.0012952764966172364	6
521	1	6122837.0	24641.0	6098196.0	38.833589699137576	39649.09508281946	823693970.123065	4.813571122403098e-05	6
522	1	3494061.0	95148.0	3398913.0	271.0567329938139	54482.40333175659	160735815.29123524	0.0003389562135423309	0
524	1	18028439.0	240281.0	17788158.0	84.35880105309226	164162.22684931755	1568872827.0546644	0.00010463705153049836	6
526	1	6273325.0	148842.0	6124483.0	226.04698672155925	81602.96220648289	291084883.0144744	0.0002803407767569473	0
527	1	5951379.0	17188.0	5934191.0	114.46314311988188	62496.876143455505	442455481.19309175	0.00014125008910485454	0
528	1	21853603.0	1237859.0	20615744.0	305.2992925684546	286676.03572177887	759137271.9039319	0.00037763398838630265	6
529	1	9352221.0	102329.0	9249892.0	133.920107293869	99234.79950475693	595950253.7031351	0.00016651523996865256	0
530	1	5624522.0	45692.0	5578830.0	31.048725290212296	39680.270920891315	1017596231.5264977	3.8994121333730646e-05	6
531	1	11130197.0	25963.0	11104234.0	31.103294799496027	117290.52468889952	3022216135.125666	3.880944295336524e-05	3
532	1	12998241.0	337677.0	12660564.0	233.5587059656779	124720.348985672	428477260.32367224	0.00029107810503516124	0
533	1	10697161.0	692797.0	10004364.0	127.4107397230048	87148.94597053528	550717732.0683973	0.00015824612300609865	0
534	1	13019276.0	130747.0	12888529.0	51.02663857007642	130015.87507655472	2041663361.9009445	6.368134801395467e-05	3
535	1	17786471.0	286435.0	17500036.0	93.4479235715309	181569.31549948454	1561729857.6919506	0.00011626166625758325	6
537	1	6947142.0	124924.0	6822218.0	164.65298492908477	88089.34693706036	430948805.90487206	0.0002044079151167326	0
539	1	15902284.0	1640202.0	14262082.0	295.2099013803991	201333.1527414322	541649245.5836183	0.0003717039290334448	0
541	1	4630310.0	19959.0	4610351.0	90.92394944181166	37551.59111946821	335600562.5703018	0.00011189370730450396	0
543	1	5010520.0	87425.0	4923095.0	420.8809916038771	62290.38675737381	116976015.49129027	0.0005325056294297508	0
544	1	14486763.0	75637.0	14411126.0	149.95438247090917	153253.37888526917	823586773.48434	0.00018608042749023481	6
546	1	5428424.0	369039.0	5059385.0	380.0038417170507	61180.61851644516	129256575.35730034	0.0004733269340250218	0
548	1	8375875.0	15178.0	8360697.0	97.97070078748435	77200.91222053766	670011179.6166006	0.00011522331950448082	6
549	1	39391147.0	541811.0	38849336.0	407.40469950753004	839661.0856850194	1737762868.6185243	0.0004831850771172984	6
551	1	4923095.0	6462.0	4916633.0	35.21344988073218	77223.09558844566	1821371608.9938028	4.239831959997814e-05	6
552	1	4143318.0	9688.0	4133630.0	24.193672056193748	39605.041155989165	1334649286.9152846	2.9674493175301904e-05	6
553	1	9566298.0	100028.0	9466270.0	215.34664027611322	151388.6881141076	573781955.4046564	0.0002638435849857662	0
556	1	3945841.0	752.0	3945089.0	36.80099333860935	51668.59464740753	1161891932.3850448	4.446936346424758e-05	6
557	1	4658393.0	9674.0	4648719.0	134.43795730913072	107819.24176192284	653967353.6617373	0.00016486945588065551	6
560	1	7630757.0	30190.0	7600567.0	72.7505637305965	130296.25964149833	1474627411.166293	8.835876686874152e-05	6
562	1	2774820.0	26257.0	2748563.0	153.96158258244395	45572.62844440341	240038293.8750071	0.00018985565889805074	0
568	1	3787707.0	111107.0	3676600.0	114.5151206741482	45806.04826965928	323848097.7529919	0.0001414430054938808	0
578	1	6106571.0	133949.0	5972622.0	132.29931165705023	64165.16615366936	393188324.08382285	0.0001631919419356668	0
583	1	3778613.0	13588.0	3765025.0	306.83442216919315	38047.46834897995	98172734.06255741	0.00038755636900909195	0
588	1	6857965.0	35255.0	6822710.0	253.6147713814703	126046.54137659073	396028977.803207	0.00031827605665569564	0
589	1	8011575.0	152193.0	7859382.0	59.095262959324174	48576.30615256447	663739502.4048982	7.318579951405647e-05	6
590	1	13058656.0	108458.0	12950198.0	164.2686770725565	99546.81830596924	488868858.38933456	0.00020362683488153437	0
598	1	11294585.0	257764.0	11036821.0	1598.9541301593913	228650.44061279297	114557071.01968245	0.0019959522234424773	0
601	1	4340291.0	40710.0	4299581.0	285.47959491910314	48246.05154132843	136452773.11837748	0.00035357325790274206	0
606	1	20645135.0	673173.0	19971962.0	1357.5681372181907	259295.51420867443	155364360.19127473	0.0016689510637410425	0
613	1	2976722.0	12514.0	2964208.0	97.54839953955482	39799.74701213837	325284451.20696163	0.00012235367188459878	0
614	1	4740091.0	2364.0	4737727.0	142.68453345524046	36241.87149763107	207353846.0294235	0.0001747827310253428	0
616	1	3106226.0	21623.0	3084603.0	472.0253086693679	37289.999384880066	64656906.83151758	0.0005767365191479084	0
619	1	6461475.0	95547.0	6365928.0	58.69148262929252	37914.69777852297	527680909.326256	7.185156239010528e-05	0
621	1	5267523.0	486204.0	4781319.0	174.81920979149714	52620.58214724064	243682525.74942282	0.00021593908707820126	0
623	1	8800651.0	520952.0	8279699.0	207.85424520562933	90832.30515486002	355614073.3154889	0.0002554238202892399	0
626	1	5413575.0	1286.0	5412289.0	272.6493059653862	55620.45841693878	164395995.549998	0.0003383321973923802	0
628	1	10056692.0	497445.0	9559247.0	1741.361912844029	163688.01980733871	77074821.22695147	0.002123754777521306	0
635	1	12029568.0	408473.0	11621095.0	272.88306546894063	114338.00443148613	337711250.45920044	0.00033856735384449246	0
636	1	10774305.0	122402.0	10651903.0	653.5511423842352	173844.60387420654	218388429.20220467	0.0007960339497347854	0
641	1	2374953.0	2938.0	2372015.0	119.47982648032868	39906.26204442978	274094635.5518651	0.00014559300645954664	0
643	1	6346069.0	126646.0	6219423.0	138.57948776368562	54600.318178892136	321521977.0529072	0.00016981830815847315	0
644	1	5636880.0	52716.0	5584164.0	39.19625972955055	42802.315624669194	877091262.0222343	4.88002987579463e-05	6
649	1	6170409.0	91756.0	6078653.0	57.200015096957316	59716.815761223435	843005865.6522572	7.083795996486793e-05	6
650	1	7923709.0	54231.0	7869478.0	67.86545822275419	80556.29891040921	954559963.1447352	8.439103044404016e-05	6
652	1	6548855.0	44092.0	6504763.0	98.52349551288312	62857.99013721943	513760862.32137835	0.0001223487321576068	0
654	1	4597515.0	26557.0	4570958.0	78.21685170739069	42628.184180527925	433050807.1928485	9.843691195694853e-05	0
656	1	6046933.0	31083.0	6015850.0	236.4519856983175	56748.4765675962	633105926.7917073	8.963504236198143e-05	6
663	1	11604832.0	1285554.0	10319278.0	1601.1648727053405	160116.48727053404	82081473.35780276	0.0019507019150663573	0
664	1	8202988.0	79155.0	8123833.0	34.80388223963534	54955.330056384206	1259767363.7769256	4.3623395586008746e-05	6
666	1	62011393.0	2953266.0	59058127.0	7492.388994446507	1416061.5199503899	152205638.21241212	0.009303607517969806	0
667	1	5102802.0	231038.0	4871764.0	282.51900523757934	70629.75130939484	202945312.83235773	0.0003480235651844706	0
672	1	4615613.0	36818.0	4578795.0	106.21087891332054	43227.82771772146	325921786.83769214	0.00013263251940640828	0
675	1	8142538.0	156064.0	7986474.0	130.67913824920507	67430.43533658981	420175260.8681031	0.00016048168851558553	0
677	1	17406773.0	306304.0	17100469.0	52.84063750720294	166342.32687267486	2526673707.4774528	6.583451055844704e-05	3
681	1	7908317.0	307175.0	7601142.0	308.03913572401103	93335.85812437534	243625814.1600659	0.00038311152882613766	0
683	1	4629716.0	129924.0	4499792.0	91.37558547846554	53637.46867585927	839048300.3160038	6.392655661856206e-05	6
684	1	14529197.0	260011.0	14269186.0	341.0555453991603	290238.2691346854	683534224.6475656	0.00042461409929302955	6
688	1	8602249.0	184796.0	8417453.0	69.13477005950692	73351.99103313684	851933669.0237314	8.610058940057405e-05	6
692	1	28545908.0	2027155.0	26518753.0	4256.615635077706	617209.2670862675	118803109.07467079	0.005195228238499513	0
693	1	3197161.0	52071.0	3145090.0	128.7545523390083	34377.46547451522	216713663.3762802	0.0001586308169911077	0
694	1	6197545.0	184983.0	6012562.0	163.05884179509596	83649.18584088422	413950811.17946583	0.00020207518280382987	0
698	1	4401989.0	23379.0	4378610.0	36.66057941536618	42892.87791597843	938427409.4990555	4.570718787814946e-05	6
700	1	15767240.0	473743.0	15293497.0	82.78288481760039	144207.78535225987	1406925265.8523862	0.00010249853979620697	6
701	1	3075766.0	81552.0	2994214.0	19.881847801787888	42248.92657879926	1701351596.154401	2.4832566457336246e-05	6
704	1	37570105.0	2276353.0	35293752.0	882.7109263386262	781199.1698096842	717887603.2939104	0.0010881914748566196	6
705	1	21019207.0	214584.0	20804623.0	2599.263078788821	543245.9834668636	167100670.6012313	0.0032510101935094246	0
715	1	71760691.0	3109111.0	68651580.0	911.550003415296	1321747.5049521793	1162498722.5273695	0.0011369883504719813	6
717	1	7335940.0	114761.0	7221179.0	79.26293366400735	71495.16616493464	722360432.1483048	9.89743665116146e-05	6
718	1	7302713.0	288.0	7302425.0	111.59258478190623	65616.43985176086	478096667.54732764	0.00013724513117478564	0
719	1	9461123.0	138901.0	9322222.0	2078.0368547799453	220271.9066066742	87415180.84646739	0.0025198358508638353	0
720	1	5201593.0	23409.0	5178184.0	85.2349370895548	48072.50451850891	455183331.67651474	0.00010561130246454765	0
722	1	12273238.0	36556.0	12236682.0	282.4958539290533	167520.0413799286	482807750.83451825	0.00034697048895833876	0
725	1	3282077.0	10310.0	3271767.0	208.98729726221129	46604.16728947312	177257228.66757712	0.0002629182890863829	0
727	1	5021053.0	44092.0	4976961.0	994.7019682158199	107427.81256730855	88049442.88744117	0.0012200850913348753	0
729	1	19052482.0	612155.0	18440327.0	4360.141097528893	497056.08511829376	93310829.48065633	0.005326885291715634	0
730	1	9708379.0	454385.0	9253994.0	345.2056172443699	110811.00313544273	259340157.47557634	0.00042728054233513176	0
734	1	4507055.0	29978.0	4477077.0	503.308983461	64423.549883008	103493428.21865606	0.0006224892825745123	0
735	1	2299615.0	5766.0	2293849.0	1615.2351146274143	43611.348094940186	20901074.535536565	0.002086560096266391	0
736	1	16875421.0	189847.0	16685574.0	1395.405561451937	399085.99057525396	226198755.20315975	0.0017643155914665227	0
740	1	5901842.0	130821.0	5771021.0	3560.1241397371095	174446.08284711838	42081949.26850738	0.004145389790146141	0
742	1	18843161.0	39172.0	18803989.0	10206.47971944248	694040.6209220886	54521424.75316259	0.012729686064959809	0
743	1	7939543.0	960240.0	6979303.0	5990.2940827538805	257582.64555841684	35084849.03800522	0.00734170596770685	0
744	1	9028979.0	908727.0	8120252.0	114.81137256152194	40758.037259340286	287802948.440512	0.00014161785860843898	0
746	1	2578548.0	16894.0	2561654.0	814.8892799171747	41559.35327577591	39904220.4963457	0.0010414776371732856	0
747	1	6999993.0	972656.0	6027337.0	3249.951629846746	178747.33964157104	41341286.16620889	0.0043237004993732795	0
748	1	27573014.0	3999230.0	23573784.0	3875.8933365327207	519369.7070953846	110046941.13650155	0.004719528791365147	0
749	1	3243093.0	16395.0	3226698.0	156.99608500085324	36737.08389019966	191883552.83146617	0.0001914550952809714	0
750	1	51164934.0	2958710.0	48206224.0	8189.890680205077	1572459.0105993748	156715623.342439	0.01003383694019707	0
752	1	3048960.0	9390.0	3039570.0	212.973628431208	36205.51683330536	138514784.92672235	0.0002613837710715065	0
753	1	7022229.0	495464.0	6526765.0	1106.1232952711566	164812.37099540234	120876145.75838639	0.0013634813549137973	0
754	1	4246674.0	2108.0	4244566.0	152.64565048556273	44114.59299032763	235631610.0994524	0.00018721848470036893	0
755	1	10010027.0	301893.0	9708134.0	1506.1220192087108	262065.23134231567	141750552.94777644	0.0018487774889941024	0
757	1	16884459.0	488665.0	16395794.0	1191.8084599330555	476723.3839732222	326123100.7979333	0.0014617896825058132	0
758	1	3483249.0	90468.0	3392781.0	252.17189584175745	36312.753001213074	116078624.2125265	0.00031282894027696807	0
759	1	12597580.0	67613.0	12529967.0	370.6176412600826	153435.7034816742	337566271.68451905	0.00045453505386068707	0
761	1	8918220.0	61888.0	8856332.0	132.5149205792669	94483.13837301731	571345847.1928189	0.00016536943225760588	0
763	1	6451126.0	3239.0	6447887.0	228.85805050408945	77582.87912088633	277062769.9479729	0.00028001914199968084	0
764	1	7015676.0	160171.0	6855505.0	200.36079612819628	69725.5570526123	278324909.935676	0.00025051856504229776	0
767	1	10448882.0	399068.0	10049814.0	6541.618364376492	294372.82639694214	37157616.75135033	0.007922274142790509	0
768	1	14357603.0	2712764.0	11644839.0	625.2176365951012	181313.11461257935	231882490.42212346	0.0007819180925757412	0
770	1	2761447.0	13893.0	2747554.0	3815.1057254566867	64856.79733276367	14038808.817739408	0.004619821964582263	0
771	1	13223542.0	578341.0	12645201.0	2605.0969659736356	216223.04817581177	67525952.531143	0.003202073278064306	0
774	1	27190279.0	1631926.0	25558353.0	4283.91521274429	831079.5512723923	159023887.63312283	0.0052261302603149795	0
775	1	3366120.0	46729.0	3319391.0	678.9396303994315	47525.774127960205	55247466.92768554	0.0008602344464076081	0
776	1	24733873.0	303290.0	24430583.0	13249.103321473809	1046679.162396431	63771889.016621836	0.016412861192235017	0
777	1	16546166.0	103509.0	16442657.0	1470.4434043036567	423487.7004394531	234292691.23974645	0.0018075156258549596	0
779	1	4960721.0	171217.0	4789504.0	421.3394622250515	71627.70857825875	139563614.9670428	0.000513226234467868	0
780	1	2609917.0	1942.0	2607975.0	83.38514678009963	39774.715014107525	387860359.1298169	0.00010254905941752847	0
781	1	3957134.0	14437.0	3942697.0	209.93293247808958	37577.99491357803	142444757.60339046	0.00026380749664516685	0
782	1	5220891.0	188217.0	5032674.0	626.283749587294	86427.15744304657	113363241.37600583	0.0007623913747877318	0
788	1	9111926.0	12290.0	9099636.0	320.9515206149194	145070.08731794357	370600635.1929328	0.0003914458679824465	0
789	1	5941046.0	3112.0	5937934.0	169.0350656327219	101759.10951089859	490783837.3907008	0.000207339976906963	0
791	1	4659258.0	37570.0	4621688.0	3091.420834495908	64919.83752441406	19195289.03361305	0.003382071372342054	0
794	1	19705912.0	293415.0	19412497.0	2497.1032488571136	489432.2367759943	157804617.15496054	0.003101507709976464	0
796	1	3711062.0	43919.0	3667143.0	188.5502672683902	38652.80479001999	165653843.30010566	0.0002333347903072487	0
797	1	7637808.0	23110.0	7614698.0	147.51054296279221	65642.19161844254	357967165.6662556	0.00018337489556135124	0
799	1	6118408.0	8933.0	6109475.0	433.49890112928057	101005.24396312237	188922934.68821198	0.0005346372801683177	0
800	1	7932586.0	363561.0	7569025.0	496.9838776612046	100390.74328756332	165491321.22322387	0.0006066224050030438	0
