	municipality	total_area_ghs	nres_area_ghs	res_area_ghs	msft_commercial_bldg_area	msft_commercial_bldg_count	msft_residential_bldg_area	msft_residential_bldg_count	msft_building_count	msft_area_sum	avgPOP2015	sumPOP2015	boundary_area	sum_population_density	index_gt	city	year	city_id	total_area	population	city_type	wastewater	railway_length	road_length	RES-electricity	COM-electricity	MUN-electricity	IND-electricity	AFF-electricity	RES-coal	COM-coal	MUN-coal	IND-coal	AFF-coal	RES-natural_gas	COM-natural_gas	MUN-natural_gas	IND-natural_gas	AFF-natural_gas	RES-oil	COM-oil	MUN-oil	IND-oil	AFF-oil	RES-kerosene	COM-kerosene	MUN-kerosene	IND-kerosene	AFF-kerosene	RES-lpg	COM-lpg	MUN-lpg	IND-lpg	AFF-lpg	RES-biomass	COM-biomass	MUN-biomass	IND-biomass	AFF-biomass	RES-district_heating	COM-district_heating	MUN-district_heating	IND-district_heating	AFF-district_heating	gt_point_geometry	res_com_electricity	res_com_non_electricity	res_com_non_electricity_adjusted	bottom_up_emissions_estimate_ghs	bottom_up_emissions_estimate_msft	bottom_up_emissions_estimate_ghs_adjusted	absolute_percent_error_ghs	absolute_percent_error_msft	absolute_percent_error_ghs_adjusted
275	lee	1396889.0	136999.0	1259890.0	363715.56833533675	343	410902.75032138923	2747	3090	774618.318656726	52.92419627930899	5609.964805606753	70010532.6257461	8.013029747389337e-05																																																			None				56672.783338040994	31199.33526895833	33561.62229278788			
276	sterling	1432282.0	93571.0	1338711.0	261579.3771304536	317	535605.1766644272	3289	3606	797184.5537948807	61.813655491918325	7912.147902965546	82102983.32533434	9.636857983118029e-05																																																			None				58145.779610037	32197.35889782501	34433.93068506391			
277	warren	808787.0	45629.0	763158.0	132782.2345863667	118	276622.0661074715	1880	1998	409404.3006938382	47.03375226863744	5173.712749550119	71626077.36154875	7.223225032182956e-05																																																			None				32839.701682275	16536.594028454998	19447.671336243253			
278	lakeville	2027409.0	129197.0	1898212.0	372341.8166629647	327	641217.7516256318	4210	4537	1013559.5682885966	77.91505962240396	10830.19328751415	93627653.22627726	0.00011567301875376472																																																			None				82308.48468633901	40905.05879691039	48743.084631249956			
279	royalston	281115.0	2656.0	278459.0	16670.696905538545	31	101001.59791832296	699	730	117672.2948238615	7.424805206937138	1291.916106007062	110258989.75229	1.171710450920606e-05																																																			None				11424.732485256001	4769.993286547525	6765.726577768603			
280	watertown	2525622.0	323706.0	2201916.0	766196.488943523	474	1054301.5113764575	7937	8411	1820498.0003199806	1962.0878726734834	33355.49383544922	10688503.43008324	0.0031206888834940903																																																			None				102406.197481542	73394.32300844305	60644.950148569165			
281	easton	3275292.0	222289.0	3053003.0	700904.2819555784	797	1150732.4305053658	6868	7665	1851636.7124609442	184.82849200833746	21994.590548992157	75774624.2047433	0.00029026327454376676																																																			None				132959.14669597498	74711.67509673582	78738.40667335638			
282	east bridgewater	2194631.0	51295.0	2143336.0	298462.2331652927	312	744417.6779461657	4866	5178	1042879.9111114584	197.42301023179206	13622.187705993652	45463551.828628875	0.00029962876102028653																																																			None				89167.35291963302	42155.28627186526	52804.90639900667			
283	natick	4289713.0	483279.0	3806434.0	925658.264980021	811	1593303.3183829833	10541	11352	2518961.5833630045	540.0453464801495	35102.94752120972	41368008.4867741	0.0008485529955456423																																																			None				173987.25247707302	101659.5784141251	103035.25091692264			
284	brockton	9527723.0	1068029.0	8459694.0	1907227.9476209604	1322	3153453.3593082074	23758	25080	5060681.306929167	1023.6243711618276	93149.81777572632	55765167.133723274	0.0016703943081952167	6.0	Brockton	2015.0	4931429.0		95630.0	URB				900000000.0	1008000000.0		162000000.0							1427169240.0	1046590776.0		361549540.8		959601891.3	153536302.608		9979859.66952																						POINT (-71.01838 42.08343)	2070000000.0	3958427610.37752	230578.40830449056	386440.89676080307	204200.03352169815	228850.29906174756	67.59630687123494	11.440088851666639	0.7494670708546748
285	wendell	198292.0	9797.0	188495.0	18965.40698186322	28	67867.72097147394	554	582	86833.12795333716	7.0889915262622045	942.8358729928732	83516500.31882212	1.1289216734341372e-05																																																			None				8052.477187922999	3514.6210568307365	4768.676990688			
286	westford	3285068.0	348984.0	2936084.0	629792.0818234306	575	1306856.7600493613	7862	8437	1936648.841872792	174.3725345369399	22145.311886191368	81273003.58821782	0.00027248053976685786																																																			None				133256.36282896803	78223.48831702297	78914.41806731487			
287	north reading	1984011.0	184482.0	1799529.0	436719.80249834724	424	782786.8752784691	4849	5273	1219506.6777768163	266.3943334508825	14385.294006347656	34955842.235230714	0.0004115276041568023																																																			None				80500.72541247	49225.5527383868	47672.52958926473			
288	tisbury	1003559.0	11100.0	992459.0	122987.79506918353	227	388925.05200205767	2802	3029	511912.8470712412	156.06251372893652	3745.5003294944763	17033521.68497601	0.00021988995574521154																																																			None				40784.139798732	20711.130023977836	24152.367588809087			
289	acton	2755912.0	334154.0	2421758.0	735858.6172323166	745	1144837.807401372	6386	7131	1880696.4246336885	261.07571437245326	21930.36000728607	52606200.85098947	0.0004168778518982061																																																			None				111758.82264855	75865.26767005675	66183.57477247131			
290	middleton	1448281.0	80523.0	1367758.0	428308.01087663224	458	421978.8545872892	2460	2918	850286.8654639215	151.51730076471964	9091.038045883179	37542243.09155761	0.00024215489798284177																																																			None				58806.426274101	34224.064342669386	34825.16563952261			
291	tyringham	121684.0	695.0	120989.0	18854.175789398207	31	61444.39245323041	405	436	80298.56824262862	4.135058198315211	322.53453946858644	48877454.09876884	6.598840823763582e-06																																																			None				4945.691964177	3249.0905890716435	2928.838781185619			
292	hingham	3624507.0	352304.0	3272203.0	915451.053172161	1027	1156667.9313772295	6940	7967	2072118.9845493906	239.8644154710205	22787.119469746947	58794231.866013214	0.00038757406545725015																																																			None				147051.33879276	83504.27914581653	87083.80283307248			
293	rockport	910196.0	17818.0	892378.0	95272.0361839536	141	458474.68454281165	3547	3688	553746.7207267652	201.46281350453694	6043.884405136108	18183441.98852486	0.00033238395728103955																																																			None				36983.786378166	22433.514914914384	21901.798293149903			
294	oak bluffs	1249879.0	15715.0	1234164.0	130694.04224590377	170	524451.3219912377	4000	4170	655145.3642371414	152.0141376654307	4560.424129962921	19194397.277303003	0.00023759142129227122																																																			None				50792.96777015699	26527.188583277355	30079.595513486966			
295	rutland	963883.0	14703.0	949180.0	108831.79089468268	157	454943.40536633605	3040	3197	563775.1962610187	53.46024024570423	8072.496277101338	93970319.00025883	8.590474484905285e-05																																																			None				39168.53149097701	22830.434953770746	23195.60434895658			
296	mattapoisett	1530142.0	34846.0	1495296.0	189217.71012019282	253	523339.7379768527	3427	3680	712557.4480970455	86.08788347584861	6026.1518433094025	45341512.78305588	0.00013290584000014608																																																			None				62170.043323842	28814.62220862382	36817.09965637923			
297	westport	3574018.0	35088.0	3538930.0	350389.3962883832	593	1238554.3167823248	8172	8765	1588943.7130707079	71.32701435816843	15335.308087006211	135071505.7640336	0.00011353473850951655																																																			None				145249.830535392	64310.771112304676	86016.94964305912			
298	charlemont	311856.0	3979.0	307877.0	39692.04640922694	80	121364.89612413321	869	949	161056.94253336015	11.259528329942079	1272.326701283455	69053713.06990997	1.8425174327633208e-05																																																			None				12673.254354237002	6515.3032407800765	7505.101228579152			
299	west springfield	4685189.0	565243.0	4119946.0	1228712.3158602857	916	1307122.4850881915	8434	9350	2535834.8009484774	396.3923671133306	28936.642799273133	45449924.34106839	0.0006366708684072789																																																			None				189997.86080560499	102105.86000914699	112516.73316907926			
300	new braintree	336218.0	7540.0	328678.0	56288.41490928411	85	92544.25235475457	605	690	148832.66726403867	13.110012850129461	1088.1310665607452	54214967.67489754	2.0070676295258008e-05																																																			None				13660.711755804	6005.287293563708	8089.873501787129			
301	dedham	3381396.0	469762.0	2911634.0	826251.4760810839	474	1061098.2350292504	8146	8620	1887349.7111103344	597.9449175271121	26309.576371192932	27690298.012093954	0.0009501369887641519																																																			None				137076.44391963002	76064.25031674729	81176.6700892049			
302	princeton	482801.0	4422.0	478379.0	78128.35341094946	152	270622.34431430465	1645	1797	348750.6977252541	24.01797467033411	3482.606327198446	92849373.9705004	3.750812933111343e-05																																																			None				19621.51888653	14114.338997081424	11619.863484603065			
303	lincoln	1073476.0	81067.0	992409.0	443404.8788223078	630	357723.0779905002	1927	2557	801127.956812808	102.57618956267834	6564.876132011414	38827066.95950722	0.00016907988797757833																																																			None				43570.829612925	32213.905716614638	25802.645296774182			
304	buckland	357712.0	3325.0	354387.0	57543.29954306474	81	146556.1369687659	998	1079	204099.43651183063	21.958697456347792	1734.7370990514755	51512364.39317198	3.367613037155438e-05																																																			None				14537.737446651001	8250.792563216686	8609.248115906723			
305	hatfield	1132523.0	124359.0	1008164.0	309855.1353448024	335	293295.37475922087	1710	2045	603150.5101040233	49.454085493789	3362.877813577652	43597548.36463703	7.713456237152452e-05																																																			None				45936.761399432995	24272.049651540437	27203.75010074422			
306	boxborough	613184.0	33597.0	579587.0	195313.86700472646	205	260986.01996897586	1416	1621	456299.8869737023	112.71377302960651	4621.264694213867	26969178.88148667	0.00017135355564667162																																																			None				24898.294554939	18393.38187955496	14744.770035434874			
307	holden	2193221.0	46940.0	2146281.0	335307.6346629923	400	1030160.4000209458	6300	6700	1365468.0346839381	125.80470810416672	18115.877967000008	94139735.61817908	0.0001924360404035562																																																			None				89113.481817948	55238.79948847743	52773.00393258881			
308	methuen	6328124.0	589183.0	5738941.0	836690.9738219954	781	2180680.8985503255	14847	15628	3017371.872372321	467.3113813912997	43459.95846939087	59582986.96257546	0.0007294021445532499																																																			None				256761.363911625	121989.41822993098	152054.0797084643			
309	ashfield	410583.0	5140.0	405443.0	52987.32358013662	99	177380.396968679	1204	1303	230367.72054881562	10.652627884619164	1757.683600962162	104314880.25203806	1.6849787841536835e-05																																																			None				16685.416083924	9322.154100647529	9881.103404899792			
310	swansea	3165364.0	221413.0	2943951.0	397757.2335004152	423	1077631.4313576717	7559	7982	1475388.664858087	177.55072638863012	16867.31900691986	59494289.62672489	0.00028351156241628684																																																			None				128491.45862827502	59657.509807209215	76092.64179966446			
311	rehoboth	2593188.0	58743.0	2534445.0	305834.0010512512	535	908032.2259807244	5626	6161	1213866.2270319758	61.02567349622647	11716.929311275482	123024450.67170556	9.524065539249966e-05																																																			None				105362.108539857	49099.75255484297	62395.44067730331			
312	shirley	1011755.0	78671.0	933084.0	178288.302648447	182	357872.30811707623	2396	2578	536160.6107655232	117.76664277279016	7772.59842300415	41186741.79258729	0.00018871603056503606																																																			None				41063.873301440995	21653.04026909198	24318.025769113356			
313	phillipston	329879.0	6730.0	323149.0	24162.132423429877	45	123925.46707213245	863	908	148087.59949556232	17.458488539008812	1763.30734243989	63846275.71456	2.7618014092523984e-05																																																			None				13403.682872622001	6000.3996371524345	7937.6609971667485			
314	chelmsford	4920202.0	474922.0	4445280.0	972487.2832296132	831	1798637.248676663	10857	11688	2771124.5319062765	358.0715393922767	35091.010860443115	59824601.22229431	0.0005865648937642405																																																			None				199622.13249547803	111872.53891279467	118216.22686382208			
315	south hadley	2656894.0	95655.0	2561239.0	502599.97442212416	508	916744.2807786319	5774	6282	1419344.255200756	220.2751236104965	16520.63427078724	47778482.48666517	0.0003457756172016995																																																			None				107922.464344017	57296.517323596694	63911.68338452686			
316	williamsburg	503056.0	11111.0	491945.0	60410.04991574363	104	195099.77526898033	1281	1385	255509.82518472397	23.44487014158902	2555.4908454332035	66536474.320737526	3.8407367861340524e-05																																																			None				20439.561033728998	10338.268427793466	12104.308044174311			
317	west newbury	793711.0	18331.0	775380.0	108406.25823047674	170	309645.7728822313	1881	2051	418052.03111270803	70.14042831261953	4208.425698757172	38156805.08289428	0.00011029292650719888																																																			None				32248.469647988997	16907.38001041006	19097.543725539083			
318	littleton	1666359.0	214550.0	1451809.0	410631.0997519304	283	607097.4316574335	3844	4127	1017728.531409364	124.47041247950659	8961.869698524475	45378779.92945192	0.00019749031843643744																																																			None				67564.957310082	41044.24952350383	40011.96771903056			
319	haverhill	6415818.0	701838.0	5713980.0	1371530.7192385695	1201	2281494.209715529	16780	17981	3653024.9289540984	412.22568932763573	60597.17633116245	92502352.71170032	0.000655087947006322	16.0	Haverhill	2015.0	4939085.0		62873.0	URB				612000000.0	468000000.0		248400000.0	39600000.0						1046590776.0	437665233.6		561353234.4	10465907.76	601350518.548	78047620.4924		14074161.0724	1087548.81014																					POINT (-71.07728 42.7762)	1328400000.0	2739081544.1128	159551.49994457062	260236.909821042	147404.77359313087	154112.29799602105	63.105273163492825	7.613044287054407	3.4090572325795674
320	heath	179916.0	2642.0	177274.0	15137.207746686818	31	82688.65759928095	639	670	97825.86534596777	6.875420959279088	694.417516887188	64562753.72174231	1.0755698554619336e-05																																																			None				7311.181503870001	3964.4830282064136	4329.681686591814			
321	sudbury	2490393.0	267900.0	2222493.0	653189.8687032424	915	1029483.1307815183	5469	6384	1682672.9994847607	176.10964835500255	18139.293780565262	64137247.35582828	0.00028281996076211257																																																			None				101018.318846364	67881.31772464956	59823.048420816755			
322	rowley	1149795.0	40469.0	1109326.0	192029.04050527426	210	322797.26673566224	2084	2294	514826.3072409365	79.83707643618186	5987.78073271364	48044113.766755894	0.00012463089155485436																																																			None				46705.15877229901	20774.97520713057	27658.79502495547			
323	whately	730302.0	121508.0	608794.0	178766.99622249373	222	157712.80023605574	913	1135	336479.7964585495	18.071537538475933	1518.0091532319784	53557790.278172925	2.834338656146222e-05																																																			None				29589.436352844004	13535.986568000022	17522.864208154217			
324	bourne	4217507.0	196760.0	4020747.0	624534.3782720399	798	1401340.0501023242	9867	10665	2025874.4283743643	102.29645232740276	17083.507538676262	106489665.73255451	0.00016042408830149735																																																			None				171278.71812129597	81854.50866252324	101431.25687143147			
325	washington	123172.0	719.0	122453.0	9363.582778476317	19	59534.578725197665	405	424	68898.16150367398	3.168090840368151	503.726443618536	100606492.93487285	5.006897953839033e-06																																																			None				5006.157583545	2793.186997271796	2964.6465209753487			
326	williamstown	1303121.0	31812.0	1271309.0	368295.4946982667	439	467521.9606942194	3051	3490	835817.4553924861	40.48007279670722	7488.813467390835	121385054.0495628	6.169469154195107e-05																																																			None				52944.43600098001	33683.35220857459	31353.694999780357			
327	shelburne	452257.0	2611.0	449646.0	100845.71235114611	153	153157.07743325664	935	1088	254002.78978440276	20.872798641522724	1941.1702736616132	60669627.670483716	3.1995750562451676e-05																																																			None				18381.390520077002	10245.042897880536	10885.4594659896			
328	east longmeadow	3003622.0	236403.0	2767219.0	706424.0773475276	513	1017065.5351998152	5924	6437	1723489.6125473427	296.0725189555775	16283.988542556763	33715974.05110574	0.0004829754738176612																																																			None				121905.07907094902	69498.35621984374	72192.187825816			
329	southampton	1370554.0	21313.0	1349241.0	148580.43857001516	244	458737.523744975	2731	2975	607317.9623149901	54.45901221865334	6426.163441801094	75028625.75412959	8.564948880790872e-05																																																			None				55693.769492295	24568.948058294518	32981.8502933371			
330	monson	1561240.0	71779.0	1489461.0	202546.67524626217	253	541703.5510943164	3567	3820	744250.2263405786	46.61694532500373	8391.050158500671	116073892.50038047	7.229058987983165e-05																																																			None				63404.92445526901	30092.34065184521	37548.3962624103			
331	sandisfield	242593.0	1199.0	241394.0	18850.841332105396	41	133736.11402977357	942	983	152586.95536187897	4.017901655700472	867.8667576313019	137229347.1452438	6.32420670713204e-06																																																			None				9860.032534833	6187.489512333505	5839.111267128103			
332	erving	259589.0	5826.0	253763.0	60506.41923394817	49	104204.89033698624	744	793	164711.30957093442	27.972586706149997	1594.4374422505498	37276470.8404908	4.277329388485524e-05																																																			None				10547.232195078	6647.391660496751	6246.070905925191			
333	monterey	260285.0	1819.0	258466.0	37216.906840597396	79	139136.91978148103	940	1019	176353.82662207843	8.4093670616376	975.4865791499615	71025465.56135894	1.3734321506238322e-05																																																			None				10578.691185668999	7139.051547459182	6264.70092015318			
334	west tisbury	939631.0	14720.0	924911.0	92033.71741295265	159	340402.81739121146	2469	2628	432436.53480416414	26.994480492671332	2834.4204517304897	68131660.54634474	4.160210435209415e-05																																																			None				38182.716740808	17505.028507038856	22611.804853906495			
335	townsend	1414372.0	37571.0	1376801.0	215140.3991185374	188	525211.853177895	3682	3870	740352.2522964324	65.90133845295225	9226.187383413315	85456989.75365119	0.00010796293445404356																																																			None				57462.04135235701	29923.938628513213	34029.020888865816			
336	winthrop	765650.0	15410.0	750240.0	126261.75383525938	146	596016.9743801303	4632	4778	722278.7282153897	1747.9437604631696	12235.606323242188	5901608.948085546	0.002073266194164112																																																			None				31110.14841291	29259.54624115597	18423.4298901253			
337	stockbridge	762050.0	15497.0	746553.0	147810.6563202576	247	257613.1333252685	1704	1951	405423.78964552615	21.10198710382599	2046.8927490711212	61377541.13245983	3.334921391936654e-05																																																			None				30963.745940607	16362.912223854728	18336.730346027463			
338	orleans	2124836.0	85728.0	2039108.0	351074.9614556872	605	754919.9299227329	4546	5151	1105994.89137842	91.20315898373975	5380.986380040646	37756179.21120087	0.00014251935689626945																																																			None				86303.08678809601	44679.20565028002	51108.687995910455			
339	ayer	1519709.0	261588.0	1258121.0	655404.3602815213	312	384105.924881786	2603	2915	1039510.2851633073	186.74255051110921	7096.21691942215	24624161.003522288	0.0002881810640535973																																																			None				61566.70495626	41736.129500165436	36459.80267509717			
340	oxford	2015556.0	79223.0	1936333.0	383573.6898338613	376	691790.8469530091	4962	5338	1075364.5367868703	126.03962805596265	13864.359086155891	71074671.17420104	0.00019506750938284227																																																			None				81866.188898001	43408.44291331957	48481.15706539619			
341	hopkinton	2350580.0	276536.0	2074044.0	523238.70551439014	569	963656.7330836933	5390	5959	1486895.4385980833	133.84757801553476	15392.471471786499	72189194.34444048	0.00021322403735860398																																																			None				95328.33799485599	60026.03823802386	56453.44176055371			
342	russell	316410.0	10059.0	306351.0	49554.96476358344	52	118839.41613511603	830	882	168394.38089869946	23.37854937873256	1659.8770058900118	46394446.575844996	3.577749339409552e-05																																																			None				12853.559816109002	6805.759937638619	7611.87812309975			
343	merrimac	782121.0	13454.0	768667.0	88048.6916193494	124	352663.40911550296	2495	2619	440712.10073485237	179.38923327128092	5919.8446979522705	23068820.128412344	0.00025661670883033973																																																			None				31781.212058682002	17844.566201186444	18820.83378115148			
344	northbridge	1933390.0	159847.0	1773543.0	406081.3013052605	328	705065.1046370225	4567	4895	1111146.405942283	216.8311468673079	15828.673721313477	46785377.57900973	0.0003383252319505703																																																			None				78462.546117777	44845.119384759004	46465.51981094754			
345	blandford	367741.0	5635.0	362106.0	32091.190403681834	65	121843.53248620697	854	919	153934.7228898888	5.798434069679213	1264.0586271900684	138505088.32380217	9.126441797105004e-06																																																			None				14943.572511453001	6231.806491533229	8849.583641282466			
346	easthampton	2487042.0	103326.0	2383716.0	422653.5583915269	450	858546.8098467563	5735	6185	1281200.368238283	283.5006254196167	15592.534398078918	35261714.53076625	0.0004421944481591856																																																			None				101012.213669922	51744.41350483702	59819.4329353278			
347	north andover	3680125.0	329632.0	3350493.0	954499.1029165982	980	1290749.8669977891	7326	8306	2245248.9699143874	254.91966679367152	28041.163347303867	71823938.8592711	0.00039041528204470353																																																			None				149330.03683039203	90510.83954953088	88433.24781095816			
348	norton	2580718.0	232637.0	2348081.0	618571.7149343371	512	853243.0144424756	5907	6419	1471814.7293768127	164.3981751326857	19070.18831539154	75976080.53745876	0.0002510025284337917																																																			None				104717.749681611	59337.66650765765	62013.85136145003			
349	hampden	1013672.0	8879.0	1004793.0	93749.1900017793	166	367254.0301579399	2226	2392	461003.2201597192	69.93241251856088	5594.593001484871	50907152.84449879	0.0001098979748204371																																																			None				41196.97138450501	18664.85801846035	24396.84645390386			
350	sunderland	548166.0	9379.0	538787.0	114178.4526902379	195	189420.13329492998	1076	1271	303598.5859851679	61.62608955270153	3635.9392836093903	38192765.24927089	9.519968663905007e-05																																																			None				22274.572766516998	12250.484670409562	13191.001992331365			
