	municipality	state_x	city_x	total_area_ghs	nres_area_ghs	res_area_ghs	msft_commercial_bldg_area	msft_commercial_bldg_count	msft_residential_bldg_area	msft_residential_bldg_count	msft_building_count	msft_area_sum	state_y	city_y	avgPOP2015	sumPOP2015	boundary_area	sum_population_density	index_gt	city	year	city_id	total_area	population	city_type	wastewater	railway_length	road_length	RES-electricity	COM-electricity	MUN-electricity	IND-electricity	AFF-electricity	RES-coal	COM-coal	MUN-coal	IND-coal	AFF-coal	RES-natural_gas	COM-natural_gas	MUN-natural_gas	IND-natural_gas	AFF-natural_gas	RES-oil	COM-oil	MUN-oil	IND-oil	AFF-oil	RES-kerosene	COM-kerosene	MUN-kerosene	IND-kerosene	AFF-kerosene	RES-lpg	COM-lpg	MUN-lpg	IND-lpg	AFF-lpg	RES-biomass	COM-biomass	MUN-biomass	IND-biomass	AFF-biomass	RES-district_heating	COM-district_heating	MUN-district_heating	IND-district_heating	AFF-district_heating	gt_point_geometry	res_com_electricity	res_com_non_electricity	res_com_non_electricity_adjusted	bottom_up_emissions_estimate_ghs	bottom_up_emissions_estimate_msft	bottom_up_emissions_estimate_ghs_adjusted	absolute_percent_error_ghs	absolute_percent_error_msft	absolute_percent_error_ghs_adjusted
234	huautla, hidalgo	Hidalgo	Huautla	1571277.0		1571277.0	86667.87162106259	164.0	837279.1589820832	10287	10451	923947.0306031457	Hidalgo	Huautla	62.07505629952662	22781.54566192627	294326994.99602395	7.740216170872816e-05																																																			None					20404.616382187523				
235	huazalingo, hidalgo	Hidalgo	Huazalingo	642170.0		642170.0	39723.3083567211	67.0	337156.7685664426	4618	4685	376880.0769231637	Hidalgo	Huazalingo	97.30506160877368	13136.183317184448	108050666.79804915	0.0001215742920100297																																																			None					8312.882668724747				
236	huehuetla, hidalgo	Hidalgo	Huehuetla	1019237.0		1019237.0	67733.2260131823	131.0	676825.942809511	9924	10055	744559.1688226933	Hidalgo	Huehuetla	91.36357509014302	24302.710973978043	216432187.21808308	0.0001122878777244438																																																			None					16447.90310283182				
237	huejutladereyes, hidalgo	Hidalgo	HuejutladeReyes	6857965.0	35255.0	6822710.0	663108.7271054904	1113.0	3092863.7799050473	36039	37152	3755972.5070105377	Hidalgo	HuejutladeReyes	253.6147713814703	126046.54137659073	396028977.803207	0.00031827605665569564	600.0	Huejutla de Reyes	2016.0	8582048.0		128313.0	URB				200000000.0	78000000.0									37000000.0	9600000.0					1300000.0				1800000.0					230000000.0	44000000.0														POINT (-98.47705 21.11613)	278000000.0	323700000.0	18913.791	152872.2387015606	82221.93225976636	90530.93975906417	708.258052029657	334.71947141515074	378.65041841196285
238	huichapan, hidalgo	Hidalgo	Huichapan	8011575.0	152193.0	7859382.0	518364.89816147304	838.0	2307175.683555204	24116	24954	2825540.581716677	Hidalgo	Huichapan	59.095262959324174	48576.30615256447	663739502.4048982	7.318579951405647e-05	546.0	Huichapan	2016.0	8582049.0		47628.0	URB				85000000.0	24000000.0									16000000.0	2900000.0					400000.0				770000.0					97000000.0	13000000.0														POINT (-99.65197 20.38929)	109000000.0	130070000.0	7599.9901	178328.3972678226	61808.28137675707	105606.07686200454	2246.4293363727224	713.267919608962	1289.5554529999263
239	ixmiquilpan, hidalgo	Hidalgo	Ixmiquilpan	13058656.0	108458.0	12950198.0	1429413.135603885	2189.0	4526026.454286453	43466	45655	5955439.5898903385	Hidalgo	Ixmiquilpan	164.2686770725565	99546.81830596924	488868858.38933456	0.00020362683488153437	289.0	Ixmiquilpan	2016.0	8582050.0		96062.0	URB				160000000.0	77000000.0									30000000.0	9400000.0					1300000.0				1500000.0					180000000.0	43000000.0														POINT (-99.19505 20.54335)	237000000.0	265200000.0	15495.636	290996.5615781343	129487.86741460356	172328.16376657112	1777.9258984796386	735.6408695622662	1012.1077170796417
240	jacaladeledezma, hidalgo	Hidalgo	JacaladeLedezma	1296454.0	2349.0	1294105.0	62210.397710012585	115.0	640997.1233579172	8746	8861	703207.5210679298	Hidalgo	JacaladeLedezma	24.293302479120335	13337.023061037064	442824179.6825651	3.0118100304725004e-05																																																			None				28909.586237614563	15538.524143492203	17120.256969915343			
241	jaltocán, hidalgo	Hidalgo	Jaltocán	617069.0	533.0	616536.0	36653.05330296198	73.0	303485.95311203174	3757	3830	340139.0064149937	Hidalgo	Jaltocán	244.14537135759988	11718.977825164795	38623613.4457628	0.00030341484857757204																																																			None				13761.367876299959	7500.607906594535	8149.482056344835			
242	juárezhidalgo, hidalgo	Hidalgo	JuárezHidalgo	315464.0		315464.0	16480.83836938721	30.0	148111.41510777266	1995	2025	164592.25347715986	Hidalgo	JuárezHidalgo	25.523854128748393	3547.8157238960266	111132080.00642404	3.192431675616027e-05																																																			None					3632.4531945663816				
243	lamisión, hidalgo	Hidalgo	LaMisión	644416.0		644416.0	33962.709223233374	60.0	408708.49554876063	6194	6254	442671.204771994	Hidalgo	LaMisión	36.64560430154607	10847.098873257637	234066973.36677602	4.634185984137349e-05																																																			None					9793.685457351112				
244	lolotla, hidalgo	Hidalgo	Lolotla	659557.0		659557.0	69397.99385358115	120.0	312445.429724487	4094	4214	381843.42357806815	Hidalgo	Lolotla	47.02517529063755	10580.664440393448	178088743.89168563	5.9412314384274927e-05																																																			None					8354.294854827274				
245	metepec, hidalgo	Hidalgo	Metepec	1885466.0	33809.0	1851657.0	1350917.6239533334	977.0	841683.6296836014	8958	9935	2192601.253636935	Hidalgo	Metepec	76.28074383605373	13959.376121997833	147161924.8506072	9.485725425356338e-05																																																			None				41972.98297346785	45747.813553624306	24856.400516887657			
246	metztitlán, hidalgo	Hidalgo	Metztitlán	3478207.0	45705.0	3432502.0	363614.75112860353	367.0	889433.0284521077	11025	11392	1253047.7795807112	Hidalgo	Metztitlán	23.027458988321808	22820.21185742691	800457799.2073879	2.850895060304672e-05																																																			None				77468.42603212308	27097.982726848546	45876.80189622329			
247	mineraldelareforma, hidalgo	Hidalgo	MineraldelaReforma	11294585.0	257764.0	11036821.0	4767589.6367165465	5464.0	3192632.4771066345	31907	37371	7960222.113823181	Hidalgo	MineraldelaReforma	1598.9541301593913	228650.44061279297	114557071.01968245	0.0019959522234424773	263.0	Mineral de la Reforma	2016.0	8582070.0		173122.0	URB				270000000.0	110000000.0									50000000.0	13000000.0					1800000.0				2500000.0					310000000.0	61000000.0														POINT (-98.72995 20.07439)	380000000.0	438300000.0	25609.869	251303.52697766823	166406.7457426397	148821.94867617512	881.2761126488707	549.7758568879822	481.1117139106612
248	mineraldelchico, hidalgo	Hidalgo	MineraldelChico	1091532.0		1091532.0	160424.5929644782	222.0	594979.3498319646	7729	7951	755403.9427964428	Hidalgo	MineraldelChico	39.86130860534446	9606.575373888016	193195897.59573218	4.972453086964633e-05																																																			None					16473.354624229574				
249	mineraldelmonte, hidalgo	Hidalgo	MineraldelMonte	1235111.0		1235111.0	116561.73909575384	226.0	625687.4725915312	7000	7226	742249.2116872851	Hidalgo	MineraldelMonte	240.43556641820652	16109.182950019836	53691823.84835997	0.0003000304663800668																																																			None					16282.375791677106				
250	mixquiahualadejuárez, hidalgo	Hidalgo	MixquiahualadeJuárez	4340291.0	40710.0	4299581.0	400111.41642171843	693.0	1725423.3825400795	18429	19122	2125534.7989617977	Hidalgo	MixquiahualadeJuárez	285.47959491910314	48246.05154132843	136452773.11837748	0.00035357325790274206	460.0	Mixquiahuala de Juárez	2016.0	8582061.0		46648.0	URB				81000000.0	32000000.0									15000000.0	3900000.0					530000.0				740000.0					93000000.0	18000000.0														POINT (-99.18325 20.22194)	113000000.0	131170000.0	7664.2631	96707.31919575804	46472.01915031211	57270.07442772791	1161.7953994266982	506.3468665410522	647.2352355404905
251	molangodeescamilla, hidalgo	Hidalgo	MolangodeEscamilla	677894.0	1006.0	676888.0	68949.8061040543	123.0	404904.30854222947	4992	5115	473854.11464628374	Hidalgo	MolangodeEscamilla	47.58189242645617	11800.309321761131	199176368.45648804	5.924552904145865e-05																																																			None				15116.85553130856	10407.474013227007	8952.201845640928			
252	nicolásflores, hidalgo	Hidalgo	NicolásFlores	298214.0		298214.0	23237.162534220308	42.0	304238.5060329578	4738	4780	327475.66856717813	Hidalgo	NicolásFlores	21.44097603126696	6732.466473817825	250678664.09184417	2.6856958481919987e-05																																																			None					7249.49923394674				
253	nopaladevillagrán, hidalgo	Hidalgo	NopaladeVillagrán	2768176.0	4056.0	2764120.0	462084.6117621463	694.0	1319778.6631237804	14333	15027	1781863.2748859266	Hidalgo	NopaladeVillagrán	38.107046873419435	16347.923108696938	342782486.66240454	4.769182716384657e-05																																																			None				61729.70844132865	38662.34604227322	36556.33333895482			
254	omitlándejuárez, hidalgo	Hidalgo	OmitlándeJuárez	1116546.0	543.0	1116003.0	97110.94519397046	187.0	648220.5296568398	7169	7356	745331.4748508102	Hidalgo	OmitlándeJuárez	104.62210887731965	10148.344561100006	80088777.31774336	0.00012671369074392997																																																			None				24901.27917488784	16396.53505376925	14746.537527368579			
255	pachucadesoto, hidalgo	Hidalgo	PachucadeSoto	20645135.0	673173.0	19971962.0	7291105.894427195	8752.0	6370378.7423001705	63966	72718	13661484.636727365	Hidalgo	PachucadeSoto	1357.5681372181907	259295.51420867443	155364360.19127473	0.0016689510637410425	310.0	Pachuca de Soto	2016.0	8582067.0		272922.0	URB				550000000.0	530000000.0									100000000.0	65000000.0					8900000.0				5000000.0					630000000.0	290000000.0														POINT (-98.78624 20.10117)	1080000000.0	1098900000.0	64208.727	458880.77612992504	287671.0709141829	271749.1956241416	614.6704156429157	348.0248781667684	323.2278201437347
256	pacula, hidalgo	Hidalgo	Pacula	596965.0		596965.0	27741.67451598254	42.0	260602.04373518698	3697	3739	288343.71825116954	Hidalgo	Pacula	11.537337940194039	5526.384873352945	387004506.0490618	1.427989800370011e-05																																																			None					6366.214163246208				
257	pisaflores, hidalgo	Hidalgo	Pisaflores	882876.0	214.0	882662.0	35058.44988178043	65.0	433349.00726859114	6139	6204	468407.45715037157	Hidalgo	Pisaflores	82.36111174152873	19519.58348274231	189233532.21692136	0.00010315076431785201																																																			None				19690.45896527424	10365.1277971459	11660.689799235404			
258	progresodeobregón, hidalgo	Hidalgo	ProgresodeObregón	2359271.0	7511.0	2351760.0	319790.546698297	471.0	914347.5575590313	9540	10011	1234138.1042573282	Hidalgo	ProgresodeObregón	216.35570525817383	25313.617515206337	91594625.5282728	0.0002763657514751529																																																			None				52601.752132246445	26778.55999033909	31150.75761271634			
259	sanagustínmetzquititlán, hidalgo	Hidalgo	SanAgustínMetzquititlán	1273713.0	1875.0	1271838.0	137582.6464593229	194.0	564028.0088394193	6924	7118	701610.6552987422	Hidalgo	SanAgustínMetzquititlán	32.47025662122234	10065.779552578926	247310632.71614403	4.070095750445205e-05																																																			None				28403.495926857722	15326.925069602863	16820.55028788514			
260	sanagustíntlaxiaca, hidalgo	Hidalgo	SanAgustínTlaxiaca	4399029.0	72858.0	4326171.0	504163.02037621726	625.0	1610707.5961998794	18258	18883	2114870.6165760965	Hidalgo	SanAgustínTlaxiaca	98.48998383277241	36835.25395345688	298740272.1392855	0.00012330193612558103																																																			None				97942.30329643236	45991.22755500977	58001.43201214724			
261	sanbartolotutotepec, hidalgo	Hidalgo	SanBartoloTutotepec	842953.0		842953.0	84962.04228813316	162.0	673338.47248034	10431	10593	758300.5147684732	Hidalgo	SanBartoloTutotepec	39.81101202594732	17954.76642370224	360399540.1184519	4.9819060306794726e-05																																																			None					16714.152146084823				
262	sanfelipeorizatlán, hidalgo	Hidalgo	SanFelipeOrizatlán	2976722.0	12514.0	2964208.0	165451.73773735936	319.0	1333180.5428881885	15615	15934	1498632.2806255477	Hidalgo	SanFelipeOrizatlán	97.54839953955482	39799.74701213837	325284451.20696163	0.00012235367188459878	15.0	San Felipe Orizatlán	2016.0	8582066.0		39507.0	URB				68000000.0	11000000.0									12000000.0	1400000.0					190000.0				620000.0					78000000.0	6400000.0														POINT (-98.58382 21.24151)	79000000.0	98610000.0	5761.7823	66361.20299363449	33037.986035743044	39299.10441283034	1051.7478366656528	473.3987213599349	582.0650688733995
263	sansalvador, hidalgo	Hidalgo	SanSalvador	4740091.0	2364.0	4737727.0	296438.33890305704	492.0	1570869.7232994668	16489	16981	1867308.062202524	Hidalgo	SanSalvador	142.68453345524046	36241.87149763107	207353846.0294235	0.0001747827310253428	292.0	San Salvador	2016.0	8582073.0		35634.0	URB				63000000.0	7200000.0									11000000.0	890000.0					120000.0				570000.0					72000000.0	4000000.0														POINT (-99.03285 20.29278)	70200000.0	88580000.0	5175.7294	105713.67058099885	40954.79940991621	62603.63571806751	1942.4883607902461	691.2855608316039	1109.5616072599837
264	santiagodeanaya, hidalgo	Hidalgo	SantiagodeAnaya	2657121.0	15696.0	2641425.0	161838.24385892006	281.0	901554.3164521044	9661	9942	1063392.5603110243	Hidalgo	SantiagodeAnaya	57.01860565657152	18188.935204446316	257498509.43464422	7.063705046053036e-05																																																			None				59225.64893558244	23339.185197032926	35073.429299651914			
265	santiagotulantepecdelugoguer, hidalgo	Hidalgo	SantiagoTulantepecdeLugoGuer	3106226.0	21623.0	3084603.0	636000.8355799526	854.0	1446588.111619386	15862	16716	2082588.9471993383	Hidalgo	SantiagoTulantepecdeLugoGuer	472.0253086693679	37289.999384880066	64656906.83151758	0.0005767365191479084	86.0	Santiago Tulantepec de Lugo Guerrero	2016.0	8582075.0		36676.0	URB				64000000.0	13000000.0									12000000.0	1600000.0					220000.0				580000.0					73000000.0	7400000.0														POINT (-98.39161 20.04206)	77000000.0	94800000.0	5539.164	69228.28813916304	44963.41986657298	40996.992236012346	1149.7966866329116	711.7365701137028	640.12959782401
266	singuilucan, hidalgo	Hidalgo	Singuilucan	1918421.0	6624.0	1911797.0	380603.0879252985	511.0	957458.6838164597	10886	11397	1338061.7717417583	Hidalgo	Singuilucan	32.41531107932386	17082.868938803673	422463848.98676854	4.043628580238283e-05																																																			None				42771.45812327605	28954.40122857251	25329.25750060407			
267	tasquillo, hidalgo	Hidalgo	Tasquillo	3645570.0	104973.0	3540597.0	385117.2526266352	425.0	1144374.1879988106	11708	12133	1529491.4406254457	Hidalgo	Tasquillo	60.8195200979907	18367.49506959319	241370491.60881272	7.609668831996766e-05																																																			None				81062.7735842064	33213.35516575466	48005.374516567026			
268	tecozautla, hidalgo	Hidalgo	Tecozautla	6461475.0	95547.0	6365928.0	1104471.7146949782	922.0	1931348.896765822	20675	21597	3035820.6114608003	Hidalgo	Tecozautla	58.69148262929252	37914.69777852297	527680909.326256	7.185156239010528e-05	536.0	Tecozautla	2016.0	8582078.0		37594.0	URB				68000000.0	8700000.0									12000000.0	1100000.0					150000.0				620000.0					77000000.0	4800000.0														POINT (-99.64662 20.53302)	76700000.0	95670000.0	5589.9981	143888.4700041474	65129.719605358856	85210.75193645609	2474.0343275635	1065.111659078361	1424.3431287831045
269	tenangodedoria, hidalgo	Hidalgo	TenangodeDoria	814772.0		814772.0	78337.26307379732	154.0	726132.3938139606	9563	9717	804469.6568877579	Hidalgo	TenangodeDoria	84.08441023869365	18750.823483228683	177485250.03133595	0.00010564722127567293																																																			None					17759.339635121556				
270	tepeapulco, hidalgo	Hidalgo	Tepeapulco	5267523.0	486204.0	4781319.0	1938592.201581401	1760.0	1548316.2127222165	15368	17128	3486908.4143036176	Hidalgo	Tepeapulco	174.81920979149714	52620.58214724064	243682525.74942282	0.00021593908707820126	332.0	Tepeapulco	2016.0	8582080.0		53463.0	URB				110000000.0	45000000.0									19000000.0	5500000.0					760000.0				970000.0					120000000.0	25000000.0														POINT (-98.50153 19.8047)	155000000.0	171230000.0	10004.9689	116347.39112345292	73242.8634904768	68900.92502330881	1062.8960798014366	632.0648791869487	588.6670584584107
271	tepehuacándeguerrero, hidalgo	Hidalgo	TepehuacándeGuerrero	1611136.0	259.0	1610877.0	78989.94122442257	143.0	813759.874177537	11273	11416	892749.8154019597	Hidalgo	TepehuacándeGuerrero	70.55810691250696	30481.102186203003	348854069.03444684	8.737493666210673e-05																																																			None				35932.88119236264	19726.745614844185	21279.452242117153			
272	tepejidelríodeocampo, hidalgo	Hidalgo	TepejidelRíodeOcampo	8800651.0	520952.0	8279699.0	1158283.3298700913	1045.0	2885234.6547474205	32888	33933	4043517.9846175117	Hidalgo	TepejidelRíodeOcampo	207.85424520562933	90832.30515486002	355614073.3154889	0.0002554238202892399	559.0	Tepeji del Río de Ocampo	2016.0	8582082.0		88709.0	URB				160000000.0	52000000.0									28000000.0	6300000.0					870000.0				1400000.0					180000000.0	29000000.0														POINT (-99.35263 19.902)	212000000.0	245570000.0	14348.6551	195066.31420879887	87478.95134785943	115518.27127445069	1259.474549003543	509.6665557725994	705.0808279198981
273	tepetitlán, hidalgo	Hidalgo	Tepetitlán	1458703.0		1458703.0	64274.5967729056	131.0	639203.7691964918	7047	7178	703478.3659693974	Hidalgo	Tepetitlán	60.499186936970595	11010.852022528648	148375107.4946417	7.420956391169784e-05																																																			None					15539.745229472355				
274	tetepango, hidalgo	Hidalgo	Tetepango	1579734.0	3321.0	1576413.0	72604.65469005708	146.0	584140.9103947307	6057	6203	656745.5650847879	Hidalgo	Tetepango	221.45553030534225	12180.054166793823	45363478.554364964	0.0002684991220899623																																																			None				35225.36680505617	14478.004755333299	20860.46222195426			
275	tezontepecdealdama, hidalgo	Hidalgo	TezontepecdeAldama	5413575.0	1286.0	5412289.0	357632.3682007604	665.0	2161304.163876105	22849	23514	2518936.5320768654	Hidalgo	TezontepecdeAldama	272.6493059653862	55620.45841693878	164395995.549998	0.0003383321973923802	444.0	Tezontepec de Aldama	2016.0	8582086.0		52464.0	URB				92000000.0	26000000.0									17000000.0	3100000.0					430000.0				840000.0					110000000.0	14000000.0														POINT (-99.28099 20.17253)	118000000.0	145370000.0	8493.9691	120737.0348612622	55345.3188200879	71500.47204483947	1321.44424402559	551.5837080227652	741.7792813119542
276	tianguistengo, hidalgo	Hidalgo	Tianguistengo	929036.0		929036.0	78464.60330879127	151.0	527706.1002710748	7644	7795	606170.7035798661	Hidalgo	Tianguistengo	45.221998723496526	14516.261590242386	256980448.82745528	5.6487805420516864e-05																																																			None					13336.341407073716				
277	tizayuca, hidalgo	Hidalgo	Tizayuca	10056692.0	497445.0	9559247.0	3121798.073235777	3300.0	3251031.2756760246	34330	37630	6372829.348911802	Hidalgo	Tizayuca	1741.361912844029	163688.01980733871	77074821.22695147	0.002123754777521306	20.0	Tizayuca Municipality	2016.0	8379477.0		130247.0	URB				190000000.0	93000000.0									34000000.0	11000000.0					1600000.0				1700000.0					210000000.0	51000000.0														POINT (-98.97772 19.83664)	283000000.0	309300000.0	18072.399	223134.93150041447	134845.50740272604	132140.50643454544	1134.6724499631425	646.1406059191479	631.1730248681729
278	tlahuelilpan, hidalgo	Hidalgo	Tlahuelilpan	1578892.0	3562.0	1575330.0	156687.74787739	257.0	569097.4490292018	6165	6422	725785.1969065918	Hidalgo	Tlahuelilpan	497.6129211970738	17416.452241897583	28066179.681601353	0.0006205494456131788																																																			None				35206.02481003488	15821.486877687494	20849.007892502657			
279	tlahuiltepa, hidalgo	Hidalgo	Tlahuiltepa	749263.0	11.0	749252.0	31930.828833059804	61.0	405397.6829059763	6115	6176	437328.5117390361	Hidalgo	Tlahuiltepa	15.07837737986916	10027.120957612991	534298389.28949124	1.8766893478655316e-05																																																			None				16710.93568925892	9679.270476370113	9896.216115179132			
280	tlanalapa, hidalgo	Hidalgo	Tlanalapa	1047881.0	5624.0	1042257.0	133185.52953700905	215.0	405266.31886607764	4420	4635	538451.8484030867	Hidalgo	Tlanalapa	117.93895876816674	12029.773794353008	83435019.67175636	0.0001441813502493272																																																			None				23357.966616118447	11698.228486904576	13832.587830065342			
281	tlanchinol, hidalgo	Hidalgo	Tlanchinol	2130417.0		2130417.0	140716.89111581945	251.0	1013602.471510389	13108	13359	1154319.3626262085	Hidalgo	Tlanchinol	77.94266374086597	37802.19191431999	394046485.2529939	9.593333103846731e-05	300.0	Tlanchinol	2016.0	8582091.0		38073.0	URB				62000000.0	4200000.0									11000000.0	520000.0					71000.0				560000.0					71000000.0	2400000.0														POINT (-98.64996 21.03005)	66200000.0	85551000.0	4998.74493		25416.45917338867			408.45681324629356	
282	tlaxcoapan, hidalgo	Hidalgo	Tlaxcoapan	2024762.0	7484.0	2017278.0	208554.10523811917	355.0	782032.713129977	8531	8886	990586.8183680961	Hidalgo	Tlaxcoapan	524.2500257492065	27785.251364707947	42372808.41714327	0.0006557330609567653																																																			None				45141.19456657608	21606.30916000412	26732.61542232635			
283	tolcayuca, hidalgo	Hidalgo	Tolcayuca	1600949.0	20398.0	1580551.0	256509.17448213242	311.0	445009.4804175805	5252	5563	701518.6548997129	Hidalgo	Tolcayuca	99.21084486454929	14583.994195088744	117696523.73565167	0.00012391185170298346																																																			None				35658.65670792517	15047.196040233139	21117.056502433283			
284	tuladeallende, hidalgo	Hidalgo	TuladeAllende	12029568.0	408473.0	11621095.0	1115030.5747524716	1643.0	4399669.349997237	47276	48919	5514699.924749709	Hidalgo	TuladeAllende	272.88306546894063	114338.00443148613	337711250.45920044	0.00033856735384449246	399.0	Tula de Allende	2016.0	8582094.0		112415.0	URB				210000000.0	130000000.0									38000000.0	16000000.0					2100000.0				1900000.0					240000000.0	71000000.0														POINT (-99.35574 20.04843)	340000000.0	369000000.0	21560.670000000002	267344.1138389695	120392.00334889366	158321.1842154377	1139.9619948682923	458.38711574776505	634.3054933610026
285	tulancingodebravo, hidalgo	Hidalgo	TulancingodeBravo	10774305.0	122402.0	10651903.0	4435679.154564893	4745.0	4771460.160214868	48319	53064	9207139.314779762	Hidalgo	TulancingodeBravo	653.5511423842352	173844.60387420654	218388429.20220467	0.0007960339497347854	214.0	Tulancingo de Bravo	2016.0	8582095.0		168028.0	URB				290000000.0	190000000.0									53000000.0	23000000.0					3100000.0				2600000.0					330000000.0	100000000.0														POINT (-98.36049 20.11983)	480000000.0	511700000.0	29898.631	240015.6705916386	194991.95295152965	142137.28012436838	702.7647506390463	552.1768603770843	375.3972853284433
286	villadetezontepec, hidalgo	Hidalgo	VilladeTezontepec	1238665.0	13928.0	1224737.0	402705.59499665967	382.0	467788.03281306603	4930	5312	870493.6278097257	Hidalgo	VilladeTezontepec	112.8281785937043	12523.927823901176	91043955.02772686	0.00013755913635438063																																																			None				27593.671326604202	18474.52980868625	16340.972159615007			
287	xochiatipan, hidalgo	Hidalgo	Xochiatipan	772377.0		772377.0	60015.019889078314	114.0	516811.3230000591	7363	7477	576826.3428891374	Hidalgo	Xochiatipan	117.47370667457581	19970.530134677887	136233129.8353377	0.00014659084878117294																																																			None					12724.945553495647				
288	xochicoatlán, hidalgo	Hidalgo	Xochicoatlán	585984.0	5656.0	580328.0	45967.938917636486	84.0	330012.57392368093	4509	4593	375980.5128413174	Hidalgo	Xochicoatlán	32.86275331943463	7689.884276747704	187995406.79206964	4.090463915032254e-05																																																			None				13056.11145066816	8278.239156901409	7731.829201085684			
289	yahualica, hidalgo	Hidalgo	Yahualica	1136737.0	666.0	1136071.0	61725.036984926846	117.0	662250.0625599596	9623	9740	723975.0995448865	Hidalgo	Yahualica	128.49312353875354	24799.17284297943	155169917.09971133	0.00015981946311825133																																																			None				25351.31586646548	16002.840818083629	15013.049256120856			
290	zacualtipándeángeles, hidalgo	Hidalgo	ZacualtipándeÁngeles	2374953.0	2938.0	2372015.0	440698.944957391	696.0	1122057.2784413556	12478	13174	1562756.2233987465	Hidalgo	ZacualtipándeÁngeles	119.47982648032868	39906.26204442978	274094635.5518651	0.00014559300645954664	197.0	Zacualtipán de Ángeles	2016.0	8582099.0		37076.0	URB				65000000.0	20000000.0									12000000.0	2500000.0					340000.0				590000.0					74000000.0	11000000.0														POINT (-98.59353 20.65608)	85000000.0	100430000.0	5868.1249	52962.18821776692	33825.49059122696	31364.207862561565	802.5402342367818	476.4275840690944	434.4843267150222
291	zapotlándejuárez, hidalgo	Hidalgo	ZapotlándeJuárez	2748234.0	75983.0	2672251.0	375028.50249322044	471.0	894597.9005659109	9740	10211	1269626.4030591315	Hidalgo	ZapotlándeJuárez	135.46238819817472	19371.121512338985	117638641.38315377	0.00016466631444039264																																																			None				61116.99838142256	27441.0895126801	36193.48644147844			
292	zempoala, hidalgo	Hidalgo	Zempoala	6346069.0	126646.0	6219423.0	1025959.2527801065	1320.0	2053791.6613326324	22634	23954	3079750.914112739	Hidalgo	Zempoala	138.57948776368562	54600.318178892136	321521977.0529072	0.00016981830815847315	586.0	Zempoala	2016.0	8582101.0		47761.0	URB				79000000.0	12000000.0									14000000.0	1400000.0					190000.0				720000.0					90000000.0	6500000.0														POINT (-98.66871 19.9385)	91000000.0	112810000.0	6591.4883	141241.93518676359	66292.82168959574	83643.47401760139	2042.7927769630355	905.7337383060476	1168.9618825175096
293	zimapán, hidalgo	Hidalgo	Zimapán	5636880.0	52716.0	5584164.0	301661.0332601545	462.0	1698088.9931656178	18979	19441	1999750.0264257723	Hidalgo	Zimapán	39.19625972955055	42802.315624669194	877091262.0222343	4.88002987579463e-05	27.0	Zimapán	2016.0	8582102.0		41403.0	URB				75000000.0	19000000.0									14000000.0	2300000.0					320000.0				680000.0					85000000.0	11000000.0														POINT (-99.3554 20.7438)	94000000.0	113300000.0	6620.119000000001	125597.3685951024	43896.484545000545	74378.76168201963	1797.2071135745803	563.0769710484138	1023.5260526588663
294	acatic, jalisco	Jalisco	Acatic	4268233.0	647692.0	3620541.0	2504617.937360108	2423.0	1385243.362073419	13387	15810	3889861.299433527	Jalisco	Acatic	55.59548851431802	23906.06006115675	340880216.0014423	7.013038287049079e-05																																																			None				93682.97563049893	80908.40921518738	55479.05816838146			
295	acatlándejuárez, jalisco	Jalisco	AcatlándeJuárez	2058561.0	20701.0	2037860.0	1142419.9007564117	707.0	830127.1433493532	8417	9124	1972547.044105765	Jalisco	AcatlándeJuárez	125.54574368066258	23728.145555645227	154359703.1164916	0.00015371981855742597																																																			None				45864.16048902205	41326.71442867047	27160.755841598853			
296	amacueca, jalisco	Jalisco	Amacueca	620077.0		620077.0	688840.3663412853	286.0	306251.0384265514	3209	3495	995091.4047678367	Jalisco	Amacueca	37.339324560302956	5824.934631407261	125355804.5393649	4.646721109414669e-05																																																			None					20585.373319966788				
297	amatitán, jalisco	Jalisco	Amatitán	1302552.0	1726.0	1300826.0	1284726.8370641654	451.0	531406.7841328132	5564	6015	1816133.6211969785	Jalisco	Amatitán	72.69242889723844	15701.564641803503	173732462.71092692	9.037783956317539e-05																																																			None				29047.04576122608	37505.92764708923	17201.660499798083			
298	ameca, jalisco	Jalisco	Ameca	6170409.0	91756.0	6078653.0	42986.04896851428	15.0	3308.3517791671998	33	48	46294.40074768148	Jalisco	Ameca	57.200015096957316	59716.815761223435	843005865.6522572	7.083795996486793e-05	488.0	Ameca	2016.0	8582108.0		60849.0	URB				120000000.0	51000000.0									22000000.0	6200000.0					850000.0				1100000.0					140000000.0	28000000.0														POINT (-104.05076 20.53572)	171000000.0	198150000.0	11577.9045	137405.61871188518	932.1466798808622	81371.6074011784	1086.7917783557912	91.94891718202666	602.8180911422994
299	arandas, jalisco	Jalisco	Arandas	7923709.0	54231.0	7869478.0	3411307.77934713	3907.0	3459102.3156168303	32848	36755	6870410.09496396	Jalisco	Arandas	67.86545822275419	80556.29891040921	954559963.1447352	8.439103044404016e-05	46.0	Arandas	2016.0	8582110.0		80951.0	URB				140000000.0	67000000.0									25000000.0	8200000.0					1100000.0				1300000.0					160000000.0	37000000.0														POINT (-102.30385 20.76204)	207000000.0	232600000.0	13590.818000000001	176597.4322633072	145267.18407881225	104580.99938633051	1199.3878092055031	968.8626989104869	669.4974606114989
