	municipality	state_x	city_x	total_area_ghs	nres_area_ghs	res_area_ghs	msft_commercial_bldg_area	msft_commercial_bldg_count	msft_residential_bldg_area	msft_residential_bldg_count	msft_building_count	msft_area_sum	state_y	city_y	avgPOP2015	sumPOP2015	boundary_area	sum_population_density	index_gt	city	year	city_id	total_area	population	city_type	wastewater	railway_length	road_length	RES-electricity	COM-electricity	MUN-electricity	IND-electricity	AFF-electricity	RES-coal	COM-coal	MUN-coal	IND-coal	AFF-coal	RES-natural_gas	COM-natural_gas	MUN-natural_gas	IND-natural_gas	AFF-natural_gas	RES-oil	COM-oil	MUN-oil	IND-oil	AFF-oil	RES-kerosene	COM-kerosene	MUN-kerosene	IND-kerosene	AFF-kerosene	RES-lpg	COM-lpg	MUN-lpg	IND-lpg	AFF-lpg	RES-biomass	COM-biomass	MUN-biomass	IND-biomass	AFF-biomass	RES-district_heating	COM-district_heating	MUN-district_heating	IND-district_heating	AFF-district_heating	gt_point_geometry	res_com_electricity	res_com_non_electricity	res_com_non_electricity_adjusted	bottom_up_emissions_estimate_ghs	bottom_up_emissions_estimate_msft	bottom_up_emissions_estimate_ghs_adjusted	absolute_percent_error_ghs	absolute_percent_error_msft	absolute_percent_error_ghs_adjusted
753	mazapiltepecdejuárez, puebla	Puebla	MazapiltepecdeJuárez	395457.0	7651.0	387806.0	21399.216019287942	34.0	129588.68016792562	1589	1623	150987.89618721357	Puebla	MazapiltepecdeJuárez	39.17663745880127	2546.4814348220825	55834873.36402061	4.560736474174593e-05																																																			None				8802.091910204279	3317.548777268944	5212.598829222973			
754	mixtla, puebla	Puebla	Mixtla	387128.0		387128.0	15930.537851636673	31.0	119871.57087175637	1466	1497	135802.10872339303	Puebla	Mixtla	188.94071128151634	2078.3478240966797	9646401.982324691	0.0002154531635634593																																																			None					2991.6257592145116				
755	molcaxac, puebla	Puebla	Molcaxac	991912.0	6006.0	985906.0	16840.5806677777	31.0	141262.74902620455	2030	2061	158103.32969398223	Puebla	Molcaxac	32.89017853401985	6380.694635599852	157191840.99436265	4.059176732861524e-05																																																			None				22108.786985040482	3486.8894908580373	13092.823652540972			
756	naupan, puebla	Puebla	Naupan	439449.0		439449.0	29119.578346456885	56.0	288850.1594886838	3864	3920	317969.7378351407	Puebla	Naupan	130.11424815818054	9498.34011554718	61244564.98731415	0.00015508870244265122																																																			None					7023.751940619091				
757	nauzontla, puebla	Puebla	Nauzontla	209492.0		209492.0	22785.83027687081	42.0	153626.1993110937	1933	1975	176412.0295879645	Puebla	Nauzontla	111.10799754006523	3888.7799139022827	27783014.048827805	0.0001399696918076588																																																			None					3881.3507156229443				
758	nealtican, puebla	Puebla	Nealtican	1018344.0	6734.0	1011610.0	67393.42088089063	132.0	519936.07275142364	6565	6697	587329.4936323143	Puebla	Nealtican	572.197513093119	13160.542801141739	18901459.547942664	0.0006962712465543013																																																			None				22696.605346088163	12941.971854766687	13440.92968595341			
759	nicolásbravo, puebla	Puebla	NicolásBravo	678151.0	2574.0	675577.0	24260.717992572667	30.0	127668.69822692385	1748	1778	151929.41621949652	Puebla	NicolásBravo	42.8994719854748	5619.8308300971985	109179980.98838893	5.147308855727733e-05																																																			None				15118.92638843724	3331.8664708746373	8953.428207232533			
760	nopalucan, puebla	Puebla	Nopalucan	2372878.0	38180.0	2334698.0	392129.15042994486	339.0	805956.3897050454	10002	10341	1198085.5401349901	Puebla	Nopalucan	149.04867627318396	31151.173341095448	168341370.80436388	0.00018504763975872248																																																			None				52833.62384620632	25805.571783590793	31288.07204172338			
761	ocotepec, puebla	Puebla	Ocotepec	662412.0	601.0	661811.0	66569.86984078147	115.0	284863.2263599762	3496	3611	351433.09620075766	Puebla	Ocotepec	60.158072512290055	5113.436163544655	67479827.68864885	7.577725579173068e-05																																																			None				14772.503032494482	7682.650570257027	8748.276295843232			
762	ocoyucan, puebla	Puebla	Ocoyucan	3043505.0	2712.0	3040793.0	547548.7894110703	855.0	1540618.5445985228	16412	17267	2088167.3340095931	Puebla	Ocoyucan	211.52167782473236	30882.164962410927	120489254.97263649	0.00025630638158916633																																																			None				67873.56382021862	45294.359126760784	40194.724494333466			
763	olintla, puebla	Puebla	Olintla	319722.0		319722.0	35650.87759306434	71.0	328142.89838690887	3825	3896	363793.7759799732	Puebla	Olintla	139.8125813224099	10765.568761825562	63452654.486349955	0.00016966301644861004																																																			None					8030.524869038849				
764	oriental, puebla	Puebla	Oriental	1559901.0	64849.0	1495052.0	313070.7672053214	402.0	571226.9849443946	6404	6806	884297.7521497159	Puebla	Oriental	63.89149113247	18784.09839294618	240633945.00397986	7.806088369051801e-05																																																			None				34639.368032037244	18991.690958125888	20513.433748572454			
765	pahuatlán, puebla	Puebla	Pahuatlán	684427.0		684427.0	66169.83087634954	126.0	514103.71576948033	7125	7251	580273.5466458299	Puebla	Pahuatlán	188.33316941339461	22976.646668434143	98897251.37156124	0.0002323284656528005																																																			None					12787.458583729062				
766	palmardebravo, puebla	Puebla	PalmardeBravo	4512244.0	57857.0	4454387.0	688109.5953217671	675.0	1585746.2731618318	20471	21146	2273855.868483599	Puebla	PalmardeBravo	103.00886584295833	46560.00736101717	364030420.86328393	0.00012790141892702792	14.0	Palmar de Bravo	2016.0	8583155.0		46525.0	URB				72000000.0	16000000.0									13000000.0	1900000.0					270000.0				650000.0					82000000.0	8800000.0														POINT (-97.53576 18.8401)	88000000.0	106620000.0	6229.8066	100502.38518467976	49107.61716230841	59517.51250636735	1513.2504849296567	688.2687267098855	855.3669371753427
767	pantepec, puebla	Puebla	Pantepec	1180776.0		1180776.0	51255.155353267604	104.0	562829.6026157208	7317	7421	614084.7579689885	Puebla	Pantepec	67.25875406720192	19034.227401018143	221226912.85466164	8.60393844284351e-05																																																			None					13576.380460419157				
768	puebla, puebla	Puebla	Puebla	79746692.0	3724953.0	76021739.0	37615412.147368856	33377.0	25686218.257197898	265785	299162	63301630.40456675	Puebla	Puebla	2301.322021354123	1546488.3983499706	550119472.1849205	0.0028111864359350006	235.0	Puebla	2016.0	8583159.0		1648051.0	URB				3000000000.0	2100000000.0									550000000.0	260000000.0					35000000.0				28000000.0					3500000000.0	1200000000.0														POINT (-98.14999 19.01956)	5100000000.0	5573000000.0	325630.39	1769909.042418112	1324001.9979590303	1048140.1349200059	443.53312736508155	306.5965704119417	221.8803180256013
769	quecholac, puebla	Puebla	Quecholac	4594413.0	2196.0	4592217.0	465930.57396592863	514.0	1523313.970849764	18877	19391	1989244.5448156926	Puebla	Quecholac	226.58575898591087	51888.13880777359	188030510.61506718	0.00027595595330801443	379.0	Quecholac	2016.0	8583160.0		51605.0	URB				77000000.0	18000000.0									14000000.0	2300000.0					310000.0				700000.0					88000000.0	10000000.0														POINT (-97.65713 18.94049)	95000000.0	115310000.0	6737.5633	102464.97749560692	43278.63186417617	60679.75967289841	1420.8017043135894	542.3484268292688	800.6187692945076
770	quimixtlán, puebla	Puebla	Quimixtlán	1028691.0	247.0	1028444.0	49863.52710896117	93.0	676954.8655841757	9764	9857	726818.3926931369	Puebla	Quimixtlán	108.6095928604476	22482.185722112656	167962561.5293217	0.0001338523627968598																																																			None				22942.522795330442	16093.950347553375	13586.561999394686			
771	rafaellaragrajales, puebla	Puebla	RafaelLaraGrajales	734939.0	47203.0	687736.0	170756.7893826024	221.0	337668.74423356313	3941	4162	508425.5336161655	Puebla	RafaelLaraGrajales	2703.8896873474123	13519.44843673706	4171029.878589874	0.003241273457697614																																																			None				16281.277829546761	10940.82189282736	9641.77273065759			
772	sanandréscholula, puebla	Puebla	SanAndrésCholula	11255033.0	228124.0	11026909.0	2118422.741251697	3091.0	3813693.958716916	38099	41190	5932116.699968613	Puebla	SanAndrésCholula	1729.2613940304273	126236.08176422119	58802912.29122985	0.002146765812193432	524.0	San Andrés Cholula	2016.0	8583164.0		118255.0	URB				190000000.0	170000000.0									35000000.0	21000000.0					2900000.0				1700000.0					220000000.0	96000000.0														POINT (-98.30639 19.02172)	360000000.0	376600000.0	22004.738	250490.59620636134	127358.94947541531	148340.53107340718	1038.3484602559745	478.7796677034524	574.1299581635882
773	sandiegolamesatochimiltzingo, puebla	Puebla	SanDiegolaMesaTochimiltzingo	250461.0		250461.0	9169.314362313053	19.0	60126.71419825929	922	941	69296.02856057235	Puebla	SanDiegolaMesaTochimiltzingo	7.899638664851218	1279.7414637058973	133800838.25070724	9.564525009237997e-06																																																			None					1524.1139850842821				
774	sanfelipeteotlalcingo, puebla	Puebla	SanFelipeTeotlalcingo	1283262.0	11151.0	1272111.0	488746.30661446066	346.0	461150.2254914491	4630	4976	949896.5321059098	Puebla	SanFelipeTeotlalcingo	213.6410252172896	10041.128185212612	39719471.28571139	0.00025280115419927025																																																			None				28594.810981428487	20044.575283074442	16933.84706320195			
775	sanfelipetepatlán, puebla	Puebla	SanFelipeTepatlán	150510.0		150510.0	7708.688176006658	16.0	83425.60015299157	1114	1130	91134.28832899823	Puebla	SanFelipeTepatlán	70.99217293479226	3904.569511413574	45324531.43594493	8.614693605672951e-05																																																			None					2014.5873880308654				
776	sangregorioatzompa, puebla	Puebla	SanGregorioAtzompa	1039123.0	7282.0	1031841.0	552927.1611598979	545.0	489561.0150533154	4609	5154	1042488.1762132134	Puebla	SanGregorioAtzompa	584.7725791931152	9356.361267089844	11837273.168255039	0.0007904152530822339																																																			None				23158.76400165852	21959.811605735136	13714.620041782175			
777	sanjerónimotecuanipan, puebla	Puebla	SanJerónimoTecuanipan	895167.0	196.0	894971.0	51019.585983466095	90.0	306636.4602241029	3709	3799	357656.046207569	Puebla	SanJerónimoTecuanipan	130.31953669567497	6385.657298088074	40201627.32390483	0.00015884076648536594																																																			None				19964.62960483068	7857.750038449024	11823.053651980726			
778	sanjoséchiapa, puebla	Puebla	SanJoséChiapa	1314880.0	167766.0	1147114.0	660161.6976314732	277.0	409634.3871804687	4816	5093	1069796.084811942	Puebla	SanJoséChiapa	42.51886845668863	9269.113323558122	177914693.59175906	5.209863860276161e-05																																																			None				28934.318972282403	22318.48738011124	17134.903695385638			
779	sanjuanatenco, puebla	Puebla	SanJuanAtenco	456199.0		456199.0	56111.4483937183	85.0	165459.7281936113	1865	1950	221571.17658732962	Puebla	SanJuanAtenco	17.134929294884206	2056.1915153861046	96918314.51208448	2.1215716820268513e-05																																																			None					4810.733386502881				
780	sanjuanatzompa, puebla	Puebla	SanJuanAtzompa	140714.0	928.0	139786.0	1821.347336356138	3.0	50578.426920470054	667	670	52399.77425682619	Puebla	SanJuanAtzompa	35.433694273898645	992.143439669162	24729829.86357607	4.0119299046632936e-05																																																			None				3136.2055126077603	1164.429967319661	1857.2609045663155			
781	sanmartíntexmelucan, puebla	Puebla	SanMartínTexmelucan	9556748.0	622883.0	8933865.0	2030343.5396613812	2591.0	3433981.2714650943	38247	40838	5464324.811126475	Puebla	SanMartínTexmelucan	1370.5931050517343	150765.24155569077	90036065.47568354	0.0016744983330753012	87.0	San Martín Texmelucan	2016.0	8583177.0		153859.0	URB				250000000.0	150000000.0									46000000.0	18000000.0					2400000.0				2300000.0					290000000.0	81000000.0														POINT (-98.42831 19.26929)	400000000.0	439700000.0	25691.671000000002	211691.70073962075	117131.34700119363	125363.82517800339	723.9701525822152	355.9117505482365	387.9551243591878
782	sanmartíntotoltepec, puebla	Puebla	SanMartínTotoltepec	201160.0		201160.0	3250.7115858929624	5.0	40694.57439951874	507	512	43945.2859854117	Puebla	SanMartínTotoltepec	121.01491563187705	1089.1342406868935	7260210.982190607	0.00015001413090591362																																																			None					972.5304682797577				
783	sanmatíastlalancaleca, puebla	Puebla	SanMatíasTlalancaleca	1626769.0	334.0	1626435.0	145143.46572462487	272.0	564578.6946497427	5844	6116	709722.1603743675	Puebla	SanMatíasTlalancaleca	331.6367508154649	21556.38880300522	50949837.557410456	0.00042309043240256464																																																			None				36281.371978865165	15490.184101311523	21485.82848588395			
784	sanmiguelxoxtla, puebla	Puebla	SanMiguelXoxtla	1104758.0	291519.0	813239.0	210520.6393991153	180.0	336128.5024565001	3843	4023	546649.1418556153	Puebla	SanMiguelXoxtla	998.1094789505005	9981.094789505005	8332072.829366493	0.001197912571566407																																																			None				23958.980033584325	11700.487478296294	14188.507975888635			
785	sannicolásbuenosaires, puebla	Puebla	SanNicolásBuenosAires	1336560.0	90730.0	1245830.0	371156.1250137243	354.0	407030.8041974009	4155	4509	778186.9292111252	Puebla	SanNicolásBuenosAires	38.67941419437246	10250.044761508703	211658932.81218037	4.842717774923432e-05																																																			None				29597.7208051224	16489.458876323268	17527.770260793484			
786	sannicolásdelosranchos, puebla	Puebla	SanNicolásdelosRanchos	953054.0	435.0	952619.0	119092.9578041984	229.0	371755.39437002473	4107	4336	490848.3521742231	Puebla	SanNicolásdelosRanchos	57.85581273794604	11744.729985803046	162852330.07914773	7.211889433878532e-05																																																			None				21255.136820717762	10669.422485569714	12587.292025229057			
787	sanpedrocholula, puebla	Puebla	SanPedroCholula	9803780.0	66013.0	9737767.0	2162466.421969177	2970.0	3904287.474087734	41375	44345	6066753.896056911	Puebla	SanPedroCholula	1380.0899670571089	132488.63683748245	77167195.41414778	0.0017169036159268279	282.0	San Pedro Cholula	2016.0	8583185.0		130119.0	URB				220000000.0	130000000.0									41000000.0	16000000.0					2200000.0				2000000.0					250000000.0	75000000.0														POINT (-98.36011 19.07395)	350000000.0	386200000.0	22565.666	218501.5195040868	130258.95362549549	129396.5998503202	868.2919152667012	477.24400257229496	473.42247222094045
788	sansalvadorelseco, puebla	Puebla	SanSalvadorelSeco	2592034.0	15332.0	2576702.0	414021.150647331	600.0	1019089.7794030851	11426	12026	1433110.9300504162	Puebla	SanSalvadorelSeco	109.6762831978224	29612.596463412046	221532964.67992547	0.00013367128682720796																																																			None				57774.850548777365	30996.274876387743	34214.26649498595			
789	sansalvadorelverde, puebla	Puebla	SanSalvadorelVerde	3084290.0	58469.0	3025821.0	1198288.906572033	860.0	734859.3712181997	8082	8942	1933148.2777902326	Puebla	SanSalvadorelVerde	247.9261599172478	33965.883908662945	111805531.0707841	0.00030379430769985016																																																			None				68653.0148234544	40317.54946189209	40656.3153784497			
790	sansalvadorhuixcolotla, puebla	Puebla	SanSalvadorHuixcolotla	1813820.0	257114.0	1556706.0	377867.274126766	329.0	446106.3033665922	5064	5393	823973.5774933582	Puebla	SanSalvadorHuixcolotla	509.69257177155595	14781.084581375122	23773812.783898327	0.000621738074398657																																																			None				39853.661480481605	17494.9779664551	23601.338328741203			
791	santainésahuatempan, puebla	Puebla	SantaInésAhuatempan	824226.0		824226.0			534.5818251098369	9	9	534.5818251098369	Puebla	SantaInésAhuatempan	18.044520957029185	6423.8494607023895	287855232.8585251	2.2316250418346847e-05																																																			None									
792	santaisabelcholula, puebla	Puebla	SantaIsabelCholula	998357.0		998357.0	187697.7522954894	238.0	487549.2114870763	5658	5896	675246.9637825657	Puebla	SantaIsabelCholula	173.92022722820903	7478.569770812988	32999766.9620958	0.00022662492675790786																																																			None					14621.918529771705				
793	santiagomiahuatlán, puebla	Puebla	SantiagoMiahuatlán	2689914.0	20948.0	2668966.0	8035.023341657588	13.0	76843.80655185453	1081	1094	84878.82989351213	Puebla	SantiagoMiahuatlán	228.86507332324982	26777.21357882023	94303655.30781108	0.0002839467196835402																																																			None				59944.775022599766	1874.308709372437	35499.29576838358			
