	municipality	NAME_x	LABEL_x	FIPSCODE_x	total_area_ghs	nres_area_ghs	res_area_ghs	msft_commercial_bldg_area	msft_commercial_bldg_count	msft_residential_bldg_area	msft_residential_bldg_count	msft_building_count	msft_area_sum	NAME_y	LABEL_y	FIPSCODE_y	avgPOP2015	sumPOP2015	boundary_area	sum_population_density	index_gt	city	year	city_id	total_area	population	city_type	wastewater	railway_length	road_length	RES-electricity	COM-electricity	MUN-electricity	IND-electricity	AFF-electricity	RES-coal	COM-coal	MUN-coal	IND-coal	AFF-coal	RES-natural_gas	COM-natural_gas	MUN-natural_gas	IND-natural_gas	AFF-natural_gas	RES-oil	COM-oil	MUN-oil	IND-oil	AFF-oil	RES-kerosene	COM-kerosene	MUN-kerosene	IND-kerosene	AFF-kerosene	RES-lpg	COM-lpg	MUN-lpg	IND-lpg	AFF-lpg	RES-biomass	COM-biomass	MUN-biomass	IND-biomass	AFF-biomass	RES-district_heating	COM-district_heating	MUN-district_heating	IND-district_heating	AFF-district_heating	gt_point_geometry	res_com_electricity	res_com_non_electricity	res_com_non_electricity_adjusted	bottom_up_emissions_estimate_ghs	bottom_up_emissions_estimate_msft	bottom_up_emissions_estimate_ghs_adjusted	absolute_percent_error_ghs	absolute_percent_error_msft	absolute_percent_error_ghs_adjusted
611	bedford township-06740	Bedford	Bedford Township	06740	5250620.0	266189.0	4984431.0	1064654.4343736542	1242	2504781.838626904	14742	15984	3569436.2730005584	Bedford	Bedford Township	06740	190.96894977416522	30936.969863414764	102071421.86423954	0.00030309139716465																																																			None				192976.4925557773	136065.19776202439	114280.67889153131			
612	rich township-68160	Rich	Rich Township	68160	507692.0		507692.0	72831.85436211807	143	202893.25462915722	1266	1409	275725.1089912753	Rich	Rich Township	68160	11.043261944852917	1667.5325536727905	91311884.91301946	1.82619442722185e-05																																																			None					10458.579955574529				
613	alpine township-01840	Alpine	Alpine Township	01840	2753321.0	291307.0	2462014.0	867497.7617075748	778	713171.8750798961	4578	5356	1580669.636787471	Alpine	Alpine Township	01840	85.0340755690991	12074.838730812073	93827358.2660629	0.00012869208889556373																																																			None				102030.45154998696	62440.193783292314	60422.433407902274			
614	adams township-00320	Adams	Adams Township	00320	587848.0	34914.0	552934.0	59169.3006105095	81	180034.40500031566	1441	1522	239203.70561082513	Adams	Adams Township	00320	11.696972290130123	2503.1520700878464	122672282.47571295	2.04051968347734e-05	510.0	South Range	2015.0	5010587.0		748.0	RUR				11160000.0	3960000.0		8640000.0							27591938.64	3805784.64		19980369.36		268688.529564	243099.145796		332661.988984																						POINT (-88.64318 47.06993)	23760000.0	52222542.304344	2722.3611303254525	21633.44362711272	9051.116787593712	12811.325315976152	694.6573798064215	232.4730391853512	370.59610032136277
615	richland township-68340	Richland	Richland Township	68340	1273725.0	72262.0	1201463.0	196012.46496260553	295	431877.9020230384	2490	2785	627890.366985644	Richland	Richland Township	68340	26.022374202265883	4293.691743373871	96043345.32775988	4.470577038649698e-05																																																			None				46855.76002247555	23983.07323777666	27747.98108531002			
616	wright township-88820	Wright	Wright Township	88820	1216115.0	32075.0	1184040.0	244482.74484707927	319	355961.4451380667	2215	2534	600444.1899851459	Wright	Wright Township	88820	20.88336412971084	3090.7378911972046	93992647.10210326	3.288276249779163e-05																																																			None				44532.729856368	23249.5440398563	26372.28262094113			
617	bay de noc township-06040	Bay De Noc	Bay De Noc Township	06040	160579.0		160579.0	7392.329411807128	17	97815.22744898031	868	885	105207.55686078743	Bay De Noc	Bay De Noc Township	06040	0.8843607138299073	265.3082141489722	176598449.31123218	1.5023247100058075e-06																																																			None					3878.0648387404603				
618	garfield township-31540	Garfield	Garfield Township	31540	497257.0	2303.0	494954.0	55113.5432732238	108	200363.4739704623	1279	1387	255477.0172436861	Garfield	Garfield Township	31540	10.962843868378046	1622.5008925199509	92472398.78444089	1.754578570306265e-05																																																			None				18149.302688952237	9622.272765081289	10748.017052397514			
619	zilwaukee township-89340	Zilwaukee	Zilwaukee Township	89340	177386.0	44500.0	132886.0	17472.124930969636	16	8989.205540423205	57	73	26461.33047139284	Zilwaukee	Zilwaukee Township	89340	2.5117745582874003	65.30613851547241	15497881.501270177	4.213875200305284e-06																																																			None				6715.458057718799	1061.5655809068996	3976.8942617810726			
620	bethel township-08060	Bethel	Bethel Township	08060	526080.0	1462.0	524618.0	81510.28617312641	144	173273.0229173658	1140	1284	254783.3090904922	Bethel	Bethel Township	08060	10.215643521640208	1573.209102332592	93471479.087996	1.6830899838993025e-05																																																			None				19195.930172680557	9742.662918552849	11367.829848261425			
621	oceola township-60120	Oceola	Oceola Township	60120	1959333.0	8574.0	1950759.0	316538.4762825521	619	966448.7458342969	5136	5755	1282987.2221168492	Oceola	Oceola Township	60120	82.92812339464824	12936.787249565125	95369940.56067541	0.00013564847763886985																																																			None				71510.61550739652	48541.82263892098	42348.58650348022			
622	madison township-50540	Madison	Madison Township	50540	1693046.0	287686.0	1405360.0	492471.88461645815	395	523068.22581046866	3296	3691	1015540.1104269269	Madison	Madison Township	50540	72.32305936996013	8968.059361875057	79467364.61648211	0.0001128521048251173																																																			None				63338.76360834048	39758.1824267809	37509.215808859226			
623	canton township-13120	Canton	Canton Township	13120	11271905.0	1417377.0	9854528.0	3329622.416119293	3166	4661665.37829341	24608	27774	7991287.794412702	Canton	Canton Township	13120	582.573682085842	82142.88917410374	93661066.77362667	0.0008770227801551556																																																			None				418946.25124044577	309845.6815984794	248099.96998459197			
624	campbell township-12840	Campbell	Campbell Township	12840	725916.0	1336.0	724580.0	115048.2840688163	202	278523.44032135064	1805	2007	393571.7243901669	Campbell	Campbell Township	12840	16.016406432761773	2466.5265906453133	93080908.14169943	2.6498737924757428e-05	378.0	Clarksville	2015.0	4988999.0		400.0	RUR				4680000.0	1044000.0		756000.0							12368800.08	875330.4672		1522313.856		116431.6961444	78047.6204924		63973.45942																						POINT (-85.24251 42.84226)	6480000.0	15024897.1792568	783.247889954657	26483.90828164848	14989.837871991915	15683.77048439223	3281.2932816431407	1813.8050755374127	1902.4018813890682
625	coe township-16880	Coe	Coe Township	16880	930807.0	31365.0	899442.0	180739.59556196834	217	310854.0923326788	1907	2124	491593.6878946471	Coe	Coe Township	16880	22.284837585687637	3119.877261996269	93859002.26282199	3.324004290243844e-05	490.0	Shepherd	2015.0	5009625.0		1516.0	RUR				18720000.0	7920000.0		1980000.0							47572308.0	8277581.592		3425206.176		447814.21594	486198.291592		307072.605216																						POINT (-84.69473 43.52447)	28620000.0	60516180.880747996	3154.708509313393	34122.69377014679	18927.591080050533	20207.459250680928	981.6433172639913	499.9790796573478	540.5491724837356
626	swan creek township-77660	Swan Creek	Swan Creek Township	77660	586848.0	18105.0	568743.0	114480.72367273075	165	253617.28782576384	1469	1634	368098.0114984946	Swan Creek	Swan Creek Township	77660	25.08810317516327	2257.929285764694	61113490.74866791	3.6946495088139114e-05																																																			None				21504.1961706858	14057.595570936957	12734.78497228013			
627	lockport township-49060	Lockport	Lockport Township	49060	1113928.0	104743.0	1009185.0	112946.57961495205	178	347300.1411904573	2127	2305	460246.7208054093	Lockport	Lockport Township	49060	31.83165682191434	3660.6405345201492	78738286.79025237	4.64912393162881e-05																																																			None				41206.71286856123	17410.09343444178	24402.61536076196			
628	algoma township-01160	Algoma	Algoma Township	01160	1960480.0	48068.0	1912412.0	251634.5422880032	382	853632.5695631407	4997	5379	1105267.1118511439	Algoma	Algoma Township	01160	68.0244755546252	9795.524479866028	90463732.80257432	0.00010828123244973236																																																			None				71770.43021610384	41701.56272842293	42502.448773976685			
629	riley township-68620	Riley	Riley Township	68620	1057971.0	39078.0	1018893.0	147676.456173681	254	385583.0865037275	2153	2407	533259.5426774084	Riley	Riley Township	68620	21.41028617793008	3254.363499045372	99321482.57613511	3.276595772269843e-05																																																			None				38803.35189736043	20264.79538271651	22979.344993616844			
630	sherwood township-73440	Sherwood	Sherwood Township	73440	632641.0		632641.0	64184.71695432605	131	222625.58424364185	1611	1742	286810.3011979679	Sherwood	Sherwood Township	73440	13.61449313125053	2096.6319422125816	93675827.72175926	2.2381781866290046e-05	253.0	Sherwood	2015.0	5009692.0		309.0	RUR				3960000.0	255600.0		10080.0							9514461.6	247376.0016		8087.29236		87003.9048112	17912.5686376		3582.51372752																						POINT (-85.23859 42.00144)	4225680.0	9878423.881136319	514.9622369236363		10815.16694541387			2000.186415614326	
631	valley township-81580	Valley	Valley Township	81580	286103.0		286103.0	28594.1679106787	67	175743.8451565478	1122	1189	204338.0130672265	Valley	Valley Township	81580	13.231705208429597	1839.207023971714	93246056.28807433	1.9724233894564598e-05																																																			None					7610.69695204975				
632	surrey township-77580	Surrey	Surrey Township	77580	1028192.0	29342.0	998850.0	133750.30164103562	142	322604.20999894716	2306	2448	456354.51163998275	Surrey	Surrey Township	77580	24.247923227532635	3394.7092518545687	92656224.60530746	3.663768156230397e-05	215.0	Farwell	2015.0	4992541.0		853.0	RUR				11520000.0	6120000.0		4320000.0	190800.0						26640492.48	6564978.504		9514461.6	51378.09264	243099.145796	358251.372752		191920.37826	76768.151304																					POINT (-84.86697 43.83502)	21960000.0	43513203.480808	2268.343297454521	37663.47815790455	17382.95412942156	22304.311765111073	1560.3958580771077	666.3281897818679	883.2864271532632
633	park township-62480	Park	Park Township	62480	903964.0	16343.0	887621.0	238891.8635372208	192	270508.0331754201	1746	1938	509399.8967126409	Park	Park Township	62480	18.05944159318661	2618.6190310120583	92494743.81496373	2.8311003663631102e-05																																																			None				33060.73046469804	19898.002581315435	19578.56458119418			
634	antwerp township-03140	Antwerp	Antwerp Township	03140	2747505.0	313934.0	2433571.0	489729.02992111276	440	1000227.0467994096	6182	6622	1489956.0767205223	Antwerp	Antwerp Township	03140	83.63202362427344	10872.163071155548	90664186.44640505	0.0001199168436544951	243.0	Lawton	2015.0	4998956.0		1865.0	RUR				19080000.0	10080000.0		12600000.0							47572308.0	10465907.76		28543384.8		460608.907824	601350.518548		524582.367244																						POINT (-85.84695 42.16726)	41760000.0	88168142.353616	4596.205260894002	101943.20853835091	57046.548127854156	60370.768096411404	2117.986420356737	1141.1662423613802	1213.4915581352598
635	antwerp township-03140	Antwerp	Antwerp Township	03140	2747505.0	313934.0	2433571.0	489729.02992111276	440	1000227.0467994096	6182	6622	1489956.0767205223	Antwerp	Antwerp Township	03140	83.63202362427344	10872.163071155548	90664186.44640505	0.0001199168436544951	177.0	Mattawan	2015.0	5001159.0		1944.0	RUR				26280000.0	22320000.0		9000000.0	6840000.0						57086769.6	25689046.32		19028923.2	1807747.704	473403.599708	1228290.420864		614145.210432	2814832.21448																					POINT (-85.78445 42.20948)	57600000.0	104120578.351004	5427.805749437838	101943.20853835091	57046.548127854156	60370.768096411404	1778.1661180286203	951.0057058280413	1012.2499750965488
636	mathias township-52360	Mathias	Mathias Township	52360	224401.0	1002.0	223399.0	20680.094634905687	37	87291.21556667225	725	762	107971.31020157794	Mathias	Mathias Township	52360	1.688799273374554	557.3037602136028	186460867.8616078	2.9888510474339124e-06																																																			None				8190.1699173075585	4052.2073501878435	4850.218625029535			
637	manchester township-50680	Manchester	Manchester Township	50680	1146148.0	90791.0	1055357.0	253050.99691900442	304	455410.02693780203	2758	3062	708461.0238568065	Manchester	Manchester Township	50680	29.677228224904912	4510.938690185547	100641539.5538994	4.482183708815063e-05	19.0	Manchester	2015.0	5000598.0		2145.0	RUR				26280000.0	12960000.0		19800000.0							62795446.56	14271692.4		36154954.08		562966.442896	806065.588692		1049164.734488																						POINT (-84.03772 42.15032)	59040000.0	115640289.806076	6028.328307590742	42304.87631967948	27236.562702424577	25052.947756514186	601.7679555775037	351.8095450795021	315.5869832929977
638	hamilton township-36160	Hamilton	Hamilton Township	36160	210143.0	1292.0	208851.0	20916.765709312607	45	70717.4334843429	464	509	91634.19919365551	Hamilton	Hamilton Township	36160	2.9287502866637496	410.0250401329249	90337555.81698297	4.538810425241131e-06																																																			None				7671.7345525563605	3457.645657039983	4543.201202023876			
639	boardman township-09440	Boardman	Boardman Township	09440	400504.0	3658.0	396846.0	44645.34693022655	67	167301.21465974225	1246	1313	211946.5615899688	Boardman	Boardman Township	09440	10.238665183382109	1535.7997775073163	93635298.69152908	1.6401931739085226e-05																																																			None				14627.882508492237	7976.7971680127275	8662.632021529102			
640	wells township-85280	Wells	Wells Township	85280	496067.0		496067.0	36493.630713957136	73	204482.1645993672	1408	1481	240975.79531332437	Wells	Wells Township	85280	11.74743368390661	1832.5996546894312	91904713.65148121	1.9940213965944885e-05																																																			None					8990.596519105626				
641	yankee springs township-89020	Yankee Springs	Yankee Springs Township	89020	1130317.0	2439.0	1127878.0	98475.15760119272	176	405421.7670815343	2566	2742	503896.924682727	Yankee Springs	Yankee Springs Township	89020	27.350730144997048	4184.661712184548	92946684.8786364	4.50221728472468e-05																																																			None				41239.82529385991	18922.287009858694	24422.22453902384			
642	pentland township-63500	Pentland	Pentland Township	63500	538091.0	14949.0	523142.0	93203.96605134725	125	204202.28904383807	1512	1637	297406.2550951853	Pentland	Pentland Township	63500	5.559551771879543	2612.989332783385	277986114.5599476	9.399711697541982e-06																																																			None				19708.449701587924	11361.802496638029	11671.343913280367			
643	onekama township-60760	Onekama	Onekama Township	60760	533249.0	16319.0	516930.0	84119.54345482608	130	182968.47277371696	1192	1322	267088.01622854307	Onekama	Onekama Township	60760	14.622379384127008	1213.6574888825417	56331836.73629021	2.1544788155303956e-05	103.0	Onekama	2015.0	5004497.0		405.0	RUR				9000000.0	3600000.0		1656000.0							22834707.84	3139772.328		3710640.024		217509.762028	281483.221448		65252.9286084																						POINT (-86.20509 44.36361)	14256000.0	30249366.104084402	1576.89945500592	19539.407562919918	10205.857210787097	11571.237158761174	1139.1029434940456	547.2103962233143	633.7967631371738
644	troy township-80680	Troy	Troy Township	80680	81911.0		81911.0	13672.121220237477	10	31221.232674586023	273	283	44893.3538948235	Troy	Troy Township	80680	2.0834989511488895	335.44333113497123	93900295.46392596	3.5723352038209486e-06																																																			None					1712.8684339570432				
645	orient township-61080	Orient	Orient Township	61080	390580.0	4899.0	385681.0	32457.02913558719	63	122647.64528779144	912	975	155104.67442337863	Orient	Orient Township	61080	5.377913799732924	806.6870699599385	91743318.24832909	8.792869991647928e-06																																																			None				14272.771190460118	5836.316164438763	8452.335098990481			
646	lake township-44320	Lake	Lake Township	44320	286101.0	642.0	285459.0	12706.098155202222	27	99178.67711918954	814	841	111884.77527439177	Lake	Lake Township	44320	5.927418388839496	841.6934112152085	92819974.76083499	9.068020255165568e-06																																																			None				10438.58408045076	4150.933235724758	6181.72949244294			
647	ontonagon township-60880	Ontonagon	Ontonagon Township	60880	717585.0	36350.0	681235.0	113668.56001791605	159	305538.3938556246	2329	2488	419206.9538735406	Ontonagon	Ontonagon Township	60880	2.58063824283364	2214.187612351263	503231136.9926719	4.399941596585877e-06	132.0	Ontonagon	2015.0	5004520.0		1308.0	RUR				24840000.0	14760000.0		828000.0	576000.0						63746892.72	14271692.4		1236880.008	152231.3856	614145.210432	972396.583184		166330.994492	230304.453912																					POINT (-89.31403 46.87105)	40428000.0	81008337.91610801	4222.9646555667105	26373.302747181002	15917.223534271143	15618.269886880587	524.5210390860299	276.9205956599487	269.8413593467468
648	kearney township-42400	Kearney	Kearney Township	42400	731480.0	50934.0	680546.0	159473.4099595025	237	224016.39614199582	1434	1671	383489.8061014983	Kearney	Kearney Township	42400	12.214522395961518	1710.0331354346126	91300638.41421382	1.8729695269780195e-05																																																			None				26960.59261721592	14867.313588455701	15966.062947915267			
649	clearwater township-16340	Clearwater	Clearwater Township	16340	585429.0	3929.0	581500.0	45927.345849878766	96	310076.28420659155	2209	2305	356003.6300564703	Clearwater	Clearwater Township	16340	16.759532483172244	2296.0559501945972	87527175.04590616	2.6232492354407236e-05																																																			None				21374.19877041072	13238.1061141263	12657.800511837228			
650	peaine township-63140	Peaine	Peaine Township	63140	169541.0	4875.0	164666.0	24081.20195516089	45	98721.15534346875	735	780	122802.35729862965	Peaine	Peaine Township	63140	1.093813643850738	254.85857901722193	138879421.91611144	1.8351068538517276e-06																																																			None				6210.622317322799	4611.916007003669	3677.9305363185613			
651	millen township-54060	Millen	Millen Township	54060	244041.0	794.0	243247.0	8301.589033387441	19	103285.36443863607	801	820	111586.95347202351	Millen	Millen Township	54060	1.2870011936744739	373.23034616559744	184909834.61359525	2.0184450813313106e-06																																																			None				8905.357036316518	4115.760821848091	5273.752436906641			
652	cross village township-18900	Cross Village	Cross Village Township	18900	75540.0	1289.0	74251.0	10570.531830770184	27	48539.90445257919	337	364	59110.43628334937	Cross Village	Cross Village Township	18900	5.902557430652584	242.00485465675592	26744419.759803638	9.048798098079686e-06																																																			None				2762.30565210132	2214.2933494145436	1635.8374071744015			
653	holly township-38720	Holly	Holly Township	38720	2152477.0	104644.0	2047833.0	391598.2991712428	469	785056.0034466853	5048	5517	1176654.302617928	Holly	Holly Township	38720	74.4405073206636	11761.600156664848	94363068.62958904	0.00012464198470307918	404.0	Holly	2015.0	4996274.0		6146.0	URB				68400000.0	43200000.0		82800000.0	864000.0						161745847.2	43766523.36		114173539.2	237861.54	1407416.10724	2430991.45796		3198672.971	358251.372752																					POINT (-83.62773 42.79197)	194400000.0	326722990.2962	17032.069484140902	79085.45056510333	45077.79161183718	46834.40382465418	364.33259703844146	164.66420685877623	174.97776396616499
654	cumming township-19260	Cumming	Cumming Township	19260	344536.0	11730.0	332806.0	57903.652455834854	82	120496.38619945031	925	1007	178400.03865528517	Cumming	Cumming Township	19260	5.916823584707859	952.6085971379653	91600569.07537062	1.0399592565349036e-05																																																			None				12631.0981263012	6826.422361114366	7480.13631039557			
655	evangeline township-26580	Evangeline	Evangeline Township	26580	208758.0	761.0	207997.0	29333.80869685072	68	97204.96131933075	671	739	126538.77001618146	Evangeline	Evangeline Township	26580	13.56789173034288	800.50561209023	38421778.34167852	2.083468404224984e-05																																																			None				7618.288308841079	4777.186014354366	4511.550336495687			
656	milford township-53980	Milford	Milford Township	53980	3704787.0	473424.0	3231363.0	835034.9096028113	1171	1190651.5871477053	7143	8314	2025686.4967505166	Milford	Milford Township	53980	109.29860394051734	15411.103155612946	91177676.07808833	0.00016902276761708907	357.0	Milford	2015.0	5001972.0		6471.0	URB				68400000.0	97200000.0		34200000.0	12600000.0						171260308.8	114173539.2		63746892.72	3425206.176	1407416.10724	5885558.26664		2814832.21448	5117876.7536																					POINT (-83.59939 42.59364)	199800000.0	359288547.30836004	18729.711971184806	137738.6946324277	78492.24371724256	81568.85496132368	635.4020971829959	319.0787548575275	335.50512195177015
657	emmett township-25960	Emmett	Emmett Township	25960	967900.0	14094.0	953806.0	83878.22277654984	168	312155.2064684854	1848	2016	396033.4292450353	Emmett	Emmett Township	25960	17.655303775490104	2718.916781425476	91610608.45275567	2.9679060398639786e-05	324.0	Emmett	2015.0	4992140.0		263.0	RUR				3096000.0	648000.0		306000.0							7992147.744	618440.004		466208.6184		76768.151304	44781.421594		60135.0518548																						POINT (-82.76493 42.99058)	4050000.0	9258480.9911528	482.6446140687955	35380.27288483272	14907.586897830744	20952.197602397933	7230.5019580700555	2988.729566907762	4241.123259569087
658	monroe township-55060	Monroe	Monroe Township	55060	95730.0	223.0	95507.0	2713.3067085940943	5	43069.46311818619	350	355	45782.769826780284	Monroe	Monroe Township	55060	2.0558756116511567	287.8225856311619	93067785.54620276	3.092612378622404e-06																																																			None				3492.81749977524	1684.8231875841293	2068.446523366897			
659	bessemer township-07980	Bessemer	Bessemer Township	07980	334139.0	7037.0	327102.0	27900.29541877348	44	152666.99721703716	1358	1402	180567.29263581065	Bessemer	Bessemer Township	07980	2.408432091275738	1242.7509590982809	297868698.8587879	4.1721435110825055e-06																																																			None				12225.983328383758	6739.871208326758	7240.227327068861			
660	skandia township-74110	Skandia	Skandia Township	74110	263859.0	10265.0	253594.0	26803.875291686392	39	109553.30854396908	827	866	136357.18383565545	Skandia	Skandia Township	74110	2.9220441895129246	894.1455219909549	186874325.9489627	4.78474245967397e-06																																																			None				9680.457856820398	5121.332227892108	5732.767142809039			
661	mentor township-53100	Mentor	Mentor Township	53100	223024.0	57.0	222967.0	16165.202232882431	37	112919.92099540528	778	815	129085.12322828772	Mentor	Mentor Township	53100	4.92808208330224	739.2123124953359	92898503.02221188	7.957203705624744e-06																																																			None				8134.73046302436	4797.378158569683	4817.387380203026			
662	northfield township-58280	Northfield	Northfield Township	58280	1521924.0	92291.0	1429633.0	317222.91776492295	490	600770.428006544	3882	4372	917993.345771467	Northfield	Northfield Township	58280	55.828485937836845	8709.243806302547	95135905.2698232	9.154528757151683e-05																																																			None				56018.93698052028	35233.07797040735	33174.41447986411			
663	lincoln township-47660	Lincoln	Lincoln Township	47660	740726.0	2760.0	737966.0	88560.21963890821	176	244461.94139580987	1501	1677	333022.16103471804	Lincoln	Lincoln Township	47660	14.156186994139132	2024.3347401618958	93852233.91721451	2.1569382588671545e-05																																																			None				27031.937002059596	12635.200953520598	16008.313092619692			
664	otsego lake township-61680	Otsego Lake	Otsego Lake Township	61680	591704.0	4925.0	586779.0	66148.29810471063	127	266068.44601393706	1809	1936	332216.7441186477	Otsego Lake	Otsego Lake Township	61680	17.00905529784693	2517.340184081346	91957604.84375224	2.7375008172066134e-05																																																			None				21608.565814672198	12482.126285781767	12796.592675448874			
665	lincoln township-47600	Lincoln	Lincoln Township	47600	2512953.0	158771.0	2354182.0	469071.6770499992	498	1068443.3376888651	5779	6277	1537515.0147388643	Lincoln	Lincoln Township	47600	186.2119884990357	13779.687148928642	47315159.88523842	0.0002912319684082413	138.0	Stevensville	2015.0	5011183.0		1119.0	RUR				16920000.0	12960000.0		11160000.0	864000.0						40912184.88	14271692.4		23786154.0	228347.0784	371046.064636	754886.821156		588555.826664	345456.680868																					POINT (-86.51947 42.01449)	41040000.0	80684519.992456	4206.084027206732	92531.93514302088	58667.16393521195	54797.41199169696	2099.9545074345915	1294.816735845692	1202.813059302765
666	covington township-18600	Covington	Covington Township	18600	257648.0		257648.0	12436.393200103308	23	85110.98714370257	753	776	97547.38034380588	Covington	Covington Township	18600	0.5535516735670368	471.62602587911533	508102601.3357219	9.282102170689239e-07																																																			None					3626.5128893263845				
667	ross township-69820	Ross	Ross Township	69820	1389041.0	56810.0	1332231.0	241158.3575150844	371	495115.01550583524	3087	3458	736273.3730209196	Ross	Ross Township	69820	33.46297206589277	4617.890145093203	93258516.86544707	4.951708755733132e-05	173.0	Augusta	2015.0	4984575.0		903.0	RUR				9360000.0	6120000.0		1368000.0							23786154.0	6850412.352		3044627.712		230304.453912	358251.372752		63973.45942																						POINT (-85.35222 42.33643)	16848000.0	34333723.35008399	1789.8169982398783	50976.4278256506	28185.330950616	30188.240558350284	2748.1363109067165	1474.7604910632597	1586.6663233189574
668	bridgeton township-10500	Bridgeton	Bridgeton Township	10500	453671.0	1334.0	452337.0	22178.735912020667	45	182812.44568548535	1331	1376	204991.18159750602	Bridgeton	Bridgeton Township	10500	14.304686055400154	2360.2731991410255	93542450.18013577	2.5232107931701813e-05																																																			None				16554.230272845718	7599.111352291263	9803.415167579233			
669	bloomingdale township-09240	Bloomingdale	Bloomingdale Township	09240	917972.0	14255.0	903717.0	166698.96522036742	176	328978.72107543173	2282	2458	495677.68629579915	Bloomingdale	Bloomingdale Township	09240	23.205010589935796	3225.4964720010757	90895254.99173233	3.5485861966000986e-05	473.0	Bloomingdale	2015.0	4986442.0		440.0	RUR				6840000.0	2700000.0		100800.0							17126030.88	2949483.096		79921.47744		166330.994492	153536.302608		35825.1372752																						POINT (-85.95697 42.38281)	9640800.0	20511127.8878152	1069.2450967918064	33560.123780546994	18999.053206092904	19874.305302839926	3038.6745547154483	1676.866058408704	1758.7230713024883
670	stockbridge township-76580	Stockbridge	Stockbridge Township	76580	978532.0	65717.0	912815.0	171844.22269933985	226	376477.7009127028	2258	2484	548321.9236120427	Stockbridge	Stockbridge Township	76580	26.151537113719517	3765.8213443756104	93083150.30951542	4.045653087431711e-05	134.0	Stockbridge	2015.0	5011227.0		1234.0	RUR				13320000.0	6120000.0		1044000.0							33300615.6	5613532.344		1902892.32		319867.2971	396635.448404		140741.610724																						POINT (-84.18051 42.45115)	20484000.0	41674284.620228	2172.4804572524854	36052.98039681157	20947.559294319286	21350.57499099181	1559.5307118392868	864.2231406220086	882.7740875512256
671	dalton township-19660	Dalton	Dalton Township	19660	2068041.0	54326.0	2013715.0	180688.07687303616	264	739125.3225152859	4681	4945	919813.3993883221	Dalton	Dalton Township	19660	63.57095449797961	9344.930311203003	94047119.29292685	9.936434397417872e-05	496.0	Lakewood Club	2015.0	4998745.0		1289.0	RUR				15120000.0	2016000.0		255600.0	648000.0						37106400.24	1712603.088		247376.0016	180774.7704	345456.680868	166330.994492		81886.0280576	268688.529564																					POINT (-86.26034 43.37112)	17391600.0	39660053.0330176	2067.4785646112073	75728.07211320467	34545.88237243783	44846.1643054398	3562.8225999259853	1570.9185267385947	2069.1235436761685
672	saugatuck township-71720	Saugatuck	Saugatuck Township	71720	934976.0	12078.0	922898.0	166170.27162354588	336	361793.76898867515	2146	2482	527964.040612221	Saugatuck	Saugatuck Township	71720	32.92597330123186	3292.597330123186	62134892.739235066	5.2991116343298624e-05																																																			None				34168.29981157944	20173.724284687687	20234.46714841734			
673	harrison township-36820	Harrison	Harrison Township	36820	4305372.0	379028.0	3926344.0	1004044.6423241533	1044	1408837.7849254392	8098	9142	2412882.4272495923	Harrison	Harrison Township	36820	406.91153142127126	26856.1610738039	38754201.51264475	0.0006929870833499498																																																			None				159122.99563696224	93547.36578065643	94232.63801620904			
674	otsego township-61640	Otsego	Otsego Township	61640	1434763.0	100630.0	1334133.0	186625.32304252105	256	494471.9888619656	3056	3312	681097.3119044866	Otsego	Otsego Township	61640	47.02382928755746	6301.1931245327	87902859.88199678	7.168359633567775e-05																																																			None				52885.91536363979	25871.89421280968	31319.03907834748			
675	fairhaven township-27120	Fairhaven	Fairhaven Township	27120	393953.0	771.0	393182.0	74943.70462080797	117	139167.05953763018	997	1114	214110.76415843813	Fairhaven	Fairhaven Township	27120	9.40276309634958	789.8321000933647	54738660.795682035	1.4429145481682469e-05																																																			None				14373.01181378088	8222.958931919124	8511.697596121037			
676	cheshire township-15200	Cheshire	Cheshire Township	15200	571086.0	591.0	570495.0	44344.14070460342	89	252953.3177194504	1824	1913	297297.4584240538	Cheshire	Cheshire Township	15200	15.23918278031535	2346.834148168564	93047297.95032819	2.522194840543767e-05																																																			None				20832.63909920388	11088.16151571542	12337.088874548537			
677	taymouth township-79100	Taymouth	Taymouth Township	79100	1280460.0	1490.0	1278970.0	84310.25964412309	176	428088.37339208036	2628	2804	512398.63303620345	Taymouth	Taymouth Township	79100	30.021873726066968	4233.0841953754425	92209094.05695647	4.590744805236581e-05																																																			None				46710.7945115292	19154.19161717317	27662.13250972759			
678	grant township-34220	Grant	Grant Township	34220	1208008.0	79128.0	1128880.0	126077.82291042262	203	323464.6611483523	2091	2294	449542.48405877495	Grant	Grant Township	34220	23.005687052572984	3174.7848132550716	85660054.04458605	3.7062605769576053e-05																																																			None				44496.74137955904	17092.150334998125	26350.970244974862			
679	ronald township-69440	Ronald	Ronald Township	69440	661724.0	233.0	661491.0	80433.64883395638	127	210173.38520356442	1389	1516	290607.0340375208	Ronald	Ronald Township	69440	13.069952437707355	1829.7933412790298	94333560.40522388	1.939705586663834e-05																																																			None				24136.52795607924	11043.329217166083	14293.651855590126			
680	buel township-11540	Buel	Buel Township	11540	520012.0	208.0	519804.0	68532.97112867834	133	160871.4566905109	1026	1159	229404.42781918924	Buel	Buel Township	11540	8.185426424596681	1235.9993901140988	97567299.79394333	1.2668172561139441e-05																																																			None				18967.68911301264	8745.386081444576	11232.665492726084			
