	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	graced_emissions_2019(kgC/hr)	graced_emissions_2019(metric tonnes/year)	absolute_percent_error_graced (percent error)	region	state	city	NAME	LABEL	FIPSCODE
925	alamo township-00840			171790.65111035373	4122.975626648489		michigan			Alamo	Alamo Township	840.0
926	port austin township-65700	55349056.0444016	2885.346291594655	6788.844373596094	162.93226496630624	94.3531122957079	michigan			Port Austin	Port Austin Township	65700.0
927	schoolcraft township-71840	40999779.9199676	2137.31852722791	36275.2576022825	870.60618245478	59.2664279393137	michigan			Schoolcraft	Schoolcraft Township	71840.0
928	marion township-51720	39365224.452460006	2052.10915070674	15940.11203883631	382.56268893207147	81.35758574048958	michigan			Marion	Marion Township	51720.0
929	salem township-71100			52389.7901341819	1257.3549632203656		michigan			Salem	Salem Township	71100.0
930	carp lake township-13500			7819.983259228021	187.6795982214725		michigan			Carp Lake	Carp Lake Township	13500.0
931	readmond township-67540			7783.343787229664	186.800250893512		michigan			Readmond	Readmond Township	67540.0
932	solon township-74460			97068.3904835243	2329.641371604583		michigan			Solon	Solon Township	74460.0
933	orange township-60920			126249.27728971589	3029.982654953181		michigan			Orange	Orange Township	60920.0
934	delhi township-21420			983437.8014533124	23602.507234879497		michigan			Delhi	Delhi Township	21420.0
935	dayton township-19980			26462.84134938488	635.1081923852371		michigan			Dayton	Dayton Township	19980.0
936	marenisco township-51560			34908.43580345758	837.8024592829819		michigan			Marenisco	Marenisco Township	51560.0
937	gibson township-32040			10397.621529437678	249.54291670650423		michigan			Gibson	Gibson Township	32040.0
938	laketon township-45160			360612.2516045428	8654.694038509027		michigan			Laketon	Laketon Township	45160.0
939	redford township-67625			1034447.2208558554	24826.73330054053		michigan			Redford	Redford Township	67625.0
940	fork township-29680	14811479.63309	772.1224332729815	15685.75730412698	376.4581752990475	51.24372002724186	michigan			Fork	Fork Township	29680.0
941	pine grove township-64280			47491.963006499805	1139.8071121559954		michigan			Pine Grove	Pine Grove Township	64280.0
942	mendon township-53000	108330899.692512	5647.2898009706505	36088.84632506631	866.1323118015914	84.66286763514913	michigan			Mendon	Mendon Township	53000.0
943	grand rapids township-34020			415470.6885847375	9971.2965260337		michigan			Grand Rapids	Grand Rapids Township	34020.0
944	harrisville township-36880			13438.388604889504	322.5213265173481		michigan			Harrisville	Harrisville Township	36880.0
945	gilead township-32120			17498.66602654847	419.96798463716334		michigan			Gilead	Gilead Township	32120.0
946	benton township-07400			337578.50969803263	8101.884232752784		michigan			Benton	Benton Township	7400.0
947	iosco township-40900			38529.66895996155	924.7120550390772		michigan			Iosco	Iosco Township	40900.0
948	bowne township-09780			55066.58145268781	1321.5979548645075		michigan			Bowne	Bowne Township	9780.0
949	courtland township-18500			156206.95364476458	3748.9668874743497		michigan			Courtland	Courtland Township	18500.0
950	spurr township-76000			3942.042668304832	94.60902403931598		michigan			Spurr	Spurr Township	76000.0
951	davison township-19900			312957.5233263044	7510.980559831305		michigan			Davison	Davison Township	19900.0
952	benton township-07440			77390.58014869929	1857.3739235687829		michigan			Benton	Benton Township	7440.0
953	bainbridge township-04840			79886.69979291048	1917.280795029852		michigan			Bainbridge	Bainbridge Township	4840.0
954	freesoil township-30620	7005492.6947508	365.1963341773592	8257.070890517582	198.169701372422	45.7361197727193	michigan			Freesoil	Freesoil Township	30620.0
955	napoleon township-56640			116114.40058360931	2786.745614006624		michigan			Napoleon	Napoleon Township	56640.0
956	mackinaw township-50300	78205432.68184	4076.849205704319	3337.3755703305405	80.09701368793299	98.03532066930852	michigan			Mackinaw	Mackinaw Township	50300.0
957	cleon township-16380	8587582.750428401	447.6706887798325	6928.281540927001	166.278756982248	62.85690326622545	michigan			Cleon	Cleon Township	16380.0
958	alabaster township-00760			29386.07903159652	705.2658967583166		michigan			Alabaster	Alabaster Township	760.0
959	mason township-52120	6424589.321353161	334.91384132214023	9609.344139390018	230.62425934536043	31.139227200964747	michigan			Mason	Mason Township	52120.0
960	eureka township-26520			198973.53568646105	4775.364856475066		michigan			Eureka	Eureka Township	26520.0
961	kalkaska township-42280	260128792.637632	13560.513960199756	74738.43719902876	1793.7224927766904	86.77245937697285	michigan			Kalkaska	Kalkaska Township	42280.0
962	olive township-60460			348984.5070818005	8375.62816996321		michigan			Olive	Olive Township	60460.0
963	park township-62460			395046.73963482166	9481.12175123572		michigan			Park	Park Township	62460.0
964	sheridan township-72980			95852.7057000241	2300.4649368005785		michigan			Sheridan	Sheridan Township	72980.0
965	butman township-12180			14678.994866608067	352.29587679859367		michigan			Butman	Butman Township	12180.0
966	grout township-35620			46805.35200602196	1123.328448144527		michigan			Grout	Grout Township	35620.0
967	portage township-65600			6476.7135975090805	155.44112634021795		michigan			Portage	Portage Township	65600.0
968	elba township-25120	38146720.909156	1988.5885609943025	13429.633518943208	322.31120445463694	83.79196125449499	michigan			Elba	Elba Township	25120.0
969	brooks township-11060			41346.24044694751	992.30977072674		michigan			Brooks	Brooks Township	11060.0
970	greenwood township-35200			13915.932927029817	333.98239024871555		michigan			Greenwood	Greenwood Township	35200.0
971	lynn township-49800			34297.45133594659	823.1388320627183		michigan			Lynn	Lynn Township	49800.0
972	marquette township-51920			326555.37302587973	7837.328952621114		michigan			Marquette	Marquette Township	51920.0
973	lee township-46600			32490.43322833611	779.7703974800667		michigan			Lee	Lee Township	46600.0
974	lyndon township-49780			118882.9615221274	2853.191076531058		michigan			Lyndon	Lyndon Township	49780.0
975	littlefield township-48020	32237261.5678	1680.5284455294138	18881.3736875558	453.1529685013393	73.03509085449707	michigan			Littlefield	Littlefield Township	48020.0
976	hendricks township-37660			1478.643732932027	35.48744959036865		michigan			Hendricks	Hendricks Township	37660.0
977	mikado township-53880			9419.698847142512	226.07277233142028		michigan			Mikado	Mikado Township	53880.0
978	secord township-72240			8834.138202583861	212.01931686201263		michigan			Secord	Secord Township	72240.0
979	james township-41480			43973.29663254999	1055.3591191811995		michigan			James	James Township	41480.0
980	vienna township-82380			291272.4396604371	6990.53855185049		michigan			Vienna	Vienna Township	82380.0
981	richland township-68320	11414983.5440688	595.0630921523066	10365.602176906714	248.77445224576115	58.19360072459556	michigan			Richland	Richland Township	68320.0
982	maple grove township-51000	22070183.9105488	1150.5186872569088	9276.212834298582	222.629108023166	80.64967475200572	michigan			Maple Grove	Maple Grove Township	51000.0
983	mueller township-56060			2485.472264211968	59.65133434108723		michigan			Mueller	Mueller Township	56060.0
984	eaton township-24520			88699.35086505668	2128.7844207613603		michigan			Eaton	Eaton Township	24520.0
985	rogers township-69240			52796.10408786876	1267.1064981088502		michigan			Rogers	Rogers Township	69240.0
986	richmond township-68440			49554.6444078776	1189.3114657890624		michigan			Richmond	Richmond Township	68440.0
987	vernon township-82000			26883.2656274296	645.1983750583105		michigan			Vernon	Vernon Township	82000.0
988	billings township-08360			20272.52699577568	486.5406478986162		michigan			Billings	Billings Township	8360.0
989	royal oak township-70060			78443.25823841523	1882.6381977219653		michigan			Royal Oak	Royal Oak Township	70060.0
990	berrien township-07820	28745780.389852	1498.5175317229846	94109.64943611428	2258.631586466742	50.724401860669886	michigan			Berrien	Berrien Township	7820.0
991	wilson township-87700			20853.94303720717	500.4946328929721		michigan			Wilson	Wilson Township	87700.0
992	ovid township-61880			30654.848336146508	735.7163600675162		michigan			Ovid	Ovid Township	61880.0
993	maple ridge township-51220			13543.278864317284	325.03869274361483		michigan			Maple Ridge	Maple Ridge Township	51220.0
994	ann arbor township-03020	16169775.1347344	842.9303777737042	257526.72381642612	6180.641371594228	633.2327241448052	michigan			Ann Arbor	Ann Arbor Township	3020.0
995	tuscola township-80940			45551.08425191799	1093.2260220460316		michigan			Tuscola	Tuscola Township	80940.0
996	tecumseh township-79140			80074.71811245129	1921.793234698831		michigan			Tecumseh	Tecumseh Township	79140.0
997	pentwater township-63560	81837418.93008	4266.18464882507	19228.17618383737	461.4762284120969	89.18292886035324	michigan			Pentwater	Pentwater Township	63560.0
998	rush township-70260			53814.87114476508	1291.556907474362		michigan			Rush	Rush Township	70260.0
999	plymouth township-65080			767274.0371351875	18414.576891244506		michigan			Plymouth	Plymouth Township	65080.0
1000	humboldt township-39940			9267.36730135838	222.41681523260112		michigan			Humboldt	Humboldt Township	39940.0
1001	mentor township-53120			10841.25416002863	260.19009984068714		michigan			Mentor	Mentor Township	53120.0
1002	baltimore township-05020			20503.84950998241	492.0923882395779		michigan			Baltimore	Baltimore Township	5020.0
1003	georgetown township-31880			748996.3799563143	17975.913118951543		michigan			Georgetown	Georgetown Township	31880.0
1004	rose lake township-69760			11353.580575233307	272.48593380559936		michigan			Rose Lake	Rose Lake Township	69760.0
1005	lakefield township-44560			7786.194877917917	186.86867707003		michigan			Lakefield	Lakefield Township	44560.0
1006	novesta township-59420			13968.087825370592	335.23410780889424		michigan			Novesta	Novesta Township	59420.0
1007	ashland township-03700			50465.16189949996	1211.1638855879992		michigan			Ashland	Ashland Township	3700.0
1008	elk rapids township-25340	155079962.929548	8084.318467517337	12876.418489730306	309.0340437535273	96.17736430108214	michigan			Elk Rapids	Elk Rapids Township	25340.0
1009	nunda township-59500			8659.299507773307	207.82318818655932		michigan			Nunda	Nunda Township	59500.0
1010	foster township-29860			10007.15862243048	240.17180693833157		michigan			Foster	Foster Township	29860.0
1011	roscommon township-69560			83142.3260626464	1995.4158255035136		michigan			Roscommon	Roscommon Township	69560.0
1012	echo township-24640			21397.87877952337	513.5490907085609		michigan			Echo	Echo Township	24640.0
1013	rollin township-69340	29373408.6262	1531.2357916838057	26277.626373319697	630.6630329596727	58.81346057969482	michigan			Rollin	Rollin Township	69340.0
1014	escanaba township-26380			97193.97920420989	2332.655500901037		michigan			Escanaba	Escanaba Township	26380.0
1015	texas township-79300			596778.7150774442	14322.68916185866		michigan			Texas	Texas Township	79300.0
1016	martin township-52000	18924246.184636	986.5209536050746	45090.21532392877	1082.1651677742905	9.695102148585914	michigan			Martin	Martin Township	52000.0
1017	clayton township-16240			30813.898688999245	739.5335685359819		michigan			Clayton	Clayton Township	16240.0
1018	salem township-71130			450321.3615145264	10807.712676348634		michigan			Salem	Salem Township	71130.0
1019	north plains township-58720	10168851.8516468	530.1022470263476	27380.737173532063	657.1376921647695	23.964328740547263	michigan			North Plains	North Plains Township	58720.0
1020	hope township-39160			20944.59080675484	502.6701793621161		michigan			Hope	Hope Township	39160.0
1021	addison township-00400	16493172.5479116	859.7890849226317	120510.65734785926	2892.2557763486225	236.39131120266347	michigan			Addison	Addison Township	400.0
1022	dafter township-19540			42594.24371006757	1022.2618490416218		michigan			Dafter	Dafter Township	19540.0
1023	springvale township-75900			20102.47873959984	482.4594897503961		michigan			Springvale	Springvale Township	75900.0
1024	hope township-39120			23012.36250079112	552.2967000189868		michigan			Hope	Hope Township	39120.0
1025	clyde township-16760			107701.15626871891	2584.8277504492544		michigan			Clyde	Clyde Township	16760.0
1026	slagle township-74220			5844.611687861143	140.27068050866745		michigan			Slagle	Slagle Township	74220.0
1027	clay township-16180			181095.43166228564	4346.290359894855		michigan			Clay	Clay Township	16180.0
1028	wells township-85240			100569.685277089	2413.672446650136		michigan			Wells	Wells Township	85240.0
1029	dayton township-19960			47702.72129319328	1144.8653110366388		michigan			Dayton	Dayton Township	19960.0
1030	kimball township-43160			192929.1901458003	4630.300563499207		michigan			Kimball	Kimball Township	43160.0
1031	mottville township-55780			22589.238110898197	542.1417146615566		michigan			Mottville	Mottville Township	55780.0
1032	powell township-66120			7233.64036623676	173.60736878968223		michigan			Powell	Powell Township	66120.0
1033	pleasant plains township-64880			14350.47351113918	344.41136426734033		michigan			Pleasant Plains	Pleasant Plains Township	64880.0
1034	boon township-09580	9693522.79153116	505.3233431225193	5748.607588291383	137.9665821189932	72.6973661524395	michigan			Boon	Boon Township	9580.0
1035	albee township-00920			49693.1338138711	1192.6352115329064		michigan			Albee	Albee Township	920.0
1036	homer township-38940	134240718.06706	6997.9686328358375	27504.702185970247	660.1128524632859	90.56707900395683	michigan			Homer	Homer Township	38940.0
1037	ingallston township-40600			8526.401441234793	204.63363458963505		michigan			Ingallston	Ingallston Township	40600.0
1038	hadley township-35840			75592.28803707159	1814.214912889718		michigan			Hadley	Hadley Township	35840.0
1039	columbia township-17420	17114925.4051208	892.2010613689473	11068.188171501815	265.6365161160436	70.22683253610295	michigan			Columbia	Columbia Township	17420.0
1040	scipio township-71980			21293.14386635602	511.0354527925445		michigan			Scipio	Scipio Township	71980.0
1041	huron township-40040			431451.357493834	10354.832579852016		michigan			Huron	Huron Township	40040.0
1042	assyria township-03860			28097.5909559208	674.3421829420992		michigan			Assyria	Assyria Township	3860.0
1043	coldwater township-17040			149826.8490045117	3595.8443761082804		michigan			Coldwater	Coldwater Township	17040.0
1044	white pigeon township-86940	83784277.098544	4367.674365147099	27182.24247566079	652.373819415859	85.06358842541853	michigan			White Pigeon	White Pigeon Township	86940.0
1045	dundee township-23400	461614352.024888	24063.956171057413	151224.21603528562	3629.381184846855	84.91777013285936	michigan			Dundee	Dundee Township	23400.0
1046	sturgis township-76980			50135.66603033218	1203.2559847279722		michigan			Sturgis	Sturgis Township	76980.0
1047	rockland township-69140			3145.71331567622	75.49711957622928		michigan			Rockland	Rockland Township	69140.0
1048	denver township-21700	30670072.0089832	1598.830853828294	14055.630307913802	337.33512738993124	78.90113725400003	michigan			Denver	Denver Township	21700.0
1049	lincoln township-47620			16395.691729085866	393.4966014980607		michigan			Lincoln	Lincoln Township	47620.0
1050	seneca township-72440			29334.78872722547	704.0349294534112		michigan			Seneca	Seneca Township	72440.0
1051	south haven township-75000			76619.42484362947	1838.8661962471076		michigan			South Haven	South Haven Township	75000.0
1052	helena township-37500			13893.090110853183	333.4341626604764		michigan			Helena	Helena Township	37500.0
1053	rome township-69360			22128.67932600554	531.0883038241329		michigan			Rome	Rome Township	69360.0
1054	orleans township-61160			20708.89922677013	497.0135814424832		michigan			Orleans	Orleans Township	61160.0
1055	moffatt township-54800			29264.605246270483	702.3505259104916		michigan			Moffatt	Moffatt Township	54800.0
1056	warren township-84020			44515.36753424318	1068.3688208218364		michigan			Warren	Warren Township	84020.0
1057	hartland township-37040			315469.7502211961	7571.274005308706		michigan			Hartland	Hartland Township	37040.0
1058	loud township-49480			4249.0950763480205	101.97828183235248		michigan			Loud	Loud Township	49480.0
1059	colon township-17370	81270501.86063199	4236.631261994746	51721.99919218589	1241.3279806124615	70.70011752620634	michigan			Colon	Colon Township	17370.0
1060	ewing township-26840			1537.833887650968	36.90801330362324		michigan			Ewing	Ewing Township	26840.0
1061	logan township-49160			8255.516208565801	198.13238900557923		michigan			Logan	Logan Township	49160.0
1062	yates township-89040			5762.7238465260425	138.30537231662504		michigan			Yates	Yates Township	89040.0
1063	mecosta township-52780	9777216.6796804	509.6863055117392	61039.48771309595	1464.9477051143026	187.42143731789196	michigan			Mecosta	Mecosta Township	52780.0
1064	meade township-52600			48544.60441457516	1165.070505949804		michigan			Meade	Meade Township	52600.0
1065	merrill township-53160			7794.446404321857	187.06671370372456		michigan			Merrill	Merrill Township	53160.0
1066	ishpeming township-41240			102189.05640508632	2452.537353722072		michigan			Ishpeming	Ishpeming Township	41240.0
1067	almer township-01620			17472.9974939093	419.3519398538232		michigan			Almer	Almer Township	1620.0
1068	climax township-16460	27083188.8191864	1411.846633144187	32210.91929694493	773.0620631266784	45.24461474933247	michigan			Climax	Climax Township	16460.0
1069	bedford township-06720			392824.00015979214	9427.776003835012		michigan			Bedford	Bedford Township	6720.0
1070	cato township-14000			34276.0636463216	822.6255275117185		michigan			Cato	Cato Township	14000.0
1071	burns township-11880	17361804.887737203	905.0708887977404	35934.22059931695	862.4212943836068	4.712293251502942	michigan			Burns	Burns Township	11880.0
1072	day township-19920	8679936.480022399	452.4850887035676	18254.81926122838	438.1156622694811	3.175668501089594	michigan			Day	Day Township	19920.0
1073	rudyard township-70220			20056.891006089376	481.365384146145		michigan			Rudyard	Rudyard Township	70220.0
1074	burlington township-11840	23044008.057436	1201.2841400341383	22947.407860559084	550.737788653418	54.1542445871493	michigan			Burlington	Burlington Township	11840.0
1075	cooper township-17980			438536.8453137742	10524.88428753058		michigan			Cooper	Cooper Township	17980.0
1076	forest township-29420	34060268.620838	1775.5618032042848	49586.36557421376	1190.07277378113	32.97486059716684	michigan			Forest	Forest Township	29420.0
1077	pennfield township-63440			392726.9252189013	9425.446205253633		michigan			Pennfield	Pennfield Township	63440.0
1078	mancelona township-50640	75035865.865324	3911.61968755934	37849.88817434575	908.397316184298	76.77695203668705	michigan			Mancelona	Mancelona Township	50640.0
1079	franklin township-30280			8415.155180880081	201.963724341122		michigan			Franklin	Franklin Township	30280.0
1080	ida township-40260			59012.7428029847	1416.3058272716328		michigan			Ida	Ida Township	40260.0
1081	little traverse township-48080			30728.026679226445	737.4726403014347		michigan			Little Traverse	Little Traverse Township	48080.0
1082	london township-49180			118395.7210742395	2841.4973057817483		michigan			London	London Township	49180.0
1083	leroy township-47060			185416.42222410676	4449.994133378562		michigan			Leroy	Leroy Township	47060.0
1084	argyle township-03460			6457.029396066972	154.96870550560732		michigan			Argyle	Argyle Township	3460.0
1085	haynes township-37380			6272.296235326552	150.53510964783723		michigan			Haynes	Haynes Township	37380.0
1086	summit township-77200			473643.1752504817	11367.43620601156		michigan			Summit	Summit Township	77200.0
1087	crystal township-19100			8801.331338226322	211.23195211743172		michigan			Crystal	Crystal Township	19100.0
1088	republic township-68000			5990.089920684331	143.76215809642397		michigan			Republic	Republic Township	68000.0
1089	dover township-22840			21487.293967731264	515.6950552255503		michigan			Dover	Dover Township	22840.0
1090	jordan township-41960			8685.836215177216	208.4600691642532		michigan			Jordan	Jordan Township	41960.0
1091	olive township-60440			203475.96381767857	4883.423131624285		michigan			Olive	Olive Township	60440.0
1092	jerome township-41760	37695934.754420005	1965.0890787479148	41203.27362257844	988.8785669418824	49.67767224211735	michigan			Jerome	Jerome Township	41760.0
1093	homer township-38980			55509.38295976157	1332.2251910342775		michigan			Homer	Homer Township	38980.0
1094	norman township-57900			13046.756877952106	313.12216507085054		michigan			Norman	Norman Township	57900.0
1095	douglass township-22760			16088.38855286112	386.1213252686669		michigan			Douglass	Douglass Township	22760.0
1096	au train township-04460			23109.72445162961	554.6333868391106		michigan			Au Train	Au Train Township	4460.0
1097	minden township-54540	10592669.490874398	552.1958605592823	4548.8583414115765	109.17260019387784	80.22937004936904	michigan			Minden	Minden Township	54540.0
1098	ypsilanti township-89160			858345.8696339184	20600.30087121404		michigan			Ypsilanti	Ypsilanti Township	89160.0
1099	case township-13740	9871081.826492	514.5794956150279	6873.373836319058	164.96097207165738	67.94256796522853	michigan			Case	Case Township	13740.0
1100	lasalle township-46260			122228.82623728116	2933.491829694748		michigan			Lasalle	Lasalle Township	46260.0
1101	summit township-77220			9508.291347741077	228.19899234578577		michigan			Summit	Summit Township	77220.0
1102	montcalm township-55140			29929.44208320364	718.3066099968872		michigan			Montcalm	Montcalm Township	55140.0
1103	berlin township-07700			103419.63388268452	2482.0712131844284		michigan			Berlin	Berlin Township	7700.0
1104	orange township-60940			10685.162369486869	256.4438968676848		michigan			Orange	Orange Township	60940.0
1105	oakfield township-59580			54638.63940756456	1311.3273457815494		michigan			Oakfield	Oakfield Township	59580.0
1106	matchwood township-52320			2481.5835332944657	59.55800479906718		michigan			Matchwood	Matchwood Township	52320.0
1107	sylvan township-77800			69772.37540874335	1674.5370098098406		michigan			Sylvan	Sylvan Township	77800.0
1108	manistique township-50780			35763.37947508731	858.3211074020955		michigan			Manistique	Manistique Township	50780.0
1109	otisco township-61580			126727.32269087069	3041.455744580896		michigan			Otisco	Otisco Township	61580.0
1110	china township-15540			122971.99136287167	2951.32779270892		michigan			China	China Township	15540.0
1111	fulton township-31080	17032908.8853624	887.925540193942	21341.62716182179	512.199051883723	42.31508964458352	michigan			Fulton	Fulton Township	31080.0
1112	akron township-00720	20129955.036056	1049.3745560295993	19950.337234696603	478.80809363271845	54.37205039120341	michigan			Akron	Akron Township	720.0
1113	byron township-12240			1025654.170936897	24615.70010248553		michigan			Byron	Byron Township	12240.0
1114	sugar island township-77020			135758.85732244106	3258.2125757385857		michigan			Sugar Island	Sugar Island Township	77020.0
1115	suttons bay township-77620	42049281.311416	2192.029034764116	20238.29858887466	485.7191661329918	77.84157242309246	michigan			Suttons Bay	Suttons Bay Township	77620.0
1116	waterloo township-84300			37658.57839669663	903.805881520719		michigan			Waterloo	Waterloo Township	84300.0
1117	otto township-61780			11716.182088152487	281.1883701156597		michigan			Otto	Otto Township	61780.0
1118	lapeer township-46060			75418.50268674748	1810.04406448194		michigan			Lapeer	Lapeer Township	46060.0
1119	cannon township-13080			235200.72447356995	5644.817387365679		michigan			Cannon	Cannon Township	13080.0
1120	mt haley township-55940			23598.64493432308	566.3674784237539		michigan			Mt Haley	Mt Haley Township	55940.0
1121	grant township-34280	14980210.0388856	780.9183493271063	8740.590188755203	209.7741645301249	73.13750346487812	michigan			Grant	Grant Township	34280.0
1122	wawatam township-84840			5344.677225179624	128.27225340431096		michigan			Wawatam	Wawatam Township	84840.0
1123	meade township-52640			3866.721697322358	92.8013207357366		michigan			Meade	Meade Township	52640.0
1124	forsyth township-29720			89582.57439066896	2149.981785376055		michigan			Forsyth	Forsyth Township	29720.0
1125	constantine township-17860	135659043.241728	7071.905924191281	65431.65176312132	1570.3596423149118	77.79439292393452	michigan			Constantine	Constantine Township	17860.0
1126	ash township-03680	112427699.953324	5860.85599856678	293918.0659892848	7054.033583742835	20.35841838577566	michigan			Ash	Ash Township	3680.0
1127	ferry township-27940			10023.537100583091	240.5648904139942		michigan			Ferry	Ferry Township	27940.0
1128	leavitt township-46560	11817871.161552798	616.0656236517473	8801.264935491297	211.23035845179115	65.71301005244912	michigan			Leavitt	Leavitt Township	46560.0
1129	clam union township-15900			6563.8347728605495	157.53203454865317		michigan			Clam Union	Clam Union Township	15900.0
1130	croton township-18980			30706.634003235227	736.9592160776455		michigan			Croton	Croton Township	18980.0
1131	silver creek township-73940			45527.30522433781	1092.6553253841075		michigan			Silver Creek	Silver Creek Township	73940.0
1132	algansee township-01120			21855.60023302149	524.5344055925158		michigan			Algansee	Algansee Township	1120.0
1133	south branch township-74760			18014.242254920293	432.3418141180871		michigan			South Branch	South Branch Township	74760.0
1134	dover township-22820	12006880.9243644	625.9187025871162	16619.60079350688	398.8704190441652	36.274404743697545	michigan			Dover	Dover Township	22820.0
1135	grant township-34200			7264.50209452417	174.3480502685801		michigan			Grant	Grant Township	34200.0
1136	riga township-68580			150101.48981302654	3602.435755512637		michigan			Riga	Riga Township	68580.0
1137	wells township-85260			2635.647914591845	63.25554995020428		michigan			Wells	Wells Township	85260.0
1138	negaunee township-56880			119154.31041898024	2859.703450055525		michigan			Negaunee	Negaunee Township	56880.0
1139	blackman township-08760			579362.8408915983	13904.70818139836		michigan			Blackman	Blackman Township	8760.0
1140	sebewa township-72120			49972.44648123429	1199.3387155496232		michigan			Sebewa	Sebewa Township	72120.0
1141	crockery township-18800			169905.27081118873	4077.7264994685297		michigan			Crockery	Crockery Township	18800.0
1142	mcmillan township-50440	105059229.81912	5476.737650470725	77884.85497036717	1869.2365192888124	65.8695260101029	michigan			McMillan	McMillan Township	50440.0
1143	allouez township-01520	9536981.759726958	497.1628591345663	34080.77270368824	817.9385448885179	64.52124889464595	michigan			Allouez	Allouez Township	1520.0
1144	watervliet township-84520			33557.165363025124	805.371968712603		michigan			Watervliet	Watervliet Township	84520.0
1145	colfax township-17140	258244456.159968	13462.283499619132	50224.48766675937	1205.3877040022248	91.0461868966262	michigan			Colfax	Colfax Township	17140.0
1146	worth township-88760			77027.50182715419	1848.6600438517007		michigan			Worth	Worth Township	88760.0
1147	resort township-68060			57306.69386070271	1375.360652656865		michigan			Resort	Resort Township	68060.0
1148	presque isle township-66340			12673.911146232866	304.1738675095888		michigan			Presque Isle	Presque Isle Township	66340.0
1149	dallas township-19620	47792391.720516	2491.417380390499	27965.3849981341	671.1692399552184	73.0607466561857	michigan			Dallas	Dallas Township	19620.0
1150	coldwater township-17060			13179.574428537442	316.3097862848986		michigan			Coldwater	Coldwater Township	17060.0
1151	pleasant view township-64960			28357.67193243755	680.5841263785013		michigan			Pleasant View	Pleasant View Township	64960.0
1152	ogemaw township-60300			26506.57181468275	636.1577235523861		michigan			Ogemaw	Ogemaw Township	60300.0
1153	marilla township-51580			5177.403803081555	124.25769127395732		michigan			Marilla	Marilla Township	51580.0
1154	kinross township-43480			95742.85858124249	2297.828605949819		michigan			Kinross	Kinross Township	43480.0
1155	keene township-42520			100096.24722402716	2402.309933376652		michigan			Keene	Keene Township	42520.0
1156	saline township-71160			105805.49240344876	2539.33181768277		michigan			Saline	Saline Township	71160.0
1157	pittsford township-64620			38587.15637257951	926.0917529419085		michigan			Pittsford	Pittsford Township	64620.0
1158	bear lake township-06440			6749.065840556615	161.97758017335877		michigan			Bear Lake	Bear Lake Township	6440.0
1159	union township-81340			217166.464593878	5211.995150253071		michigan			Union	Union Township	81340.0
1160	jasper township-41560			41441.9420372668	994.6066088944032		michigan			Jasper	Jasper Township	41560.0
1161	commerce township-17640	335097602.128656	17468.637998966835	1079546.6810330034	25909.12034479208	48.31791892604593	michigan			Commerce	Commerce Township	17640.0
1162	oscoda township-61340			120648.32760844876	2895.5598626027704		michigan			Oscoda	Oscoda Township	61340.0
1163	acme township-00200			56228.76770237979	1349.490424857115		michigan			Acme	Acme Township	200.0
1164	brockway township-10820			36679.95184837673	880.3188443610416		michigan			Brockway	Brockway Township	10820.0
1165	chippewa township-15600			12694.471361246153	304.66731266990763		michigan			Chippewa	Chippewa Township	15600.0
1166	carmel township-13380			137027.18095855394	3288.652343005295		michigan			Carmel	Carmel Township	13380.0
1167	chase township-14880			33915.17999410719	813.9643198585725		michigan			Chase	Chase Township	14880.0
1168	masonville township-52220			17469.786029939165	419.27486471854		michigan			Masonville	Masonville Township	52220.0
1169	rapid river township-67180			32882.46922785919	789.1792614686206		michigan			Rapid River	Rapid River Township	67180.0
1170	union township-81280	84507049.950892	4405.35251394	58899.91150099433	1413.5978760238638	67.91181020018783	michigan			Union	Union Township	81280.0
1171	newton township-57620			73069.96300526924	1753.6791121264616		michigan			Newton	Newton Township	57620.0
1172	denver township-21680			76573.78755032804	1837.7709012078728		michigan			Denver	Denver Township	21680.0
1173	egelston township-25080			239099.94643261968	5738.398714382872		michigan			Egelston	Egelston Township	25080.0
1174	new haven township-57400			86164.70736487686	2067.9529767570443		michigan			New Haven	New Haven Township	57400.0
1175	ironwood township-41080			54256.51546618807	1302.1563711885135		michigan			Ironwood	Ironwood Township	41080.0
1176	mussey township-56380	109547772.089556	5710.725359028554	53108.898340732994	1274.6135601775918	77.68035617117445	michigan			Mussey	Mussey Township	56380.0
1177	almont township-01680	119689173.591872	6239.396619344288	114769.70922909764	2754.4730214983438	55.85353537297942	michigan			Almont	Almont Township	1680.0
1178	baroda township-05520	41178553.929272	2146.638016332949	33998.44554880413	815.9626931712991	61.9888082218357	michigan			Baroda	Baroda Township	5520.0
1179	bay township-06000			55093.219924021054	1322.2372781765052		michigan			Bay	Bay Township	6000.0
1180	au sable township-04320			3088.0251425536217	74.1126034212869		michigan			Au Sable	Au Sable Township	4320.0
1181	sagola township-70600			12073.616434335796	289.7667944240591		michigan			Sagola	Sagola Township	70600.0
1182	caledonia township-12520			131092.06792824852	3146.209630277964		michigan			Caledonia	Caledonia Township	12520.0
1183	solon township-74500			37463.50220493182	899.1240529183638		michigan			Solon	Solon Township	74500.0
1184	garden township-31400	10906646.723674402	568.5634937051466	6711.727415383682	161.08145796920837	71.66869492103828	michigan			Garden	Garden Township	31400.0
1185	forest township-29400			11225.069199395091	269.40166078548225		michigan			Forest	Forest Township	29400.0
