	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	NAME	LABEL	FIPSCODE	graced_emissions_2019(kgC/hr)	graced_emissions_2019(metric tonnes/year)	absolute_percent_error_graced (percent error)
455	berlin township-07720	59101806.332632005	3080.9771641201064	Berlin	Berlin Township	07720	386515.25307670864	9276.366073841007	201.08519406992218
456	walker township-82940			Walker	Walker Township	82940	4811.70018369331	115.48080440863944	
457	walton township-83180			Walton	Walton Township	83180	50443.755721079724	1210.6501373059134	
458	hinton township-38540			Hinton	Hinton Township	38540	26835.592919682247	644.054230072374	
459	grant township-34320			Grant	Grant Township	34320	15030.586329641059	360.7340719113854	
460	sherman township-73300			Sherman	Sherman Township	73300	173900.92884460764	4173.622292270583	
461	franklin township-30320			Franklin	Franklin Township	30320	98512.54055665998	2364.3009733598396	
462	hawes township-37220			Hawes	Hawes Township	37220	10359.586069456425	248.6300656669542	
463	grant township-34340			Grant	Grant Township	34340	49297.388559255014	1183.1373254221203	
464	wheeler township-86620	54432507.22956	2837.566601876963	Wheeler	Wheeler Township	86620	35312.96658466862	847.5111980320469	70.13246499759885
465	white lake township-86860			White Lake	White Lake Township	86860	891532.9471921213	21396.790732610913	
466	montmorency township-55240			Montmorency	Montmorency Township	55240	12317.425716348725	295.6182171923694	
467	oliver township-60540			Oliver	Oliver Township	60540	2218.9438705807656	53.25465289393837	
468	green township-34740			Green	Green Township	34740	10562.719889844953	253.50527735627887	
469	bridgehampton township-10420	17525526.0482132	913.605672893354	Bridgehampton	Bridgehampton Township	10420	10977.54323122096	263.46103754930306	71.16249982173031
470	south branch township-74820			South Branch	South Branch Township	74820	2932.4150139251024	70.37796033420246	
471	kingston township-43400	14046154.48072	732.2260330799336	Kingston	Kingston Township	43400	15186.323417604232	364.47176202250154	50.22414588437422
472	plainfield township-64640			Plainfield	Plainfield Township	64640	32768.2999927292	786.4391998255007	
473	custer township-19460			Custer	Custer Township	19460	57111.292192216904	1370.6710126132057	
474	alpena township-01760			Alpena	Alpena Township	01760	276609.526112095	6638.62862669028	
475	arvon township-03660			Arvon	Arvon Township	03660	3860.1074519969293	92.6425788479263	
476	unadilla township-81240			Unadilla	Unadilla Township	81240	43877.654418728715	1053.0637060494892	
477	watertown township-84440			Watertown	Watertown Township	84440	19397.702666501773	465.5448639960425	
478	jamestown township-41520			Jamestown	Jamestown Township	41520	515199.59918521496	12364.79038044516	
479	cold springs township-17000			Cold Springs	Cold Springs Township	17000	13798.675964652764	331.1682231516663	
480	harris township-36760			Harris	Harris Township	36760	20253.8650415561	486.0927609973464	
481	redding township-67600			Redding	Redding Township	67600	6661.7130122275	159.88111229346	
482	seney township-72500			Seney	Seney Township	72500	782.758008715721	18.7861922091773	
483	sparta township-75440	254059469.72403198	13244.120156713787	Sparta	Sparta Township	75440	158827.1927420619	3811.8526258094853	71.21852882105453
484	dickson township-22320			Dickson	Dickson Township	22320	13512.392861965707	324.29742868717693	
485	wakeshma township-82840			Wakeshma	Wakeshma Township	82840	15709.5914202287	377.0301940854888	
486	eveline township-26680			Eveline	Eveline Township	26680	33748.766737491766	809.9704016998023	
487	ocqueoc township-60160			Ocqueoc	Ocqueoc Township	60160	4545.636741048961	109.09528178517506	
488	flushing township-29220			Flushing	Flushing Township	29220	223391.61361365847	5361.3987267278035	
489	benzonia township-07600	38680835.675764	2016.4319637775773	Benzonia	Benzonia Township	07600	22486.366308541004	539.6727914049841	73.23625090757028
490	benzonia township-07600	28020096.922055602	1460.6876525467585	Benzonia	Benzonia Township	07600	22486.366308541004	539.6727914049841	63.0535117850797
491	big rapids township-08320			Big Rapids	Big Rapids Township	08320	82527.28266228027	1980.6547838947265	
492	allendale township-01360			Allendale	Allendale Township	01360	307231.54814733664	7373.557155536079	
493	sodus township-74440			Sodus	Sodus Township	74440	71993.28213662922	1727.8387712791014	
494	enterprise township-26200			Enterprise	Enterprise Township	26200	4585.361959916174	110.04868703798817	
495	washington township-84080			Washington	Washington Township	84080	11606.652293410725	278.5596550418574	
496	burtchville township-12020			Burtchville	Burtchville Township	12020	57644.255008998574	1383.4621202159658	
497	pavilion township-62960			Pavilion	Pavilion Township	62960	286308.3324374834	6871.399978499602	
498	lincoln township-47720			Lincoln	Lincoln Township	47720	11104.353552184595	266.5044852524303	
499	litchfield township-48000			Litchfield	Litchfield Township	48000	31903.55810484881	765.6853945163714	
500	eckford township-24700			Eckford	Eckford Township	24700	64323.65421559089	1543.7677011741814	
501	wayland township-84900			Wayland	Wayland Township	84900	96580.40488896632	2317.9297173351915	
502	liberty township-47380			Liberty	Liberty Township	47380	21727.244330034126	521.453863920819	
503	wheatland township-86560			Wheatland	Wheatland Township	86560	13371.244486173646	320.9098676681675	
504	colfax township-17200			Colfax	Colfax Township	17200	12083.069676517274	289.99367223641457	
505	amber township-01980			Amber	Amber Township	01980	20831.81334809635	499.96352035431244	
506	carrollton township-13540			Carrollton	Carrollton Township	13540	146634.14611149617	3519.219506675908	
507	rust township-70380			Rust	Rust Township	70380	8642.434194733623	207.418420673607	
508	bay mills township-06070			Bay Mills	Bay Mills Township	06070	14444.65619175007	346.6717486020017	
509	grand blanc township-33300			Grand Blanc	Grand Blanc Township	33300	792456.4593927409	19018.95502542578	
510	kawkawlin township-42360			Kawkawlin	Kawkawlin Township	42360	230914.7870157521	5541.95488837805	
511	wheatland township-86540			Wheatland	Wheatland Township	86540	16966.5791306752	407.1978991362048	
512	freedom township-30520			Freedom	Freedom Township	30520	36506.54652245898	876.1571165390154	
513	hancock township-36320			Hancock	Hancock Township	36320	36873.5184879751	884.9644437114025	
514	chester township-15280			Chester	Chester Township	15280	16516.046331046287	396.3851119451109	
515	elmwood township-25700			Elmwood	Elmwood Township	25700	135969.0903339864	3263.258168015673	
516	pipestone township-64480			Pipestone	Pipestone Township	64480	36791.664669084945	882.9999520580387	
517	orion township-61100	136158036.225204	7097.918428419884	Orion	Orion Township	61100	768540.2747629152	18444.966594309964	159.86444871579238
518	wilson township-87680			Wilson	Wilson Township	87680	19844.480326611352	476.26752783867244	
519	atlas township-04000	75468311.43089199	3934.1630748923994	Atlas	Atlas Township	04000	172582.76724344	4141.98641384256	5.282529854353958
520	clinton township-16500	99145837.78897601	5168.472523939319	Clinton	Clinton Township	16500	130362.97243113391	3128.7113383472138	39.46545475755834
521	chester township-15260			Chester	Chester Township	15260	20395.008702512685	489.48020886030446	
522	ira township-40920			Ira	Ira Township	40920	111338.6938233938	2672.1286517614512	
523	deerfield township-21200	26617701.492693603	1387.5807788141174	Deerfield	Deerfield Township	21200	33046.018108854056	793.1044346124974	42.84264766983033
524	pulawski township-66460			Pulawski	Pulawski Township	66460	2889.72872845158	69.35348948283792	
525	stephenson township-76400			Stephenson	Stephenson Township	76400	6424.770826266419	154.19449983039405	
526	dwight township-23540	22488983.3355748	1172.3507012835141	Dwight	Dwight Township	23540	7788.4675000346215	186.92322000083092	84.05569086143049
527	cambria township-12700			Cambria	Cambria Township	12700	22516.528177591135	540.3966762621873	
528	porter township-65720			Porter	Porter Township	65720	68102.40379487694	1634.4576910770465	
529	reeder township-67840			Reeder	Reeder Township	67840	11666.575187403576	279.9978044976858	
530	wheatland township-86580			Wheatland	Wheatland Township	86580	13454.584849449757	322.91003638679416	
531	bruce township-11280			Bruce	Bruce Township	11280	50214.143227831766	1205.1394374679626	
532	millington township-54240	41520748.31762	2164.4766097975307	Millington	Millington Township	54240	49701.96441111199	1192.847145866688	44.88981121499533
533	sciota township-71960			Sciota	Sciota Township	71960	49919.38666130259	1198.0652798712622	
534	central lake township-14420	64777680.989792004	3376.860509997857	Central Lake	Central Lake Township	14420	17643.508773131434	423.4442105551544	87.46041747056282
535	cambridge township-12720	38767136.226432	2020.9308114839002	Cambridge	Cambridge Township	12720	54621.070556397404	1310.9056933535378	35.13356885330553
536	waterford township-84240			Waterford	Waterford Township	84240	1721314.6707597314	41311.55209823355	
537	west bloomfield township-85480			West Bloomfield	West Bloomfield Township	85480	1404915.2143767443	33717.96514504187	
538	paw paw township-63000	170456637.792156	8885.904528105093	Paw Paw	Paw Paw Township	63000	78513.91812859566	1884.334035086296	78.79412243147151
539	arenac township-03360			Arenac	Arenac Township	03360	11834.219463874586	284.0212671329901	
540	comins township-17600			Comins	Comins Township	17600	13576.611732726607	325.83868158543856	
541	maple ridge township-51260			Maple Ridge	Maple Ridge Township	51260	6509.815232619827	156.23556558287586	
542	bourret township-09720			Bourret	Bourret Township	09720	4595.9676700485725	110.30322408116574	
543	blaine township-08840			Blaine	Blaine Township	08840	7731.931992585549	185.56636782205317	
544	gerrish township-31960			Gerrish	Gerrish Township	31960	21829.24185644733	523.9018045547359	
545	gore township-33080			Gore	Gore Township	33080	1508.2948544001238	36.19907650560297	
546	crystal lake township-19180			Crystal Lake	Crystal Lake Township	19180	28484.848974288565	683.6363753829256	
547	emerson township-25880			Emerson	Emerson Township	25880	21495.7073050572	515.8969753213728	
548	forester township-29500			Forester	Forester Township	29500	9741.584797849837	233.7980351483961	
549	porter township-65740			Porter	Porter Township	65740	32816.78150573149	787.6027561375557	
550	hayes township-37360			Hayes	Hayes Township	37360	34707.93928830972	832.9905429194332	
551	fruitland township-30980			Fruitland	Fruitland Township	30980	140393.84920888973	3369.4523810133533	
552	duncan township-23340			Duncan	Duncan Township	23340	2255.5392531362413	54.13294207526979	
553	chassell township-14920			Chassell	Chassell Township	14920	16761.554068978723	402.27729765548935	
554	logan township-49140			Logan	Logan Township	49140	3446.5492833153558	82.71718279956855	
555	spencer township-75560			Spencer	Spencer Township	75560	43784.68166029361	1050.8323598470467	
556	ellington township-25380			Ellington	Ellington Township	25380	14367.34090415703	344.8161816997688	
557	blendon township-08940			Blendon	Blendon Township	08940	274033.2987489581	6576.799169974994	
558	erie township-26320			Erie	Erie Township	26320	430882.6508407327	10341.183620177584	
559	keeler township-42500			Keeler	Keeler Township	42500	43541.638082364414	1044.999313976746	
560	comstock township-17680			Comstock	Comstock Township	17680	357339.1827923908	8576.14038701738	
561	pinora township-64440			Pinora	Pinora Township	64440	7983.869214428027	191.61286114627262	
562	lake township-44300			Lake	Lake Township	44300	9565.065090157339	229.56156216377613	
563	trowbridge township-80620			Trowbridge	Trowbridge Township	80620	46936.39804598947	1126.4735531037472	
564	fairplain township-27180			Fairplain	Fairplain Township	27180	22558.4441599424	541.4026598386175	
565	goodland township-32960			Goodland	Goodland Township	32960	63518.15488070898	1524.4357171370154	
566	summerfield township-77120			Summerfield	Summerfield Township	77120	17151.22483430509	411.6293960233221	
567	barry township-05560			Barry	Barry Township	05560	28940.38730844705	694.5692954027292	
568	beaverton township-06680			Beaverton	Beaverton Township	06680	27545.349066117396	661.0883775868175	
569	winterfield township-87980			Winterfield	Winterfield Township	87980	5732.659599170842	137.5838303801002	
570	ovid township-61840			Ovid	Ovid Township	61840	22296.50558891936	535.1161341340646	
571	convis township-17880			Convis	Convis Township	17880	27956.25032018642	670.9500076844741	
572	thomas township-79520			Thomas	Thomas Township	79520	307857.1469204582	7388.5715260909965	
573	hume township-39960			Hume	Hume Township	39960	12887.970828478423	309.31129988348215	
574	greenbush township-34820			Greenbush	Greenbush Township	34820	13882.468206788119	333.17923696291484	
575	eaton rapids township-24560			Eaton Rapids	Eaton Rapids Township	24560	166186.91364971825	3988.4859275932376	
576	mt forest township-55920			Mt Forest	Mt Forest Township	55920	13937.298186000944	334.49515646402267	
577	chestonia township-15380			Chestonia	Chestonia Township	15380	29520.342693149225	708.4882246355813	
578	marlette township-51840			Marlette	Marlette Township	51840	71779.15562035626	1722.6997348885504	
579	holmes township-38760			Holmes	Holmes Township	38760	6471.056418772324	155.30535405053575	
580	interior township-40760			Interior	Interior Township	40760	2908.805950187637	69.81134280450328	
581	clam lake township-15860			Clam Lake	Clam Lake Township	15860	80285.15811045685	1926.8437946509644	
582	evergreen township-26720			Evergreen	Evergreen Township	26720	56946.38246238553	1366.7131790972528	
583	stambaugh township-76080			Stambaugh	Stambaugh Township	76080	53522.7898244153	1284.5469557859672	
584	greenwood township-35220			Greenwood	Greenwood Township	35220	29201.64668466956	700.8395204320694	
585	moran township-55480			Moran	Moran Township	55480	61950.063553316955	1486.801525279607	
586	austin township-04400			Austin	Austin Township	04400	6372.93554349861	152.95045304396663	
587	buckeye township-11440			Buckeye	Buckeye Township	11440	49620.260808425344	1190.8862594022082	
588	koylton township-43880			Koylton	Koylton Township	43880	16496.61033168174	395.91864796036174	
589	ferris township-27900			Ferris	Ferris Township	27900	20161.704728385826	483.8809134812598	
590	clay banks township-16200			Clay Banks	Clay Banks Township	16200	10155.331833574219	243.72796400578125	
591	midland township-53800			Midland	Midland Township	53800	27145.06385025982	651.4815324062357	
592	bloomfield township-09060			Bloomfield	Bloomfield Township	09060	5614.885973616455	134.75726336679492	
593	buena vista township-11560			Buena Vista	Buena Vista Township	11560	172994.69063509788	4151.872575242349	
594	williamstown township-87440			Williamstown	Williamstown Township	87440	80486.43873847253	1931.6745297233406	
595	belvidere township-07200			Belvidere	Belvidere Township	07200	20200.61452314999	484.81474855559975	
596	pointe aux barques township-65180			Pointe Aux Barques	Pointe Aux Barques Township	65180	472.60087379858476	11.342420971166034	
597	ely township-25820			Ely	Ely Township	25820	43782.926536386774	1050.7902368732825	
598	pere marquette township-63600			Pere Marquette	Pere Marquette Township	63600	142763.09396241317	3426.3142550979164	
599	portsmouth township-65980			Portsmouth	Portsmouth Township	65980	195955.38370715064	4702.9292089716155	
600	deep river township-21120	23750568.3208096	1238.1171265638043	Deep River	Deep River Township	21120	13437.549700472142	322.5011928113314	73.95228723583028
601	richland township-68260	47739581.80672	2488.6643995843137	Richland	Richland Township	68260	195679.3725028491	4696.3049400683785	88.70784429000597
602	henrietta township-37700			Henrietta	Henrietta Township	37700	33438.81450610164	802.5315481464394	
603	benton township-07420			Benton	Benton Township	07420	87847.86310779041	2108.34871458697	
604	chapin township-14660			Chapin	Chapin Township	14660	8677.43333246967	208.2583999792721	
605	oakland township-59820			Oakland	Oakland Township	59820	456916.4126426785	10965.993903424283	
606	adrian township-00460			Adrian	Adrian Township	00460	321427.22677475674	7714.253442594161	
607	attica township-04040			Attica	Attica Township	04040	51701.613597358824	1240.838726336612	
608	shelby township-72820	157021239.3252	8185.517206022675	Shelby	Shelby Township	72820	2009126.895613656	48219.04549472775	489.0775656698824
609	tawas township-78100			Tawas	Tawas Township	78100	61579.89479233584	1477.9174750160603	
610	inwood township-40840			Inwood	Inwood Township	40840	8177.682886635754	196.2643892792581	
611	bedford township-06740			Bedford	Bedford Township	06740	995240.9764074493	23885.783433778786	
612	rich township-68160			Rich	Rich Township	68160	35865.32219179553	860.7677326030927	
613	alpine township-01840			Alpine	Alpine Township	01840	478906.5337960843	11493.756811106023	
614	adams township-00320	52222542.304344	2722.3611303254525	Adams	Adams Township	00320	38350.54771430469	920.4131451433125	66.19063007877728
615	richland township-68340			Richland	Richland Township	68340	61146.92657231583	1467.52623773558	
616	wright township-88820			Wright	Wright Township	88820	72825.37396513393	1747.8089751632144	
617	bay de noc township-06040			Bay De Noc	Bay De Noc Township	06040	4399.830352184181	105.59592845242034	
618	garfield township-31540			Garfield	Garfield Township	31540	18356.67284598184	440.5601483035642	
619	zilwaukee township-89340			Zilwaukee	Zilwaukee Township	89340	80622.26081218888	1934.934259492533	
620	bethel township-08060			Bethel	Bethel Township	08060	32342.558368670485	776.2214008480915	
621	oceola township-60120			Oceola	Oceola Township	60120	146940.74914305544	3526.5779794333307	
622	madison township-50540			Madison	Madison Township	50540	214808.45445451458	5155.40290690835	
623	canton township-13120			Canton	Canton Township	13120	1613630.087836851	38727.122108084426	
624	campbell township-12840	15024897.1792568	783.247889954657	Campbell	Campbell Township	12840	28384.109124269005	681.2186189824562	13.02643419545087
625	coe township-16880	60516180.880747996	3154.708509313393	Coe	Coe Township	16880	150542.81374357772	3613.0275298458655	14.528094091083668
626	swan creek township-77660			Swan Creek	Swan Creek Township	77660	40763.252035443555	978.3180488506453	
627	lockport township-49060			Lockport	Lockport Township	49060	96963.46378252681	2327.123130780644	
628	algoma township-01160			Algoma	Algoma Township	01160	167111.43052781705	4010.674332667609	
629	riley township-68620			Riley	Riley Township	68620	36998.2309640484	887.9575431371617	
630	sherwood township-73440	9878423.881136319	514.9622369236363	Sherwood	Sherwood Township	73440	40104.32958097881	962.5039099434914	86.90766835514991
631	valley township-81580			Valley	Valley Township	81580	26784.497750450457	642.827946010811	
632	surrey township-77580	43513203.480808	2268.343297454521	Surrey	Surrey Township	77580	27027.4944339626	648.6598664151026	71.40380527308135
633	park township-62480			Park	Park Township	62480	47163.76459636213	1131.9303503126912	
634	antwerp township-03140	88168142.353616	4596.205260894002	Antwerp	Antwerp Township	03140	140830.02969970813	3379.9207127929953	26.46279874507669
635	antwerp township-03140	104120578.351004	5427.805749437838	Antwerp	Antwerp Township	03140	140830.02969970813	3379.9207127929953	37.72951964717867
636	mathias township-52360			Mathias	Mathias Township	52360	3683.912540235762	88.4139009656583	
637	manchester township-50680	115640289.806076	6028.328307590742	Manchester	Manchester Township	50680	55695.163355238146	1336.6839205257154	77.82662369528562
638	hamilton township-36160			Hamilton	Hamilton Township	36160	6574.294328069877	157.78306387367704	
639	boardman township-09440			Boardman	Boardman Township	09440	12434.040259915493	298.41696623797185	
640	wells township-85280			Wells	Wells Township	85280	34028.69547456286	816.6886913895087	
641	yankee springs township-89020			Yankee Springs	Yankee Springs Township	89020	31926.450272347436	766.2348065363385	
642	pentland township-63500			Pentland	Pentland Township	63500	37384.33346947077	897.2240032672985	
643	onekama township-60760	30249366.104084402	1576.89945500592	Onekama	Onekama Township	60760	9387.956142160316	225.3109474118476	85.7117746666352
644	troy township-80680			Troy	Troy Township	80680	4132.503552251895	99.18008525404547	
645	orient township-61080			Orient	Orient Township	61080	8878.957186301284	213.09497247123085	
646	lake township-44320			Lake	Lake Township	44320	6853.89133227451	164.49339197458823	
647	ontonagon township-60880	81008337.91610801	4222.9646555667105	Ontonagon	Ontonagon Township	60880	38943.20174248751	934.6368418197002	77.86775599488709
648	kearney township-42400			Kearney	Kearney Township	42400	14112.539167409466	338.7009400178272	
649	clearwater township-16340			Clearwater	Clearwater Township	16340	18245.498761784533	437.89197028282877	
650	peaine township-63140			Peaine	Peaine Township	63140	4644.803470080757	111.47528328193816	
651	millen township-54060			Millen	Millen Township	54060	4790.2075885934755	114.96498212624341	
652	cross village township-18900			Cross Village	Cross Village Township	18900	2598.0321971706135	62.35277273209472	
653	holly township-38720	326722990.2962	17032.069484140902	Holly	Holly Township	38720	182671.39868124528	4384.113568349887	74.25965428081376
654	cumming township-19260			Cumming	Cumming Township	19260	7798.098573788731	187.15436577092956	
655	evangeline township-26580			Evangeline	Evangeline Township	26580	39538.78456497693	948.9308295594464	
656	milford township-53980	359288547.30836004	18729.711971184806	Milford	Milford Township	53980	522630.88922750845	12543.141341460201	33.03078359796717
657	emmett township-25960	9258480.9911528	482.6446140687955	Emmett	Emmett Township	25960	22741.368620801815	545.7928468992435	13.083795196240802
658	monroe township-55060			Monroe	Monroe Township	55060	4493.197460224408	107.8367390453858	
659	bessemer township-07980			Bessemer	Bessemer Township	07980	60252.71532976063	1446.065167914255	
660	skandia township-74110			Skandia	Skandia Township	74110	8104.565049316827	194.50956118360384	
661	mentor township-53100			Mentor	Mentor Township	53100	12610.767496202781	302.65841990886673	
662	northfield township-58280			Northfield	Northfield Township	58280	341273.27361629443	8190.558566791067	
663	lincoln township-47660			Lincoln	Lincoln Township	47660	253859.29700297603	6092.623128071425	
664	otsego lake township-61680			Otsego Lake	Otsego Lake Township	61680	25054.053067076507	601.2972736098361	
665	lincoln township-47600	80684519.992456	4206.084027206732	Lincoln	Lincoln Township	47600	384933.10182265035	9238.39444374361	119.6436016015316
666	covington township-18600			Covington	Covington Township	18600	4207.182598320718	100.97238235969724	
667	ross township-69820	34333723.35008399	1789.8169982398783	Ross	Ross Township	69820	45302.04545845831	1087.2490910029996	39.25361687411563
668	bridgeton township-10500			Bridgeton	Bridgeton Township	10500	22609.695227103293	542.632685450479	
669	bloomingdale township-09240	20511127.8878152	1069.2450967918064	Bloomingdale	Bloomingdale Township	09240	28045.21733711127	673.0852160906704	37.05042762316941
670	stockbridge township-76580	41674284.620228	2172.4804572524854	Stockbridge	Stockbridge Township	76580	34417.32865231392	826.0158876555341	61.978213203345064
671	dalton township-19660	39660053.0330176	2067.4785646112073	Dalton	Dalton Township	19660	147334.9943277934	3536.0398638670417	71.0315127031075
672	saugatuck township-71720			Saugatuck	Saugatuck Township	71720	37936.82753468254	910.483860832381	
673	harrison township-36820			Harrison	Harrison Township	36820	885435.0731093144	21250.441754623545	
674	otsego township-61640			Otsego	Otsego Township	61640	128355.9225461387	3080.542141107329	
675	fairhaven township-27120			Fairhaven	Fairhaven Township	27120	22012.298520764612	528.2951644983507	
676	cheshire township-15200			Cheshire	Cheshire Township	15200	26560.83788422425	637.4601092213819	
677	taymouth township-79100			Taymouth	Taymouth Township	79100	51804.15871134952	1243.2998090723884	
678	grant township-34220			Grant	Grant Township	34220	82185.65878646728	1972.4558108752146	
679	ronald township-69440			Ronald	Ronald Township	69440	19941.68402046324	478.60041649111776	
680	buel township-11540			Buel	Buel Township	11540	27769.908304907538	666.4777993177809	
681	turner township-80840			Turner	Turner Township	80840	5735.963906943828	137.66313376665187	
682	northville township-59000			Northville	Northville Township	59000	652919.9626752576	15670.079104206183	
683	palmyra township-62240			Palmyra	Palmyra Township	62240	44219.08902078161	1061.2581364987586	
684	geneva township-31840			Geneva	Geneva Township	31840	83491.01950514919	2003.7844681235806	
685	clark township-16060			Clark	Clark Township	16060	15473.018418529557	371.35244204470933	
686	elk township-25260			Elk	Elk Township	25260	7800.024123622389	187.20057896693734	
687	garfield township-31620			Garfield	Garfield Township	31620	11177.548135012285	268.26115524029484	
688	hopkins township-39200	21672740.3990704	1129.79995700354	Hopkins	Hopkins Township	39200	68910.10748537815	1653.8425796490753	46.38366459451843
689	indianfields township-40440			Indianfields	Indianfields Township	40440	87780.27729194639	2106.7266550067134	
690	colfax township-17160			Colfax	Colfax Township	17160	80525.76631512468	1932.6183915629922	
691	arcadia township-03320			Arcadia	Arcadia Township	03320	8684.00690150369	208.41616563608855	
692	holton township-38820			Holton	Holton Township	38820	25802.14240807594	619.2514177938225	
693	marengo township-51520			Marengo	Marengo Township	51520	55470.510555738074	1331.2922533377139	
694	bloomer township-09040			Bloomer	Bloomer Township	09040	70749.51176243644	1697.9882822984746	
695	lake township-44240			Lake	Lake Township	44240	17646.88218124345	423.5251723498428	
696	paradise township-62320	54438089.002372	2837.857579693652	Paradise	Paradise Township	62320	81617.26541845776	1958.8143700429862	30.975592853590594
697	arbela township-03220			Arbela	Arbela Township	03220	40040.921917399544	960.9821260175892	
698	manistee township-50740			Manistee	Manistee Township	50740	80030.16844530769	1920.7240426873843	
699	tuscarora township-80880			Tuscarora	Tuscarora Township	80880	24784.31634511263	594.8235922827032	
700	spalding township-75350	17474046.499244798	910.9220440056313	Spalding	Spalding Township	75350	12497.234760252515	299.93363424606036	67.07362213706553
701	elmwood township-25720	13860294.4564916	722.5371500169072	Elmwood	Elmwood Township	25720	10210.372374861443	245.04893699667463	66.08493597997825
702	cedar township-14040			Cedar	Cedar Township	14040	4700.857704317166	112.82058490361199	
703	hulbert township-39860			Hulbert	Hulbert Township	39860	1382.796172081566	33.187108129957586	
704	bear lake township-06480	18057545.772502802	941.3398611205711	Bear Lake	Bear Lake Township	06480	13864.7305447871	332.75353307489036	64.65107377065914
705	beaver township-06540			Beaver	Beaver Township	06540	92464.23881749951	2219.1417316199886	
706	ossineke township-61520			Ossineke	Ossineke Township	61520	16597.91871944786	398.3500492667487	
707	fredonia township-30500			Fredonia	Fredonia Township	30500	56652.566869229006	1359.661604861496	
708	watertown township-84460			Watertown	Watertown Township	84460	27196.429496291308	652.7143079109914	
709	genoa township-31860			Genoa	Genoa Township	31860	406419.44161122956	9754.066598669511	
710	oshtemo township-61400			Oshtemo	Oshtemo Township	61400	721706.2001634965	17320.948803923915	
711	bates township-05860			Bates	Bates Township	05860	10053.095620115275	241.2742948827666	
712	parma township-62760			Parma	Parma Township	62760	52151.95310918472	1251.6468746204332	
713	calumet township-12600	127403100.40694399	6641.52362421399	Calumet	Calumet Township	12600	91760.80625085876	2202.2593500206103	66.84105222495172
714	calumet township-12600	43324545.395068	2258.5085514448947	Calumet	Calumet Township	12600	91760.80625085876	2202.2593500206103	2.4905463115602813
715	calumet township-12600	10537094.138492	549.2987174395879	Calumet	Calumet Township	12600	91760.80625085876	2202.2593500206103	300.9219901852066
716	plainfield township-64660			Plainfield	Plainfield Township	64660	830059.3968139095	19921.425523533828	
717	mundy township-56160			Mundy	Mundy Township	56160	690357.0461209456	16568.569106902694	
718	butterfield township-12200			Butterfield	Butterfield Township	12200	4855.4940637542	116.53185753010081	
719	novi township-59460			Novi	Novi Township	59460	5839.721002567279	140.1533040616147	
720	mt morris township-55980			Mt Morris	Mt Morris Township	55980	975596.4053126916	23414.313727504596	
721	sherman township-73280			Sherman	Sherman Township	73280	13257.067272411212	318.1696145378691	
722	springport township-75880			Springport	Springport Township	75880	33442.131556636465	802.6111573592751	
723	blumfield township-09400			Blumfield	Blumfield Township	09400	46749.718420793855	1121.9932420990526	
724	champion township-14540			Champion	Champion Township	14540	3903.0009981018634	93.67202395444473	
725	warner township-83300			Warner	Warner Township	83300	7567.728307797989	181.62547938715176	
726	caseville township-13780			Caseville	Caseville Township	13780	15614.808880654633	374.7554131357112	
727	ravenna township-67300	53276345.99941599	2777.2959169495557	Ravenna	Ravenna Township	67300	42301.96647418425	1015.247195380422	63.44475973249839
728	sherman township-73160			Sherman	Sherman Township	73160	8644.267230081781	207.46241352196276	
729	girard township-32280			Girard	Girard Township	32280	45438.393321245174	1090.5214397098841	
730	niles township-57780			Niles	Niles Township	57780	529005.2551561241	12696.12612374698	
731	huron township-40020			Huron	Huron Township	40020	5115.549274574801	122.77318258979521	
732	new field township-57300			New Field	New Field Township	57300	14319.796707193229	343.6751209726375	
733	sage township-70500			Sage	Sage Township	70500	22574.102023077696	541.7784485538647	
734	erwin township-26340			Erwin	Erwin Township	26340	36903.67172431104	885.6881213834649	
735	beaugrand township-06500			Beaugrand	Beaugrand Township	06500	20304.613303080696	487.3107192739367	
736	arlington township-03500			Arlington	Arlington Township	03500	31889.387450307935	765.3452988073905	
737	custer township-19400			Custer	Custer Township	19400	15546.698777589434	373.1207706621464	
738	sims township-74020			Sims	Sims Township	74020	9909.823077424615	237.83575385819077	
739	fraser township-30400			Fraser	Fraser Township	30400	43667.53399474376	1048.0208158738503	
740	sandstone township-71500	50808167.756228	2648.6297851321656	Sandstone	Sandstone Township	71500	219193.73252025453	5260.649580486109	98.61777625609555
741	sands township-71460			Sands	Sands Township	71460	100716.27439944392	2417.190585586654	
742	hill township-38300			Hill	Hill Township	38300	8861.055383682897	212.6653292083895	
743	vienna township-82420			Vienna	Vienna Township	82420	6012.230401608905	144.29352963861373	
744	hartford township-36980			Hartford	Hartford Township	36980	65542.88903740743	1573.0293368977784	
745	colfax township-17120			Colfax	Colfax Township	17120	7843.0923418580405	188.23421620459297	
746	castleton township-13960	55050294.775056005	2869.771866623669	Castleton	Castleton Township	13960	32786.9990951732	786.8879782841569	72.58012082995494
747	gilford township-32160			Gilford	Gilford Township	32160	10681.657921055668	256.35979010533606	
748	tittabawassee township-79840			Tittabawassee	Tittabawassee Township	79840	205910.73788742846	4941.857709298283	
749	whitney township-87080			Whitney	Whitney Township	87080	9430.64130312371	226.33539127496903	
750	maple forest township-50940			Maple Forest	Maple Forest Township	50940	7360.915836419419	176.66198007406607	
751	garfield township-31580			Garfield	Garfield Township	31580	504800.3781225306	12115.209074940734	
