	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	NAME	LABEL	FIPSCODE	graced_emissions_2019(kgC/hr)	graced_emissions_2019(metric tonnes/year)	absolute_percent_error_graced (percent error)
1330	dryden township-23160	38285831.37362	1995.8403895068107	Dryden	Dryden Township	23160	73537.35024933855	1764.896405984125	11.571265154111538
1331	vassar township-81860			Vassar	Vassar Township	81860	65141.82420879466	1563.4037810110717	
1332	allis township-01480			Allis	Allis Township	01480	8811.805497775013	211.4833319466003	
1333	windsor township-87840	47867177.04848839	2495.3159395376997	Windsor	Windsor Township	87840	309431.5017626664	7426.3560423039935	197.61185446039568
1334	milan township-53900			Milan	Milan Township	53900	84019.46486152244	2016.4671566765387	
1335	grant township-34420			Grant	Grant Township	34420	36298.53070625021	871.164736950005	
1336	big prairie township-08280			Big Prairie	Big Prairie Township	08280	18026.12487365728	432.62699696777474	
1337	joyfield township-42000			Joyfield	Joyfield Township	42000	5322.420395685343	127.73808949644823	
1338	norway township-59240			Norway	Norway Township	59240	18256.729644828574	438.16151147588573	
1339	imlay township-40300			Imlay	Imlay Township	40300	121926.23938998528	2926.2297453596466	
1340	breen township-10200			Breen	Breen Township	10200	4210.466421122164	101.05119410693194	
1341	macon township-50520			Macon	Macon Township	50520	17287.079986670724	414.88991968009736	
1342	wilcox township-87200			Wilcox	Wilcox Township	87200	25352.07253491651	608.4497408379963	
1343	exeter township-26880	25287771.911012	1318.2515497210557	Exeter	Exeter Township	26880	70319.96899283974	1687.6792558281538	28.024067651221024
1344	lake township-44380			Lake	Lake Township	44380	38068.92257909784	913.6541418983481	
1345	pioneer township-64460			Pioneer	Pioneer Township	64460	5443.274603745513	130.6385904898923	
1346	marcellus township-51480	52057842.456112	2713.7753272371183	Marcellus	Marcellus Township	51480	39814.07333924901	955.5377601419762	64.7893563423762
1347	delaware township-21380			Delaware	Delaware Township	21380	8987.647045493224	215.70352909183737	
1348	grayling township-34660			Grayling	Grayling Township	34660	104830.57201416342	2515.9337283399223	
1349	clarendon township-16020			Clarendon	Clarendon Township	16020	35691.109042142154	856.5866170114117	
1350	sharon township-72760			Sharon	Sharon Township	72760	39654.16594161779	951.699982598827	
1351	north branch township-58090	42047650.165156	2191.9440031095824	North Branch	North Branch Township	58090	26977.864041979537	647.4687370075088	70.46143806187645
1352	brady township-09940	10151002.735083202	529.1717725798873	Brady	Brady Township	09940	34519.55131518321	828.4692315643971	56.5596039874417
1353	bushnell township-12120			Bushnell	Bushnell Township	12120	18483.618981377887	443.6068555530693	
1354	leonidas township-47020			Leonidas	Leonidas Township	47020	22182.877408969995	532.3890578152798	
1355	burleigh township-11740			Burleigh	Burleigh Township	11740	8579.0635160629	205.8975243855096	
1356	friendship township-30860			Friendship	Friendship Township	30860	19581.49423534305	469.95586164823317	
1357	bethany township-08020			Bethany	Bethany Township	08020	66304.4339870425	1591.30641568902	
1358	garfield township-31560			Garfield	Garfield Township	31560	17233.91314474233	413.613915473816	
1359	melrose township-52880			Melrose	Melrose Township	52880	13679.046780533192	328.2971227327966	
1360	leland township-46820			Leland	Leland Township	46820	18943.36153666976	454.6406768800742	
1361	coloma township-17340			Coloma	Coloma Township	17340	37243.122022807205	893.8349285473729	
1362	spring arbor township-75640			Spring Arbor	Spring Arbor Township	75640	204569.6161688232	4909.670788051757	
1363	aurelius township-04240			Aurelius	Aurelius Township	04240	64229.59978850904	1541.5103949242168	
1364	grim township-35340			Grim	Grim Township	35340	5588.853919800999	134.13249407522397	
1365	odessa township-60200	121412940.225496	6329.2565739551055	Odessa	Odessa Township	60200	31473.124340388742	755.3549841693298	88.06566023444813
1366	ray township-67420			Ray	Ray Township	67420	162371.16468225126	3896.9079523740297	
1367	bangor township-05160			Bangor	Bangor Township	05160	85588.03019827163	2054.112724758519	
1368	white river township-86980			White River	White River Township	86980	17657.557826361583	423.781387832678	
1369	rutland township-70420			Rutland	Rutland Township	70420	76802.85307169585	1843.2684737207005	
1370	lake township-44260			Lake	Lake Township	44260	70832.46640709235	1699.9791937702164	
1371	jonesfield township-41900	36693962.285388	1912.8562539372763	Jonesfield	Jonesfield Township	41900	16224.060599778466	389.3774543946832	79.64418635256996
1372	whitehall township-86800			Whitehall	Whitehall Township	86800	23275.78847549663	558.618923411919	
1373	nahma township-56500			Nahma	Nahma Township	56500	4934.379874836452	118.42511699607483	
1374	maple valley township-51380			Maple Valley	Maple Valley Township	51380	29222.792529073937	701.3470206977745	
1375	dexter township-22180			Dexter	Dexter Township	22180	112770.3303153324	2706.4879275679773	
1376	geneva township-31820			Geneva	Geneva Township	31820	25545.365137688335	613.0887633045201	
1377	star township-76260			Star	Star Township	76260	9637.040939463664	231.28898254712794	
1378	corwith township-18320	37974808.14185201	1979.626748434745	Corwith	Corwith Township	18320	15711.213447201439	377.06912273283456	80.95251425396347
1379	portland township-65880			Portland	Portland Township	65880	58962.97522101453	1415.1114053043489	
1380	garfield township-31600			Garfield	Garfield Township	31600	6972.283869296555	167.33481286311732	
1381	reno township-67960			Reno	Reno Township	67960	10165.250199207976	243.9660047809914	
1382	broomfield township-11140			Broomfield	Broomfield Township	11140	20522.2108240944	492.5330597782656	
1383	ganges township-31360			Ganges	Ganges Township	31360	49635.97369301044	1191.2633686322504	
1384	richmond township-68420			Richmond	Richmond Township	68420	23942.79252043137	574.6270204903528	
1385	fairbanks township-26960			Fairbanks	Fairbanks Township	26960	3108.8024993811387	74.61125998514734	
1386	wexford township-86500			Wexford	Wexford Township	86500	17543.262184543466	421.0382924290432	
1387	duplain township-23460	46465948.86932801	2422.269914558069	Duplain	Duplain Township	23460	33366.615988537524	800.7987837249005	66.9401506862623
1388	cleveland township-16400			Cleveland	Cleveland Township	16400	14290.918976866084	342.982055444786	
1389	livingston township-48140			Livingston	Livingston Township	48140	108933.75121290339	2614.410029109681	
1390	port huron township-65840			Port Huron	Port Huron Township	65840	437378.949117616	10497.094778822784	
1391	garfield township-31640			Garfield	Garfield Township	31640	71096.45907439306	1706.3150177854334	
1392	locke township-49040			Locke	Locke Township	49040	35458.060296918826	850.9934471260519	
1393	boston township-09680	64195649.748168	3346.5192213719974	Boston	Boston Township	09680	60823.824303858135	1459.7717832925953	56.37939940789817
1394	riverton township-68860			Riverton	Riverton Township	68860	14173.209942566118	340.1570386215869	
1395	wellington township-85180			Wellington	Wellington Township	85180	6549.222904638263	157.1813497113183	
1396	lincoln township-47700			Lincoln	Lincoln Township	47700	10915.950484480674	261.9828116275362	
1397	handy township-36340	165819198.17969602	8644.154801107554	Handy	Handy Township	36340	112058.8952771757	2689.4134866522168	68.8874904657234
1398	soo township-74620			Soo	Soo Township	74620	149493.39720730993	3587.841532975438	
1399	portage township-65540			Portage	Portage Township	65540	50101.96624344547	1202.4471898426914	
1400	superior township-77560			Superior	Superior Township	77560	866092.9179620591	20786.230031089417	
1401	caledonia township-12460			Caledonia	Caledonia Township	12460	10728.783159766941	257.4907958344066	
1402	thompson township-79580			Thompson	Thompson Township	79580	25475.4634721955	611.4111233326921	
1403	bangor township-05120			Bangor	Bangor Township	05120	313133.321187108	7515.199708490592	
1404	lagrange township-44140	94994596.46810801	4952.068313882471	Lagrange	Lagrange Township	44140	85059.23891251063	2041.421733900255	58.776381816514956
1405	fremont township-30740			Fremont	Fremont Township	30740	36243.312906948835	869.839509766772	
1406	jefferson township-41620			Jefferson	Jefferson Township	41620	24097.29942105561	578.3351861053346	
1407	backus township-04720			Backus	Backus Township	04720	7516.369328893571	180.3928638934457	
1408	fillmore township-28120			Fillmore	Fillmore Township	28120	322528.2047574107	7740.676914177857	
1409	lamotte township-45460			Lamotte	Lamotte Township	45460	9410.948104371038	225.8627545049049	
1410	blue lake township-09320			Blue Lake	Blue Lake Township	09320	3976.955353431942	95.44692848236662	
1411	ellsworth township-25440			Ellsworth	Ellsworth Township	25440	8832.8362171876	211.98806921250238	
1412	sunfield township-77440	20981001.036496	1093.7395840325364	Sunfield	Sunfield Township	77440	21213.293037666102	509.11903290398647	53.451530845495924
1413	wilmot township-87640			Wilmot	Wilmot Township	87640	10330.642248724127	247.93541396937903	
1414	chesterfield township-15340			Chesterfield	Chesterfield Township	15340	870902.8347827436	20901.668034785846	
1415	empire township-26000	33181752.2045768	1729.7647424245886	Empire	Empire Township	26000	12154.320850677592	291.7037004162622	83.13622117147646
1416	banks township-05240	18418631.417244397	960.1632557809504	Banks	Banks Township	05240	19305.730876187576	463.3375410285018	51.74387915400435
1417	blair township-08880			Blair	Blair Township	08880	178968.12243994928	4295.234938558782	
1418	raisin township-66840			Raisin	Raisin Township	66840	124486.21551955995	2987.6691724694388	
1419	wright township-88780	21575500.740752	1124.7308536154017	Wright	Wright Township	88780	17569.371741181956	421.664921788367	62.5097043943498
1420	sherman township-73200	110252168.47720799	5747.445542716852	Sherman	Sherman Township	73200	23084.6003956428	554.0304094954272	90.3604061077622
1421	sigel township-73880			Sigel	Sigel Township	73880	5368.180324739683	128.8363277937524	
1422	glen arbor township-32380			Glen Arbor	Glen Arbor Township	32380	7255.391756335301	174.1294021520472	
1423	conway township-17920			Conway	Conway Township	17920	42566.14703734131	1021.5875288961914	
1424	matteson township-52400			Matteson	Matteson Township	52400	12526.158629299263	300.6278071031823	
1425	superior township-77540			Superior	Superior Township	77540	14866.432285929086	356.79437486229807	
1426	hay township-37300			Hay	Hay Township	37300	9524.750503337955	228.5940120801109	
1427	birch run township-08560	79457763.51897639	4142.133212244239	Birch Run	Birch Run Township	08560	86259.32882152863	2070.223891716687	50.02034493731253
1428	rose township-69600			Rose	Rose Township	69600	16206.9467055024	388.96672093205757	
1429	elba township-25160			Elba	Elba Township	25160	133804.7837455575	3211.31480989338	
1430	hersey township-37840	18277889.8065204	952.8263956139083	Hersey	Hersey Township	37840	15484.170047812964	371.62008114751114	60.99813325300717
1431	norwich township-59300			Norwich	Norwich Township	59300	13341.643633920305	320.1994472140873	
1432	burdell township-11680	9373724.49530936	488.65225794047694	Burdell	Burdell Township	11680	11944.27589108943	286.66262138614627	41.3360694178835
1433	sanborn township-71240			Sanborn	Sanborn Township	71240	16296.078360333253	391.10588064799805	
1434	lyon township-49820			Lyon	Lyon Township	49820	538536.6871960284	12924.880492704682	
1435	fruitport township-31020	72910570.34451601	3800.8280320596195	Fruitport	Fruitport Township	31020	265011.79104607896	6360.282985105894	67.3394042418525
1436	meridian township-53140			Meridian	Meridian Township	53140	842901.3665063548	20229.632796152513	
1437	brighton township-10640			Brighton	Brighton Township	10640	547031.3152130296	13128.75156511271	
1438	tyrone township-81140	34814339.868864	1814.8715373638802	Tyrone	Tyrone Township	81140	61845.40857469162	1484.2898057925988	18.215158746246843
1439	daggett township-19580	8040303.6771008	419.1410306872647	Daggett	Daggett Township	19580	6369.577680083131	152.86986432199515	63.527821632891744
1440	edenville township-24830			Edenville	Edenville Township	24830	39207.41212321343	940.9778909571222	
1441	emmett township-25935			Emmett	Emmett Township	25935	205605.02112562035	4934.520507014889	
1442	turin township-80780			Turin	Turin Township	80780	3575.4534389772357	85.81088253545366	
1443	limestone township-47540			Limestone	Limestone Township	47540	4071.5470877840826	97.71713010681799	
1444	waverly township-84820			Waverly	Waverly Township	84820	60328.32988572875	1447.8799172574902	
1445	ogden township-60260			Ogden	Ogden Township	60260	22052.15323699816	529.2516776879559	
1446	delta township-21520			Delta	Delta Township	21520	698764.7316670542	16770.353560009302	
1447	genesee township-31800			Genesee	Genesee Township	31800	606735.5054336244	14561.652130406985	
1448	hart township-36940			Hart	Hart Township	36940	60530.18067074174	1452.7243360978018	
1449	alcona township-01040			Alcona	Alcona Township	01040	7992.7381077596665	191.825714586232	
1450	maple valley township-51340			Maple Valley	Maple Valley Township	51340	38392.61958968792	921.4228701525101	
1451	sweetwater township-77740			Sweetwater	Sweetwater Township	77740	3227.0467293509896	77.44912150442374	
1452	colfax township-17180			Colfax	Colfax Township	17180	6229.760659099336	149.51425581838407	
1453	marion township-51640			Marion	Marion Township	51640	169715.74405689575	4073.1778573654983	
1454	elmer township-25500			Elmer	Elmer Township	25500	15076.624793035468	361.83899503285124	
1455	grass lake township-34500	55674969.010372	2902.3361345106923	Grass Lake	Grass Lake Township	34500	67780.23026684648	1626.7255264043156	43.95116723175254
1456	reynolds township-68120	60210739.421792	3138.785846058017	Reynolds	Reynolds Township	68120	42763.184458397256	1026.316427001534	67.3021200764468
1457	ingersoll township-40620			Ingersoll	Ingersoll Township	40620	91107.58758477581	2186.5821020346198	
1458	highland township-38080			Highland	Highland Township	38080	399548.30962585274	9589.159431020465	
1459	prairie ronde township-66200			Prairie Ronde	Prairie Ronde Township	66200	96712.40066827592	2321.097616038622	
1460	hayes township-37340			Hayes	Hayes Township	37340	51295.435330229084	1231.090447925498	
1461	hastings township-37140			Hastings	Hastings Township	37140	128576.35506667939	3085.832521600305	
1462	pierson township-64040	6884800.74603028	358.9046628905585	Pierson	Pierson Township	64040	55363.377389717	1328.7210573532082	270.2156017288574
1463	saginaw township-70540			Saginaw	Saginaw Township	70540	769704.3215737867	18472.90371777088	
1464	raber township-66760			Raber	Raber Township	66760	7914.737676492956	189.9537042358309	
1465	wilber township-87180			Wilber	Wilber Township	87180	14559.383551586334	349.425205238072	
1466	brevort township-10360			Brevort	Brevort Township	10360	4455.216401115805	106.9251936267793	
1467	north shade township-58800			North Shade	North Shade Township	58800	53261.66972063294	1278.2800732951905	
1468	berlin township-07760			Berlin	Berlin Township	07760	29389.222636354945	705.3413432725188	
1469	brandon township-10040	53361958.216051996	2781.7588818027903	Brandon	Brandon Township	10040	218844.49968853823	5252.267992524918	88.81104422397136
1470	fremont township-30760	35453544.651255205	1848.1932826699338	Fremont	Fremont Township	30760	39043.9548021209	937.0549152509016	49.298868033043874
1471	bagley township-04780			Bagley	Bagley Township	04780	57003.53955991579	1368.084949437979	
1472	krakow township-43900			Krakow	Krakow Township	43900	9966.5010929489	239.1960262307736	
1473	vermontville township-81980	29512982.9867224	1538.5118030978385	Vermontville	Vermontville Township	81980	33116.45073203352	794.7948175688043	48.340024693443254
1474	bertrand township-07920			Bertrand	Bertrand Township	07920	246229.30566773	5909.503336025519	
1475	burlington township-11820	7172816.727209999	373.9189359894572	Burlington	Burlington Township	11820	26911.33405803159	645.8720173927582	72.73049188687484
1476	shiawassee township-73520	19379829.3682028	1010.270504964412	Shiawassee	Shiawassee Township	73520	157684.0120118693	3784.4162882848627	274.5943556392526
1477	bennington township-07280			Bennington	Bennington Township	07280	127152.58800960153	3051.662112230437	
1478	jefferson township-41600			Jefferson	Jefferson Township	41600	77869.79666708833	1868.8751200101199	
1479	mason township-52140			Mason	Mason Township	52140	268302.7284492484	6439.2654827819615	
1480	calvin township-12620			Calvin	Calvin Township	12620	23372.08275549241	560.9299861318178	
1481	lyons township-49920	24476690.2368448	1275.9698620467193	Lyons	Lyons Township	49920	28446.068816804334	682.7056516033041	46.49515855270984
1482	lyons township-49920	17951261.38921228	935.7992562196362	Lyons	Lyons Township	49920	28446.068816804334	682.7056516033041	27.04571551368383
1483	lyons township-49920	23301293.583291203	1214.6964344969704	Lyons	Lyons Township	49920	28446.068816804334	682.7056516033041	43.79619201845884
1484	crystal township-19080			Crystal	Crystal Township	19080	25965.302213340106	623.1672531201625	
1485	sumner township-77300			Sumner	Sumner Township	77300	18305.45300394777	439.33087209474644	
1486	cohoctah township-16920			Cohoctah	Cohoctah Township	16920	79714.92172595536	1913.1581214229286	
1487	bellevue township-07080	48232050.205156006	2514.3367771947824	Bellevue	Bellevue Township	07080	52287.179788199894	1254.8923149167974	50.09052381929254
1488	hazelton township-37440	18532641.841818403	966.1066192139933	Hazelton	Hazelton Township	37440	28046.394648811598	673.1134715714783	30.32720631609883
1489	casco township-13700			Casco	Casco Township	13700	86354.65579868862	2072.5117391685267	
1490	au gres township-04140			Au Gres	Au Gres Township	04140	10754.972488264546	258.1193397183491	
1491	springville township-75940	16853279.5048972	878.561460590291	Springville	Springville Township	75940	10958.796819461475	263.0111236670754	70.0634348915826
1492	frederic township-30480			Frederic	Frederic Township	30480	22387.929345474833	537.3103042913959	
1493	mayfield township-52480			Mayfield	Mayfield Township	52480	29687.007419582194	712.4881780699727	
1494	independence township-40400			Independence	Independence Township	40400	688618.671061847	16526.84810548433	
1495	felch township-27660			Felch	Felch Township	27660	5020.004097342802	120.48009833622726	
1496	higgins township-38020	51666100.44648801	2693.35381627542	Higgins	Higgins Township	38020	20322.326135897798	487.7358272615472	81.89113423144583
1497	long rapids township-49360			Long Rapids	Long Rapids Township	49360	10346.581782539639	248.31796278095135	
1498	bunker hill township-11640			Bunker Hill	Bunker Hill Township	11640	21814.257829874106	523.5421879169786	
1499	blissfield township-09020	247288833.33766	12891.166881892215	Blissfield	Blissfield Township	09020	56232.739455653566	1349.5857469356856	89.53092641418363
1500	van buren township-81660			Van Buren	Van Buren Township	81660	908467.0140437277	21803.208337049462	
1501	leighton township-46760			Leighton	Leighton Township	46760	85235.35775767907	2045.6485861842978	
1502	argentine township-03420			Argentine	Argentine Township	03420	88925.98482287308	2134.223635748954	
1503	elm river township-25660			Elm River	Elm River Township	25660	1697.4405517050247	40.738573240920594	
1504	bentley township-07360			Bentley	Bentley Township	07360	8627.928084192348	207.07027402061638	
1505	middlebury township-53680			Middlebury	Middlebury Township	53680	48155.00969280242	1155.7202326272582	
1506	big creek township-08220			Big Creek	Big Creek Township	08220	24961.464955733518	599.0751589376044	
1507	lincoln township-47640			Lincoln	Lincoln Township	47640	22460.292796904007	539.0470271256962	
1508	richfield township-68180			Richfield	Richfield Township	68180	301531.91936811607	7236.7660648347855	
1509	goodar township-32860			Goodar	Goodar Township	32860	7244.436709507396	173.86648102817747	
1510	pine river township-64360			Pine River	Pine River Township	64360	94385.3745242978	2265.2489885831474	
1511	newberg township-57120			Newberg	Newberg Township	57120	18864.991688901555	452.7598005336373	
1512	kalamo township-42220			Kalamo	Kalamo Township	42220	21566.776953741355	517.6026468897925	
1513	chester township-15300			Chester	Chester Township	15300	35914.96504843089	861.9591611623413	
1514	burr oak township-11940	30180274.767910797	1573.2977236511897	Burr Oak	Burr Oak Township	11940	43623.971535564	1046.975316853536	33.45345250841682
1515	grant township-34240			Grant	Grant Township	34240	12064.257579051426	289.54218189723423	
1516	sheridan township-73080			Sheridan	Sheridan Township	73080	17086.478614449657	410.07548674679174	
1517	grant township-34380			Grant	Grant Township	34380	41598.733930109694	998.3696143226326	
1518	germfask township-31940			Germfask	Germfask Township	31940	5126.253987429123	123.03009569829896	
1519	sheridan township-73060			Sheridan	Sheridan Township	73060	6983.678913937524	167.60829393450058	
1520	sherman township-73220			Sherman	Sherman Township	73220	619.2896817555643	14.862952362133543	
1521	springdale township-75680			Springdale	Springdale Township	75680	6723.066288637353	161.35359092729647	
1522	hamburg township-36100			Hamburg	Hamburg Township	36100	412426.7645064522	9898.242348154852	
1523	lincoln township-47580			Lincoln	Lincoln Township	47580	17564.476955803082	421.547446939274	
1524	kochville township-43800			Kochville	Kochville Township	43800	368213.90114587994	8837.133627501118	
1525	sauble township-71680			Sauble	Sauble Township	71680	3793.137282531518	91.03529478075643	
1526	eden township-24800			Eden	Eden Township	24800	5665.209897241871	135.9650375338049	
1527	grand haven township-33360			Grand Haven	Grand Haven Township	33360	302897.95758388744	7269.550982013298	
1528	hayes township-37320			Hayes	Hayes Township	37320	50033.1065970158	1200.7945583283793	
1529	kasson township-42320			Kasson	Kasson Township	42320	21886.03991549263	525.2649579718232	
1530	rubicon township-70140	15668042.1604916	816.7750378264271	Rubicon	Rubicon Township	70140	13795.82869037219	331.09988856893256	59.46253579810129
1531	brant township-10100			Brant	Brant Township	10100	29075.03791535154	697.8009099684369	
1532	merritt township-53220			Merritt	Merritt Township	53220	44692.50874990994	1072.6202099978386	
1533	highland township-38100			Highland	Highland Township	38100	15250.625334614371	366.0150080307449	
