	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	state	city	graced_emissions_2019(kgC/hr)	graced_emissions_2019(metric tonnes/year)	absolute_percent_error_graced (percent error)
237	huejutladereyes, hidalgo	323700000.0	18913.791	Hidalgo	HuejutladeReyes	387213.27613544714	9293.118627250731	50.865912459058414
238	huichapan, hidalgo	130070000.0	7599.9901	Hidalgo	Huichapan	211473.4466199441	5075.362718878659	33.21882460243391
239	ixmiquilpan, hidalgo	265200000.0	15495.636	Hidalgo	Ixmiquilpan	269432.34499251156	6466.376279820277	58.26969425572286
240	jacaladeledezma, hidalgo			Hidalgo	JacaladeLedezma	83747.34923747886	2009.9363816994926	
241	jaltocán, hidalgo			Hidalgo	Jaltocán	43793.420701528004	1051.0420968366723	
242	juárezhidalgo, hidalgo			Hidalgo	JuárezHidalgo	20195.252397484575	484.6860575396298	
243	lamisión, hidalgo			Hidalgo	LaMisión	60579.94211425518	1453.9186107421242	
244	lolotla, hidalgo			Hidalgo	Lolotla	58847.420852462004	1412.338100459088	
245	metepec, hidalgo			Hidalgo	Metepec	88641.15562054275	2127.387734893026	
246	metztitlán, hidalgo			Hidalgo	Metztitlán	141987.01825570976	3407.688438137034	
247	mineraldelareforma, hidalgo	438300000.0	25609.869	Hidalgo	MineraldelaReforma	336022.7137169685	8064.545129207244	68.51001022610758
248	mineraldelchico, hidalgo			Hidalgo	MineraldelChico	225989.09000705456	5423.738160169309	
249	mineraldelmonte, hidalgo			Hidalgo	MineraldelMonte	45981.346276759345	1103.5523106422243	
250	mixquiahualadejuárez, hidalgo	131170000.0	7664.2631	Hidalgo	MixquiahualadeJuárez	143774.11926993547	3450.5788624784514	54.9783349363561
251	molangodeescamilla, hidalgo			Hidalgo	MolangodeEscamilla	52266.784298303144	1254.4028231592756	
252	nicolásflores, hidalgo			Hidalgo	NicolásFlores	32103.02383358414	770.4725720060193	
253	nopaladevillagrán, hidalgo			Hidalgo	NopaladeVillagrán	121308.75861548776	2911.4102067717063	
254	omitlándejuárez, hidalgo			Hidalgo	OmitlándeJuárez	48120.84431286098	1154.9002635086636	
255	pachucadesoto, hidalgo	1098900000.0	64208.727	Hidalgo	PachucadeSoto	449167.25653405586	10780.01415681734	83.21098289829459
256	pacula, hidalgo			Hidalgo	Pacula	31219.73674689943	749.2736819255863	
257	pisaflores, hidalgo			Hidalgo	Pisaflores	114333.41739169051	2744.002017400572	
258	progresodeobregón, hidalgo			Hidalgo	ProgresodeObregón	49066.0954419138	1177.586290605931	
259	sanagustínmetzquititlán, hidalgo			Hidalgo	SanAgustínMetzquititlán	54305.70058573836	1303.3368140577209	
260	sanagustíntlaxiaca, hidalgo			Hidalgo	SanAgustínTlaxiaca	177102.58713139183	4250.462091153404	
261	sanbartolotutotepec, hidalgo			Hidalgo	SanBartoloTutotepec	97882.90389986373	2349.1896935967297	
262	sanfelipeorizatlán, hidalgo	98610000.0	5761.7823	Hidalgo	SanFelipeOrizatlán	163340.33396351477	3920.1680151243545	31.962580135588347
263	sansalvador, hidalgo	88580000.0	5175.7294	Hidalgo	SanSalvador	143558.99248780575	3445.415819707338	33.43129917674332
264	santiagodeanaya, hidalgo			Hidalgo	SantiagodeAnaya	73897.86584827567	1773.5487803586163	
265	santiagotulantepecdelugoguer, hidalgo	94800000.0	5539.164	Hidalgo	SantiagoTulantepecdeLugoGuer	128295.79155782217	3079.098997387732	44.41220737664145
266	singuilucan, hidalgo			Hidalgo	Singuilucan	137911.79485464472	3309.8830765114735	
267	tasquillo, hidalgo			Hidalgo	Tasquillo	77174.24557117104	1852.1818937081048	
268	tecozautla, hidalgo	95670000.0	5589.9981	Hidalgo	Tecozautla	193214.93321109883	4637.158397066371	17.04543876202084
269	tenangodedoria, hidalgo			Hidalgo	TenangodeDoria	86486.12040240986	2075.6668896578362	
270	tepeapulco, hidalgo	171230000.0	10004.9689	Hidalgo	Tepeapulco	111739.36580986078	2681.744779436659	73.19587090933727
271	tepehuacándeguerrero, hidalgo			Hidalgo	TepehuacándeGuerrero	183184.1577514985	4396.4197860359645	
272	tepejidelríodeocampo, hidalgo	245570000.0	14348.6551	Hidalgo	TepejidelRíodeOcampo	303341.113725733	7280.186729417593	49.2622362257659
273	tepetitlán, hidalgo			Hidalgo	Tepetitlán	64369.554258430566	1544.8693022023338	
274	tetepango, hidalgo			Hidalgo	Tetepango	27601.792312731042	662.4430155055451	
275	tezontepecdealdama, hidalgo	145370000.0	8493.9691	Hidalgo	TezontepecdeAldama	165780.20257495999	3978.72486179904	53.15823715677232
276	tianguistengo, hidalgo			Hidalgo	Tianguistengo	82932.09336681382	1990.3702408035317	
277	tizayuca, hidalgo	309300000.0	18072.399	Hidalgo	Tizayuca	230174.40784242595	5524.185788218222	69.43302442460339
278	tlahuelilpan, hidalgo			Hidalgo	Tlahuelilpan	32476.53921974096	779.4369412737831	
279	tlahuiltepa, hidalgo			Hidalgo	Tlahuiltepa	69731.82689569936	1673.5638454967843	
280	tlanalapa, hidalgo			Hidalgo	Tlanalapa	31270.36042603698	750.4886502248876	
281	tlanchinol, hidalgo	85551000.0	4998.74493	Hidalgo	Tlanchinol	179190.90124243477	4300.5816298184345	13.966771858902696
282	tlaxcoapan, hidalgo			Hidalgo	Tlaxcoapan	59235.60890518705	1421.6546137244893	
283	tolcayuca, hidalgo			Hidalgo	Tolcayuca	61233.29603183961	1469.5991047641505	
284	tuladeallende, hidalgo	369000000.0	21560.670000000002	Hidalgo	TuladeAllende	332329.0213064372	7975.896511354493	63.00719545656748
285	tulancingodebravo, hidalgo	511700000.0	29898.631	Hidalgo	TulancingodeBravo	284384.26392133755	6825.222334112102	77.17212425508009
286	villadetezontepec, hidalgo			Hidalgo	VilladeTezontepec	52632.360237513116	1263.1766457003148	
287	xochiatipan, hidalgo			Hidalgo	Xochiatipan	96554.31290574236	2317.3035097378165	
288	xochicoatlán, hidalgo			Hidalgo	Xochicoatlán	57421.25913672129	1378.110219281311	
289	yahualica, hidalgo			Hidalgo	Yahualica	102767.08550822888	2466.4100521974933	
290	zacualtipándeángeles, hidalgo	100430000.0	5868.1249	Hidalgo	ZacualtipándeÁngeles	125572.92076545353	3013.7500983708846	48.642025353433006
291	zapotlándejuárez, hidalgo			Hidalgo	ZapotlándeJuárez	42616.511989991224	1022.7962877597894	
292	zempoala, hidalgo	112810000.0	6591.4883	Hidalgo	Zempoala	226911.0325257725	5445.86478061854	17.380346702298784
293	zimapán, hidalgo	113300000.0	6620.119000000001	Hidalgo	Zimapán	172050.64914744187	4129.215579538605	37.62626352277648
294	acatic, jalisco			Jalisco	Acatic	91156.40504938178	2187.7537211851627	
295	acatlándejuárez, jalisco			Jalisco	AcatlándeJuárez	72627.29413997912	1743.0550593594987	
296	amacueca, jalisco			Jalisco	Amacueca	32387.41317036144	777.2979160886746	
297	amatitán, jalisco			Jalisco	Amatitán	28469.171520716354	683.2601164971925	
298	ameca, jalisco	198150000.0	11577.9045	Jalisco	Ameca	204296.62066605312	4903.118895985274	57.651068066891774
299	arandas, jalisco	232600000.0	13590.818000000001	Jalisco	Arandas	221534.48138378884	5316.827553210932	60.8792675083212
300	atemajacdebrizuela, jalisco			Jalisco	AtemajacdeBrizuela	43418.22539275175	1042.0374094260421	
301	atotonilcoelalto, jalisco	172240000.0	10063.9832	Jalisco	AtotonilcoelAlto	210843.5413422342	5060.244992213621	49.719262327329595
302	atoyac, jalisco			Jalisco	Atoyac	54845.96246642026	1316.3030991940861	
303	ayotlán, jalisco	108590000.0	6344.9137	Jalisco	Ayotlán	150917.47713465706	3622.0194512317694	42.91459864565582
304	cañadasdeobregón, jalisco			Jalisco	CañadasdeObregón	20105.48147715066	482.5315554516158	
305	chapala, jalisco	173770000.0	10153.3811	Jalisco	Chapala	159939.10437250638	3838.538504940153	62.19448017232258
306	chiquilistlán, jalisco			Jalisco	Chiquilistlán	32442.19452253422	778.6126685408213	
307	cocula, jalisco			Jalisco	Cocula	109864.59619310203	2636.7503086344486	
308	concepcióndebuenosaires, jalisco			Jalisco	ConcepcióndeBuenosAires	21816.996838262934	523.6079241183104	
309	cuquío, jalisco			Jalisco	Cuquío	71988.53197147707	1727.7247673154498	
310	degollado, jalisco			Jalisco	Degollado	122716.60825410792	2945.19859809859	
311	elarenal, jalisco			Jalisco	ElArenal	50829.17621037295	1219.900229048951	
312	elsalto, jalisco	422500000.0	24686.675	Jalisco	ElSalto	293426.7498479642	7042.241996351141	71.47350950927517
313	encarnacióndedíaz, jalisco	150410000.0	8788.4563	Jalisco	EncarnacióndeDíaz	211683.55191499295	5080.405245959831	42.19229097196705
314	gómezfarías, jalisco			Jalisco	GómezFarías	62030.74820014129	1488.737956803391	
315	guadalajara, jalisco	6089000000.0	355780.27	Jalisco	Guadalajara	2312518.859925868	55500.452638220835	84.40035681623918
316	ixtlahuacándelosmembrillos, jalisco	116980000.0	6835.1414	Jalisco	IxtlahuacándelosMembrillos	178022.81760433147	4272.547622503955	37.4914522982077
317	ixtlahuacándelrío, jalisco			Jalisco	IxtlahuacándelRío	257141.82347139265	6171.403763313424	
318	jalostotitlán, jalisco			Jalisco	Jalostotitlán	103806.94708434293	2491.36673002423	
319	jamay, jalisco			Jalisco	Jamay	89355.12879170525	2144.5230910009263	
320	jesúsmaría, jalisco			Jalisco	JesúsMaría	51154.21226068231	1227.7010942563754	
321	jocotepec, jalisco	113400000.0	6625.962	Jalisco	Jocotepec	109163.68909518677	2619.9285382844823	60.45965041326101
322	juanacatlán, jalisco			Jalisco	Juanacatlán	82914.63389669385	1989.9512135206523	
323	juchitlán, jalisco			Jalisco	Juchitlán	23127.413554112034	555.0579252986888	
324	labarca, jalisco	196810000.0	11499.6083	Jalisco	LaBarca	160623.1250200156	3854.955000480374	66.4775103645889
325	lamanzanilladelapaz, jalisco			Jalisco	LaManzanilladelaPaz	21971.459646054474	527.3150315053074	
326	lagosdemoreno, jalisco	443500000.0	25913.705	Jalisco	LagosdeMoreno	515849.4078107685	12380.385787458445	52.224563074024175
327	mascota, jalisco			Jalisco	Mascota	55735.228608818215	1337.6454866116374	
328	mazamitla, jalisco			Jalisco	Mazamitla	58120.61569080358	1394.894776579286	
329	mexticacán, jalisco			Jalisco	Mexticacán	40070.908225279105	961.7017974066986	
330	ocotlán, jalisco	299200000.0	17482.256	Jalisco	Ocotlán	194977.144070295	4679.45145768708	73.2331373154181
331	ojuelosdejalisco, jalisco			Jalisco	OjuelosdeJalisco	107568.75551475618	2581.6501323541484	
332	poncitlán, jalisco	128500000.0	7508.255	Jalisco	Poncitlán	171145.43811456958	4107.49051474967	45.29367323366521
333	puertovallarta, jalisco	1041400000.0	60849.002	Jalisco	PuertoVallarta	160035.72848746635	3840.8574836991925	93.68788746329942
334	sancristóbaldelabarranca, jalisco			Jalisco	SanCristóbaldelaBarranca	18226.677448208728	437.4402587570095	
335	sandiegodealejandría, jalisco			Jalisco	SanDiegodeAlejandría	40742.48975528874	977.8197541269298	
336	sanignaciocerrogordo, jalisco			Jalisco	SanIgnacioCerroGordo	60182.40521825808	1444.3777252381938	
337	sanjuandeloslagos, jalisco	205900000.0	12030.737000000001	Jalisco	SanJuandelosLagos	196511.6270875936	4716.279050102247	60.79808701576431
338	sanjulián, jalisco			Jalisco	SanJulián	40341.95591572185	968.2069419773243	
339	sanmartínhidalgo, jalisco			Jalisco	SanMartínHidalgo	122167.02668373454	2932.0086404096287	
340	sanmiguelelalto, jalisco			Jalisco	SanMiguelelAlto	87228.40137242636	2093.481632938233	
341	sanpedrotlaquepaque, jalisco	1409900000.0	82380.457	Jalisco	SanPedroTlaquepaque	1170181.97351027	28084.367364246482	65.90894444267713
342	sayula, jalisco	104340000.0	6096.5862	Jalisco	Sayula	50495.19836937978	1211.8847608651147	80.12191214707806
343	tala, jalisco	210020000.0	12271.4686	Jalisco	Tala	186999.80948148764	4487.995427555704	63.427397536137576
344	tapalpa, jalisco			Jalisco	Tapalpa	100670.07708454081	2416.0818500289797	
345	techalutademontenegro, jalisco			Jalisco	TechalutadeMontenegro	25338.157560900556	608.1157814616133	
346	tecolotlán, jalisco			Jalisco	Tecolotlán	77175.88056948411	1852.2211336676187	
347	teocaltiche, jalisco	121440000.0	7095.7392	Jalisco	Teocaltiche	148720.57382986942	3569.2937719168663	49.698069907686765
348	teocuitatlándecorona, jalisco			Jalisco	TeocuitatlándeCorona	60897.49695179268	1461.5399268430244	
349	tepatitlándemorelos, jalisco	447900000.0	26170.797000000002	Jalisco	TepatitlándeMorelos	372464.1108910744	8939.138661385787	65.84307821658703
350	tequila, jalisco	119870000.0	7004.0041	Jalisco	Tequila	140431.20067903658	3370.3488162968783	51.87968527464343
351	teuchitlán, jalisco			Jalisco	Teuchitlán	86180.25824932233	2068.326197983736	
352	tizapánelalto, jalisco			Jalisco	TizapánelAlto	52073.576439602504	1249.76583455046	
353	tlajomulcodezúñiga, jalisco	1250200000.0	73049.186	Jalisco	TlajomulcodeZúñiga	1730378.1381188103	41529.07531485145	43.149160738284685
354	tonalá, jalisco	1264800000.0	73902.264	Jalisco	Tonalá	1276888.8767626486	30645.333042303566	58.53261945763452
355	tototlán, jalisco			Jalisco	Tototlán	82523.83344745336	1980.5720027388807	
356	tuxcueca, jalisco			Jalisco	Tuxcueca	34338.62649167036	824.1270358000886	
357	unióndesanantonio, jalisco			Jalisco	UnióndeSanAntonio	160180.91424174648	3844.3419418019153	
358	valledeguadalupe, jalisco			Jalisco	ValledeGuadalupe	55369.35110760352	1328.8644265824846	
359	valledejuárez, jalisco			Jalisco	ValledeJuárez	28309.269522832317	679.4224685479757	
360	villacorona, jalisco			Jalisco	VillaCorona	72967.72125180448	1751.2253100433074	
361	villahidalgo, jalisco			Jalisco	VillaHidalgo	62119.17698541844	1490.8602476500425	
362	yahualicadegonzálezgallo, jalisco			Jalisco	YahualicadeGonzálezGallo	66129.2656251069	1587.1023750025656	
363	zacoalcodetorres, jalisco			Jalisco	ZacoalcodeTorres	123211.41946793371	2957.074067230409	
364	zapopan, jalisco	4402000000.0	257208.86000000002	Jalisco	Zapopan	2905621.9114712114	69734.92587530908	72.88782125339343
365	zapotlándelrey, jalisco			Jalisco	ZapotlándelRey	100221.92688886427	2405.3262453327425	
366	zapotlanejo, jalisco	201720000.0	11786.499600000001	Jalisco	Zapotlanejo	319788.582579232	7674.925981901568	34.88375478414671
367	acambayderuízcastañeda, méxico	140990000.0	8238.0457	México	AcambaydeRuízCastañeda	281885.0211866817	6765.24050848036	17.87808959981419
368	acolman, méxico	378200000.0	22098.226	México	Acolman	451770.8156996321	10842.499576791171	50.934977419494345
369	aculco, méxico	114890000.0	6713.0227	México	Aculco	218065.44367111573	5233.570648106778	22.038537898780262
370	almoloyadealquisiras, méxico			México	AlmoloyadeAlquisiras	73659.27714205887	1767.8226514094126	
371	almoloyadejuárez, méxico	359500000.0	21005.585	México	AlmoloyadeJuárez	616934.8789963676	14806.437095912821	29.511903163311942
372	almoloyadelrío, méxico			México	AlmoloyadelRío	20488.386024920437	491.7212645980905	
373	amanalco, méxico			México	Amanalco	148599.14000187986	3566.3793600451163	
374	amecameca, méxico	140800000.0	8226.944	México	Amecameca	101616.22308875687	2438.7893541301646	70.35607202224587
375	apaxco, méxico			México	Apaxco	57437.0380476711	1378.4889131441066	
376	atenco, méxico	145270000.0	8488.1261	México	Atenco	497664.0937120551	11943.938249089322	40.71348738668389
377	atizapán, méxico			México	Atizapán	20955.359933013257	502.92863839231813	
378	atizapándezaragoza, méxico	1527700000.0	89263.511	México	AtizapándeZaragoza	904448.4466445162	21706.76271946839	75.68237852590362
379	atlacomulco, méxico	291200000.0	17014.816	México	Atlacomulco	247111.89468335366	5930.685472400488	65.14399290359361
380	atlautla, méxico			México	Atlautla	108800.04892370074	2611.2011741688175	
381	axapusco, méxico			México	Axapusco	158778.17516075325	3810.6762038580778	
382	ayapango, méxico			México	Ayapango	42784.87722256845	1026.8370533416428	
383	calimaya, méxico	122470000.0	7155.9221	México	Calimaya	190311.9687455459	4567.487249893101	36.17192604859266
384	capulhuac, méxico	99300000.0	5802.099	México	Capulhuac	43025.30871652815	1032.6074091966755	82.20286470126284
385	chalco, méxico	917100000.0	53586.153	México	Chalco	756641.8592075346	18159.40462098083	66.11175909384495
386	chapademota, méxico			México	ChapadeMota	164724.79885351707	3953.39517248441	
387	chapultepec, méxico			México	Chapultepec	45977.38280571862	1103.4571873372468	
388	chiautla, méxico			México	Chiautla	61845.65862590586	1484.2958070217405	
389	chicoloapan, méxico	513500000.0	30003.805	México	Chicoloapan	231986.89778069739	5567.685546736738	81.4434017727527
390	chiconcuac, méxico			México	Chiconcuac	21925.545399342547	526.2130895842212	
391	chimalhuacán, méxico	1744400000.0	101925.292	México	Chimalhuacán	777791.5050815293	18666.9961219567	81.68560937558392
392	coacalcodeberriozábal, méxico	904800000.0	52867.464	México	CoacalcodeBerriozábal	516119.25507705833	12386.862121849399	76.56997104712758
393	coatepecharinas, méxico	94110000.0	5498.8473	México	CoatepecHarinas	156071.78267337123	3745.722784160909	31.881673016071773
394	cocotitlán, méxico			México	Cocotitlán	58148.148222379146	1395.5555573370993	
395	coyotepec, méxico	99520000.0	5814.9536	México	Coyotepec	107965.64138557797	2591.1753932538713	55.43944850645289
396	cuautitlán, méxico	474900000.0	27748.407	México	Cuautitlán	323768.5197182251	7770.444473237403	71.99679075906086
397	cuautitlánizcalli, méxico	1773100000.0	103602.23300000001	México	CuautitlánIzcalli	1223407.9188724696	29361.79005293927	71.65911467087851
398	donatoguerra, méxico	72949000.0	4262.41007	México	DonatoGuerra	141169.93527509295	3388.078446602231	20.512611622038722
399	ecatepecdemorelos, méxico	5059000000.0	295597.37	México	EcatepecdeMorelos	2718326.8284337	65239.8438824088	77.92949109039475
400	ecatzingo, méxico			México	Ecatzingo	48316.334450385046	1159.5920268092411	
401	eloro, méxico	84880000.0	4959.5384	México	ElOro	129797.03964425207	3115.12895146205	37.18913535457151
402	huehuetoca, méxico	294200000.0	17190.106	México	Huehuetoca	239926.55184118607	5758.237244188465	66.50260769661068
403	hueypoxtla, méxico	105630000.0	6171.9609	México	Hueypoxtla	158813.7229761725	3811.5293514281398	38.244434577864226
404	huixquilucan, méxico	758900000.0	44342.527	México	Huixquilucan	810009.6036325046	19440.23048718011	56.158947623395235
405	isidrofabela, méxico			México	IsidroFabela	52215.629710694906	1253.175113056678	
406	ixtapaluca, méxico	1352400000.0	79020.732	México	Ixtapaluca	882619.0022531148	21182.856054074757	73.19329305368272
407	ixtapandelasal, méxico	110690000.0	6467.6167000000005	México	IxtapandelaSal	103409.00370642773	2481.816088954265	61.62703814908721
408	ixtlahuaca, méxico	371500000.0	21706.745	México	Ixtlahuaca	430919.78519081825	10342.074844579636	52.355478241534435
409	jaltenco, méxico			México	Jaltenco	19768.285292368506	474.43884701684414	
410	jilotepec, méxico	235740000.0	13774.2882	México	Jilotepec	334701.741887123	8032.841805290951	41.68234547836054
411	jilotzingo, méxico			México	Jilotzingo	124422.57710875757	2986.141850610182	
412	jiquipilco, méxico	157220000.0	9186.3646	México	Jiquipilco	260290.33617777098	6246.968068266504	31.997385905339492
413	jocotitlán, méxico	198500000.0	11598.355	México	Jocotitlán	322466.5068459578	7739.196164302986	33.27332915484147
414	joquicingo, méxico			México	Joquicingo	45002.53345699134	1080.0608029677921	
415	juchitepec, méxico			México	Juchitepec	73944.52303038773	1774.6685527293055	
416	lapaz, méxico	777500000.0	45429.325000000004	México	LaPaz	632681.0948922207	15184.346277413297	66.57589282382405
417	lerma, méxico	427800000.0	24996.354	México	Lerma	514693.25856234424	12352.638205496263	50.582240091909945
418	malinalco, méxico			México	Malinalco	117891.70305875938	2829.400873410225	
419	melchorocampo, méxico	130080000.0	7600.5744	México	MelchorOcampo	73412.36411487737	1761.8967387570572	76.81890017737268
420	metepec, méxico	812100000.0	47451.003000000004	México	Metepec	407706.6511401881	9784.959627364515	79.37881391597872
421	mexicaltzingo, méxico			México	Mexicaltzingo	58468.46445774425	1403.243146985862	
422	morelos, méxico			México	Morelos	174841.97834787643	4196.207480349034	
423	naucalpandejuárez, méxico	2912000000.0	170148.16	México	NaucalpandeJuárez	1667913.644020996	40029.92745650391	76.4734878963699
424	nextlalpan, méxico	87530000.0	5114.3779	México	Nextlalpan	162297.9497387623	3895.1507937302954	23.839206451085772
425	nezahualcóyotl, méxico	3446000000.0	201349.78	México	Nezahualcóyotl	1365548.4804615807	32773.16353107794	83.72326826923876
426	nicolásromero, méxico	1062400000.0	62076.032	México	NicolásRomero	740866.3147746781	17780.791554592273	71.35643020064126
427	nopaltepec, méxico			México	Nopaltepec	52121.624730329175	1250.9189935279003	
428	ocoyoacac, méxico	179590000.0	10493.4437	México	Ocoyoacac	153677.65282959372	3688.263667910249	64.851732440226
429	ocuilan, méxico	80380000.0	4696.6034	México	Ocuilan	147662.81428104453	3543.907542745069	24.5431806580673
430	otumba, méxico	93160000.0	5443.3388	México	Otumba	73811.95349108349	1771.4868837860038	67.45587682717813
431	otzolotepec, méxico	179170000.0	10468.9031	México	Otzolotepec	265093.040589465	6362.232974147159	39.22732006042582
432	ozumba, méxico			México	Ozumba	46812.894027456365	1123.5094566589528	
433	papalotla, méxico			México	Papalotla	9200.245861387613	220.80590067330272	
434	polotitlán, méxico			México	Polotitlán	76113.19348492814	1826.7166436382754	
435	rayón, méxico			México	Rayón	50652.20089043527	1215.6528213704466	
436	sanantoniolaisla, méxico			México	SanAntoniolaIsla	56689.55803917585	1360.5493929402205	
437	sanfelipedelprogreso, méxico	269470000.0	15745.1321	México	SanFelipedelProgreso	541062.6293234641	12985.50310376314	17.52687102724823
438	sanjosédelrincón, méxico	191580000.0	11194.019400000001	México	SanJosédelRincón	554144.1798815202	13299.460317156487	18.808623086328453
439	sanmartíndelaspirámides, méxico			México	SanMartíndelasPirámides	64113.36130661613	1538.720671358787	
440	sanmateoatenco, méxico	215600000.0	12597.508	México	SanMateoAtenco	88696.82043037226	2128.723690328934	83.10202549322506
441	sansimóndeguerrero, méxico			México	SanSimóndeGuerrero	66229.85623210197	1589.5165495704473	
442	soyaniquilpandejuárez, méxico			México	SoyaniquilpandeJuárez	70163.30273606296	1683.9192656655111	
443	tecámac, méxico	1151900000.0	67305.517	México	Tecámac	1075202.6086877505	25804.862608506013	61.66010788015193
444	temamatla, méxico			México	Temamatla	47212.91805946728	1133.1100334272146	
445	temascalapa, méxico	101100000.0	5907.273	México	Temascalapa	221881.81157991386	5325.163477917933	9.854115800675999
446	temascalcingo, méxico	164730000.0	9625.1739	México	Temascalcingo	328183.94472102204	7876.414673304529	18.168598768854146
447	temascaltepec, méxico	78143000.0	4565.89549	México	Temascaltepec	202960.684915333	4871.056437967992	6.683485170353558
448	temoaya, méxico	207500000.0	12124.225	México	Temoaya	259427.27204749617	6226.254529139908	48.64616477226455
449	tenancingo, méxico	254200000.0	14852.906	México	Tenancingo	222703.9864544239	5344.895674906174	64.01447854779278
450	tenangodelaire, méxico			México	TenangodelAire	26883.75986883408	645.2102368520179	
451	tenangodelvalle, méxico	213930000.0	12499.929900000001	México	TenangodelValle	180257.27308415674	4326.174554019763	65.39040947725825
452	teoloyucan, méxico	177340000.0	10361.976200000001	México	Teoloyucan	101013.20616055201	2424.3169478532486	76.60372016823153
453	teotihuacán, méxico	158890000.0	9283.9427	México	Teotihuacán	162247.1278403652	3893.931068168765	58.057355651615936
454	tepetlaoxtoc, méxico			México	Tepetlaoxtoc	186065.0288038828	4465.560691293187	
455	tepetlixpa, méxico			México	Tepetlixpa	40570.158723500186	973.6838093640046	
456	tepotzotlán, méxico	272800000.0	15939.704	México	Tepotzotlán	493980.9724282211	11855.543338277306	25.62256276354124
457	tequixquiac, méxico	100750000.0	5886.8225	México	Tequixquiac	157187.32196021933	3772.495727045264	35.91626506412816
458	texcaltitlán, méxico			México	Texcaltitlán	80122.49553603822	1922.9398928649173	
459	texcalyacac, méxico			México	Texcalyacac	58051.0185990348	1393.2244463768352	
460	texcoco, méxico	712600000.0	41637.218	México	Texcoco	1707064.6202456774	40969.55088589626	1.6035344006502645
461	tezoyuca, méxico	101100000.0	5907.273	México	Tezoyuca	82602.28979684069	1982.4549551241766	66.44043782767147
462	tianguistenco, méxico	205700000.0	12019.051	México	Tianguistenco	264669.16655188694	6352.0599972452865	47.150070357091536
463	timilpan, méxico			México	Timilpan	110229.49771762032	2645.507945222888	
464	tlalmanalco, méxico	131740000.0	7697.568200000001	México	Tlalmanalco	89435.10101167926	2146.442424280302	72.11531787038533
465	tlalnepantladebaz, méxico	2388000000.0	139530.84	México	TlalnepantladeBaz	1312959.552294262	31511.02925506229	77.41644122900551
466	toluca, méxico	2701000000.0	157819.43	México	Toluca	1689943.4863301634	40558.64367192392	74.30060185116375
467	tonanitla, méxico			México	Tonanitla	143274.72030498035	3438.5932873195284	
468	tonatico, méxico			México	Tonatico	49764.583325148444	1194.3499998035627	
469	tultepec, méxico	382100000.0	22326.103	México	Tultepec	324905.162480926	7797.723899542225	65.07351103978054
470	tultitlán, méxico	1491800000.0	87165.874	México	Tultitlán	949795.2122595254	22795.08509422861	73.8486129397055
471	valledebravo, méxico	197000000.0	11510.710000000001	México	ValledeBravo	219145.6306962807	5259.495136710737	54.307813013178716
472	valledechalcosolidaridad, méxico	1065700000.0	62268.851	México	ValledeChalcoSolidaridad	542332.6641097718	13015.983938634525	79.09711881686314
473	villadeallende, méxico	106339000.0	6213.38777	México	VilladeAllende	215662.48604596016	5175.899665103045	16.697623636275246
474	villadelcarbón, méxico	114250000.0	6675.6275000000005	México	VilladelCarbón	140051.30647299273	3361.231355351825	49.649207428787406
475	villaguerrero, méxico	155820000.0	9104.562600000001	México	VillaGuerrero	222804.31805527653	5347.303633326636	41.26786899870801
476	villavictoria, méxico	196520000.0	11482.6636	México	VillaVictoria	491809.0095716934	11803.41622972064	2.7933643350889463
477	xalatlaco, méxico			México	Xalatlaco	68653.65882016746	1647.687811684019	
478	xonacatlán, méxico	125250000.0	7318.3575	México	Xonacatlán	72827.31974213218	1747.8556738111724	76.11683121778114
479	zacualpan, méxico			México	Zacualpan	85082.0893489536	2041.9701443748863	
480	zinacantepec, méxico	446100000.0	26065.623	México	Zinacantepec	440234.1913500285	10565.620592400684	59.46530573084448
481	zumpahuacán, méxico			México	Zumpahuacán	69915.5205953422	1677.9724942882126	
482	zumpango, méxico	454300000.0	26544.749	México	Zumpango	382838.5561620712	9188.125347889709	65.38627904189372
483	acuitzio, michoacán			Michoacán	Acuitzio	42304.41880809668	1015.3060513943203	
484	álvaroobregón, michoacán			Michoacán	ÁlvaroObregón	98333.04584907625	2359.99310037783	
485	angamacutiro, michoacán			Michoacán	Angamacutiro	82699.18653772151	1984.7804769053164	
486	angangueo, michoacán			Michoacán	Angangueo	25339.649660246163	608.151591845908	
487	aporo, michoacán			Michoacán	Aporo	23300.196021784905	559.2047045228377	
488	briseñas, michoacán			Michoacán	Briseñas	44322.386991762796	1063.7372878023073	
489	charo, michoacán			Michoacán	Charo	101952.07241470361	2446.8497379528867	
490	chavinda, michoacán			Michoacán	Chavinda	62118.25909534337	1490.838218288241	
491	chilchota, michoacán	98960000.0	5782.2328	Michoacán	Chilchota	99734.58924278797	2393.6301418269113	58.603705097675906
492	chucándiro, michoacán			Michoacán	Chucándiro	30241.455678839393	725.7949362921454	
493	churintzio, michoacán			Michoacán	Churintzio	48775.74595607915	1170.6179029458995	
494	coeneo, michoacán			Michoacán	Coeneo	112845.4454020795	2708.290689649908	
495	cojumatlánderégules, michoacán			Michoacán	CojumatlándeRégules	46262.80727017355	1110.3073744841652	
496	contepec, michoacán			Michoacán	Contepec	191158.30908904708	4587.79941813713	
497	copándaro, michoacán			Michoacán	Copándaro	40596.51724731578	974.3164139355787	
